roll_number,ranking,schoolname,address1,county,schooltype,pupils,latitude,longitude,ed_id,ed_english
18528S,NULL,ANNACARTY N S,Shanaknock,Tipperary,primary,77,52.5656487,-8.1127906,217068,DONOHILL
18530F,NULL,ASKEATON SENIOR NS,ASKEATON,Limerick,primary,82,52.6003811,-8.9821649,127010,ASKEATON WEST
18532J,NULL,ARDLIOS N S,Arles,Laois,primary,52,52.8919506,-7.0190587,107005,ARLESS
18533L,NULL,SCOIL MHUIRE,Taghmon,Westmeath,primary,83,53.5281035,-7.3431528,237106,MULLINGAR NORTH URBAN
18535P,NULL,ST. JOHNS GIRLS N S,Ballea Road,Cork,primary,428,51.815854,-8.391298,47072,CARRIGALINE
18536R,NULL,S N MHUIRE LOURDES,Loughglynn,Roscommon,primary,42,53.8214592,-8.5561674,197088,LOUGHGLINN
18537T,NULL,S N ROS COM RUA,Roscomroe,Offaly,primary,29,53.0203739,-7.7576174,187074,ROSCOMROE
18538V,NULL,SCOIL MHUIRE,Newcastle,Tipperary,primary,139,52.271868,-7.8089416,217138,NEWCASTLE
18539A,NULL,SCOIL NAOMH MHUIRE,Tullybuck,Monaghan,primary,172,54.2161201,-6.8509368,177020,CASTLESHANE
18540I,NULL,CLUAIN DRAIGNEACH,CLUAIN DRAIGHNEACH,Clare,primary,15,51.6513982,-9.1471506,47133,DRINAGH
18541K,NULL,S N Chathair Aodha,Caherea,Clare,primary,46,52.7718953,-9.0972951,37114,LISHEEN
18542M,NULL,S N NAOMH PADRAIG,Upper Chapel Street,Mayo,primary,412,53.8550014,-9.2879257,157049,CASTLEBAR URBAN
18543O,NULL,S N CLOCHOG,Castlebaldwin,Sligo,primary,78,54.0792486,-8.3758809,207056,LAKEVIEW
18549D,NULL,S N CNOC NA CROIGHE,CNOC NA GROIGHE,Cork,primary,68,999,999,NULL,NULL
18551N,NULL,SCOIL NA MAINISTREACH,Oldtown Road,Kildare,primary,420,53.3402857,-6.5545051,87023,CELBRIDGE
18555V,NULL,LISSYCASEY N S,Lissycasey,Clare,primary,180,52.7382691,-9.1766546,37112,LISCASEY
18557C,NULL,S N TEAMPALL DOIRE,Templederry,Tipperary,primary,100,52.8642968,-8.1975561,217177,NENAGH EAST URBAN
18558E,NULL,S N BAILE AN PHIARSAIGH,Piercestown,Wexford,primary,201,52.286681,-6.4880431,247041,DRINAGH
18561Q,NULL,St Joseph's NS,Rehins,Mayo,primary,246,54.087805,-9.1666244,157015,BALLINA RURAL
18562S,NULL,S N AN TEAGHLAIGH,AN PHAIRC,Mayo,primary,66,999,999,NULL,NULL
18563U,NULL,SCOIL NAOMH BRID C,Douglas Road,Cork,primary,512,51.8831817,-8.4457133,48002,BALLINLOUGH B
18564W,NULL,S N LEITIR,Leiter,Cavan,primary,201,53.9156096,-6.9692942,27004,BAILIEBOROUGH
18565B,NULL,S N MA SHEASTA,MOYASTA,Clare,primary,53,52.6678125,-9.5381226,37056,EINAGH
18566D,NULL,S N ATHAIR MAITIU C,Togher,Cork,primary,255,51.8791667,-8.4919444,48066,TOGHER A
18567F,NULL,S N INIS,Ballymakibbot,Cork,primary,214,999,999,NULL,NULL
18571T,NULL,S N CNOC AN CHROCAIRE,Knockcroghery,Roscommon,primary,158,53.5697783,-8.0949243,197102,SCREGG
18572V,NULL,GLENAMADDY NS,Kilkerrin Road,Galway,primary,121,53.6040033,-8.5603971,67100,GLENNAMADDY
18573A,NULL,Scoil Chriost Ri,Drumnacurra,Kerry,primary,23,52.4355598,-9.7652847,77107,KILLURY
18575E,NULL,S N MOLAOISE,Grange,Sligo,primary,286,54.393079,-8.5256165,207060,LISSADILL NORTH
18580U,NULL,S N MUIRE GAN SMAL,Kilrusheighter,Sligo,primary,28,54.258883,-8.7745285,207006,AUGHRIS
18581W,NULL,SCOIL MHUIRE,Corr na Móna,Galway,primary,61,53.5121491,-9.4566469,67069,CONG
18582B,NULL,BALLYLOOBY N S,CAHIR,Tipperary,primary,172,52.32623,-7.9855595,217095,KILCORAN
18585H,NULL,SN BANRION NA NAINGEAL1,GURTEEN ROAD,Dublin,primary,167,53.3462214,-6.3618773,268061,DRUMFINN
18589P,NULL,S N MHIC DIARMADA,Bóthar Ghleann Fearna,Leitrim,primary,26,54.3555208,-8.0353694,117057,KILTYCLOGHER
18590A,NULL,SCOIL NAOMH ERC,Glenderry,Kerry,primary,153,52.3996214,-9.8885235,77090,KERRYHEAD
18591C,NULL,NAOMH TOMAS N S,Ballydorey,Westmeath,primary,25,53.6581148,-7.5352624,237090,RATHOWEN
18592E,NULL,S N NAOMH IOSEF,Ardkill,Sligo,primary,44,54.2461248,-8.8222979,207074,TEMPLEBOY NORTH
18594I,NULL,S N ACHAIDH AN GHLAISIN,BEAL AN MHUIRTHEAD,Mayo,primary,48,54.2238996,-9.9876028,157036,BELMULLET
18598Q,NULL,EARNAIN MXD N S,Castletown,Westmeath,primary,114,999,999,NULL,NULL
18600A,NULL,S N MA RUA,Liscreagh,Limerick,primary,182,52.6496657,-8.3981014,127003,ABINGTON
18602E,NULL,SCOIL MHUIRE,Convent Road,Dublin,primary,362,53.3181925,-6.3944185,267053,CLONDALKIN VILLAGE
18605K,NULL,SCOIL NAOMH PADRAIG BOYS,CARNDONAGH,Donegal,primary,143,55.249868,-7.267082,57022,CARNDONAGH
18607O,NULL,SCOIL NAOMH IOSEPH,Clinstown,Kilkenny,primary,93,52.7393049,-7.3201465,97029,COOLCRAHEEN
18608Q,NULL,S N MUIRE GAN SMAL,Claddaghduff,Galway,primary,20,53.5417862,-10.143527,67199,SILLERNA
18609S,NULL,S N FIONTAIN NAOFA,Rathmore,Carlow,primary,26,52.8582497,-6.7317195,17029,KINEAGH
18611F,NULL,S N NA CARRAIGE,An Charraig,Donegal,primary,81,55.104545,-8.2860586,57119,MEENACLADY
18612H,NULL,SCOIL MHUIRE,ACHADH LIN,Limerick,primary,114,52.4649218,-8.9387871,127025,BALLYNOE WEST
18615N,NULL,S N CEATHARLACH,Green Road,Carlow,primary,133,52.8268132,-6.932703,NULL,NULL
18623M,NULL,SCOIL NAISUNTA CHNUACHA,Main Street,Dublin,primary,212,53.3860923,-6.3760116,267033,BLANCHARDSTOWN-ROSELAWN
18624O,NULL,MERCY CONVENT KILLALOE,KILLALOE,Clare,primary,115,52.8062625,-8.4407433,37080,KILLALOE
18625Q,NULL,SCOIL CHOILMCILLE,Convent Road,Donegal,primary,363,54.9502052,-7.7433471,NULL,NULL
18626S,NULL,S N AN GLEANN DUIBH,Kiltoom,Roscommon,primary,134,53.4347523,-7.926153,237004,ATHLONE EAST RURAL
18630J,NULL,CARRIGAHOLT MIXED N S,CARRIGAHOLT,Clare,primary,32,52.6027242,-9.7088282,37135,RAHONA
18632N,NULL,S N EOIN BOSCO NAI BUAC,Navan Road,Dublin,primary,196,53.3682697,-6.3143542,268006,ASHTOWN A
18634R,NULL,SCOIL IDE,Ardnamara,Galway,primary,279,53.2626852,-9.0811395,68017,ROCKBARTON
18635T,NULL,S N TIGH AN IUBHAIR,Tenure,Louth,primary,211,53.8310533,-6.3944559,147021,DUNLEER
18636V,NULL,S N BHEANAIN,Tuam,Galway,primary,31,53.1023859,-9.6661474,67110,INISHMORE
18639E,NULL,S N BAILE NA CAILLI,Ballynacally,Clare,primary,55,52.7192916,-9.0664949,37010,BALLYNACALLY
18640M,NULL,NAOMH IOSEF N S,Rathwire,Westmeath,primary,282,53.5060047,-7.1315816,237065,KILLUCAN
18641O,NULL,S N NAOMH EOIN,Killenard,Laois,primary,418,53.13092,-7.1480389,107009,BALLYBRITTAS
18642Q,NULL,S N NAOMH EOIN,Tower Road,Dublin,primary,93,53.3217686,-6.3944961,267050,CLONDALKIN-MONASTERY
18643S,NULL,HOLYCROSS N.S.,FIRODA,Kilkenny,primary,93,52.8398474,-7.2503614,97022,CASTLECOMER
18644U,NULL,STRAFFAN N S,The Glebe,Kildare,primary,376,53.3148529,-6.6122601,87084,STRAFFAN
18646B,NULL,SPRINGDALE N S,Lough Derg Road,Dublin,primary,242,53.3823129,-6.1795566,268062,EDENMORE
18647D,NULL,S N SAN TREASA,The Rise,Dublin,primary,444,53.2948581,-6.2100384,267128,STILLORGAN-MOUNT MERRION
18650P,NULL,NEWTOWN NS,Newtown,Kildare,primary,92,53.3945651,-6.7569862,87026,CLONCURRY
18652T,NULL,S N AN CHAISEAL,An Caiseal,Donegal,primary,70,54.6889036,-8.7184567,57117,MALINBEG
18653V,NULL,SCOIL NAOMH IOSEF,Thomas Street,Limerick,primary,70,52.5245911,-8.940201,127123,RATHKEALE URBAN
18654A,NULL,CARAGH N S,Caragh,Kildare,primary,494,53.237081,-6.7296248,87019,CARRAGH
18655C,NULL,SCOIL NAOMH SEOSAMH,Boot Road,Dublin,primary,414,53.3173487,-6.3950351,267053,CLONDALKIN VILLAGE
18659K,NULL,LISAVAIRD MXD N S,Lisavaird,Cork,primary,55,51.6000863,-8.9550256,47199,KILKERRANMORE
18660S,NULL,S N SHAN NIOCLAS,Windgap,Kilkenny,primary,117,52.4616678,-7.3959403,97066,KILLAMERY
18665F,NULL,S N MAINISTIR O DTORNA,Abbeydorney,Kerry,primary,164,52.2713096,-9.6999325,NULL,NULL
18666H,NULL,S N TIR MOCHAIN,Donadea,Kildare,primary,121,53.350377,-6.7344379,87028,DONADEA
18670V,NULL,S N TULACH RUAIN,Tullarone,Kilkenny,primary,98,52.6625716,-7.4363492,97108,TULLAROAN
18675I,NULL,S N CILL DAINGIN,KILDANGAN,Kildare,primary,226,53.1059426,-7.0070903,87049,KILDANGAN
18677M,NULL,SCOIL MATHAIR DE,South Circular Road,Limerick,primary,336,52.6524923,-8.638423,128016,DOCK C
18679Q,NULL,AN GHRIANAN N S,Mount Temple,Westmeath,primary,188,53.4242187,-7.7680866,237076,MOUNT TEMPLE
18681D,NULL,CHRIST CHURCH N S,Lower Newtown,Waterford,primary,131,52.2533238,-7.1055157,228030,PARK
18682F,NULL,ST CANICES B N S,Glasanaon Road,Dublin,primary,408,53.3892343,-6.2920801,268013,BALLYGALL B
18683H,NULL,ST CANICES G N S,Seamus Ennis Road,Dublin,primary,486,53.3895043,-6.2965672,268012,BALLYGALL A
18684J,NULL,S N BHAILE MHUIRNE,MURRINTOWN,Wexford,primary,237,52.28724,-6.5222437,247097,RATHASPICK
18686N,NULL,S N GORT NA LEIME,DUNMORE,Galway,primary,26,53.5141156,-8.8565177,67212,TUAM URBAN
18687P,NULL,BALLYDUFF N S,Ballyduff,Wexford,primary,75,52.6369541,-6.4683286,247061,KILCOMB
18689T,NULL,OUR LADY OF MERCY SENIOR P.S.,Military Road,Waterford,primary,308,52.260001,-7.1243943,228023,MILITARY ROAD
18690E,NULL,SCOIL BHRIDE,An Cruachán,Offaly,primary,91,53.2760743,-7.4939117,187087,TULLAMORE URBAN
18694M,NULL,CONVENT OF MERCY N S,The Lawn,Mayo,primary,348,53.8550787,-9.2950717,157049,CASTLEBAR URBAN
18696Q,NULL,S N DUBH RATH,Ballyvonnavaun,Clare,primary,88,52.8147376,-8.9642515,37026,CLAREABBEY
18700E,NULL,S N BAILE AN CAISLEAN,Castletown,Donegal,primary,48,55.2042337,-6.2423248,NULL,NULL
18702I,NULL,SPA NATIONAL SCHOOL,Ballygarron,Kerry,primary,212,52.2750451,-9.7859755,77023,BALLYNAHAGLISH
18703K,NULL,S N BAILE AN BHAILSIG,Welchtown,Donegal,primary,28,54.8167934,-7.864624,57034,CLOGHAN
18705O,NULL,TARBERT NATIONAL SCHOOL,Chapel Street,Kerry,primary,135,52.5707373,-9.3749801,77157,TARBERT
18707S,NULL,CASTLEBRIDGE N S,Castlebridge,Wexford,primary,233,52.3868052,-6.4510402,247003,ARDCAVAN
18708U,NULL,S N CILL LACHTAIN,Newcastle West,Limerick,primary,184,52.4487503,-9.0545815,127116,NEWCASTLE URBAN
18710H,NULL,SN NA CROISE NAOFA,DUNFANAGHY,Donegal,primary,42,55.1819444,-7.9716667,57057,DUNFANAGHY
18712L,NULL,S N CNOC RUSCAIGHE,Knockrooskey,Mayo,primary,205,999,999,NULL,NULL
18713N,NULL,S N FIONAN NA REANNA,Rennies,Cork,primary,139,51.727545,-8.3712007,47026,BALLYFOYLE
18714P,NULL,ST EDANS N S,Clone Road,Wexford,primary,32,52.5844904,-6.4939777,247047,FERNS
18715R,NULL,S N PAIRC ARD,DROMARD,Sligo,primary,93,54.2371932,-8.6733389,207078,TOBERPATRICK EAST
18716T,NULL,CAHIR B N S,Market Street,Tipperary,primary,160,52.3745296,-7.925247,217038,CAHER
18717V,NULL,S N CIARAIN,Kilfinny,Limerick,primary,47,52.5636339,-8.7925892,127005,ADARE SOUTH
18720K,NULL,MILTOWN MALBAY B N S,Mullagh Road,Clare,primary,107,52.8531247,-9.4026556,37118,MILLTOWN MALBAY
18726W,NULL,S N SEOSAMH NA MBRATHAR,Marino Park Avenue,Dublin,primary,125,53.3647517,-6.2333613,268049,CLONTARF WEST D
18729F,NULL,BALLINTLEVA N S,Curraghboy,Roscommon,primary,57,53.4641946,-8.2185165,197112,TURROCK
18731P,NULL,ROBERTSON N S,Church Road,Donegal,primary,66,54.8057681,-7.7629673,57137,STRANORLAR
18733T,NULL,S N MHUIRE,Cloondara,Longford,primary,97,53.7629772,-7.8334816,137013,CALDRAGH
18734V,NULL,REALT NA MAIDINE,Ballyphehane,Cork,primary,119,51.8790045,-8.4792585,48050,POULADUFF B
18737E,NULL,SCOIL BHRIDE,Convoy,Donegal,primary,198,54.861402,-7.6702191,57039,CONVOY
18739I,NULL,SHANNON AIRPORT 1 N S,Corrib Drive,Clare,primary,136,52.6997918,-8.8904486,37027,CLENAGH
18740Q,NULL,SHANNON AIRPORT NO 2 NS,SHANNON AIRPORT NO 2,Clare,primary,18,52.6996573,-8.9146911,37027,CLENAGH
18741S,NULL,FAITIMA N S,CLOONE,Leitrim,primary,67,53.9455862,-7.7863064,117022,CLOONE
18742U,NULL,ROXBORO N S,Derrane,Roscommon,primary,206,53.6610548,-8.1537662,197097,ROSCOMMON RURAL
18744B,NULL,S N NA NAOMH UILE,Church Avenue,Westmeath,primary,92,53.5253842,-7.3399084,237080,MULLINGAR SOUTH URBAN
18746F,NULL,SN MUINE MHEA,Monivea,Galway,primary,192,53.3008131,-8.7453768,67013,ATHENRY
18748J,NULL,Scoil Mholainge Listerlin,Listerlin,Kilkenny,primary,136,52.4093961,-7.073649,97074,LISTERLIN
18753C,NULL,SAINT MARYS N S LAHINCH,Lahinch,Clare,primary,132,52.9290577,-9.3444467,37059,ENNISTIMON
18754E,NULL,SN NAOMH SEOSAMH,Bun an Chorraigh,Mayo,primary,3,53.9751921,-9.9857745,157001,ACHILL
18756I,NULL,FIBOUGH NATIONAL SCHOOL,CAISLEAN NA MAINGE,Kerry,primary,30,52.1648867,-9.8280715,77096,KILGARRYLANDER
18759O,NULL,CAHIR NATIONAL SCHOOL,Caher West,Kerry,primary,58,52.3751761,-7.9204355,217038,CAHER
18762D,NULL,S N REALT NA MARA (B),Donacarney,Meath,primary,455,53.7076593,-6.2754196,NULL,NULL
18764H,NULL,ARD NA GCRAITH N S,Ardnagrath,Westmeath,primary,129,53.4832566,-7.7903955,237002,ARDNAGRAGH
18766L,NULL,SCOIL CHOLMCILLE,DUBHLINN RIABHACH,Donegal,primary,40,55.1775506,-7.7932777,57023,CARRICKART
18767N,NULL,S N REALT NA MARA (C),Donacarney,Meath,primary,458,53.7082302,-6.2762115,NULL,NULL
18768P,NULL,FORGLEANN N S,Furraglaun,Clare,primary,22,52.9080138,-9.2745239,37117,MAGHERAREAGH
18775M,NULL,S N MICHEAL NAOFA,Holycross,Tipperary,primary,223,52.6398593,-7.8704168,217087,HOLYCROSS
18777Q,NULL,S N LOMCHLUANA,Lumcloon,Offaly,primary,43,53.2211482,-7.7941369,187041,GALLEN
18778S,NULL,S N NAOMH MOCHTA,Porterstown Road,Dublin,primary,885,53.3818616,-6.40504,267031,BLANCHARDSTOWN-DELWOOD
18779U,NULL,ST MARYS NS TOURANEENA,BALLINAMULT,Waterford,primary,70,52.2028988,-7.7160257,227083,SESKINAN
18780F,NULL,S N NAOMH COLMCILLE,Errill,Laois,primary,71,52.8599496,-7.6769934,107047,ERRILL
18786R,NULL,SCOIL IOSAGAIN,Knockpogue Avenue,Cork,primary,331,51.9107495,-8.4851698,48022,FAIR HILL B
18791K,NULL,SCOIL CHOLMCILLE,DROIM AN MHAOIR,Donegal,primary,123,55.204219,-6.982146,57084,GREENCASTLE
18793O,NULL,SC NAOMH EOIN LE DIA,Passage Road,Waterford,primary,265,52.2515652,-7.104249,228029,NEWTOWN
18795S,NULL,S N MHUIRE,Coolanarney,Offaly,primary,68,53.2759209,-7.4920998,187087,TULLAMORE URBAN
18797W,NULL,St. Joseph's N.S.,Ardan View,Offaly,primary,408,53.2813457,-7.4939524,187087,TULLAMORE URBAN
18806U,NULL,KILTERNAN N S 1,Kilternan,Dublin,primary,320,53.235641,-6.1956482,267092,GLENCULLEN
18812P,NULL,LOCH AN GHAIR N S,Loughegar,Westmeath,primary,211,53.5704714,-7.2728312,237071,KNOCKDRIN
18817C,NULL,S N BRIGHDE,Cullenswood House,Dublin,primary,436,53.3274806,-6.2539703,268128,RATHMINES EAST A
18820O,NULL,S N CHOLMCILLE,BLACKSTAFF,Monaghan,primary,80,53.9779778,-6.7188238,177017,CARRICKMACROSS URBAN
18824W,NULL,ST IBERIUS N S,Davitt Road South,Wexford,primary,84,52.3371115,-6.4689839,NULL,NULL
18829J,NULL,S N CHOBH CHIONN TSAILE,Cionn tSáile,Cork,primary,221,51.7032687,-8.5026849,47221,KINSALE RURAL
18832V,NULL,CASTLEMAINE N S,Castlemaine,Kerry,primary,80,52.1687546,-9.7028275,77114,KILTALLAGH
18833A,NULL,S N LATHRACH,Laragh,Cavan,primary,125,999,999,NULL,NULL
18839M,NULL,S N NA SCRINE,Screen,Wexford,primary,130,52.5068183,-6.5819746,247045,ENNISCORTHY RURAL
18843D,NULL,BAINRION NA N-AINGAL 2,Gurteen Road,Dublin,primary,131,53.3459416,-6.3597405,268061,DRUMFINN
18844F,NULL,Scoil Mhuire,BELCRUIT,Donegal,primary,39,55.0128717,-8.3891648,57133,RUTLAND
18848N,NULL,S N PEADAR AGUS POL,Knockafall,Mayo,primary,60,53.9308376,-9.131266,157143,STRADE
18856M,NULL,SCOIL NAOMH IOSEF,Ballyheigue,Kerry,primary,40,52.1685292,-9.7028287,77114,KILTALLAGH
18857O,NULL,S N CARRAIG A BRUIS,Virginia,Cavan,primary,150,53.8344096,-7.0813222,27092,VIRGINIA
18864L,NULL,S N AN CUSAN,Coosan,Westmeath,primary,422,53.4465263,-7.9344618,237077,MOYDRUM
18872K,NULL,SCOIL IDE,Corbally Road,Limerick,primary,789,52.6780878,-8.6144648,128001,ABBEY A
18874O,NULL,KILLYGORDAN N S,Main Street,Donegal,primary,21,54.7968309,-7.6835354,57098,KILLYGORDON
18876S,NULL,SN Baile Cuisin,Ballycushion,Mayo,primary,20,53.5578288,-9.0697585,157069,DALGAN
18880J,NULL,S N GORT SCEICHE,Gortskehy,Mayo,primary,80,53.6338416,-9.027902,157079,GARRYMORE
18883P,NULL,S N IOSAGAIN,Spa Glen,Cork,primary,153,52.1436805,-8.6424858,47324,MALLOW NORTH URBAN
18886V,NULL,KILL-O'-THE-GRANGE NS,Deansgrange,Dublin,primary,217,53.2782307,-6.161873,267039,CABINTEELY-POTTERY
18887A,NULL,St. Joseph's National School,Mulhussey,Meath,primary,86,53.3992691,-6.6679201,87047,KILCOCK
18910P,NULL,BANTIARNA NA MBUANNA BOYS,Ballymun Rd,Dublin,primary,200,53.3853859,-6.2651986,268011,BALLYGALL C
18911R,NULL,BANTIARNA NA MBUANNA GIRLS,Ballymun Road,Dublin,primary,202,53.3957536,-6.2621538,268017,BALLYMUN C
18922W,NULL,S N CHLUAIN LUIFIN,Cloonliffen,Mayo,primary,64,53.6160948,-9.2755517,157021,BALLINROBE
18929N,NULL,SCOIL NAOMH EINDE,Dr Mannix Road,Galway,primary,128,53.2646873,-9.0830859,68017,ROCKBARTON
18939Q,NULL,S N DONAIGH,CARNDONAGH,Donegal,primary,31,55.2511667,-7.2604484,57022,CARNDONAGH
18950E,NULL,Dromindoora N.S.,Dromindoora,Clare,primary,40,52.9974412,-8.7211916,37115,LOUGHEA
18968A,NULL,ST MALACHYS B N S,Edenmore Park,Dublin,primary,160,53.3882019,-6.1806964,268075,GRANGE E
18969C,NULL,ST EITHNES SENIOR GIRLS NS,Edenmore,Dublin,primary,87,53.3893109,-6.1808278,268062,EDENMORE
18976W,NULL,S N CHOLMILLE B,Chapel Lane,Dublin,primary,407,53.4567546,-6.2139359,267135,SWORDS VILLAGE
18977B,NULL,S N CHOLMCILLE C,Chapel Lane,Dublin,primary,435,53.4577001,-6.2143221,267135,SWORDS VILLAGE
18979F,NULL,S N URSULA,Strandhill Road,Sligo,primary,439,54.270562,-8.492029,207071,SLIGO WEST
18991S,NULL,J F K MEMORIAL SCHOOL,Ennis Road,Limerick,primary,255,52.666143,-8.6444606,128010,CASTLE C
19000E,NULL,S N AN SPIORAID NAOMH C,Curraheen Road,Cork,primary,284,51.8787407,-8.5281047,48008,BISHOPSTOWN C
19001G,NULL,BALLYBOGHILL N S,Ballyboughal,Dublin,primary,221,53.521156,-6.2664662,267014,BALLYBOGHIL
19006Q,NULL,EOIN BAISDE B SOIS,Seafield Road,Dublin,primary,334,53.3640752,-6.2001748,268043,CLONTARF EAST C
19007S,NULL,EOIN BAISDE C NAOIDH,Seafield Road West,Dublin,primary,276,53.3640752,-6.2001748,268043,CLONTARF EAST C
19008U,NULL,SCOIL PHADRAIG,Milltown,Westmeath,primary,87,53.5400346,-7.5452085,237089,RATHCONRATH
19009W,NULL,CRANFORD N S,Cranford,Donegal,primary,48,55.1383645,-7.69701,57042,CRANFORD
19015R,NULL,ST JOSEPHS G N S,Barry Avenue,Dublin,primary,169,53.3952446,-6.3097576,268064,FINGLAS NORTH B
19018A,NULL,DANGAN MIXED N S,Dangan,Meath,primary,203,53.4901386,-6.743321,167087,SUMMERHILL
19036C,NULL,SCOIL PHADRAIG,GARRON,Monaghan,primary,26,54.262523,-6.8764093,177069,TEHALLAN
19037E,NULL,ST MONICAS N S,Edenmore Park,Dublin,primary,45,53.3875144,-6.180875,268075,GRANGE E
19043W,NULL,NEW QUAY NS,NEW QUAY,Clare,primary,24,53.1450226,-9.0780532,37001,ABBEY
19066L,NULL,LORETO NATIONAL SCHOOL,Loreto Avenue,Dublin,primary,352,53.2803332,-6.1013311,267064,DALKEY-COLIEMORE
19089A,NULL,KILLAGHTEE N S,KILLAGHTEE,Donegal,primary,16,54.6323769,-8.3710133,57059,DUNKINEELY
19114T,NULL,ST PATRICK GNS,Ballyroan,Dublin,primary,562,53.2859998,-6.3002261,267013,BALLYBODEN
19162H,NULL,THREEMILEHOUSE N S,Threemilehouse,Monaghan,primary,134,54.21667,-7.0426713,177041,DRUMSNAT
19171I,NULL,S N NAOMH MHUIRE,BAILE NUA AN CHAISIL,Longford,primary,99,53.5831116,-7.9402715,137015,CASHEL WEST
19177U,NULL,ST PIUS X N S BOYS,Fortfield Park,Dublin,primary,542,53.3022629,-6.3034831,267150,TEMPLEOGUE-KIMMAGE MANOR
19178W,NULL,ST PIUS X G N S,Fortfield Park,Dublin,primary,541,53.3022629,-6.3034831,267150,TEMPLEOGUE-KIMMAGE MANOR
19197D,NULL,ST KEVINS B N S,Barry Avenue,Dublin,primary,169,53.3960099,-6.3093012,268064,FINGLAS NORTH B
19202Q,NULL,DRUMKILLY NS,Kilnaleck,Cavan,primary,126,53.8891052,-7.3446158,27036,DERRIN
19205W,NULL,NAOMH TOLA N S,Hiskinstown,Westmeath,primary,211,53.5850658,-7.1313795,237066,KILLULAGH
19208F,NULL,HOLY SPIRIT B N S,Sillogue Road,Dublin,primary,337,53.3957884,-6.2698271,268018,BALLYMUN D
19209H,NULL,SN AN SPIORAID NAIOMH C,Sillogue Road,Dublin,primary,308,53.3953532,-6.264765,268018,BALLYMUN D
19215C,NULL,S N ARD MHUIRE C,Donore Avenue,Louth,primary,299,53.7116017,-6.3639459,147034,WEST GATE
19220S,NULL,SCOIL NAOMH IDE,New Road,Dublin,primary,272,53.3174329,-6.3925806,267053,CLONDALKIN VILLAGE
19221U,NULL,SCOIL NAOMH AINE,New Road,Dublin,primary,260,53.317277,-6.3916974,267050,CLONDALKIN-MONASTERY
19223B,NULL,S N PADRAIG,Harestown,Louth,primary,197,53.7755754,-6.3530008,147031,MULLARY
19224D,NULL,S N CILLMIN,Rossmore,Cork,primary,138,51.6203379,-8.9055104,47096,CLONAKILTY URBAN
19225F,NULL,SCOIL MICHIL NAOFA,Walter Macken Road,Galway,primary,118,53.2826113,-9.0136522,68011,MERVUE
19226H,NULL,SCOIL NA TRIONOIDE NAOFA,Mervue,Galway,primary,244,53.2826113,-9.0136522,68011,MERVUE
19228L,NULL,S N NAOMH BRID,Na Dúnaibh,Donegal,primary,72,55.1948628,-7.8369654,57131,ROSGUILL
19231A,NULL,S N BARRA NAOFA BHUACH,Beaumont,Cork,primary,292,51.889011,-8.428425,48044,MAHON C
19232C,NULL,S N BARRA NAOFA CAILINI,Woodvale Road,Cork,primary,259,51.8894349,-8.4288344,48044,MAHON C
19235I,NULL,PORTLEAN N S,KILMACRENNAN,Donegal,primary,24,55.0584001,-7.7281569,57111,LOUGHKEEL
19241D,NULL,Scoil Náisiúnta Róis,Rosary Lane,Galway,primary,370,53.2681994,-9.0759107,68018,SALTHILL
19242F,NULL,OUR LADY OF VICTORIES INFANT N S,Ballymun Road,Dublin,primary,233,53.3885225,-6.2661401,268011,BALLYGALL C
19246N,NULL,S N AN TSLANAITHEORA B,Ard Easmuinn,Louth,primary,105,54.00332,-6.4173072,NULL,NULL
19247P,NULL,S N AN TSLANAITHEORA C,Ard Easmuinn Road,Louth,primary,99,54.00332,-6.4173072,NULL,NULL
19249T,NULL,BARRYROE NS,Lislevane,Cork,primary,166,51.6091828,-8.7473529,47059,BUTLERSTOWN
19251G,NULL,SCOIL NAOMH DEAGHA,The Glebe,Monaghan,primary,235,54.0019493,-6.4042301,NULL,NULL
19252I,NULL,Scoil Eoin Baiste,Umlagh,Donegal,primary,141,55.1667298,-7.8003634,57023,CARRICKART
19253K,NULL,Scoil Naomh Barra,Wilkinstown,Meath,primary,209,53.7318298,-6.7101415,167026,DONAGHPATRICK
19255O,NULL,ST MICHAELS NS,West Barrs,Leitrim,primary,67,54.29817,-8.0685845,117067,MUNAKILL
19256Q,NULL,SCOIL GHOBNATAN,Bellevue,Cork,primary,548,52.1301388,-8.6462728,47246,MALLOW SOUTH URBAN
19257S,NULL,STRABAGGAN N S,LOCH AILLINNE,Roscommon,primary,24,54.043438,-9.177771,157047,CARROWMORE
19258U,NULL,SCOIL PADRAIG NAOFA B,Hollypark,Dublin,primary,623,999,999,NULL,NULL
19259W,NULL,ST PATRICKS GNS,Foxrock Avenue,Dublin,primary,568,53.2795586,-6.1754299,NULL,NULL
19260H,NULL,S N CHOLMCILLE,BAILE NA FINNE,Donegal,primary,36,54.869564,-8.115479,57068,FINTOWN
19267V,NULL,TEMPLEORUM N S,Templeorum,Kilkenny,primary,56,52.3835279,-7.2979002,97099,TEMPLEORUM
19272O,NULL,SN NAOMH IOSEF,Ballybrown,Limerick,primary,323,52.6346614,-8.7348336,127044,CLARINA
19274S,NULL,ST CONAIRES NS,Tullyvarraga,Clare,primary,416,52.7081667,-8.8746151,37027,CLENAGH
19275U,NULL,BARNADERG CENTRAL SCH,Barnaderg,Galway,primary,100,53.5140517,-8.8544781,67212,TUAM URBAN
