roll_number,ed_english,ed_id,latitude,longitude
16620T,DAINGEAN,187026,53.293192,-7.2888913
16629O,GLENCULLEN,267092,53.2428119,-6.2000117
16634H,TOGHER,257074,53.0638654,-6.226168
16635J,BALLYSAX EAST,87008,53.1462647,-6.8393581
16636L,BALLYSAX EAST,87008,53.147908,-6.8276136
16639R,ATHLONE WEST URBAN,237005,53.4237466,-7.9540545
16642G,STRAID,57136,55.2618698,-7.4115008
16648S,NEWMARKET,47267,52.2136342,-8.9900063
16651H,RATHMINES WEST A,268132,53.326667,-6.2761052
16654N,FEIGHCULLEN,87038,53.2050114,-6.8619204
16655P,CASTLERICKARD,167017,53.4526986,-6.9176371
16664Q,DUNKINEELY,57059,54.6399972,-8.3882318
16665S,DRUMLISH,137027,53.8184187,-7.7670971
16667W,RAHEEN,107081,52.9652605,-7.3698641
16671N,GORTAHORK,57081,55.1295929,-8.1813573
16672P,MAGHERABOY,57113,54.9321551,-7.6951644
16673R,CARNAGH,247030,52.3714767,-6.8539558
16675V,BLANCHARDSTOWN-TYRRELSTOWN,267034,53.413895,-6.3977186
16680O,GURRANEBRAHER C,48037,51.9018588,-8.4836633
16681Q,RATHLUIRC,47090,52.3537589,-8.6788997
16683U,FERMOY URBAN,47152,52.13746,-8.279542
16684W,MIDLETON URBAN,47254,51.9084175,-8.1700441
16695E,ARRAN QUAY B,268002,53.3508989,-6.2754248
16703A,DINGLE,77065,52.1409389,-10.2640135
16705E,ATHY RURAL,87001,53.0033514,-6.982926
16706G,KILCOCK,87047,53.3988578,-6.6721842
16707I,MONASTEREVIN,87067,53.1430615,-7.0651431
16712B,ADARE SOUTH,127005,52.561027,-8.79403
16713D,DOON SOUTH,127058,52.6008025,-8.2444812
16715H,ABBEY D,128004,52.66265,-8.612929
16727O,NENAGH EAST URBAN,217177,52.8662357,-8.1942889
16728Q,CLONMEL WEST URBAN,217056,52.3521307,-7.7120362
16729S,CLONMEL WEST URBAN,217056,52.3546369,-7.7026139
16744O,CURRAGHBEG,77057,51.9944699,-9.8580334
16746S,BALLYGARVAN,47027,51.8237789,-8.4602438
16748W,KILMACTHOMAS,227058,52.2054897,-7.4267652
16749B,BARRONSTOWN,147004,54.0073571,-6.4697018
16753P,WHITEHALL A,268157,53.3764597,-6.2530498
16754R,GRACE PARK,268070,53.3702073,-6.2307252
16756V,BALLYHAUNIS,157025,53.7628378,-8.7645957
16759E,GRANGE B,268072,53.4034761,-6.1570322
16762Q,LOUGHREA URBAN,67170,53.1971426,-8.5644731
16763S,GLASSAN,237047,53.4699107,-7.8639073
16764U,KILMEEDY,127095,52.4160361,-8.9156753
16767D,ARVAGH,27002,53.9381915,-7.5235476
16769H,DRUMHILLAGH,177039,54.1713541,-7.0563207
16774A,CASTLETOWN,147008,54.0182505,-6.4257103
16777G,TIMAHOE NORTH,87086,53.3298853,-6.7667385
16779K,VENTRY,77166,52.1121185,-10.3942042
16780S,SWINEFORD,157144,53.9531058,-8.8925048
16781U,LISCONNY,207058,54.1408837,-8.4362433
16786H,MERCHANTS QUAY C,268100,53.3389068,-6.2749714
16789N,BUNCRANA RURAL,57017,55.1509164,-7.4414166
16792C,CLONTARF WEST A,268046,53.3789676,-6.2052243
16794G,STILLORGAN-MERVILLE,267127,53.2853247,-6.1966643
16802C,KINNITTY,187056,53.097806,-7.7189969
16804G,CARNMORE,67047,53.3409031,-8.9456734
16810B,YOUGHALARRA,217174,52.8790656,-8.2984738
16811D,LACKAN SOUTH,157113,54.2335332,-9.2576863
16815L,CLOONYGORMICAN,197041,53.6897739,-8.3016053
16817P,GILLTOWN,87040,53.1225677,-6.6972005
16818R,RINGVILLE,227081,52.050379,-7.590866
16820E,NEWTOWN CUNNINGHAM,57125,54.9973259,-7.5199609
16821G,CARNDONAGH,57022,55.2506229,-7.2668905
16823K,LETTERMACAWARD,57108,54.8512314,-8.3257804
16825O,DONAGHMORE,167025,53.4505913,-6.3948517
16828U,BARNA,67032,53.251812,-9.1474685
16829W,ANNAGARY,57002,54.9981527,-8.2915053
16832L,WESTPORT URBAN,157153,53.8021307,-9.5143467
16833N,KILTEALY,247082,52.5668223,-6.7425742
16836T,CARNDONAGH,57022,55.2506229,-7.2668905
16837V,DOOCHARRY,57054,54.90614,-8.20812
16838A,BELVIDERE,237017,53.4825608,-7.326326
16841M,ENNISCORTHY RURAL,247045,52.5068183,-6.5819746
16842O,ANNAYALLA,177003,54.1598607,-6.7858715
16844S,HOLMPATRICK,267094,53.5464624,-6.0901416
16845U,BALRAHEEN,87011,53.3328157,-6.675722
16850N,KILLYGARVAN,57097,55.1371231,-7.5572112
16854V,BUNCRANA URBAN,57018,55.1338258,-7.4557825
16857E,DEERPARK,67079,53.3673193,-8.8350796
16860Q,DRUMCONDRA SOUTH C,268060,53.3748008,-6.2574185
16863W,BOULTEEN,47056,51.7317316,-8.8851607
16865D,LISDOWNEY,97073,52.7573982,-7.4041085
16868J,MULLINGAR NORTH URBAN,237106,53.5259334,-7.3381378
16869L,DONEGAL,57053,54.6548993,-8.1040967
16875G,DUNKITT,97033,52.2933952,-7.1359039
16876I,CASTLETOWN,47088,51.7953727,-8.9929556
16879O,ROSSLARE,247102,52.2830957,-6.3936906
16885J,ADRIGOLE,47002,51.694197,-9.7228146
16893I,STILLORGAN-KILMACUD,267125,53.2844749,-6.2105424
16898S,BLENNERVILLE,77030,52.2552491,-9.7363417
16904K,WESTPORT URBAN,157153,53.8021307,-9.5143467
16908S,SIXMILEBRIDGE,37143,52.7439808,-8.7798927
16910F,GLENTWORTH A,128021,52.6586364,-8.6216752
16911H,LETTERBRICK,157114,54.0152604,-9.4289369
16914N,HEATHSTOWN,237052,53.4849119,-7.1912067
16921K,BELLANANAGH,27012,53.9302,-7.41044
16923O,SCOTSTOWN,177064,54.2805164,-7.0635748
16924Q,BROCKAGH,257018,53.0102033,-6.3018077
16927W,KILMACTRANNY,207052,54.0599907,-8.254272
16928B,TULLAMORE URBAN,187087,53.2777237,-7.4893824
16930L,DRUMELLIHY,37052,52.706098,-9.4937208
16932P,CLOVERHILL,117024,54.0751109,-7.7376356
16936A,LISHEENAVALLA,67166,53.3462672,-8.8798751
16937C,TAYLORS HILL,68021,53.269037,-9.066295
16938E,KELLISTOWN,17025,52.7953559,-6.8962997
16940O,KINSALE URBAN,47222,51.7058853,-8.5222327
16943U,CLADDAGH,68005,53.2674557,-9.057626
16945B,TEMPLEMARY,47305,52.2217867,-8.7443709
16946D,BALLYGLASS,37009,52.6955217,-8.6145352
16954C,RACKWALLACE,177062,54.2157513,-6.8934786
16955E,MACROOM URBAN,47243,51.9048039,-8.9588478
16959M,DERRYLAHAN,27037,54.2001204,-7.9225994
16964F,CRUMLIN C,268053,53.330491,-6.2968086
16966J,RATHFARNHAM,268127,53.3097011,-6.2743134
16968N,DRUMCARROW,177037,53.9569252,-6.8204124
16970A,BALBRIGGAN RURAL,267002,53.6157471,-6.1912253
16972E,BALBRIGGAN URBAN,267003,53.6083194,-6.1820798
16976M,PARK,228030,52.254415,-7.106451
16979S,TEMPLEMORE,217156,52.7946588,-7.8328182
16982H,BALLINASLOE URBAN,67017,53.3287621,-8.2269467
16983J,CLONDALKIN-BALLYMOUNT,267047,53.3204981,-6.3525318
16984L,DALGAN,157069,53.5202745,-9.0883693
16988T,CABRA EAST B,268031,53.3635813,-6.2852414
16989V,CABRA EAST B,268031,53.3636989,-6.2858989
16990G,DOON,187030,53.3133536,-7.8103613
16991I,LOUGHAN,167058,53.7506761,-6.9545473
16992K,CLONGEEN,247036,52.2968127,-6.770272
16995Q,KINCRAIGY,57101,54.934888,-7.5987844
17003A,BIRR URBAN,187013,53.0987816,-7.9092799
17005E,ENNISCORTHY RURAL,247045,52.5068183,-6.5819746
17007I,ARDRAHAN,67012,53.1564343,-8.8058651
17011W,DOUCE,47131,51.7843608,-9.309337
17012B,KILLARNEY RURAL,77101,52.0687329,-9.5832431
17017L,ARTRAMON,247005,52.3847761,-6.5006134
17018N,MAGHERACLOGHER,57114,55.0450034,-8.2689899
17020A,MILLTOWN MALBAY,37118,52.85356,-9.39821
17021C,LISSADILL EAST,207059,54.3617644,-8.5811683
17024I,MAHON B,48043,51.8940728,-8.4027142
17025K,MULLINGAR NORTH URBAN,237106,53.5259334,-7.3381378
17026M,CLAREABBEY,37026,52.8175886,-8.9702054
17029S,RATHFEIGH,167074,53.5744966,-6.4457535
17031F,KILLEIGH,187052,53.215888,-7.449346
17036P,KILMACRENAN,57100,55.0281405,-7.7818655
17039V,WESTPORT URBAN,157153,53.8021307,-9.5143467
17040G,URNEY WEST,57148,54.7678164,-7.5749296
17045Q,MONTENOTTE A,48047,51.9075974,-8.4547409
17050J,BANTRY URBAN,47042,51.6800803,-9.4525763
17051L,CRAUGHWELL,67072,53.2302689,-8.7347736
17054R,ATHLONE EAST URBAN,237003,53.4239331,-7.9406898
17055T,SAGGART,267119,53.2795276,-6.4403406
17057A,CONVOY,57039,54.8671444,-7.7571523
17059E,FAIR GATE,147014,53.7180737,-6.3498106
17060M,ABBEYFEALE,127001,52.3861811,-9.2970823
17064U,BALLYLYNAN,107014,52.9469438,-7.0463877
17068F,ADARE SOUTH,127005,52.5636339,-8.7925892
17069H,SRAH,187081,53.2773992,-7.712575
17071R,CASTLEFFRENCH,67053,53.4616275,-8.3730103
17072T,LISTOWEL URBAN,77128,52.4460488,-9.4853655
17073V,INISTIOGE,97050,52.4889139,-7.0659156
17079K,CLONDROHID,47097,51.9785782,-9.0408409
17082W,HOLLYMOUNT,157085,53.6387689,-9.1056316
17083B,INCHICORE A,268078,53.3376306,-6.3249305
17084D,LACKA,107065,53.0471107,-7.5536133
17087J,KANTURK,47179,52.1772549,-8.9051669
17088L,RATHMORE,167076,53.6147619,-6.8610179
17089N,KILLUA,237064,53.6640717,-7.0183933
17091A,BLESSINGTON,257016,53.1704,-6.5341
17093E,KILKIERAN,97064,52.7217131,-7.2322693
17095I,CALTRA,67043,53.4253651,-8.4454283
17096K,GARRYHILL,17019,52.6885071,-6.8547125
17098O,BALLINA URBAN,157016,54.1149482,-9.1550693
17099Q,CARRICKMACROSS URBAN,177017,53.9752686,-6.7141502
17100V,LACKAN,197082,53.5239808,-8.1428291
17101A,KILPEACON,127098,52.5763074,-8.6690881
17102C,TUBBRIT,237101,53.3971299,-7.886277
17103E,CARRIGTOHILL,47077,51.909776,-8.2584697
17104G,PRIORSWOOD A,268121,53.4032783,-6.2051212
17105I,GLASHEEN B,48032,51.88716,-8.4992308
17110B,NORTH DOCK C,268109,53.3523672,-6.2435366
17112F,SPRINGFORT,47297,52.3086124,-8.6640347
17117P,COOLGREANY,247039,52.7672386,-6.243135
17118R,KILLURSA,67140,53.4750224,-9.1630586
17119T,CAHERLAG,47064,51.9139625,-8.3418162
17122I,GLENTIES,57078,54.7971669,-8.2830316
17123K,KILMAINHAM,167052,53.8475645,-6.8052414
17124M,ARDEE URBAN,147002,53.8521279,-6.53767
17125O,GLENCAR,117044,54.3237479,-8.3199066
17126Q,CURRIN,177031,54.1254322,-7.2470916
17127S,HACKETSTOWN,17022,52.8639,-6.5569
17129W,CROSSMOLINA SOUTH,157066,54.100342,-9.3158456
17130H,GORTAHORK,57081,55.1379776,-8.1831086
17133N,NEWTOWN,227075,52.221463,-7.3898812
17140K,BUOLICK,217035,52.63779,-7.6092
17148D,CLONTARF EAST C,268043,53.3636264,-6.196904
17152R,CLONAKILTY RURAL,47095,51.6648867,-8.9285708
17154V,ABBEYGORMACAN,67003,53.20271,-8.40272
17155A,ATHLACCA,127011,52.4570194,-8.6466622
17156C,CLONDALKIN-MONASTERY,267050,53.317277,-6.3916974
17159I,CLONEA,227024,52.1138916,-7.5647686
17161S,KILTALLAGH,77114,52.1704988,-9.700635
17162U,BALRATHBOYNE,167010,53.6854292,-6.849888
17167H,MOATE,237075,53.3968811,-7.7281268
17168J,INISHANNON,47177,51.7646154,-8.6565357
17175G,ARDBRACCAN,167002,53.6538174,-6.7893126
17176I,NEWPORT WEST,157127,53.9056598,-9.7889196
17179O,BIRR URBAN,187013,53.0980052,-7.9096882
17180W,STRAID,57136,55.2628052,-7.4116109
17181B,KILBRIDE,257047,52.8087794,-6.1514547
17182D,CASTLETOWN,237025,53.4462801,-7.4876069
17184H,OOLA,127117,52.5319888,-8.2617179
17188P,CLONMACNOISE,187021,53.3243514,-7.9879698
17189R,MULLINGAR NORTH URBAN,237106,53.5259334,-7.3381378
17194K,TINTERN,247113,52.2796935,-6.8389785
17197Q,TUAM URBAN,67212,53.5141156,-8.8565177
17198S,BALLINASLOE URBAN,67017,53.3280519,-8.2011777
17200C,KILMACAR,97067,52.76334,-7.30596
17203I,DONAGHPATRICK,167026,53.7085952,-6.7494683
17206O,GLENADE,117041,54.3460192,-8.2478624
17207Q,BEAGHMORE,67034,53.5040253,-9.0289345
17209U,BALLYSAKEERY,157030,54.1668794,-9.211813
17210F,RATHMINES WEST A,268132,53.3247273,-6.2678968
17211H,RATHMINES WEST A,268132,53.3252105,-6.2661619
17212J,HOSPITAL,127084,52.4797098,-8.4328809
17214N,CABRA EAST A,268030,53.3675723,-6.2732106
17218V,KILKENNY RURAL,97063,52.6676289,-7.2511428
17220I,ARDAGH,167001,53.8891072,-6.7279172
17222M,GALMOY,97044,52.792179,-7.5712127
17224Q,GRAIGUENAMANAGH,97048,52.5435622,-6.953831
17228B,RATHDRUM,257065,52.9355202,-6.2338243
17230L,DRUMCARN,27044,54.088096,-7.3100552
17231N,KILCUMMIN,77092,52.098022,-9.4888829
17233R,MANORHAMILTON,117063,54.3027906,-8.1693438
17235V,COURTOWN,247040,52.6994444,-6.2172222
17236A,KILLARE,237062,53.4617671,-7.5944692
17237C,KILBARRON,217090,53.005909,-8.2695617
17240O,CANNINGSTOWN,27018,53.9594623,-7.0590598
17241Q,KILLYGORDON,57098,54.80113,-7.64168
17242S,LOUGHREA URBAN,67170,53.1989136,-8.5660931
17244W,LORRHA EAST,217123,53.0888481,-8.1151056
17245B,DRIPSEY,47135,51.9139397,-8.719393
17246D,BALLYEA,37007,52.8769834,-9.1767645
17251T,OVENS,47270,51.8757329,-8.6662891
17253A,CASTLECOMER,97022,52.7987573,-7.220515
17254C,NAAS URBAN,87071,53.2150823,-6.6643116
17260U,DONEGAL,57053,54.6699581,-8.103806
17263D,CLONMETHAN,267054,53.522678,-6.3154307
17265H,RATHDRUM,257065,52.9330689,-6.2350387
17266J,BELLANAGARE,197020,53.8346582,-8.3754826
17268N,BALLYSHANNON RURAL,57013,54.5206317,-8.2271769
17270A,CLOONEY,37034,52.9322528,-9.2292968
17271C,NEWTOWN,107076,52.8418541,-7.1276304
17273G,RINVYLE,67192,53.556111,-9.956944
17276M,TIPPERARY WEST URBAN,217166,52.4783088,-8.1636934
17277O,SLIGO NORTH,207081,54.2811356,-8.4664806
17280D,ATHENRY,67013,53.2974955,-8.7422855
17281F,DUNMANWAY NORTH,47145,51.737079,-9.164309
17283J,BALLYNASHEE,207011,54.0989357,-8.250077
17289V,INISHMORE,67110,53.06428,-9.5175
17290G,DYSART,237039,53.4706634,-7.4611646
17297U,KILLEAGH,47202,51.9424888,-7.9920158
17298W,MITCHELSTOWN,47258,52.2662127,-8.2698863
17299B,BALLYMACSHANEBOY,127021,52.3479636,-8.6078709
17300G,BARLEYHILL,47043,52.2360983,-8.9535699
17301I,LETTERBRICK,157114,54.0152604,-9.4289369
17304O,KILBALLYOWEN,257045,52.8415642,-6.3560743
17312N,CULMULLIN,167024,53.4895189,-6.6066902
17313P,BALLINLOUGH B,48002,51.8898561,-8.4548174
17315T,DARVER,147013,53.9274727,-6.4583504
17318C,WHITEHALL B,268158,53.3879935,-6.2476704
17321O,ACHILL,157001,53.9537596,-9.969767
17323S,MONKSTOWN URBAN,47271,51.8485442,-8.3325695
17324U,CAHERBARNAGH,47062,52.0646306,-9.2070848
17326B,CAVAN URBAN,27025,53.9926782,-7.3618837
17327D,CASTLE,237022,53.5298041,-7.2908148
17328F,MAGHERY,57115,54.9329719,-8.4180861
17329H,BOYLE URBAN,197022,53.9722082,-8.2972757
17330P,TINNAHINCH,17049,52.5025317,-6.9069588
17331R,RINVYLE,67192,53.556111,-9.956944
17332T,CLONMEL WEST URBAN,217056,52.3540173,-7.7145039
17336E,DUNKERRIN,187033,52.9135226,-7.9082606
17338I,KILBONANE,47183,51.8393835,-8.7223011
17339K,JOHNSTOWN,97053,52.7515243,-7.5607899
17341U,MAYNOOTH,87066,53.3835054,-6.5955117
17349N,LISLAUGHTIN,77125,52.5250399,-9.4177456
17351A,GRANGE SOUTH,228017,52.2257244,-7.0646633
17353E,STROKESTOWN,197103,53.7758666,-8.1035319
17354G,KILNAHUE,247077,52.68234,-6.38717
17355I,CRUMLIN E,268055,53.3319876,-6.3165699
17356K,CRUMLIN E,268055,53.3319876,-6.3165699
17357M,PILLTOWN,97083,52.3506545,-7.3249945
17358O,BALLYNORIG,77024,52.369452,-9.7600818
17360B,WHITECHURCH,47320,51.9319677,-8.5099848
17362F,RATHCOOL,47276,52.0941821,-8.9734088
17363H,TEMPLEBREEDY,47303,51.8035605,-8.3006073
17364J,CAHERCORNEY,127037,52.5188226,-8.4687239
17365L,KILLARNEY RURAL,77101,52.09569,-9.5396311
17367P,ASHTOWN A,268006,53.3676738,-6.3143924
17374M,BALLEEN,97004,52.7668556,-7.4716101
17432A,TEMPLEPATRICK,237100,53.534983,-7.626288
17438M,SHANID,127132,52.5676772,-9.0942745
17440W,BALLYCONNELL,27006,54.1176605,-7.5882702
17441B,RATHASPICK,107082,52.9004534,-7.1313307
17443F,TAGHMON,247107,52.3243588,-6.6541247
17444H,KILCONIERIN,67117,53.2298184,-8.6385558
17447N,GLENGESH,57075,54.7714169,-8.4787127
17450C,FETHARD,247048,52.2033157,-6.8557272
17456O,INISHMORE,67110,53.1232125,-9.6703728
17459U,CABRA EAST B,268031,53.3636989,-6.2858989
17462J,BORRIS,17008,52.5998053,-6.9230824
17463L,TURLOUGH,67214,53.3419323,-9.6152746
17464N,CABRA WEST B,268034,53.3689304,-6.2977938
17465P,ASHTOWN A,268006,53.3699543,-6.3068154
17466R,ASHTOWN A,268006,53.3701356,-6.307028
17469A,CLONLEIGH NORTH,57037,54.8441658,-7.5654119
17470I,STILLORGAN-MERVILLE,267127,53.2819487,-6.2048506
17471K,ROSBERCON RURAL,97092,52.4008704,-6.9544839
17472M,LUSK,267104,53.5263264,-6.1658841
17475S,ARDAMULLIVAN,67011,53.0113428,-8.8121433
17479D,BALLINTEMPLE,27005,53.9167202,-7.438992
17481N,GLYNN,17020,52.4727794,-6.9012955
17482P,CLOGHER,157052,53.7602196,-9.2274002
17483R,KILMEENA,157102,53.8143081,-9.5925692
17485V,ANNAGH,67008,53.3862206,-8.3870102
17486A,LISRONAGH,217120,52.4105812,-7.7558216
17487C,CAHERCONLISH WEST,127036,52.5942236,-8.476383
17488E,BUNOWEN,67041,53.4136709,-10.1291682
17489G,CLASH,107027,52.9313508,-7.4197005
17490O,TYNAGH,67215,53.150019,-8.3736439
17493U,MEELICK,107068,53.135599,-7.4114514
17494W,ATHBOY,167006,53.6236329,-6.915637
17498H,NENAGH EAST URBAN,217177,52.8642968,-8.1975561
17500O,DUNGANSTOWN SOUTH,257031,52.90998,-6.11336
17501Q,JOHNSTOWN,17024,52.8308985,-6.8700234
17502S,CLADDAGH,68005,53.270668,-9.0567905
17506D,TYNAGH,67215,53.134071,-8.4115299
17507F,GLENCULLEN,267092,53.2238654,-6.2106092
17508H,DURROW,187034,53.330853,-7.508974
17510R,BALLYELLIS,247012,52.6997563,-6.4588456
17511T,THURLES URBAN,217162,52.6801064,-7.8044421
17512V,RATHCABBAN,217146,53.1171363,-8.0287941
17513A,KILBRIDE,167043,53.5931879,-6.820512
17514C,CLONEGALL,17013,52.6948009,-6.6477303
17515E,CLONMOYLE,47101,51.9443038,-8.8078507
17517I,KILLILAGH,37086,53.0132504,-9.3718521
17519M,ENNISCORTHY RURAL,247045,52.5068183,-6.5819746
17520U,BECTIVE,167011,53.5936853,-6.7287629
17521W,SKREEN,167080,53.5857826,-6.5615919
17522B,KILCOCKAN,227053,52.0540061,-7.8916894
17523D,ROSCREA,217152,52.9542394,-7.7941075
17525H,KILLEA,227054,52.1536017,-6.9976586
17526J,ENNISCORTHY RURAL,247045,52.5068183,-6.5819746
17527L,CHURCHTOWN,47091,52.268856,-8.7304847
17528N,KNOCKMOURNE,47227,52.0966332,-8.1189918
17529P,KILLIMOR,67134,53.2861252,-8.5790024
17531C,BAILIEBOROUGH,27004,53.8969115,-6.9528776
17532E,BALLYCROY SOUTH,157024,54.0238928,-9.8260445
17533G,RAHAN,47273,52.1258055,-8.592714
17535K,ISLANDIKANE,227049,52.1614747,-7.229991
17536M,ANNESTOWN,227001,52.1646579,-7.2755831
17540D,GORTEEN,187044,53.3819491,-7.6715793
17542H,CLONMEL WEST URBAN,217056,52.3548879,-7.7106287
17543J,CLOGHJORDAN,217050,52.9384388,-8.0297941
17547R,DRUMMIN,67091,53.0064641,-8.3647769
17549V,CARROWKEEL,57025,55.13872,-7.6628501
17553M,CLOGHANE,77048,52.2304787,-10.1824514
17554O,BALLYMITTY,247018,52.2823349,-6.7130234
17555Q,NEWTOWN,107076,52.8418694,-7.1253816
17557U,KILLABBAN,107058,52.90128,-6.9719285
17559B,GARRISTOWN,267091,53.5668673,-6.3835624
17561L,BALLINALEE,137006,53.7755463,-7.647881
17562N,ISLANDEADY,157087,53.8186007,-9.3866755
17563P,OGONNELLOE,37131,52.8722206,-8.4583762
17564R,CLOGHANE,77048,52.2304787,-10.1824514
17566V,KELLS,97054,52.5395316,-7.2731536
17567A,NAAS URBAN,87071,53.2205654,-6.659308
17569E,BALBRIGGAN RURAL,267002,53.5894625,-6.187374
17570M,KILMACTHOMAS,227058,52.2054897,-7.4267652
17571O,SUMMERHILL,167087,53.4900692,-6.7431784
17574U,SKANNIVE,67200,53.3280544,-9.7333407
17575W,STRANORLAR,57137,54.7968244,-7.7875481
17576B,WICKLOW URBAN,257078,52.9776192,-6.0388057
17579H,MIDLETON URBAN,47254,51.9143321,-8.1726276
17580P,THURLES URBAN,217162,52.6801064,-7.8044421
17583V,DOORA,37050,52.8554004,-8.9428989
17585C,CASTLEBAR URBAN,157049,53.8550014,-9.2879257
17589K,STONYFORD,97098,52.5342744,-7.2225583
17590S,KNOCKTOPHER,97072,52.4831815,-7.2147195
17593B,MOUNTCOLLINS,127112,52.3218907,-9.2079379
17595F,KILSALLAGHAN,267098,53.4638057,-6.34472
17598L,KILLEA,57095,54.9532775,-7.443754
17599N,DROMARD EAST,207034,54.2218763,-8.624828
17600S,MIDLETON URBAN,47254,51.9143321,-8.1726276
17601U,COOTEHILL URBAN,27028,54.0728302,-7.0830598
17602W,KILCULLEN,47193,51.9920626,-8.7526304
17603B,CRUMLIN C,268053,53.3302878,-6.2879901
17604D,TIMOGUE,107094,53.00521,-7.21271
17606H,KNOCKARROW,237070,53.7539673,-7.332572
17607J,STRANORLAR,57137,54.7967688,-7.7917773
17608L,LORRHA EAST,217123,53.0888481,-8.1151056
17609N,RATHCORMACK,47278,52.0776583,-8.2846247
17610V,COOLGREANY,247039,52.7676604,-6.2680407
17612C,KILGARVAN,247064,52.3514544,-6.6862462
17613E,BALLINASLOE URBAN,67017,53.3287621,-8.2269467
17616K,RAHEENAKEERAN,187071,53.2326925,-7.2215983
17617M,BALLICKMOYLER,107006,52.8492552,-6.9937162
17623H,ATHBOY,167006,53.6206416,-6.9243204
17625L,MUNTERCONNAUGHT,27074,53.8035639,-7.0884776
17628R,DANESFORT,97031,52.5776957,-7.218002
17629T,ARDCATH,167003,53.6091281,-6.3916485
17630E,SKEAGH,27080,53.9875971,-6.9948363
17631G,TUAM URBAN,67212,53.5141156,-8.8565177
17633K,CLADDAGH,68005,53.270668,-9.0567905
17634M,THURLES URBAN,217162,52.6817006,-7.8179606
17637S,TULLAMORE URBAN,187087,53.2755255,-7.4933852
17638U,CLONLEIGH,247037,52.4498569,-6.790688
17639W,MITCHELSTOWN,47258,52.263138,-8.2664449
17640H,TERRYGLASS,217159,53.0560646,-8.204915
17641J,DRUMCLIFF WEST,207038,54.3079937,-8.5609414
17643N,CLONMEL EAST URBAN,217176,52.3558172,-7.6902551
17644P,CREEVY,137021,53.7984819,-7.4709767
17645R,CASTLETAYLOR,67054,53.17969,-8.84177
17647V,HEADFORD,67106,53.4693382,-9.1105678
17648A,HEADFORD,67106,53.4694617,-9.106134
17650K,ATHY WEST URBAN,87002,52.9918336,-6.9857281
17652O,JULIANSTOWN,167038,53.6916819,-6.2439928
17653Q,TEMPLETOUHY,217158,52.7869528,-7.7869737
17655U,OUGHTERARD,67185,53.4285011,-9.3188105
17656W,BALLYHACK,247014,52.2206117,-6.9325606
17660N,MOYRUS,67182,53.4188627,-9.8062285
17662R,KILL,87052,53.2487063,-6.5905306
17663T,RATHVILLY,17042,52.8802987,-6.6903003
17665A,THURLES URBAN,217162,52.6801064,-7.8044421
17667E,WHITECHURCH,47320,51.9778451,-8.5426822
17668G,FURBOGH,67097,53.2488441,-9.2055425
17669I,TIKNOCK,17048,52.8935465,-6.6289348
17674B,DONAGHCUMPER,87029,53.2978326,-6.5741614
17675D,BURNCHURCH,97018,52.5794453,-7.2947979
17678J,CASTLEBAR URBAN,157049,53.8550014,-9.2879257
17681V,THURLES URBAN,217162,52.6820628,-7.797204
17682A,WESTPORT URBAN,157153,53.8021307,-9.5143467
17683C,CRUMLIN D,268054,53.32792,-6.3077134
17689O,GORUMNA,67102,53.2518969,-9.6658365
17694H,FETHARD,217175,52.4659436,-7.6927334
17695J,ABBEYLEIX,107001,52.9152801,-7.3478923
17703F,ARDCRONY,217005,52.9354869,-8.15723
17704H,CROSS ROADS,57045,55.1384501,-8.0962427
17705J,JULIANSTOWN,167038,53.668188,-6.2779141
17706L,BARLEYHILL,47043,52.2650393,-9.0323343
17707N,ENNISCORTHY RURAL,247045,52.5068183,-6.5819746
17709R,TUMNA NORTH,197110,54.0105126,-8.09688
17710C,KILLARNEY URBAN,77102,52.0599353,-9.5044265
17712G,KILKEARY,217097,52.8324467,-8.1123442
17714K,ATHY WEST URBAN,87002,52.9918336,-6.9857281
17715M,CLONAKILTY URBAN,47096,51.6203379,-8.9055104
17716O,GLENTIES,57078,54.7970913,-8.2827773
17720F,GREYSTONES,257039,53.1490594,-6.0776772
17721H,MALIN,57116,55.2985628,-7.2540685
17727T,BELMULLET,157036,54.2238996,-9.9876028
17728V,CASTLEWRAY,57030,54.978882,-7.676257
17729A,MANORCUNNINGHAM,57118,54.9695317,-7.6121519
17730I,CLONTARF EAST B,268042,53.3654146,-6.1894696
17731K,TEMPLEMORE,217156,52.794802,-7.8398609
17732M,CLONTARF WEST B,268047,53.37405,-6.2149612
17734Q,BALLYHOGE,247015,52.3985863,-6.6400355
17737W,GLENTWORTH B,128022,52.6489643,-8.6220221
17741N,PAINESTOWN,167071,53.6714887,-6.5703569
17742P,KILMESSAN,167053,53.5312935,-6.6669133
17743R,FINNEA,237043,53.7799558,-7.3884514
17744T,COOM,77054,52.1190844,-9.2731841
17746A,SCREGGAN,187075,53.2530643,-7.5418461
17747C,DOOCARRIG,77066,52.0453154,-9.2621596
17748E,FRENCHPARK,197062,53.8695107,-8.4074281
17753U,BROUGHAL,187015,53.1905641,-7.7737986
17754W,BALLINCOLLIG,47016,51.8863443,-8.5905383
17755B,BALLINCOLLIG,47016,51.886554,-8.5929551
17756D,CLOGRENAN,17012,52.7855788,-6.9827055
17758H,GALMOY,97044,52.7921787,-7.5712127
17759J,DERRYGLASSAUN,67082,53.421329,-8.5747566
17760R,TUAM URBAN,67212,53.5141156,-8.8565177
17761T,GORTNASKEHY,47166,52.2071513,-8.1066188
