roll_number,ed_english,ed_id,latitude,longitude
18729F,TURROCK,197112,53.4641946,-8.2185165
18731P,STRANORLAR,57137,54.8057681,-7.7629673
18733T,CALDRAGH,137013,53.7629772,-7.8334816
18734V,POULADUFF B,48050,51.8790045,-8.4792585
18737E,CONVOY,57039,54.861402,-7.6702191
18739I,CLENAGH,37027,52.6997918,-8.8904486
18740Q,CLENAGH,37027,52.6996573,-8.9146911
18741S,CLOONE,117022,53.9455862,-7.7863064
18742U,ROSCOMMON RURAL,197097,53.6610548,-8.1537662
18744B,MULLINGAR SOUTH URBAN,237080,53.5253842,-7.3399084
18746F,ATHENRY,67013,53.3008131,-8.7453768
18748J,LISTERLIN,97074,52.4093961,-7.073649
18753C,ENNISTIMON,37059,52.9290577,-9.3444467
18754E,ACHILL,157001,53.9751921,-9.9857745
18756I,KILGARRYLANDER,77096,52.1648867,-9.8280715
18759O,CAHER,217038,52.3751761,-7.9204355
18764H,ARDNAGRAGH,237002,53.4832566,-7.7903955
18766L,CARRICKART,57023,55.1775506,-7.7932777
18768P,MAGHERAREAGH,37117,52.9080138,-9.2745239
18775M,HOLYCROSS,217087,52.6398593,-7.8704168
18777Q,GALLEN,187041,53.2211482,-7.7941369
18778S,BLANCHARDSTOWN-DELWOOD,267031,53.3818616,-6.40504
18779U,SESKINAN,227083,52.2028988,-7.7160257
18780F,ERRILL,107047,52.8599496,-7.6769934
18786R,FAIR HILL B,48022,51.9107495,-8.4851698
18791K,GREENCASTLE,57084,55.204219,-6.982146
18793O,NEWTOWN,228029,52.2515652,-7.104249
18795S,TULLAMORE URBAN,187087,53.2759209,-7.4920998
18797W,TULLAMORE URBAN,187087,53.2813457,-7.4939524
18806U,GLENCULLEN,267092,53.235641,-6.1956482
18812P,KNOCKDRIN,237071,53.5704714,-7.2728312
18817C,RATHMINES EAST A,268128,53.3274806,-6.2539703
18820O,CARRICKMACROSS URBAN,177017,53.9779778,-6.7188238
18829J,KINSALE RURAL,47221,51.7032687,-8.5026849
18832V,KILTALLAGH,77114,52.1687546,-9.7028275
18839M,ENNISCORTHY RURAL,247045,52.5068183,-6.5819746
18843D,DRUMFINN,268061,53.3459416,-6.3597405
18844F,RUTLAND,57133,55.0128717,-8.3891648
18848N,STRADE,157143,53.9308376,-9.131266
18856M,KILTALLAGH,77114,52.1685292,-9.7028287
18857O,VIRGINIA,27092,53.8344096,-7.0813222
18864L,MOYDRUM,237077,53.4465263,-7.9344618
18872K,ABBEY A,128001,52.6780878,-8.6144648
18874O,KILLYGORDON,57098,54.7968309,-7.6835354
18876S,DALGAN,157069,53.5578288,-9.0697585
18880J,GARRYMORE,157079,53.6338416,-9.027902
18883P,MALLOW NORTH URBAN,47324,52.1436805,-8.6424858
18886V,CABINTEELY-POTTERY,267039,53.2782307,-6.161873
18887A,KILCOCK,87047,53.3992691,-6.6679201
18910P,BALLYGALL C,268011,53.3853859,-6.2651986
18911R,BALLYMUN C,268017,53.3957536,-6.2621538
18922W,BALLINROBE,157021,53.6160948,-9.2755517
18929N,ROCKBARTON,68017,53.2646873,-9.0830859
18939Q,CARNDONAGH,57022,55.2511667,-7.2604484
18950E,LOUGHEA,37115,52.9974412,-8.7211916
18968A,GRANGE E,268075,53.3882019,-6.1806964
18969C,EDENMORE,268062,53.3893109,-6.1808278
18976W,SWORDS VILLAGE,267135,53.4567546,-6.2139359
18977B,SWORDS VILLAGE,267135,53.4577001,-6.2143221
18979F,SLIGO WEST,207071,54.270562,-8.492029
18991S,CASTLE C,128010,52.666143,-8.6444606
19000E,BISHOPSTOWN C,48008,51.8787407,-8.5281047
19001G,BALLYBOGHIL,267014,53.521156,-6.2664662
19006Q,CLONTARF EAST C,268043,53.3640752,-6.2001748
19007S,CLONTARF EAST C,268043,53.3640752,-6.2001748
19008U,RATHCONRATH,237089,53.5400346,-7.5452085
19009W,CRANFORD,57042,55.1383645,-7.69701
19015R,FINGLAS NORTH B,268064,53.3952446,-6.3097576
19018A,SUMMERHILL,167087,53.4901386,-6.743321
19036C,TEHALLAN,177069,54.262523,-6.8764093
19037E,GRANGE E,268075,53.3875144,-6.180875
19043W,ABBEY,37001,53.1450226,-9.0780532
19066L,DALKEY-COLIEMORE,267064,53.2803332,-6.1013311
19089A,DUNKINEELY,57059,54.6323769,-8.3710133
19114T,BALLYBODEN,267013,53.2859998,-6.3002261
19162H,DRUMSNAT,177041,54.21667,-7.0426713
19171I,CASHEL WEST,137015,53.5831116,-7.9402715
19177U,TEMPLEOGUE-KIMMAGE MANOR,267150,53.3022629,-6.3034831
19178W,TEMPLEOGUE-KIMMAGE MANOR,267150,53.3022629,-6.3034831
19197D,FINGLAS NORTH B,268064,53.3960099,-6.3093012
19202Q,DERRIN,27036,53.8891052,-7.3446158
19205W,KILLULAGH,237066,53.5850658,-7.1313795
19208F,BALLYMUN D,268018,53.3957884,-6.2698271
19209H,BALLYMUN D,268018,53.3953532,-6.264765
19215C,WEST GATE,147034,53.7116017,-6.3639459
19220S,CLONDALKIN VILLAGE,267053,53.3174329,-6.3925806
19221U,CLONDALKIN-MONASTERY,267050,53.317277,-6.3916974
19223B,MULLARY,147031,53.7755754,-6.3530008
19224D,CLONAKILTY URBAN,47096,51.6203379,-8.9055104
19225F,MERVUE,68011,53.2826113,-9.0136522
19226H,MERVUE,68011,53.2826113,-9.0136522
19228L,ROSGUILL,57131,55.1948628,-7.8369654
19231A,MAHON C,48044,51.889011,-8.428425
19232C,MAHON C,48044,51.8894349,-8.4288344
19235I,LOUGHKEEL,57111,55.0584001,-7.7281569
19241D,SALTHILL,68018,53.2681994,-9.0759107
19242F,BALLYGALL C,268011,53.3885225,-6.2661401
19249T,BUTLERSTOWN,47059,51.6091828,-8.7473529
19252I,CARRICKART,57023,55.1667298,-7.8003634
19253K,DONAGHPATRICK,167026,53.7318298,-6.7101415
19255O,MUNAKILL,117067,54.29817,-8.0685845
19256Q,MALLOW SOUTH URBAN,47246,52.1301388,-8.6462728
19257S,CARROWMORE,157047,54.043438,-9.177771
19260H,FINTOWN,57068,54.869564,-8.115479
19267V,TEMPLEORUM,97099,52.3835279,-7.2979002
19272O,CLARINA,127044,52.6346614,-8.7348336
19274S,CLENAGH,37027,52.7081667,-8.8746151
19275U,TUAM URBAN,67212,53.5140517,-8.8544781
19276W,CUMMER,67075,53.4500376,-8.8722508
19279F,AGHABOY,137002,53.7792068,-7.7111058
19280N,KILDERRY,57093,55.0733756,-7.2686407
19283T,BALLINASLOE URBAN,67017,53.3287621,-8.2269467
19285A,TULLYVIN EAST,27090,54.0360172,-7.1182306
19290Q,BUNOWEN,67041,53.4292767,-10.0701066
19292U,CASTLETOWN,167018,53.7774864,-6.7169902
19294B,CLONBEG,217053,52.4118764,-8.2260811
19296F,SONNAGH,137055,53.8477886,-7.6046275
19297H,KILMORE B,268089,53.3939232,-6.219731
19298J,KILMORE B,268089,53.3939232,-6.219731
19300Q,CASTLEJORDAN,167015,53.3971158,-7.1213632
19302U,BALLYMUN C,268017,53.3957536,-6.2621538
19303W,BALLYMUN C,268017,53.3957795,-6.2610286
19305D,KILLADRIFFE,217098,52.4192194,-8.012001
19307H,SKAGH,47291,52.1236895,-9.0358063
19308J,CLONTARF EAST E,268045,53.3747793,-6.1958623
19309L,HARMONSTOWN B,268077,53.3821455,-6.196239
19310T,BALLINTRA,57007,54.5843253,-8.119533
19313C,KILLYMASNY,57099,54.9357694,-7.8493559
19314E,BALLINTEER-BROADFORD,267008,53.2753363,-6.2570937
19317K,KILCOWAN,247063,52.2329788,-6.6162945
19319O,DUNDRUM-BALALLY,267078,53.2827824,-6.2265672
19320W,CABINTEELY-GRANITEFIELD,267036,53.2645695,-6.1387086
19321B,CABINTEELY-GRANITEFIELD,267036,53.2639251,-6.1389119
19322D,KILLYKEEN,27060,53.9720761,-7.4206905
19323F,BALLYAGRAN,127015,52.4032339,-8.7945606
19326L,BUTLER'S BRIDGE,27017,54.0452119,-7.3769588
19331E,LIMERICK NORTH RURAL,127105,52.6744676,-8.6572914
19332G,LIMERICK NORTH RURAL,127105,52.6743701,-8.6587096
19333I,DOOISH,57055,54.8089035,-7.8443506
19335M,BLACKROCK-TEMPLEHILL,267025,53.2925023,-6.1714005
19336O,BALLYCUMMIN,127018,52.6372698,-8.6519717
19338S,CAHERMURPHY,37018,52.9863278,-8.6460702
19339U,BALTINGLASS,257015,52.9421301,-6.709909
19342J,KILBRIN,47184,52.2107876,-8.8333322
19343L,ANNAGARY,57002,55.02044,-8.3136601
19344N,KILMANAGH,97070,52.6202209,-7.421903
19345P,BALLYMACARBRY,227010,52.2819265,-7.740623
19348V,MURRAGH,47264,51.7826855,-8.8690879
19350I,MULTYFARNHAM,237081,53.6252723,-7.3893159
19351K,CASTLEMARTYR,47086,51.9071474,-8.0726501
19352M,KILMORE,247076,52.20689,-6.5457373
19353O,MOYNE,137050,53.9059507,-7.6482546
19354Q,KILCLONFERT,187048,53.3255377,-7.3677392
19356U,MAGORBAN,217126,52.53818,-7.76965
19359D,BURT,57021,55.0422391,-7.3821884
19360L,DRUMKEERAN,117029,54.1653595,-8.1403187
19362P,TEHALLAN,177069,54.262523,-6.8764093
19363R,DRUMLUMMAN,27045,53.8392853,-7.4341107
19364T,KILLEEVAN,177049,54.1640891,-7.1416258
19365V,BALLINAMORE,117009,54.0522181,-7.8032043
19366A,SCARRIFF,37142,52.9161783,-8.5315757
19368E,ATHLONE EAST URBAN,237003,53.4232597,-7.9370999
19369G,MOUNTMELLICK URBAN,107072,53.1159659,-7.3263936
19371Q,NUNS ISLAND,68014,53.2702246,-9.0626059
19374W,CLONSKEAGH-WINDY ARBOUR,267059,53.3006942,-6.2338977
19377F,KILLINNY,67135,53.0632461,-8.8824493
19378H,BALLYMACHUGH,27009,53.84156,-7.34293
19380R,SHANKILL,67198,53.5562737,-8.5693531
19381T,SKIBBEREEN URBAN,47294,51.5406527,-9.2720926
19384C,ARDFERT,77007,52.3234146,-9.7759861
19386G,KILRUSH URBAN,37099,52.6376305,-9.4829102
19388K,RAHEEN,67191,53.5633536,-8.6488007
19390U,TALLAGHT-SPRINGFIELD,267147,53.2873029,-6.3877017
19391W,ADDERGOOLE,67005,53.6328231,-8.8251717
19392B,BALLAGHADERREEN,197011,53.9016968,-8.5792106
19393D,SUTTON,267130,53.3893965,-6.1466559
19394F,HOLLYMOUNT,157085,53.6810473,-9.14923
19395H,DRUMCONDRA SOUTH C,268060,53.373456,-6.263202
19396J,BALLINTEER-BROADFORD,267008,53.2749281,-6.2579367
19400U,DUN LAOGHAIRE-SANDYCOVE,267076,53.2812898,-6.1238354
19401W,RENMORE,68016,53.2766246,-9.0176153
19402B,BELLAVARY,157035,53.8873554,-9.1544557
19404F,BALLYHOOLY,47030,52.1454011,-8.3994635
19406J,GRANGE B,268072,53.3964705,-6.1612406
19407L,LEIXLIP,87064,53.3657764,-6.500705
19408N,DRUMCLIFF WEST,207038,54.3167961,-8.4790752
19415K,CARRIGNAVAR,47075,51.9900726,-8.4778525
19416M,COLLOONEY,207030,54.1826686,-8.4914883
19418Q,CASTLERAHAN,27022,53.8209949,-7.1799383
19419S,GOREY URBAN,247053,52.6739155,-6.2980683
19420D,KENMARE,77089,51.8801017,-9.5835203
19422H,CLOGHJORDAN,217050,52.9384388,-8.0297941
19423J,DRUMSHANBO,117035,54.0472667,-8.0345017
19425N,GRANGEMELLON,87042,52.9617015,-6.9337661
19427R,THE GLEN A,48061,51.9113151,-8.4615584
19430G,BOTANIC A,268027,53.3767522,-6.2688112
19431I,BALLYMUN B,268016,53.4006759,-6.2702869
19432K,CROSSKEYS,27033,53.9196272,-7.2643814
19434O,CREEVE,177028,54.0705565,-6.946578
19435Q,BLANCHARDSTOWN-DELWOOD,267031,53.3839319,-6.3837962
19436S,BALLINSKELLIGS,77011,51.8244027,-10.2730136
19437U,BALLINTEER-BROADFORD,267008,53.282284,-6.2612611
19438W,CABINTEELY-KILBOGGET,267037,53.2547263,-6.1345338
19442N,RUAN,37141,52.933727,-8.9886814
19448C,ARDEA,77006,51.8065507,-9.7503632
19449E,GRAIGABBEY,67103,53.3430319,-8.6836769
19451O,NEWPORT EAST,157126,53.8852758,-9.5463685
19452Q,MORRISTOWNBILLER,87069,53.1732978,-6.8169014
19454U,PRIORSWOOD D,268120,53.3983085,-6.1923102
19456B,SWORDS-GLASMORE,267131,53.4589186,-6.2366444
19458F,KILGARVAN,77097,51.9031476,-9.4384061
19459H,LEIXLIP,87064,53.3657391,-6.5009022
19461R,URLEE,77164,52.4878,-9.5780656
19462T,TALLAGHT-OLDBAWN,267146,53.2777476,-6.3633424
19463V,TALLAGHT-OLDBAWN,267146,53.2777476,-6.3633424
19465C,TALLAGHT-KILNAMANAGH,267142,53.3005905,-6.3576332
19466E,TALLAGHT-KILNAMANAGH,267142,53.3000387,-6.357347
19467G,ARDAGH EAST,137004,53.6661354,-7.6940361
19468I,RENMORE,68016,53.2766246,-9.0176153
19469K,CARRICKATEE,177015,54.0782547,-6.8444152
19470S,BLANCHARDSTOWN-DELWOOD,267031,53.3828904,-6.3834728
19471U,AYRFIELD,268008,53.3949641,-6.1836254
19472W,TALLAGHT-SPRINGFIELD,267147,53.2871777,-6.3872679
19473B,GRANGE B,268072,53.3971252,-6.1610999
19474D,FIRHOUSE-KNOCKLYON,267086,53.2838476,-6.3165684
19475F,SINGLAND B,128036,52.6567723,-8.5984646
19480V,DUN LAOGHAIRE-MOUNT TOWN,267071,53.285366,-6.1506512
19483E,VALENCIA,77165,51.9107738,-10.3548996
19486K,DONAGHMORE,167025,53.5058196,-6.4006982
19487M,KILLARNEY URBAN,77102,52.0627035,-9.5139102
19488O,TERMONFECKIN,147038,53.7581725,-6.2712171
19489Q,FINGLAS SOUTH D,268069,53.3805504,-6.3120669
19490B,EDMONDSTOWN,267083,53.2793738,-6.2892052
19491D,RATHMELTON,57128,55.0337173,-7.6494744
19492F,CARRIG,77041,52.5479992,-9.4788097
19494J,TEMPLEOGUE-CYPRESS,267149,53.298067,-6.3186092
19495L,SLIGO NORTH,207081,54.2722253,-8.4659521
19496N,BEAUMONT B,268022,53.3877761,-6.2263069
19497P,SHANKILL-RATHSALLAGH,267121,53.236525,-6.122336
19501D,KILNAMANAGH,47213,51.6057552,-10.0617709
19502F,TALLAGHT-TYMON,267148,53.2930724,-6.3450579
19503H,RATHCOOLE,267112,53.2817031,-6.4674522
19505L,BLANCHARDSTOWN-DELWOOD,267031,53.3821828,-6.3942989
19506N,KILLALLAGHTAN,67124,53.2695268,-8.4095584
19507P,KILCATHERINE,47188,51.6951916,-9.9636184
19509T,CLONDALKIN-DUNAWLEY,267049,53.3261708,-6.4134097
19510E,CLONDALKIN-DUNAWLEY,267049,53.3262094,-6.413885
19511G,BALLYBEG NORTH,228001,52.2399313,-7.145691
19512I,KILLARNEY URBAN,77102,52.0554059,-9.4929023
19515O,BALBRIGGAN URBAN,267003,53.6039405,-6.173211
19518U,CLONLEIGH SOUTH,57038,54.8328751,-7.485639
19519W,KESHCARRIGAN,117052,54.030275,-7.9745255
19524P,PRIORSWOOD D,268120,53.3983085,-6.1923102
19525R,BEAR,47050,51.6353948,-9.8827582
19526T,KILDORRERY,47196,52.2451159,-8.4261512
19527V,KINGSCOURT,27063,53.9205217,-6.8116236
19528A,RATHROE,247098,52.2457011,-6.9201274
19529C,MOYCULLEN,67179,53.339705,-9.1762813
19533Q,SUTTON,267130,53.3891476,-6.1466574
19534S,KILTOOM,197080,53.4646012,-8.0077001
19535U,SWORDS-GLASMORE,267131,53.4587988,-6.2355043
19537B,BALLINTEER-BROADFORD,267008,53.2809355,-6.2563495
19538D,GRANGE B,268072,53.3965746,-6.1579867
19540N,CLOGHEEN,217048,52.270425,-7.990154
19541P,TALLAGHT-BELGARD,267137,53.2976648,-6.3858723
19542R,LUCAN HEIGHTS,267101,53.3492409,-6.4487082
19543T,TALLAGHT-KILLINARDAN,267141,53.2773716,-6.3818283
19544V,KILCHREEST,67115,53.1744578,-8.6484392
19545A,BLANCHARDSTOWN-CORDUFF,267030,53.3987251,-6.3764187
19546C,FINGLAS SOUTH B,268067,53.3817677,-6.2998267
19549I,HOWTH,267095,53.3805458,-6.0953722
19550Q,MORRISTOWNBILLER,87069,53.173346,-6.8167029
19551S,CRUSHEEN,37045,52.9386532,-8.8967688
19552U,CLENAGH,37027,52.703702,-8.8861837
19556F,TALLAGHT-KINGSWOOD,267144,53.3069222,-6.3694685
19557H,KILLEENLEAGH,47204,51.6259274,-9.2998018
19565G,FIRHOUSE VILLAGE,267084,53.2808367,-6.3389609
19566I,CLONDALKIN-DUNAWLEY,267049,53.3265712,-6.4012646
19568M,BALLINTEMPLE,27005,53.886216,-7.4071031
19569O,CLONDALKIN-MOORFIELD,267051,53.337548,-6.3993782
19573F,DELGANY,257027,53.1411806,-6.0855486
19574H,RATHFARNHAM-HERMITAGE,267115,53.2841086,-6.273189
19575J,CLONDALKIN-MOORFIELD,267051,53.343366,-6.3951148
19576L,TALLAGHT-TYMON,267148,53.293154,-6.3451762
19577N,TALLAGHT-TYMON,267148,53.2990111,-6.3472017
19578P,PORTMARNOCK NORTH,267110,53.4389951,-6.1358037
19582G,TALLAGHT-JOBSTOWN,267140,53.2824973,-6.392134
19583I,BALLYMUN B,268016,53.4022405,-6.2719014
19589U,KILMAINHAM B,268084,53.3440417,-6.3118291
19595P,BALLYMONEY,47034,51.735556,-8.948611
19596R,KILNALECK,27061,53.8647112,-7.2884148
19597T,NAAS URBAN,87071,53.2125285,-6.6539987
19600F,DRUMREILLY NORTH,117032,54.0183703,-7.7287208
19601H,BLANCHARDSTOWN-COOLMINE,267029,53.3908499,-6.4080154
19604N,KILMOKEA,247075,52.3100082,-6.957684
19605P,BLANCHARDSTOWN-COOLMINE,267029,53.4004254,-6.4002702
19607T,HOPESTOWN,237055,53.511839,-7.3971569
19608V,MULLAGH,27073,53.8136431,-6.9599207
19611K,GRANGE C,268073,53.3954237,-6.1600112
19613O,TALLAGHT-KILLINARDAN,267141,53.2755931,-6.3919739
19614Q,CULDAFF,57049,55.2859437,-7.1651352
19616U,TALLOW,227086,52.0921407,-8.0070302
19617W,TALLAGHT-KILTIPPER,267143,53.2750624,-6.3713273
19618B,AYRFIELD,268008,53.3952284,-6.1836657
19619D,FINGLAS SOUTH B,268067,53.3822401,-6.2991356
19625V,SKERRIES,267123,53.5804552,-6.1208975
19627C,MALAHIDE WEST,267106,53.4542027,-6.1692893
19628E,BEAUMONT B,268022,53.3877761,-6.2263069
19629G,TRAMORE,227090,52.1602194,-7.1656797
19632S,CASTLEDALY,237023,53.3493778,-7.8504503
19633U,NEWTOWN CUNNINGHAM,57125,54.998847,-7.5316515
19635B,KILMACOWEN,207050,54.2446217,-8.5399534
19636D,BLANCHARDSTOWN-CORDUFF,267030,53.3989538,-6.3769441
19637F,BEALANAGEARY,47048,51.8479875,-9.235342
19638H,ETTAGH,187039,53.0123381,-7.8415725
19640R,RATHNAVEOGE,217148,52.9071253,-7.8320956
19641T,CABINTEELY-KILBOGGET,267037,53.2547263,-6.1345338
19642V,CLONDALKIN-ROWLAGH,267052,53.33692,-6.4008271
19643A,BLANCHARDSTOWN-COOLMINE,267029,53.3896645,-6.4071174
19644C,BLANCHARDSTOWN-BLAKESTOWN,267028,53.3937662,-6.4206077
19645E,CLONMEL WEST URBAN,217056,52.3593046,-7.7189899
19646G,TALLAGHT-AVONBEG,267136,53.2840486,-6.3475596
19647I,CLONDALKIN-MOORFIELD,267051,53.343366,-6.3951148
19650U,MULLINGAR NORTH URBAN,237106,53.5268262,-7.3243738
19651W,CLOONMORE,157056,53.956301,-8.7030712
19652B,TALLAGHT-KILLINARDAN,267141,53.2773716,-6.3818283
19653D,LEIXLIP,87064,53.3705821,-6.4874632
19658N,TEMPLEOGUE-CYPRESS,267149,53.298067,-6.3186092
19659P,BALLYNAHAGLISH,77023,52.2792511,-9.8626306
19660A,RUSH,267118,53.5206211,-6.1042786
19661C,CHAPELIZOD,268037,53.3429367,-6.3471731
19662E,CHAPELIZOD,268037,53.3435965,-6.3487718
19663G,DRUMFINN,268061,53.343076,-6.3494897
19667O,BALLINACURRA B,128006,52.6473624,-8.6309315
19668Q,PRIORSWOOD A,268121,53.4032783,-6.2051212
19669S,CRUMLIN E,268055,53.3302805,-6.3189304
19672H,KINSALE RURAL,47221,51.7444639,-8.4919096
19675N,KILCULLEN,87048,53.1302425,-6.7507982
19676P,LUCAN HEIGHTS,267101,53.3487421,-6.4491301
19677R,UPPERCHURCH,217172,52.7013386,-8.0217351
19679V,CAVAN URBAN,27025,53.9906046,-7.3629406
19680G,LEIXLIP,87064,53.365421,-6.4944524
19684O,LEIXLIP,87064,53.3656798,-6.5021287
19685Q,KILCAR,57092,54.6331088,-8.6049111
19686S,BUNDORAN URBAN,57020,54.4759201,-8.281556
19688W,DROMORE,207036,54.2495094,-8.8799262
19689B,BANSHA,217026,52.4476261,-8.0656106
19690J,CASHEL URBAN,217046,52.5159097,-7.8915829
19692N,CASHEL URBAN,217046,52.5101714,-7.8857291
19693P,KILSALLAGHAN,267098,53.4528445,-6.2926391
19694R,BLANCHARDSTOWN-COOLMINE,267029,53.3978679,-6.3999446
19696V,CASHEL URBAN,217046,52.516757,-7.8876747
19698C,CLENAGH,37027,52.7111088,-8.8641262
19700J,LISDOONVARNA,37113,53.0309603,-9.2892535
19702N,TALLAGHT-JOBSTOWN,267140,53.2789161,-6.4032982
19703P,DRUM,177035,54.1040704,-7.1366981
19707A,CLONDALKIN-DUNAWLEY,267049,53.3234528,-6.4261758
19710M,MURNEEN,157123,53.7672618,-8.9721715
19713S,TULLAMORE URBAN,187087,53.2810569,-7.4955105
19714U,KNOCKNAHEENY,48039,51.9056959,-8.5058949
19716B,BALLINTEER-BROADFORD,267008,53.2811461,-6.255229
19720P,OAKPORT,197092,53.9841688,-8.1580068
19721R,SWORDS-FORREST,267132,53.4519842,-6.2415978
19723V,DUNDRUM-BALALLY,267078,53.276327,-6.2258669
19726E,STRADBALLY,227085,52.1287053,-7.4648453
19727G,RATHMINES EAST B,268129,53.3215413,-6.2389523
19736H,CARRICKMACROSS URBAN,177017,53.9779778,-6.7188238
19738L,TEDAVNET,177068,54.2967169,-7.0158258
19740V,FAIR GATE,147014,53.7181517,-6.3498299
19741A,KILSCORAN,247081,52.2193316,-6.3875839
19742C,FIRHOUSE-KNOCKLYON,267086,53.2843781,-6.3164508
19743E,PALMERSTON WEST,267109,53.3496463,-6.3979176
19744G,DUNMORE SOUTH,67093,53.6180163,-8.7441461
19745I,KILLARNEY URBAN,77102,52.0599353,-9.5044265
19748O,SHILLELAGH,257067,52.7545156,-6.5334605
19750B,ABBEYLEIX,107001,52.9186645,-7.3427415
19753H,LONGFORD RURAL,137045,53.73177,-7.7797892
19754J,KILMACANOGE,257051,53.1883257,-6.1260772
19755L,BLANCHARDSTOWN-BLAKESTOWN,267028,53.4022259,-6.4098086
19756N,DAWROS,57050,54.8285347,-8.4450349
19762I,PORTMARNOCK NORTH,267110,53.4392104,-6.1362424
19764M,INCHICORE B,268079,53.3308202,-6.3377253
19765O,TALLAGHT-JOBSTOWN,267140,53.2789161,-6.4032982
19768U,DONAGHMORE,167025,53.5159498,-6.4015934
19769W,CASTLEKNOCK-KNOCKMAROON,267040,53.3784758,-6.3784838
19770H,CAPPALUSK,67045,53.3634429,-8.5871703
19771J,BALLINCOLLIG,47016,51.890213,-8.606586
19774P,NORTH DOCK B,268108,53.354366,-6.2285321
19775R,TALLAGHT-KILLINARDAN,267141,53.2761963,-6.3909203
19776T,RATHHILL,157132,54.1120149,-9.8984262
19777V,RAHENY-GREENDALE,268125,53.385533,-6.1530998
19779C,DONAGHMORE,167025,53.5046216,-6.3878823
19780K,DRUMBOORY,177036,53.9215246,-6.7117295
19782O,TALLAGHT-FETTERCAIRN,267138,53.2871095,-6.404283
19784S,LEIGHLINBRIDGE,17031,52.735307,-6.9718641
19785U,PALMERSTON WEST,267109,53.3503916,-6.3973387
19786W,CASTLEDERMOT,87022,52.9136372,-6.8423396
19791P,CULLAHILL,107036,52.8225436,-7.4825035
19794V,CELBRIDGE,87023,53.3488497,-6.5503753
19795A,MENLOUGH,68010,53.2897209,-9.0436899
19796C,CLANE,87025,53.2906457,-6.6959159
19797E,CLANE,87025,53.2906999,-6.6943684
19798G,DOOCASTLE,157073,53.9640853,-8.6272821
19799I,CLONDALKIN VILLAGE,267053,53.3146343,-6.4021385
19800N,BALLYSIMON,127026,52.672049,-8.5669742
19801P,DROMDALEAGUE SOUTH,47137,51.6626086,-9.2613673
19803T,BARNA,67032,53.251812,-9.1474685
19808G,URLAUR,157151,53.87812,-8.7766891
19809I,ELPHIN,197059,53.8465509,-8.1904778
19812U,TOOMORE,157148,53.9804344,-9.1097383
19813W,KILDALKEY,167045,53.5717606,-6.9049222
19814B,DUNGARVAN RURAL,227034,52.1001077,-7.5943734
19815D,KILBRIDE NORTH,197065,53.7105503,-8.207473
19818J,CREGGS,67073,53.5920818,-8.3597706
19826I,SLIGO NORTH,207081,54.2811737,-8.4840655
19828M,LISHEENAVALLA,67166,53.3176357,-8.8901501
19830W,BALLYNANTY,128007,52.681219,-8.645241
19831B,NORTH CITY,268106,53.3513263,-6.2576071
19832D,CASTLEBAR URBAN,157049,53.8584196,-9.2905354
19833F,YOUGHAL URBAN,47323,51.9501472,-7.8430078
19834H,TALLAGHT-FETTERCAIRN,267138,53.2880241,-6.4043143
19837N,WALKINSTOWN A,268154,53.3243324,-6.3309735
19839R,BALLINCOLLIG,47016,51.8826291,-8.5778898
19840C,DUN LAOGHAIRE-MOUNT TOWN,267071,53.2863452,-6.153744
19841E,BALLYNAKILL,67030,53.6540634,-8.4422375
19845M,BALLYGALL C,268011,53.3817512,-6.2681132
19846O,LISTOWEL URBAN,77128,52.4460488,-9.4853655
19848S,KINNEGAD,237068,53.4564809,-7.1028757
19849U,CLENAGH,37027,52.7056491,-8.8763865
19850F,BLANCHARDSTOWN-MULHUDDART,267032,53.4054594,-6.3908774
19851H,FERMOY RURAL,47151,52.1309048,-8.2851951
19852J,BISHOPSTOWN E,48009,51.8782428,-8.5119149
19853L,FARRANSHONEEN,228014,52.2298625,-7.0623113
19855P,CLONDALKIN-DUNAWLEY,267049,53.3235383,-6.4018851
19856R,KILKENNY RURAL,97063,52.640415,-7.2458731
19857T,CARRICKMACROSS URBAN,177017,53.9786553,-6.7155393
19858V,MURROOGH,68012,53.2756626,-9.0116617
19865S,CLONDALKIN-CAPPAGHMORE,267048,53.3402332,-6.4149449
19867W,DUNSHAUGHLIN,167030,53.513933,-6.543287
19872P,BALLINASCORNEY,267006,53.2743861,-6.3988393
19874T,THURLES URBAN,217162,52.6814232,-7.8081002
19875V,LEIXLIP,87064,53.3703472,-6.4883089
19877C,SWORDS-FORREST,267132,53.4518072,-6.2414595
19878E,FIRHOUSE VILLAGE,267084,53.2732639,-6.3485626
19879G,DRANGAN,217069,52.5174929,-7.5876125
19880O,DRANGAN,217069,52.5174929,-7.5876125
19881Q,CARRIGALINE,47072,51.820898,-8.387268
19882S,TRAMORE C,48070,51.8772472,-8.4433327
19883U,NEWCASTLE URBAN,127116,52.4573913,-9.0595261
19884W,BALLYBAY RURAL,177005,54.1302144,-6.8973166
19885B,TRAMORE,227090,52.1688171,-7.1467248
19886D,MALLOW NORTH URBAN,47324,52.125532,-8.6424626
19888H,SHANKILL-RATHMICHAEL,267120,53.2342967,-6.128819
19893A,TALLAGHT-KINGSWOOD,267144,53.306274,-6.3702965
19894C,DOCK C,128016,52.6551444,-8.6340951
19896G,SOUTH DOCK,268143,53.3362052,-6.2462584
19897I,KILCOCK,87047,53.3999996,-6.6772095
19898K,KINSALEY,267099,53.4465785,-6.200342
