S-ID,Address Line 1,County,Lat (WGS84 GPS),Long (WGS84 GPS)
18505G,Tubberclare,Westmeath,53.462379500000004,-7.753187700000001
18508M,Laghey,Donegal,54.619097100000005,-8.0891958
18509O,Military Road,Waterford,52.262001,-7.110869900000001
18510W,Ballymurphy,Carlow,52.57128910000001,-6.860493400000001
18512D,GARRYSHANE,Tipperary,52.5397056,-8.1404438
18513F,DOIRE LIAIM OIG,Laois,53.11233570000001,-7.405765299999999
18514H,An Tulach,Galway,53.23979,-9.49897
18515J,Prosperous,Kildare,53.287368900000004,-6.7510008
18516L,Lisnagry,Limerick,52.68045849999999,-8.511954
18517N,Dristernan,Donegal,55.24182760000001,-7.1511231
18518P,Corlurgan,Cavan,53.93492,-7.2075901
18520C,Rashenny,Donegal,55.262390100000005,-7.4101702000000005
18524K,Kilcruttin,Offaly,53.2714728,-7.5039702
18526O,Ballycar,Clare,52.768295200000004,-8.853293199999998
18528S,Shanaknock,Tipperary,52.56564870000001,-8.1127906
18530F,ASKEATON,Limerick,52.6003811,-8.9821649
18532J,Arles,Laois,52.89195060000001,-7.0190586999999995
18533L,Taghmon,Westmeath,53.5281035,-7.3431527999999995
18535P,Ballea Road,Cork,51.815853999999995,-8.391297999999999
18536R,Loughglynn,Roscommon,53.82145920000001,-8.5561674
18537T,Roscomroe,Offaly,53.020373899999996,-7.7576174
18538V,Newcastle,Tipperary,52.271868,-7.8089416
18539A,Tullybuck,Monaghan,54.2161201,-6.8509368
18540I,CLUAIN DRAIGHNEACH,Clare,51.6513982,-9.1471506
18541K,Caherea,Clare,52.7718953,-9.0972951
18542M,Upper Chapel Street,Mayo,53.8550014,-9.2879257
18543O,Castlebaldwin,Sligo,54.07924860000001,-8.3758809
18549D,CNOC NA GROIGHE,Cork,999.0,999.0
18551N,Oldtown Road,Kildare,53.34028570000001,-6.554505099999999
18555V,Lissycasey,Clare,52.7382691,-9.1766546
18557C,Templederry,Tipperary,52.8642968,-8.1975561
18558E,Piercestown,Wexford,52.286681,-6.4880431
18561Q,Rehins,Mayo,54.087805,-9.1666244
18562S,AN PHAIRC,Mayo,999.0,999.0
18563U,Douglas Road,Cork,51.8831817,-8.4457133
18564W,Leiter,Cavan,53.9156096,-6.969294199999999
18565B,MOYASTA,Clare,52.6678125,-9.5381226
18566D,Togher,Cork,51.8791667,-8.4919444
18567F,Ballymakibbot,Cork,999.0,999.0
18571T,Knockcroghery,Roscommon,53.569778299999996,-8.0949243
18572V,Kilkerrin Road,Galway,53.604003299999995,-8.5603971
18573A,Drumnacurra,Kerry,52.4355598,-9.765284699999999
18575E,Grange,Sligo,54.393079,-8.5256165
18580U,Kilrusheighter,Sligo,54.258883,-8.7745285
18581W,Corr na Móna,Galway,53.5121491,-9.456646899999999
18582B,CAHIR,Tipperary,52.326229999999995,-7.9855595
18585H,GURTEEN ROAD,Dublin,53.346221400000005,-6.3618773
18589P,Bóthar Ghleann Fearna,Leitrim,54.3555208,-8.0353694
18590A,Glenderry,Kerry,52.3996214,-9.8885235
18591C,Ballydorey,Westmeath,53.65811479999999,-7.5352624000000015
18592E,Ardkill,Sligo,54.246124800000004,-8.8222979
18594I,BEAL AN MHUIRTHEAD,Mayo,54.2238996,-9.987602800000001
18598Q,Castletown,Westmeath,999.0,999.0
18600A,Liscreagh,Limerick,52.6496657,-8.398101400000002
18602E,Convent Road,Dublin,53.3181925,-6.3944185
18605K,CARNDONAGH,Donegal,55.249868000000006,-7.267082
18607O,Clinstown,Kilkenny,52.7393049,-7.3201465
18608Q,Claddaghduff,Galway,53.54178620000001,-10.143527
18609S,Rathmore,Carlow,52.858249699999995,-6.7317195000000005
18611F,An Charraig,Donegal,55.104544999999995,-8.286058599999999
18612H,ACHADH LIN,Limerick,52.4649218,-8.9387871
18615N,Green Road,Carlow,52.8268132,-6.932703
18623M,Main Street,Dublin,53.386092299999994,-6.376011599999999
18624O,KILLALOE,Clare,52.8062625,-8.440743300000001
18625Q,Convent Road,Donegal,54.9502052,-7.743347099999999
18626S,Kiltoom,Roscommon,53.43475229999999,-7.926153
18630J,CARRIGAHOLT,Clare,52.60272420000001,-9.7088282
18632N,Navan Road,Dublin,53.368269700000006,-6.3143542
18634R,Ardnamara,Galway,53.26268520000001,-9.0811395
18635T,Tenure,Louth,53.831053299999994,-6.3944559000000005
18636V,Tuam,Galway,53.102385899999994,-9.6661474
18639E,Ballynacally,Clare,52.7192916,-9.0664949
18640M,Rathwire,Westmeath,53.506004700000005,-7.131581599999999
18641O,Killenard,Laois,53.130919999999996,-7.148038900000001
18642Q,Tower Road,Dublin,53.3217686,-6.3944961
18643S,FIRODA,Kilkenny,52.8398474,-7.2503614
18644U,The Glebe,Kildare,53.3148529,-6.612260099999999
18646B,Lough Derg Road,Dublin,53.382312899999995,-6.1795566
18647D,The Rise,Dublin,53.2948581,-6.2100384
18650P,Newtown,Kildare,53.39456510000001,-6.756986200000001
18652T,An Caiseal,Donegal,54.688903599999996,-8.718456699999999
18653V,Thomas Street,Limerick,52.524591099999995,-8.940201
18654A,Caragh,Kildare,53.237081,-6.729624799999999
18655C,Boot Road,Dublin,53.31734870000001,-6.395035099999999
18659K,Lisavaird,Cork,51.600086299999994,-8.955025599999999
18660S,Windgap,Kilkenny,52.461667799999994,-7.3959402999999995
18665F,Abbeydorney,Kerry,52.2713096,-9.6999325
18666H,Donadea,Kildare,53.350377,-6.7344379
18670V,Tullarone,Kilkenny,52.6625716,-7.4363491999999995
18675I,KILDANGAN,Kildare,53.1059426,-7.007090299999999
18677M,South Circular Road,Limerick,52.6524923,-8.638423
18679Q,Mount Temple,Westmeath,53.424218700000004,-7.768086599999999
18681D,Lower Newtown,Waterford,52.2533238,-7.105515700000001
18682F,Glasanaon Road,Dublin,53.3892343,-6.2920801
18683H,Seamus Ennis Road,Dublin,53.38950429999999,-6.2965672
18684J,MURRINTOWN,Wexford,52.287240000000004,-6.522243700000001
18686N,DUNMORE,Galway,53.5141156,-8.8565177
18687P,Ballyduff,Wexford,52.6369541,-6.4683285999999995
18689T,Military Road,Waterford,52.260001,-7.1243943
18690E,An Cruachán,Offaly,53.276074300000005,-7.4939117
18694M,The Lawn,Mayo,53.8550787,-9.2950717
18696Q,Ballyvonnavaun,Clare,52.81473760000001,-8.9642515
18700E,Castletown,Donegal,55.2042337,-6.2423248
18702I,Ballygarron,Kerry,52.2750451,-9.785975500000001
18703K,Welchtown,Donegal,54.8167934,-7.864624000000001
18705O,Chapel Street,Kerry,52.570737300000005,-9.374980099999998
18707S,Castlebridge,Wexford,52.386805200000005,-6.4510402000000004
18708U,Newcastle West,Limerick,52.4487503,-9.0545815
18710H,DUNFANAGHY,Donegal,55.1819444,-7.9716667
18712L,Knockrooskey,Mayo,999.0,999.0
18713N,Rennies,Cork,51.727545,-8.3712007
18714P,Clone Road,Wexford,52.5844904,-6.4939777
18715R,DROMARD,Sligo,54.2371932,-8.673338900000001
18716T,Market Street,Tipperary,52.3745296,-7.925247
18717V,Kilfinny,Limerick,52.563633900000006,-8.7925892
18720K,Mullagh Road,Clare,52.853124699999995,-9.4026556
18726W,Marino Park Avenue,Dublin,53.3647517,-6.233361299999999
18729F,Curraghboy,Roscommon,53.4641946,-8.2185165
18731P,Church Road,Donegal,54.8057681,-7.7629673
18733T,Cloondara,Longford,53.7629772,-7.833481599999999
18734V,Ballyphehane,Cork,51.8790045,-8.4792585
18737E,Convoy,Donegal,54.861402000000005,-7.670219099999999
18739I,Corrib Drive,Clare,52.69979179999999,-8.8904486
18740Q,SHANNON AIRPORT NO 2,Clare,52.6996573,-8.914691099999999
18741S,CLOONE,Leitrim,53.94558620000001,-7.7863064
18742U,Derrane,Roscommon,53.661054799999995,-8.1537662
18744B,Church Avenue,Westmeath,53.525384200000005,-7.3399084000000006
18746F,Monivea,Galway,53.300813100000006,-8.7453768
18748J,Listerlin,Kilkenny,52.4093961,-7.0736490000000005
18753C,Lahinch,Clare,52.9290577,-9.344446699999999
18754E,Bun an Chorraigh,Mayo,53.975192099999994,-9.9857745
18756I,CAISLEAN NA MAINGE,Kerry,52.164886700000004,-9.8280715
18759O,Caher West,Kerry,52.3751761,-7.9204355
18762D,Donacarney,Meath,53.707659299999996,-6.275419599999999
18764H,Ardnagrath,Westmeath,53.4832566,-7.7903955
18766L,DUBHLINN RIABHACH,Donegal,55.177550600000004,-7.7932777
18767N,Donacarney,Meath,53.7082302,-6.2762115
18768P,Furraglaun,Clare,52.90801379999999,-9.2745239
18775M,Holycross,Tipperary,52.6398593,-7.8704168
18777Q,Lumcloon,Offaly,53.22114820000001,-7.794136900000001
18778S,Porterstown Road,Dublin,53.3818616,-6.4050400000000005
18779U,BALLINAMULT,Waterford,52.20289879999999,-7.716025699999999
18780F,Errill,Laois,52.85994960000001,-7.676993400000001
18786R,Knockpogue Avenue,Cork,51.9107495,-8.4851698
18791K,DROIM AN MHAOIR,Donegal,55.204218999999995,-6.982146000000001
18793O,Passage Road,Waterford,52.2515652,-7.104249
18795S,Coolanarney,Offaly,53.2759209,-7.492099799999999
18797W,Ardan View,Offaly,53.2813457,-7.4939524
18806U,Kilternan,Dublin,53.235641,-6.1956482
18812P,Loughegar,Westmeath,53.5704714,-7.272831200000001
18817C,Cullenswood House,Dublin,53.3274806,-6.2539703
18820O,BLACKSTAFF,Monaghan,53.97797779999999,-6.7188238
18824W,Davitt Road South,Wexford,52.3371115,-6.4689839000000005
18829J,Cionn tSáile,Cork,51.7032687,-8.5026849
18832V,Castlemaine,Kerry,52.1687546,-9.7028275
18833A,Laragh,Cavan,999.0,999.0
18839M,Screen,Wexford,52.5068183,-6.5819746
18843D,Gurteen Road,Dublin,53.345941599999996,-6.3597405
18844F,BELCRUIT,Donegal,55.012871700000005,-8.3891648
18848N,Knockafall,Mayo,53.930837600000004,-9.131266
18856M,Ballyheigue,Kerry,52.1685292,-9.7028287
18857O,Virginia,Cavan,53.8344096,-7.081322200000001
18864L,Coosan,Westmeath,53.446526299999995,-7.9344618
18872K,Corbally Road,Limerick,52.6780878,-8.6144648
18874O,Main Street,Donegal,54.7968309,-7.6835354
18876S,Ballycushion,Mayo,53.557828799999996,-9.0697585
18880J,Gortskehy,Mayo,53.6338416,-9.027902000000001
18883P,Spa Glen,Cork,52.1436805,-8.642485800000001
18886V,Deansgrange,Dublin,53.2782307,-6.161873
18887A,Mulhussey,Meath,53.3992691,-6.6679201
18910P,Ballymun Rd,Dublin,53.385385899999996,-6.2651986
18911R,Ballymun Road,Dublin,53.3957536,-6.2621538
18922W,Cloonliffen,Mayo,53.6160948,-9.2755517
18929N,Dr Mannix Road,Galway,53.264687300000006,-9.0830859
18939Q,CARNDONAGH,Donegal,55.2511667,-7.2604484
18950E,Dromindoora,Clare,52.997441200000004,-8.7211916
18968A,Edenmore Park,Dublin,53.3882019,-6.1806964
18969C,Edenmore,Dublin,53.38931089999999,-6.180827799999999
18976W,Chapel Lane,Dublin,53.4567546,-6.2139359
18977B,Chapel Lane,Dublin,53.457700100000004,-6.2143220999999995
18979F,Strandhill Road,Sligo,54.270562,-8.492028999999999
18991S,Ennis Road,Limerick,52.666143000000005,-8.6444606
19000E,Curraheen Road,Cork,51.8787407,-8.528104699999998
19001G,Ballyboughal,Dublin,53.521156000000005,-6.2664662
19006Q,Seafield Road,Dublin,53.364075199999995,-6.2001748
19007S,Seafield Road West,Dublin,53.364075199999995,-6.2001748
19008U,Milltown,Westmeath,53.5400346,-7.5452085
19009W,Cranford,Donegal,55.1383645,-7.697010000000001
19015R,Barry Avenue,Dublin,53.3952446,-6.309757599999999
19018A,Dangan,Meath,53.49013860000001,-6.743321000000001
19036C,GARRON,Monaghan,54.262523,-6.8764093
19037E,Edenmore Park,Dublin,53.3875144,-6.180875
19043W,NEW QUAY,Clare,53.145022600000004,-9.0780532
19066L,Loreto Avenue,Dublin,53.28033320000001,-6.1013310999999995
19089A,KILLAGHTEE,Donegal,54.6323769,-8.3710133
19114T,Ballyroan,Dublin,53.2859998,-6.3002261
19162H,Threemilehouse,Monaghan,54.21666999999999,-7.0426713
19171I,BAILE NUA AN CHAISIL,Longford,53.5831116,-7.9402715
19177U,Fortfield Park,Dublin,53.302262899999995,-6.3034831
19178W,Fortfield Park,Dublin,53.302262899999995,-6.3034831
19197D,Barry Avenue,Dublin,53.396009899999996,-6.3093012
19202Q,Kilnaleck,Cavan,53.8891052,-7.3446158
19205W,Hiskinstown,Westmeath,53.585065799999995,-7.1313794999999995
19208F,Sillogue Road,Dublin,53.395788399999994,-6.2698271
19209H,Sillogue Road,Dublin,53.3953532,-6.264765000000001
19215C,Donore Avenue,Louth,53.7116017,-6.3639459
19220S,New Road,Dublin,53.3174329,-6.3925806
19221U,New Road,Dublin,53.317277000000004,-6.3916974
19223B,Harestown,Louth,53.775575399999994,-6.3530008
19224D,Rossmore,Cork,51.620337899999996,-8.9055104
19225F,Walter Macken Road,Galway,53.2826113,-9.0136522
19226H,Mervue,Galway,53.2826113,-9.0136522
19228L,Na Dúnaibh,Donegal,55.1948628,-7.836965400000001
19231A,Beaumont,Cork,51.889010999999996,-8.428425
19232C,Woodvale Road,Cork,51.8894349,-8.4288344
19235I,KILMACRENNAN,Donegal,55.05840010000001,-7.7281569
19241D,Rosary Lane,Galway,53.26819939999999,-9.0759107
19242F,Ballymun Road,Dublin,53.3885225,-6.266140099999999
19246N,Ard Easmuinn,Louth,54.003319999999995,-6.4173072
19247P,Ard Easmuinn Road,Louth,54.003319999999995,-6.4173072
19249T,Lislevane,Cork,51.6091828,-8.747352900000001
19251G,The Glebe,Monaghan,54.0019493,-6.4042301
19252I,Umlagh,Donegal,55.16672979999999,-7.8003634
19253K,Wilkinstown,Meath,53.73182979999999,-6.7101415
19255O,West Barrs,Leitrim,54.29816999999999,-8.0685845
19256Q,Bellevue,Cork,52.1301388,-8.6462728
19257S,LOCH AILLINNE,Roscommon,54.043438,-9.177771
19258U,Hollypark,Dublin,999.0,999.0
19259W,Foxrock Avenue,Dublin,53.2795586,-6.175429900000001
19260H,BAILE NA FINNE,Donegal,54.869564000000004,-8.115478999999999
19267V,Templeorum,Kilkenny,52.3835279,-7.297900200000001
19272O,Ballybrown,Limerick,52.63466139999999,-8.7348336
19274S,Tullyvarraga,Clare,52.7081667,-8.8746151
19275U,Barnaderg,Galway,53.514051699999996,-8.8544781
19276W,Cummer,Galway,53.4500376,-8.8722508
19279F,Clontumpher,Longford,53.7792068,-7.7111058
19280N,Muff,Donegal,55.073375600000006,-7.268640700000001
19283T,BALLYMACWARD CENTRAL SC,Galway,53.328762100000006,-8.226946700000001
19285A,Cootehill,Cavan,54.0360172,-7.1182305999999995
19290Q,Clifden,Galway,53.4292767,-10.070106599999999
19292U,NAVAN,Meath,53.777486399999994,-6.716990200000001
19294B,Lisvernane,Tipperary,52.4118764,-8.2260811
19296F,AUGHNACLIFFE,Longford,53.84778860000001,-7.604627499999999
19297H,Cromcastle Green,Dublin,53.39392320000001,-6.2197309999999995
19298J,Cromcastle Green,Dublin,53.39392320000001,-6.2197309999999995
19300Q,Castlejordan,Offaly,53.397115799999995,-7.121363199999999
19302U,Shangan Road,Dublin,53.3957536,-6.2621538
19303W,Shangan Road,Dublin,53.3957795,-6.2610285999999995
19304B,Máistir Gaoithe,Kerry,51.9049445,-10.063802699999998
19305D,Tankerstown,Tipperary,52.419219399999996,-8.012001
19307H,Derrinagree,Cork,52.123689500000005,-9.0358063
19308J,Howth Road,Dublin,53.37477929999999,-6.1958623
19309L,Baile Harmain,Dublin,53.38214549999999,-6.196239
19310T,Lisminton,Donegal,54.5843253,-8.119533
19313C,Newmills,Donegal,54.935769400000005,-7.849355900000001
19314E,Broadford Rise,Dublin,53.2753363,-6.2570937
19317K,Rathangan,Wexford,52.23297879999999,-6.6162945
19319O,Balally Drive,Dublin,53.2827824,-6.2265672
19320W,Johnstown,Dublin,53.26456949999999,-6.138708599999999
19321B,Woodley Road,Dublin,53.2639251,-6.138911900000001
19322D,Kilmore,Cavan,53.9720761,-7.4206905
19323F,Ballyagran,Limerick,52.4032339,-8.7945606
19324H,SN TEAGHLAIGH NAOFA,Mayo,31.117119399999996,-97.7277959
19326L,Butlersbridge,Cavan,54.0452119,-7.376958800000001
19331E,Caherdavin,Limerick,52.6744676,-8.6572914
19332G,Caherdavin,Limerick,52.6743701,-8.6587096
19333I,BALLYBOFEY,Donegal,54.80890350000001,-7.844350599999999
19335M,Newtownpark AVenue,Dublin,53.292502299999995,-6.1714005
19336O,Dooradoyle,Limerick,52.6372698,-8.651971699999999
19338S,Flagmount,Clare,52.98632779999999,-8.646070199999999
19339U,BALTINGLASS,Wicklow,52.9421301,-6.709909
19342J,KILBRIN,Cork,52.210787599999996,-8.8333322
19343L,ANAGAIRE,Donegal,55.02044,-8.3136601
19344N,KILMANAGH,Kilkenny,52.6202209,-7.4219029999999995
19345P,Ballymacarbry,Waterford,52.281926500000004,-7.740622999999999
19348V,Newcestown,Cork,51.7826855,-8.8690879
19350I,Rathyganny,Westmeath,53.6252723,-7.3893159
19351K,Kilcredan,Cork,51.9071474,-8.072650099999999
19352M,Ballask,Wexford,52.20689,-6.5457373
19353O,Dromard,Longford,53.9059507,-7.6482546000000005
19354Q,Cappagh,Offaly,53.3255377,-7.367739200000001
19356U,Killenaule,Tipperary,52.538180000000004,-7.76965
19357W,Tír na Cille,Galway,999.0,999.0
19359D,Bunnmayne,Donegal,55.0422391,-7.3821884
19360L,Drumkeerin,Leitrim,54.165359499999994,-8.1403187
19362P,Clara,Monaghan,54.262523,-6.8764093
19363R,Mullaghoran,Cavan,53.8392853,-7.434110700000001
19364T,Newbliss,Monaghan,54.164089100000005,-7.1416258
19365V,Aughnasheelin,Leitrim,54.0522181,-7.803204300000001
19366A,Scariff,Clare,52.91617829999999,-8.5315757
19368E,SCOIL NAOMH CIARAN,Roscommon,53.42325970000001,-7.937099900000001
19369G,Irishtown,Laois,53.1159659,-7.3263936
19371Q,Bóithrín na Sliogán,Galway,53.270224600000006,-9.062605900000001
19374W,"Goatstown Road,",Dublin,53.3006942,-6.2338977
19377F,Tierneevin,Galway,53.0632461,-8.882449300000001
19378H,Ballyheelan,Cavan,53.84156,-7.34293
19380R,Kilkerrin,Galway,53.556273700000006,-8.5693531
19381T,Baltimore,Cork,51.5406527,-9.272092599999999
19384C,Station Road,Kerry,52.3234146,-9.775986099999999
19386G,Labasheeda,Clare,52.63763050000001,-9.4829102
19388K,Clonberne,Galway,53.5633536,-8.648800699999999
19389M,Drumbaun,Sligo,999.0,999.0
19390U,Springfield,Dublin,53.2873029,-6.3877017
19391W,Dunmore,Galway,53.6328231,-8.825171699999999
19392B,Monasteraden,Sligo,53.901696799999996,-8.5792106
19393D,"Verbena Avenue,",Dublin,53.3893965,-6.1466559
19394F,Robeen,Mayo,53.6810473,-9.149230000000001
19395H,Bóthar Mobhí,Dublin,53.373456000000004,-6.263202
19396J,Ballinteer,Dublin,53.2749281,-6.2579367
19400U,Wyvern,Dublin,53.281289799999996,-6.123835400000001
19401W,Renmore Avenue,Galway,53.276624600000005,-9.017615300000001
19402B,BALLYVARY CENTRAL N S,Mayo,53.8873554,-9.154455699999998
19404F,Main Street,Cork,52.1454011,-8.3994635
19406J,Grange Road,Dublin,53.39647049999999,-6.161240599999999
19407L,Green Lane,Kildare,53.365776399999994,-6.500705
19408N,Drumcliffe South,Sligo,54.3167961,-8.479075199999999
19411C,Letterkenny,Donegal,54.951555299999995,-7.7125019
19415K,Carraig na bhFear,Cork,51.990072600000005,-8.4778525
19416M,The Square,Sligo,54.1826686,-8.4914883
19418Q,Castlerahan,Cavan,53.8209949,-7.1799383
19419S,Charlotte Row,Wexford,52.6739155,-6.2980683
19420D,Kenmare Road,Cork,51.880101700000004,-9.5835203
19422H,Townfields,Tipperary,52.93843879999999,-8.029794099999998
19423J,DRUMSHANBO,Leitrim,54.0472667,-8.0345017
19425N,ATHY,Kildare,52.961701500000004,-6.9337661
19426P,An Gleann,Cork,999.0,999.0
19427R,Glen Avenue,Cork,51.9113151,-8.4615584
19430G,Bóthar Bhaile Munna,Dublin,53.3767522,-6.2688112
19431I,St Joseph's Junior National School,Dublin,53.400675899999996,-6.2702869
19432K,Carrickatober,Cavan,53.9196272,-7.2643813999999995
19434O,LATTON,Monaghan,54.070556499999995,-6.946578
19435Q,Roselawn Road,Dublin,53.3839319,-6.3837962
19436S,Dungeagáin,Kerry,51.8244027,-10.2730136
19437U,Bóthar Átha Leathan,Dublin,53.282284,-6.2612611
19438W,Coolevin,Dublin,53.254726299999994,-6.1345338
19442N,Dromore,Clare,52.933727000000005,-8.988681399999999
19443P,Clonea-Power,Waterford,52.3476495,-7.4189708
19446V,Grange Road,Dublin,53.29480600000001,-6.283881
19448C,TUATH O SIOSTA,Kerry,51.8065507,-9.750363199999999
19449E,Newcastle,Galway,53.3430319,-8.6836769
19451O,BAILE UI BHFIACHAIN,Mayo,53.88527579999999,-9.5463685
19452Q,Ballymany,Kildare,53.1732978,-6.816901400000001
19454U,OUR LADY IMMAC JUN NS,Dublin,53.3983085,-6.1923102
19456B,Brackenstown,Dublin,53.4589186,-6.2366444
19458F,Kilgarvan,Kerry,51.903147600000004,-9.4384061
19459H,Green Lane,Kildare,53.365739100000006,-6.5009022000000005
19461R,LIOS EILTIN,Kerry,52.4878,-9.5780656
19462T,Old Bawn,Dublin,53.277747600000005,-6.3633424000000005
19463V,Old Bawn,Dublin,53.277747600000005,-6.3633424000000005
19465C,Kilnamanagh,Dublin,53.300590500000006,-6.3576332
19466E,Kilnamanagh,Dublin,53.3000387,-6.357347
19467G,Ardagh Village,Longford,53.666135399999995,-7.694036099999999
19468I,Renmore Avenue,Galway,53.276624600000005,-9.017615300000001
19469K,Tossey,Monaghan,54.0782547,-6.8444152
19470S,Roselawn,Dublin,53.3828904,-6.3834728
19471U,Clonrosse Drive,Dublin,53.3949641,-6.1836254
19472W,Springfield,Dublin,53.2871777,-6.3872679
19473B,Grange Road,Dublin,53.3971252,-6.1610999
19474D,Idrone Avenue,Dublin,53.2838476,-6.3165684
19475F,Singland,Limerick,52.6567723,-8.5984646
19476H,Blackcastle,Meath,53.6626935,-6.6780326
19477J,Askea,Carlow,52.8363549,-6.9130104999999995
19478L,Askea,Carlow,52.835609999999996,-6.9127225999999995
19479N,Marley's Lane,Louth,53.7111062,-6.3717387
19480V,St Patrick's Close,Dublin,53.285366,-6.1506512
19483E,Ballyhearny,Kerry,51.910773799999994,-10.3548996
19486K,Ashbourne,Meath,53.5058196,-6.400698200000001
19487M,New Road,Kerry,52.0627035,-9.5139102
19488O,Kilgellia,Mayo,53.7581725,-6.271217099999999
19489Q,Glenties Park,Dublin,53.3805504,-6.3120669000000005
19490B,Glenmore Court,Dublin,53.2793738,-6.2892052000000005
19491D,Ramelton,Donegal,55.03371729999999,-7.649474400000001
19492F,Ballylongford,Kerry,52.54799920000001,-9.4788097
19494J,Orwell Park,Dublin,53.298067,-6.3186092
19495L,The Mall,Sligo,54.2722253,-8.465952099999999
19496N,Montrose Park,Dublin,53.3877761,-6.2263069
19497P,Rathsallagh,Dublin,53.236525,-6.122336
19501D,Cahermore,Cork,51.605755200000004,-10.0617709
19502F,Balrothery,Dublin,53.29307239999999,-6.3450579000000005
19503H,An tSráid Mhór,Dublin,53.281703099999994,-6.4674522
19505L,An Chúil Mhín,Dublin,53.382182799999995,-6.3942989
19506N,Cappataggle,Galway,53.269526799999994,-8.4095584
19507P,Eyeries,Cork,51.6951916,-9.963618400000001
19509T,Bawnogue Road,Dublin,53.3261708,-6.4134097
19510E,Bawnoge,Dublin,53.3262094,-6.413885
19511G,Ballybeg Drive,Waterford,52.239931299999995,-7.145691
19512I,Ballycasheen,Kerry,52.055405900000004,-9.4929023
19515O,Hampton,Dublin,53.6039405,-6.173211
19518U,St Johnston,Donegal,54.8328751,-7.485639
19519W,Drumcong,Leitrim,54.030275,-7.9745255
19524P,OUR LADY IMMAC SEN NS,Dublin,53.3983085,-6.1923102
19525R,Derrycreeveen,Cork,51.6353948,-9.8827582
19526T,FERMOY ROAD,Cork,52.2451159,-8.4261512
19527V,Cabra,Cavan,53.92052170000001,-6.811623599999999
19528A,Ramsgrange,Wexford,52.2457011,-6.9201274
19529C,Maigh Cuilinn,Galway,53.339705,-9.176281300000001
19533Q,Verbena Ave,Dublin,53.3891476,-6.1466574000000005
19534S,Kiltoom,Roscommon,53.4646012,-8.0077001
19535U,Brackenstown Road,Dublin,53.458798800000004,-6.2355043
19536W,Balloonagh,Kerry,52.271287799999996,-9.712518
19537B,Meadowbrook,Dublin,53.2809355,-6.256349500000001
19538D,Newbrook Avenue,Dublin,53.3965746,-6.1579866999999995
19540N,CLOGHEEN,Tipperary,52.270425,-7.9901539999999995
19541P,Cookstown Road,Dublin,53.29766479999999,-6.3858723
19542R,Newcastle Road,Dublin,53.3492409,-6.4487082000000004
19543T,Killinarden,Dublin,53.2773716,-6.3818283
19544V,Lackabaun,Galway,53.1744578,-8.648439199999999
19545A,Blackcourt Road,Dublin,53.39872510000001,-6.3764187
19546C,St Helena's Drive,Dublin,53.381767700000005,-6.2998267
19549I,Carrickbrack Road,Dublin,53.3805458,-6.0953722
19550Q,Standhouse Rd.,Kildare,53.173345999999995,-6.816702900000001
19551S,Clonmooney,Clare,52.9386532,-8.8967688
19552U,Tullyglass,Clare,52.703702,-8.8861837
19554B,BORNACOOLA,Leitrim,53.9457051,-8.0890674
19556F,Kingswood Heights,Dublin,53.30692220000001,-6.3694685
19557H,Caheragh,Cork,51.625927399999995,-9.299801800000001
19559L,Cloughleigh,Clare,52.84719870000001,-8.991710300000001
19565G,Ballycullen Avenue,Dublin,53.28083670000001,-6.3389609
19566I,Dunawley Avenue,Dublin,53.326571200000004,-6.401264599999999
19568M,Bruskey,Cavan,53.886216000000005,-7.4071031000000005
19569O,Neillstown Road,Dublin,53.337548,-6.3993782
19573F,Kindlestown,Wicklow,53.1411806,-6.0855486
19574H,Grange Manor Close,Dublin,53.2841086,-6.273189
19575J,Rowlagh,Dublin,53.343366,-6.3951148
19576L,SCOIL N AENGHUSA SIN,Dublin,53.293154,-6.3451762
19577N,Tymon Road,Dublin,53.2990111,-6.3472017
19578P,Martello,Dublin,53.4389951,-6.1358037
19582G,Kilclare Avenue,Dublin,53.2824973,-6.3921339999999995
19583I,Balcurris Road,Dublin,53.402240500000005,-6.2719014
19584K,Bóthar Vevay,Wicklow,53.19504370000001,-6.0996349
19589U,Droichead ns hInse,Dublin,53.3440417,-6.3118291
19595P,ENNISKEANE,Cork,51.735556,-8.948611
19596R,Crosserlough,Cavan,53.86471120000001,-7.2884148
19597T,Ballycane,Kildare,53.212528500000005,-6.653998700000001
19598V,Bay Estate,Louth,53.995292000000006,-6.373925700000001
19600F,Drumlea,Leitrim,54.0183703,-7.7287208
19601H,Mountview,Dublin,53.39084989999999,-6.4080154
19604N,Ballinamona,Wexford,52.310008200000006,-6.9576839999999995
19605P,Blakestown,Dublin,53.400425399999996,-6.4002702000000005
19607T,KILPATRICK,Westmeath,53.511839,-7.397156900000001
19608V,Mullagh,Cavan,53.8136431,-6.9599207
19611K,Newbrook Road,Dublin,53.39542370000001,-6.1600112000000005
19612M,GLENAGEARY LODGE,Dublin,53.2747071,-6.1330770999999995
19613O,Knockmore Avenue,Dublin,53.275593099999995,-6.3919739
19614Q,Culdaff,Donegal,55.285943700000004,-7.1651352
19616U,Michael J Prendergast Road,Waterford,52.0921407,-8.007030199999999
19617W,Heatherview Lawn,Dublin,53.275062399999996,-6.3713273
19618B,AYRFIELD,Dublin,53.3952284,-6.1836657
19619D,St. Helena's Road,Dublin,53.382240100000004,-6.2991356
19624T,The Avenue,Dublin,999.0,999.0
19625V,Balbriggan Road,Dublin,53.5804552,-6.1208975
