S-ID,Address Line 1,County,Lat (WGS84 GPS),Long (WGS84 GPS)
17533G,Mallow,Cork,52.1258055,-8.592713999999999
17535K,Fenor,Waterford,52.16147470000001,-7.229991
17536M,Dunhill,Waterford,52.164657899999995,-7.2755830999999995
17537O,Vevay Road,Wicklow,53.19990229999999,-6.1091184
17539S,SCOIL CHILL CHRUAIN,Galway,999.0,999.0
17540D,Tubber,Offaly,53.38194910000001,-7.6715793
17542H,Rathkeevin,Tipperary,52.354887899999994,-7.7106287
17543J,Cloughjordan,Tipperary,52.93843879999999,-8.029794099999998
17547R,Derryoober East,Galway,53.00646410000001,-8.3647769
17549V,KERRYKEEL,Donegal,55.13871999999999,-7.662850099999999
17550G,Marlbog Road,Louth,53.964757999999996,-6.400665099999999
17553M,AN CLOCHAN,Donegal,52.2304787,-10.182451400000001
17554O,Hilltown,Wexford,52.2823349,-6.7130234
17555Q,Newtown,Laois,52.8418694,-7.125381599999999
17557U,Killeen,Laois,52.90128000000001,-6.971928500000001
17559B,The Green,Dublin,53.5668673,-6.383562400000001
17560J,Dunderry,Meath,53.647092,-6.696660499999999
17561L,Ballinalee,Longford,53.7755463,-7.647881
17562N,ISLANDEADY,Mayo,53.8186007,-9.3866755
17563P,OGONNELLOE,Clare,52.8722206,-8.458376199999998
17564R,An Gharbháin,Donegal,52.2304787,-10.182451400000001
17566V,Kells,Kilkenny,52.5395316,-7.2731536
17567A,Kilmeague,Kildare,53.2205654,-6.659308
17569E,Balrothery,Dublin,53.5894625,-6.187374
17570M,Fews,Waterford,52.20548970000001,-7.4267652
17571O,Dangan,Roscommon,53.4900692,-6.7431784
17574U,Cill Chiaráin,Galway,53.3280544,-9.7333407
17575W,BALLYBOFEY,Donegal,54.79682439999999,-7.7875481
17576B,Dominican Campus,Wicklow,52.97761920000001,-6.0388057
17579H,Aghada,Cork,51.9143321,-8.1726276
17580P,Gortnahoe,Tipperary,52.6801064,-7.8044421
17583V,Knockanean,Clare,52.85540039999999,-8.9428989
17585C,BELCARRA,Mayo,53.8550014,-9.2879257
17589K,STONEYFORD,Kilkenny,52.534274399999994,-7.2225583
17590S,KNOCKTOPHER,Kilkenny,52.48318149999999,-7.214719500000001
17593B,Caherlevoy,Limerick,52.3218907,-9.2079379
17595F,Kilcoscan,Dublin,53.4638057,-6.34472
17598L,Carrigans,Donegal,54.953277500000006,-7.443753999999999
17599N,BEAL TRA,Sligo,54.22187629999999,-8.624827999999999
17600S,Saleen,Cork,51.9143321,-8.1726276
17601U,Maudabawn,Cavan,54.072830200000006,-7.0830598
17602W,DOMHNACH MOR,Cork,51.9920626,-8.752630400000001
17603B,Aughavannagh Road,Dublin,53.3302878,-6.2879901
17604D,Ratheniska,Laois,53.00521,-7.21271
17606H,Castletown-Finea,Westmeath,53.75396729999999,-7.332572
17607J,Sessiaghoneill,Donegal,54.796768799999995,-7.7917773
17608L,Lorrha,Tipperary,53.0888481,-8.1151056
17609N,Rathcormac,Cork,52.077658299999996,-8.2846247
17610V,Ballyfad,Wexford,52.7676604,-6.2680407
17612C,Carrowreigh,Wexford,52.3514544,-6.6862462
17613E,EACHDRUIM,Galway,53.328762100000006,-8.226946700000001
17615I,Kilroe,Mayo,999.0,999.0
17616K,Walsh Island,Offaly,53.232692500000006,-7.221598299999999
17617M,Killeshin,Laois,52.8492552,-6.9937162
17622F,Greaghnafarna,Roscommon,39.6527442,-104.91005700000001
17623H,Town Parks,Meath,53.6206416,-6.9243204
17625L,Knocktemple,Cavan,53.80356389999999,-7.0884776
17628R,BAILE HAOL,Kilkenny,52.57769570000001,-7.218002
17629T,Ardcath,Meath,53.60912809999999,-6.3916485
17630E,Knockbride East,Cavan,53.9875971,-6.994836299999999
17631G,Ballytrasna,Galway,53.5141156,-8.8565177
17633K,Ballyvaughan,Clare,53.27066800000001,-9.0567905
17634M,Parnell Street,Tipperary,52.681700600000006,-7.8179606
17637S,Ballinagar,Offaly,53.2755255,-7.4933852
17638U,DONARD,Wexford,52.4498569,-6.790688
17639W,Brigown,Cork,52.263138,-8.266444900000002
17640H,Terryglass,Tipperary,53.056064600000006,-8.204915
17641J,ROSSES POINT,Sligo,54.307993700000004,-8.5609414
17643N,BALLINAMULT,Waterford,52.355817200000004,-7.690255099999999
17644P,AUGHNAGARRON,Longford,53.7984819,-7.4709767000000005
17645R,Kiltiernan,Galway,53.17969,-8.84177
17646T,Cill Dubh,Kerry,52.2762934,-9.7027814
17647V,Church Road,Galway,53.469338199999996,-9.110567800000002
17648A,Church Road,Galway,53.46946170000001,-9.106133999999999
17650K,Kilmead,Kildare,52.9918336,-6.9857281
17652O,Kilcloon,Meath,53.6916819,-6.2439928
17653Q,Castleiney,Tipperary,52.786952799999995,-7.786973700000001
17655U,Carrowmoreknock,Galway,53.428501100000005,-9.3188105
17656W,Duncannon,Wexford,52.220611700000006,-6.9325606
17660N,Cashel,Galway,53.4188627,-9.8062285
17662R,Kill,Kildare,53.248706299999995,-6.5905306
17663T,Rathvilly,Carlow,52.88029870000001,-6.6903003
17665A,Glengoole North,Tipperary,52.6801064,-7.8044421
17667E,Farranastig,Cork,51.9778451,-8.542682199999998
17668G,AN SPIDEAL,Galway,53.2488441,-9.2055425
17669I,Tynock,Carlow,52.8935465,-6.6289348
17674B,Tipperstown,Kildare,53.2978326,-6.5741614
17675D,BURNCHURCH,Kilkenny,52.579445299999996,-7.294797900000001
17678J,Manulla,Mayo,53.8550014,-9.2879257
17681V,MOYNE,Tipperary,52.682062800000004,-7.797204
17682A,COGGALE,Mayo,53.802130700000006,-9.514346699999999
17683C,Crumlin Road,Dublin,53.32792,-6.307713400000001
17686I,Castleblayney,Monaghan,54.1154962,-6.7341297
17689O,Tír an Fhia,Galway,53.251896900000006,-9.665836500000001
17694H,Cloneen,Tipperary,52.465943599999996,-7.6927334
17695J,Spink,Laois,52.9152801,-7.3478923
17703F,Ardcroney,Tipperary,52.935486899999994,-8.15723
17704H,Baile Chonaill,Donegal,55.13845010000001,-8.0962427
17705J,Whitecross,Meath,53.668188,-6.277914099999999
17706L,Meelin,Cork,52.2650393,-9.0323343
17707N,Rathnure,Wexford,52.5068183,-6.5819746
17708P,Twyford,Westmeath,999.0,999.0
17709R,Drumboylan,Roscommon,54.010512600000006,-8.09688
17710C,Beaufort,Kerry,52.05993529999999,-9.5044265
17712G,Kilkeary,Tipperary,52.832446700000006,-8.112344199999999
17714K,Castledermot,Kildare,52.9918336,-6.9857281
17715M,CLONAKILTY,Cork,51.620337899999996,-8.9055104
17716O,DRIMNACROSH,Donegal,54.79709129999999,-8.2827773
17720F,Rathdown Road,Wicklow,53.149059400000006,-6.0776772
17721H,Drumcarbit,Donegal,55.2985628,-7.2540685
17725P,Carn,Sligo,999.0,999.0
17726R,Tullyallen,Louth,53.736891,-6.4244567
17727T,Belmullet,Mayo,54.2238996,-9.987602800000001
17728V,Rough Park,Donegal,54.97888199999999,-7.6762570000000006
17729A,Magherabeg,Donegal,54.969531700000005,-7.6121519
17730I,Seafield Avenue,Dublin,53.36541460000001,-6.1894696
17731K,Templemore,Tipperary,52.794802000000004,-7.8398609
17732M,Collins Avenue East,Dublin,53.37405,-6.2149612
17734Q,Galbally,Wexford,52.3985863,-6.6400355
17735S,Broomfield,Monaghan,54.0895081,-6.723673799999999
17737W,Janesboro,Limerick,52.648964299999996,-8.622022099999999
17738B,Patrickswell,Limerick,52.59822140000001,-8.706862699999999
17741N,Beauparc,Meath,53.6714887,-6.5703569
17742P,KILTALE,Meath,53.531293500000004,-6.6669133
17743R,Finea,Westmeath,53.779955799999996,-7.388451400000001
17744T,RATHMORE,Kerry,52.1190844,-9.2731841
17746A,Mucklagh,Offaly,53.25306429999999,-7.5418461
17747C,Rathmore,Kerry,52.0453154,-9.262159599999999
17748E,Dúngar (Frenchpark),Roscommon,53.869510700000006,-8.4074281
17753U,Broughall,Offaly,53.1905641,-7.773798599999999
17754W,Station Road,Cork,51.8863443,-8.5905383
17755B,Ballincollig,Cork,51.886554,-8.5929551
17756D,Milford,Carlow,52.785578799999996,-6.982705499999999
17758H,CROSSPATRICK,Kilkenny,52.7921787,-7.571212700000001
17759J,Mionlach,Galway,53.42132900000001,-8.574756599999999
17760R,DUNMORE,Galway,53.5141156,-8.8565177
17761T,Billeragh,Cork,52.2071513,-8.1066188
17763A,Lyraneag,Cork,52.2897625,-9.141145199999999
17765E,Maulyregan,Cork,51.63158920000001,-9.058046000000001
17768K,Castletown,Wexford,52.719417799999995,-6.1833705000000005
17769M,Grahormack,Wexford,52.2454387,-6.3883000999999995
17770U,Scoil Cholmain,Galway,51.8234779,-8.2355132
17771W,Lisheenkyle,Galway,53.267336300000004,-8.931825199999999
17772B,CINN MARA,Galway,53.27066800000001,-9.0567905
17774F,Ballinacarrow,Sligo,54.1334613,-8.5627198
17776J,Drumsloe,Monaghan,999.0,999.0
17779P,Clonmel,Tipperary,52.3719862,-7.6636878
17780A,Cavan Road,Cavan,54.04733929999999,-7.3155094
17782E,Shantalla Road,Galway,53.273504,-9.071456
17783G,Burncourt,Tipperary,52.3120761,-8.0780481
17784I,Lombard Street,Galway,53.272552000000005,-9.0544456
17785K,Malahide Road,Dublin,53.38546579999999,-6.203003400000001
17787O,MOONE,Kildare,52.973290299999995,-6.8165606
17789S,GORT INSE GUAIRE,Galway,53.0666432,-8.8187485
17790D,Curraghagalla,Cork,52.207305,-8.292955099999999
17793J,CLOIDEACH,Galway,53.46946170000001,-9.106133999999999
17794L,YOUGHAL,Cork,51.9542704,-7.8471706999999995
17796P,Nurney,Carlow,52.74878760000001,-6.9120872
17799V,"AILL,",Tipperary,999.0,999.0
17800D,BREE,Wexford,52.5068183,-6.5819746
17804L,Knocknamanagh,Cork,51.7629651,-8.376799
17806P,Kilcleagh,Westmeath,53.37427220000001,-7.8080253
17807R,Cahergal,Galway,53.467901299999994,-8.784133500000001
17808T,Lisroyne,Roscommon,53.776897999999996,-8.1123393
17810G,DUNLUAIN,Wicklow,52.9862313,-6.3672543
17812K,Parnell Avenue,Wexford,52.4977836,-6.5720239000000005
17814O,LOUGHILL,Limerick,52.5954605,-9.192570300000002
17816S,Cooraclare,Clare,52.640699899999994,-9.485937400000001
17820J,Rowlestown Drive,Dublin,53.4902647,-6.2990086
17821L,Johnstown Road,Meath,40.5518323,-84.38106359999999
17822N,Mín an Chladaigh,Donegal,54.8572029,-8.3031649
17823P,Brittas,Cork,52.1086491,-8.763366900000001
17826V,Ballinahinch,Wicklow,53.015562,-6.106285099999999
17827A,Canal Road,Laois,53.1505,-7.1775771
17828C,Meetinghouse Street,Donegal,54.87157779999999,-7.6062401
17829E,Kilbolane,Cork,999.0,999.0
17831O,The Glebe,Donegal,55.02596750000001,-7.7515049
17832Q,"kILNABOY,",Clare,52.9723872,-9.079174900000002
17837D,PETTIGO,Donegal,54.546503799999996,-7.8383305
17838F,BAILE EASA DARA,Sligo,54.212116200000004,-8.5090366
17839H,Duleek,Meath,53.6468877,-6.4252085
17840P,Duleek,Meath,53.6468877,-6.4252085
17841R,Ballyhogue,Wexford,52.4141001,-6.575616800000001
17845C,Brierhill School,Galway,53.2943321,-8.9791255
17847G,Fanaleen,Clare,52.982473,-9.298385000000001
17848I,Glenville,Cork,52.0459286,-8.4241847
17849K,BALLAGH,Roscommon,53.676080000000006,-8.118260000000001
17850S,Kylepark,Tipperary,52.996373600000005,-8.1273257
17854D,St. Patrick's B.N.S.,Kilkenny,52.6451436,-7.253457000000001
17856H,Donore,Meath,53.717856000000005,-6.3560985
17857J,Curragha,Meath,53.5373,-6.4437
17858L,Kilanerin,Wexford,52.72986379999999,-6.2824338
17863E,Garbally,Galway,53.323727500000004,-8.247847
17867M,Stephen Street,Kilkenny,52.6501441,-7.260134700000001
17868O,College Road,Cork,52.1344152,-8.2723587
17869Q,Cloonsh,Galway,53.1391792,-8.9399099
17870B,CLUAIN FHEARTA,Galway,53.248847999999995,-8.036937700000001
17871D,Kilcornan,Limerick,52.61546170000001,-8.8835047
17872F,Newbridge,Kildare,53.1837999,-6.7918607
17873H,Naas Road,Kildare,53.184301399999995,-6.7882125
17874J,Ballisnahyny,Mayo,53.5093818,-9.1691769
17877P,Menlough,Galway,53.4104691,-8.585214500000001
17881G,North Richmond Street,Dublin,53.3584422,-6.2502078
17882I,Rahugh,Westmeath,53.33582779999999,-7.4378943
17883K,CASTLECUFFE NS,Laois,53.1514806,-7.5874137
17887S,New Road,Cork,52.1390278,-8.6411648
17891J,Tower Road,Dublin,53.3428446,-6.343071299999999
17893N,Synge Strete,Dublin,53.333365799999996,-6.267113200000001
17899C,Firhouse Road,Dublin,53.2851041,-6.3375154
17903N,Cornamaddy,Westmeath,53.43529029999999,-7.9025678
17904P,Brosna,Roscommon,53.91613100000001,-8.6455938
17905R,JOHNSWELL,Kilkenny,52.70091,-7.17127
17907V,CROSSBRIDGE,Wicklow,52.8159304,-6.4957772
17911M,Bigwood,Kilkenny,52.335272700000004,-7.115015299999999
17912O,Navan Road,Dublin,53.368269700000006,-6.3143542
17913Q,Barntown,Wexford,52.337792900000004,-6.5413891
17914S,Grove Road,Dublin,53.4464627,-6.1507095000000005
17915U,Killahan,Kerry,52.373036,-9.720097
17919F,Clontuskert,Galway,53.328762100000006,-8.226946700000001
17920N,Barrack Street,Wicklow,53.0230701,-6.6153131
17921P,Clashbee,Cork,999.0,999.0
17922R,Cloghan's Hill,Mayo,53.58916310000001,-9.0299209
17923T,Pearse Street,Mayo,54.2238996,-9.987602800000001
17928G,Yellow Walls Road,Dublin,53.450785200000006,-6.168049900000001
17930Q,Main Street,Meath,53.51491039999999,-6.5394947
17931S,Ticknevin,Kildare,53.305435100000004,-6.968047500000001
17932U,SONNA,Westmeath,53.544427899999995,-7.4351324000000005
17934B,AN CNOC BHREAC,Galway,999.0,999.0
17936F,Seafield Road,Dublin,53.363626399999994,-6.196904
17937H,Castletroy,Limerick,52.6585184,-8.5493752
17940T,Clonbealy,Tipperary,52.715066500000006,-8.398341499999999
17945G,College Street,Donegal,54.5013419,-8.181919500000001
17946I,Maio,Meath,53.880469999999995,-6.929469999999999
17947K,Batterstown,Meath,53.468521499999994,-6.5357288
17950W,SHANAGARRY,Cork,51.85467020000001,-8.035983900000002
17951B,Gortboy,Limerick,52.454663399999994,-9.0502339
17952D,Adamstown,Louth,53.831053299999994,-6.3944559000000005
17953F,Edmondstown Road,Dublin,53.2708285,-6.2989713
17954H,Mount Merrion,Dublin,53.291268,-6.2050374
17955J,CLUAIN DILLEAIN,Cork,52.13779829999999,-8.2754097
17956L,Ballylast,Donegal,54.803119099999996,-7.547595200000001
17957N,Station Road,Clare,52.8425088,-8.981139500000001
17961E,Chapel Road,Dublin,53.528911300000004,-6.1684510999999995
17964K,Rathfeigh,Meath,53.5933701,-6.4861782
17965M,ARD ACHAIDH,Louth,54.088260399999996,-6.2593365
17967Q,Mullaghroe,Sligo,53.9837436,-8.4647123
17968S,Stephenstown South,Kildare,53.1653621,-6.7028522
17969U,Abbey Road,Meath,53.65481020000001,-6.6920265
17970F,Rosemount Terrace,Dublin,53.3053299,-6.200240099999999
17972J,Lisardagh,Cork,51.841621200000006,-8.8818965
17976R,Raheny,Dublin,53.37883860000001,-6.1767458
17977T,All Saints Drive,Dublin,53.3777244,-6.1782559
17978V,All Saints Drive,Dublin,53.378305000000005,-6.1772504
17979A,Lower Kilmacud Road,Dublin,53.28895179999999,-6.2052505
17980I,Ardeevin,Galway,999.0,999.0
17981K,GLEANN NA GCREABHAR,Limerick,52.3403057,-8.2895418
17986U,Boyerstown,Meath,53.6344699,-6.7513358
17990L,Drumcrave,Cavan,53.9970973,-7.335867200000001
17991N,High Street,Westmeath,53.4908301,-7.678770599999999
17993R,School Avenue,Cork,51.886577,-8.498986
17994T,Myshall,Carlow,52.685879099999994,-6.780405099999999
17995V,Killina,Kildare,53.305921600000005,-6.916011
17996A,Glenasmole,Dublin,53.245466799999996,-6.357603500000001
17997C,Ballybrusa,Waterford,999.0,999.0
18000W,Carrigtwohill,Cork,51.909135799999994,-8.2634066
18001B,OMEATH,Louth,54.0824012,-6.252256
18002D,Ballycroy,Mayo,54.0686046,-9.6863565
18003F,Charlestown,Mayo,53.964024800000004,-8.7926035
18005J,Feevagh,Roscommon,53.431103,-8.2257303
18007N,Rann na Feirsde,Donegal,55.034738,-8.3063621
18010C,Davidstown Primary School,Wexford,52.480053000000005,-6.6370807
18012G,Carrowmore,Roscommon,53.9115865,-8.220715700000001
18014K,The Swan,Laois,52.9918336,-6.9857281
18016O,Mullingar Road,Meath,53.533658100000004,-6.9721792
18018S,Rathangan,Kildare,53.2231173,-6.989462599999999
18019U,Philipstown,Louth,53.8315201,-6.3949099
18020F,Gurranes,Cork,51.8323075,-8.6566136
18021H,Belclare,Galway,53.4925764,-8.938679800000001
18023L,Aughnafarcon,Monaghan,54.06518570000001,-6.747992599999999
18024N,Ardattin,Carlow,52.755024899999995,-6.706149000000001
18027T,Clooneyquinn,Roscommon,53.8056725,-8.2306636
18028V,Corracrin,Monaghan,54.3170615,-6.963328999999999
18029A,DRUIMEANNA,Sligo,54.054605099999996,-8.775460899999999
18030I,Caherelly,Limerick,52.550684,-8.5007743
18031K,Suncroft,Kildare,53.1420265,-6.8285954
18032M,Clonmoney,Clare,52.760601,-8.8946896
18033O,Kilcommon,Wicklow,52.793501899999995,-6.4588877
18034Q,Muchgrange,Louth,54.0122473,-6.1385643
18036U,Castlepollard,Westmeath,53.680072200000005,-7.296450800000001
18037W,Heronstown,Meath,53.7791226,-6.6253755000000005
18038B,Sandyhill,Dublin,53.4303622,-6.300487599999999
18039D,Meentogues,Kerry,52.091530299999995,-9.3176891
18040L,Collon Road,Meath,53.74200079999999,-6.4202814
18043R,Tiernascragh,Galway,53.1508865,-8.191925
18044T,Cockhill Road,Meath,53.6404785,-6.273846
18045V,Cartown,Louth,53.7701294,-6.309582099999999
18046A,Church Avenue,Dublin,53.38446329999999,-6.3763638
18047C,Church Avenue,Dublin,53.38446329999999,-6.3763638
18048E,College Road,Waterford,51.95107410000001,-7.7253289999999994
18049G,New Road,Kerry,52.0622646,-9.5170837
18051Q,"GARRADICE,",Meath,53.4523042,-6.7273508
18052S,Sentry Hill,Donegal,54.95235110000001,-7.740175099999999
18053U,Sooey,Sligo,54.166385899999995,-8.3946075
18054W,Hollywood Village,Wicklow,53.0915022,-6.599447099999999
18055B,Ballymore Eustace,Kildare,53.134552600000006,-6.6164576
18057F,Kilcruttin,Offaly,53.271717,-7.499938900000001
18058H,Rathdonnell,Donegal,54.9558392,-7.7342787
18059J,Tanderagee,Cavan,53.9171451,-6.973993400000001
18061T,Ballyleague,Roscommon,53.671403500000004,-7.987334599999999
18062V,Clonmel,Tipperary,52.355817200000004,-7.690255099999999
18063A,Levitstown,Kildare,52.910681200000006,-6.9140447
18064C,Gowran,Kilkenny,52.629363399999995,-7.0650083
18068K,ATH AN URCHAIR,Offaly,53.39499870000001,-7.7186188
18069M,Mell,Louth,53.71789820000001,-6.3670644
18070U,Claremount,Mayo,53.7296919,-9.0029163
18075H,CHURCH STREET,Laois,52.8557157,-7.5867228
18076J,Townparks,Donegal,54.831599100000005,-7.4940892
18077L,Knockmahon,Waterford,52.140550299999994,-7.365203999999999
18078N,Paulstown,Kilkenny,52.6821382,-7.023735799999999
18080A,Tuckett's Lane,Dublin,53.384338,-6.067742099999999
18082E,Dooagh,Mayo,53.97496429999999,-10.126668800000001
18084I,Ballinageragh,Kerry,52.4056393,-9.6173716
18085K,Ballyneale,Tipperary,52.37433239999999,-7.466228599999999
18086M,Hornhead Rd,Donegal,55.183069700000004,-7.977263499999999
18087O,Ballinaclough,Tipperary,52.8246346,-8.161913900000002
18089S,Maree,Galway,53.2920595,-8.844596699999999
18090D,Kildavin,Carlow,52.68320500000001,-6.6849832
18092H,BAILE MHIC ADAIM,Kildare,53.3999787,-6.920221300000001
18093J,Broadford,Kildare,53.397737,-7.015285
18094L,Sheares Street,Waterford,52.0905343,-7.612255800000001
18096P,Coill Dubh,Kildare,53.2939248,-6.8208099
18097R,Kiltullagh,Galway,53.274733499999996,-8.636962400000002
18099V,Hale Street,Louth,53.8528973,-6.5337358
18101F,Rampark,Louth,54.0027174,-6.2618269
18106P,Lismullen,Meath,53.59654989999999,-6.5904989
18108T,Clonkerdon,Waterford,52.102908500000005,-7.7782137
18109V,Mountshannon,Clare,52.932767000000005,-8.441682199999999
18111I,GORT NA GAOITHE,Galway,53.0666432,-8.8187485
18112K,BULLAUN,Galway,53.249193999999996,-8.5543429
18113M,Killasolan,Galway,53.4352939,-8.4355564
18114O,DISEART EIGHNIGH,Donegal,52.1418479,-10.270519
18115Q,Cloneygowan,Offaly,53.1897926,-7.284811500000001
18116S,Lanesboro,Roscommon,53.7002991,-8.0126393
18118W,CUL FHASAIGH,Wicklow,52.799419400000005,-6.46454
18120J,CAISEAL,Donegal,55.2300158,-7.7230829
18121L,Carna,Galway,53.323075100000004,-9.816293400000001
18125T,Mountbellew,Galway,53.471880000000006,-8.5049
18126V,TIGH BANAN,Louth,53.8978634,-6.3894299000000006
18127A,Railway Road,Cavan,54.098239500000005,-7.443098399999999
18128C,Kiskeam,Cork,52.176179,-9.1587421
18129E,MOUNTCHARLES,Donegal,54.640283700000005,-8.2030937
18130M,Johnstown Bridge,Kildare,53.41638929999999,-6.833613400000001
18131O,Hillhead,Donegal,54.764329700000005,-8.4065448
18132Q,Carlanstown,Meath,53.7615603,-6.8408815
18133S,Mayglass,Wexford,52.2437624,-6.5163918
18135W,Ursuline Convent,Tipperary,52.68040309999999,-7.811646700000001
18137D,FINGLAS WEST,Dublin,53.390669200000005,-6.3122565999999996
18139H,TEARMON,Leitrim,53.943450899999995,-8.0949297
18142T,KNOCKLONG,Limerick,52.43675989999999,-8.410346800000001
18145C,Swinford Road,Mayo,53.8717922,-8.8502415
18148I,Lann Léire,Louth,999.0,999.0
18150S,Scoil an Fhraoich Mhóir,Laois,53.0559654,-7.224518499999999
18151U,Convent Road,Donegal,55.0901623,-7.7039313
18153B,Gardiner's Hill,Cork,51.908024499999996,-8.4542617
18154D,Dillon's Cross,Cork,51.9079786,-8.454175300000001
18157J,BANAGHER,Offaly,53.1873558,-7.9847267
18158L,Robinstown,Kilkenny,52.349831,-7.0498612000000005
18161A,Castleconnell,Limerick,52.7137704,-8.4954094
18163E,EANACH DHUIN,Galway,53.3881317,-9.0710338
18164G,NENAGH,Tipperary,52.8642968,-8.1975561
18165I,Tisrara,Roscommon,53.50936529999999,-8.2244065
18166K,CLUAIN EIDHNEACH,Laois,53.0091704,-7.425971499999999
18167M,Seafield,Waterford,52.140550299999994,-7.365203999999999
18168O,AN CHRIOCH,Clare,52.640699899999994,-9.485937400000001
18169Q,Rathregan,Meath,53.4733161,-6.5429216
18170B,Assumption Senior Girls NS,Dublin,53.323750100000005,-6.340358599999999
18172F,Gleneely,Donegal,54.766961,-7.6843205999999995
18173H,Brittas,Dublin,53.22789720000001,-6.447576799999999
18174J,Oristown,Meath,53.720267799999995,-6.7896773
18177P,Rathkeale,Limerick,52.524591099999995,-8.940201
18178R,Dublin Road,Longford,53.7259178,-7.7943857
18179T,Lackagh,Kildare,53.1661797,-7.007828999999999
18181G,Dowra,Leitrim,54.190082700000005,-8.0162777
18182I,KINGSLAND,Roscommon,53.972208200000004,-8.2972757
18183K,Long Range,Carlow,52.701694700000004,-6.9632934
