p_id,sale_price,property_type,beds,baths,area_sqm,routing_key,ber_rating,ber_energy,sec_school_distance,no_of_sec_schools_5k,pri_scholl_distance,no_of_pri_schools_5k,garda_distance,no_of_garda_5k,ann_mean_crime_0,total_crime_0,ann_mean_crime_1,total_crime_1,ann_mean_crime_2,total_crime_2,ann_mean_crime_3,total_crime_3,ann_mean_crime_4,total_crime_4,ann_mean_crime_5,total_crime_5,ann_mean_crime_6,total_crime_6,ann_mean_crime_7,total_crime_7,ann_mean_crime_8,total_crime_8,ann_mean_crime_9,total_crime_9,ann_mean_crime_10,total_crime_10,ann_mean_crime_11,total_crime_11,ed_english,pop_2016,hpindex_2016,ed_high,hl_prof,larent,unemployment,county,schoolrank,houses_sold,max_sale_price,min_sale_price,mean_sale_price,median_sale_price
4459160,595000.0,Apartment ,2.0,2.0,101.0,D04,C2,189.7,0.15519527352294585,37.0,1.1841408985820774,83.0,1.0613155549640263,11.0,57.5,690.0,288.08,3457.0,53.08,637.0,206.33,2476.0,77.67,932.0,49.17,590.0,0.83,10.0,14.42,173.0,272.75,3273.0,20.83,250.0,729.5,8754.0,15.25,183.0,RATHMINES EAST B,6058.0,14.40533017,80.44559319,64.85638825,1.54681749,4.33745228,Dublin,6.0,66.0,3500000.0,23500.0,785723.8353030303,560000.0
4445693,110000.0,Apartment ,2.0,1.0,60.0,Y35,D2,274.02,0.8186273996590826,3.0,0.4859116419868481,9.0,0.9905920605276276,1.0,95.58,1147.0,171.17,2054.0,145.25,1743.0,247.58,2971.0,108.83,1306.0,39.83,478.0,0.67,8.0,56.17,674.0,385.17,4622.0,6.92,83.0,456.25,5475.0,18.0,216.0,,,,,,,,Wexford,322.0,49.0,790000.0,19062.0,160796.10204081633,120000.0
4466839,210000.0,Apartment ,2.0,2.0,64.0,D15,D2,,1.4031340007021,10.0,0.5952589299489373,43.0,0.8369607401063235,1.0,216.92,2603.0,549.17,6590.0,295.08,3541.0,949.75,11397.0,289.75,3477.0,134.17,1610.0,3.33,40.0,357.83,4294.0,576.5,6918.0,117.67,1412.0,2243.42,26921.0,82.75,993.0,BLANCHARDSTOWN-DELWOOD,5153.0,0.33816482,48.03061563,41.41276926,2.01961128,10.34157042,Dublin,,41.0,800000.0,122000.0,317378.0487804878,263388.96
4423157,200000.0,Detached House ,4.0,2.0,115.0,Y25,F,,19.278802969023925,0.0,1.1399045587102012,1.0,1.8159643076172165,1.0,17.75,213.0,65.83,790.0,12.17,146.0,40.25,483.0,20.5,246.0,0.92,11.0,0.08,1.0,2.67,32.0,29.58,355.0,1.83,22.0,77.42,929.0,2.83,34.0,ARDAMINE,3685.0,-11.5203287,22.06312652,25.83446404,7.66226798,23.03251578,Wexford,277.0,50.0,360000.0,8115.0,163667.8,163500.0
4449681,18500.0,Site ,2.0,1.0,46.0,A98,Ex,,0.2830150940770727,7.0,0.36354671467883504,15.0,0.7059019676202898,3.0,129.92,1559.0,295.58,3547.0,203.0,2436.0,404.5,4854.0,88.83,1066.0,42.25,507.0,0.33,4.0,116.75,1401.0,513.0,6156.0,26.08,313.0,686.33,8236.0,37.33,448.0,,,,,,,,Wicklow,179.0,7.0,525000.0,345000.0,402428.5714285714,385000.0
4457065,485000.0,Apartment ,2.0,2.0,83.0,A94,E1,310.64,0.7582118862702936,27.0,0.3317183363521072,50.0,0.7963650438913742,5.0,60.92,731.0,279.67,3356.0,75.33,904.0,195.75,2349.0,49.67,596.0,49.42,593.0,0.25,3.0,14.58,175.0,242.42,2909.0,17.33,208.0,560.33,6724.0,11.5,138.0,BLACKROCK-CENTRAL,3733.0,12.42829893,76.7900564,68.49718725,1.92978219,4.66560762,Dublin,,26.0,1530000.0,154000.0,750057.6923076923,620000.0
4468354,925000.0,Semi-Detached House ,3.0,2.0,151.0,A94,C3,215.59,0.5843995154790648,27.0,0.07742177339245214,49.0,0.4112509228035029,5.0,60.92,731.0,279.67,3356.0,75.33,904.0,195.75,2349.0,49.67,596.0,49.42,593.0,0.25,3.0,14.58,175.0,242.42,2909.0,17.33,208.0,560.33,6724.0,11.5,138.0,BLACKROCK-CENTRAL,3733.0,12.42829893,76.7900564,68.49718725,1.92978219,4.66560762,Dublin,,26.0,1530000.0,154000.0,750057.6923076923,620000.0
4460523,625000.0,Semi-Detached House ,4.0,2.0,115.0,D16,D2,,0.7123665562908875,33.0,0.3239755612089463,60.0,1.3416999829775205,4.0,91.5,1098.0,477.25,5727.0,198.42,2381.0,422.08,5065.0,83.58,1003.0,75.58,907.0,0.75,9.0,30.33,364.0,304.5,3654.0,29.25,351.0,1195.75,14349.0,17.67,212.0,DUNDRUM-BALALLY,8035.0,8.59295474,57.98949182,49.19726198,9.84348024,8.58597763,Dublin,150.0,29.0,1200000.0,270000.0,640296.9310344828,640000.0
4464349,450000.0,Semi-Detached House ,3.0,1.0,102.0,D14,G,,0.5558286833498384,30.0,0.4800368860967942,74.0,1.217512164588793,7.0,108.5,1302.0,434.67,5216.0,235.33,2824.0,414.5,4974.0,97.75,1173.0,51.0,612.0,0.92,11.0,36.17,434.0,395.5,4746.0,35.83,430.0,847.08,10165.0,21.5,258.0,RATHFARNHAM-HERMITAGE,4602.0,9.71584761,63.0011017,65.73229031,0.47905604,6.519811499999999,Dublin,18.0,20.0,647500.0,121905.05,396020.2525,348500.0
4443462,165000.0,Semi-Detached House ,3.0,2.0,130.0,H14,TB,,23.161757319944233,0.0,5.807220496496747,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cavan,90.0,10.0,275000.0,27500.0,123755.0,119750.0
4463685,139000.0,Semi-Detached House ,2.0,1.0,59.0,Y25,E2,370.38,18.202659967602454,0.0,0.26338008683899994,1.0,0.7500721699617128,1.0,17.75,213.0,65.83,790.0,12.17,146.0,40.25,483.0,20.5,246.0,0.92,11.0,0.08,1.0,2.67,32.0,29.58,355.0,1.83,22.0,77.42,929.0,2.83,34.0,ARDAMINE,3685.0,-11.5203287,22.06312652,25.83446404,7.66226798,23.03251578,Wexford,277.0,50.0,360000.0,8115.0,163667.8,163500.0
4441306,150000.0,Semi-Detached House ,3.0,3.0,101.0,Y21,C3,113206023,8.69966921156413,0.0,0.1237071660806264,2.0,3.6315397088995702,1.0,6.92,83.0,15.08,181.0,2.08,25.0,11.0,132.0,5.25,63.0,1.33,16.0,0.0,0.0,0.42,5.0,4.83,58.0,0.25,3.0,20.42,245.0,0.67,8.0,BALLYHUSKARD,1579.0,-9.37466846,25.64007169,33.94553515,4.17800978,20.13160448,Wexford,240.0,11.0,250000.0,95000.0,159454.54545454544,140000.0
4439293,530000.0,Bungalow ,4.0,2.0,126.0,A63,E1,339.42,1.345602438993999,2.0,0.389693220313103,9.0,1.3397431793282186,1.0,47.5,570.0,162.5,1950.0,33.08,397.0,159.75,1917.0,29.83,358.0,16.08,193.0,0.33,4.0,8.42,101.0,126.58,1519.0,7.08,85.0,301.33,3616.0,8.25,99.0,DELGANY,5980.0,5.23994347,53.19163128,57.19063545,8.3875803,8.23290885,Wicklow,,21.0,1275000.0,234000.0,577200.9642857143,495000.0
4466200,249950.0,End of Terrace House ,2.0,1.0,,D12,G,,0.5284031357993533,41.0,0.3279425516433557,107.0,0.8738747063337292,14.0,94.25,1131.0,223.92,2687.0,199.75,2397.0,385.33,4624.0,63.83,766.0,23.25,279.0,0.33,4.0,25.75,309.0,220.42,2645.0,34.92,419.0,443.58,5323.0,38.58,463.0,CRUMLIN E,2793.0,-12.85993349,22.72334145,20.80200501,20.93570621,22.55343116,Dublin,,23.0,360000.0,142500.0,282173.9130434783,275000.0
4468011,150000.0,Semi-Detached House ,3.0,3.0,85.0,N41,C2,178.07,18.39327008817934,0.0,0.9061873213037072,7.0,1.1163939934882692,1.0,49.67,596.0,37.0,444.0,17.75,213.0,73.5,882.0,46.08,553.0,13.83,166.0,0.17,2.0,10.58,127.0,157.42,1889.0,0.5,6.0,107.75,1293.0,3.92,47.0,,,,,,,,Roscommon,257.0,22.0,350000.0,50000.0,166159.9090909091,159450.0
4460174,199000.0,Detached House ,4.0,3.0,178.0,F35,C3,212.09,12.701829607530927,0.0,1.9513052408634028,3.0,1.7586364990140455,1.0,18.08,217.0,16.42,197.0,4.33,52.0,19.83,238.0,12.0,144.0,4.25,51.0,0.0,0.0,2.08,25.0,38.08,457.0,0.58,7.0,39.5,474.0,1.42,17.0,BALLYHAUNIS,3057.0,-11.88151345,21.618516,18.12234217,9.590615300000001,17.162560199999998,Mayo,197.0,33.0,196000.0,18000.0,90916.66666666667,90000.0
4461112,139900.0,Detached House ,4.0,2.0,120.0,N41,C1,170.9,21.805255222552614,0.0,0.3361458746375624,2.0,0.5133163469150995,1.0,14.5,174.0,22.17,266.0,2.83,34.0,26.33,316.0,14.17,170.0,2.5,30.0,0.17,2.0,2.5,30.0,51.42,617.0,0.25,3.0,35.58,427.0,1.83,22.0,MOHILL,1258.0,-15.15972834,21.99234715,27.02702703,19.01448139,25.4946829,Leitrim,353.0,7.0,300000.0,42000.0,175571.42857142858,183000.0
4428376,215000.0,Apartment ,2.0,1.0,58.0,H91,D2,296.68,0.11796803763323292,7.0,0.11796803763323292,27.0,0.18385287352650906,2.0,316.0,3792.0,393.67,4724.0,260.83,3130.0,607.33,7288.0,224.08,2689.0,111.08,1333.0,2.0,24.0,176.5,2118.0,1497.08,17965.0,30.83,370.0,1455.58,17467.0,33.75,405.0,CLADDAGH,2593.0,2.92961808,53.77947628,40.84072503,3.72852663,10.92564525,Galway,,14.0,400000.0,155000.0,247630.14285714287,237500.0
4448754,290000.0,Semi-Detached House ,4.0,3.0,130.0,W34,A2,,1.119351613687478,1.0,0.7207881629327313,5.0,0.2937679915161548,1.0,21.58,259.0,41.17,494.0,10.33,124.0,37.75,453.0,10.08,121.0,4.75,57.0,0.08,1.0,1.58,19.0,23.08,277.0,3.0,36.0,82.75,993.0,2.0,24.0,MONASTEREVIN,4897.0,-9.57141887,23.54438791,26.01592812,7.39231799,18.42577227,Kildare,495.0,14.0,260000.0,110000.0,187845.35714285713,210000.0
4456036,225000.0,Apartment ,2.0,1.0,56.0,T23,B2,,0.2487069243784513,19.0,0.4540347503091388,53.0,0.2972171265444082,9.0,116.58,1399.0,60.42,725.0,81.92,983.0,116.42,1397.0,40.92,491.0,24.67,296.0,0.25,3.0,58.75,705.0,526.67,6320.0,12.08,145.0,437.92,5255.0,18.67,224.0,SHANDON A,1743.0,-0.89655317,46.83802266,28.112449800000004,13.09974565,18.13597105,Cork,62.0,33.0,450000.0,48000.0,172697.1412121212,175000.0
4459532,425000.0,Townhouse ,2.0,3.0,73.0,D02,B3,,0.5169080144131661,45.0,0.5550957629963852,105.0,1.097909963693407,13.0,494.67,5936.0,576.5,6918.0,356.42,4277.0,535.92,6431.0,133.25,1599.0,269.83,3238.0,2.42,29.0,138.92,1667.0,2474.67,29696.0,169.75,2037.0,4680.17,56162.0,103.58,1243.0,SOUTH DOCK,7004.0,10.90207182,73.56351778,49.71444889,10.64071163,7.76339994,Dublin,,30.0,1450000.0,150000.0,471856.8,365000.0
4463468,495000.0,Semi-Detached House ,3.0,2.0,116.0,D13,D1,238.67,2.4141220200368587,4.0,0.7850090415999833,19.0,2.5052545608076926,1.0,52.92,635.0,185.67,2228.0,59.0,708.0,235.08,2821.0,32.17,386.0,23.17,278.0,0.42,5.0,8.67,104.0,181.08,2173.0,13.5,162.0,416.75,5001.0,8.25,99.0,PORTMARNOCK NORTH,4109.0,3.32807815,47.13746174,55.92601606,0.13695756,6.61484766,Dublin,,13.0,695000.0,355455.0,528902.8415384615,530000.0
4435674,127500.0,Semi-Detached House ,3.0,2.0,98.0,R35,D2,,12.941925672157796,0.0,0.2375219940420166,1.0,0.10304666062622256,1.0,10.58,127.0,15.75,189.0,3.0,36.0,11.42,137.0,6.17,74.0,1.92,23.0,0.0,0.0,2.0,24.0,16.58,199.0,0.5,6.0,22.67,272.0,1.58,19.0,DAINGEAN,1486.0,-13.00530069,15.97733449,23.082099600000003,11.56183296,18.06903492,Offaly,162.0,6.0,420000.0,33350.0,171225.0,141000.0
4460470,550000.0,Semi-Detached House ,5.0,4.0,175.0,A63,B2,124.29,2.758048887817121,2.0,1.147122845059262,11.0,2.8369354748368107,2.0,47.5,570.0,162.5,1950.0,33.08,397.0,159.75,1917.0,29.83,358.0,16.08,193.0,0.33,4.0,8.42,101.0,126.58,1519.0,7.08,85.0,301.33,3616.0,8.25,99.0,DELGANY,5980.0,5.23994347,53.19163128,57.19063545,8.3875803,8.23290885,Wicklow,194.0,38.0,3100000.0,166666.67,539109.6492105263,473000.0
4466316,120000.0,Terraced House ,2.0,,82.0,Y21,C3,208.3,1.566956901781413,3.0,0.9124394271650552,14.0,1.4428386627640826,1.0,73.42,881.0,106.75,1281.0,60.5,726.0,151.67,1820.0,66.92,803.0,23.25,279.0,0.08,1.0,19.67,236.0,209.0,2508.0,3.25,39.0,228.83,2746.0,7.5,90.0,ENNISCORTHY RURAL,9985.0,-13.06298429,21.80694214,24.00600901,19.62142198,26.2836308,Wexford,,38.0,312500.0,15000.0,140068.64763157893,137250.0
4409242,875000.0,Penthouse ,3.0,2.0,164.0,D06,Ex,,0.3342472852150323,49.0,0.8985773586981907,105.0,1.2931640466568874,14.0,57.5,690.0,288.08,3457.0,53.08,637.0,206.33,2476.0,77.67,932.0,49.17,590.0,0.83,10.0,14.42,173.0,272.75,3273.0,20.83,250.0,729.5,8754.0,15.25,183.0,RATHMINES EAST B,6058.0,14.40533017,80.44559319,64.85638825,1.54681749,4.33745228,Dublin,5.0,36.0,1800000.0,266000.0,665820.9166666666,545000.0
4464265,320000.0,End of Terrace House ,3.0,3.0,,T45,C1,,2.0887911844704994,1.0,1.6306625782052644,7.0,1.9091059722109076,1.0,13.67,164.0,12.58,151.0,10.5,126.0,18.83,226.0,20.08,241.0,3.5,42.0,0.25,3.0,3.75,45.0,24.67,296.0,0.42,5.0,40.58,487.0,0.92,11.0,CARRIGTOHILL,7334.0,1.74785967,42.3426721,39.31006272,4.19040234,8.47654911,Cork,,2.0,315000.0,258000.0,286500.0,286500.0
4465176,335000.0,Terraced House ,3.0,3.0,141.0,D24,A2,,4.511539606831752,2.0,0.15040794480535594,36.0,2.1851902446433207,3.0,24.17,290.0,104.75,1257.0,19.67,236.0,92.42,1109.0,35.17,422.0,12.17,146.0,0.25,3.0,4.33,52.0,58.0,696.0,10.08,121.0,275.67,3308.0,5.58,67.0,SAGGART,4640.0,3.31311455,39.74009178,38.55603448,5.12127446,8.61072077,Dublin,409.0,18.0,375000.0,140000.0,269148.5,273125.0
4468271,155000.0,Semi-Detached House ,3.0,2.0,92.0,H91,C2,,10.448888882483207,0.0,0.8140458202863672,5.0,0.741821929849348,1.0,17.5,210.0,18.0,216.0,22.5,270.0,26.0,312.0,34.0,408.0,6.42,77.0,0.08,1.0,8.17,98.0,65.17,782.0,0.42,5.0,56.33,676.0,2.0,24.0,GORT,3033.0,-8.43293599,27.73404518,23.47510715,8.85400445,18.50159609,Galway,111.0,23.0,300000.0,46000.0,165781.69565217392,175000.0
4412882,250000.0,Duplex ,3.0,3.0,97.0,T12,B3,,1.9356959476102724,17.0,1.0389380605569114,45.0,1.4476247837259344,7.0,47.0,564.0,70.92,851.0,101.42,1217.0,142.5,1710.0,50.83,610.0,14.25,171.0,0.42,5.0,16.75,201.0,160.17,1922.0,6.08,73.0,206.58,2479.0,9.0,108.0,LEHENAGH,10323.0,3.61573846,45.55185813,43.54354354,3.96852632,8.07872997,Cork,461.0,45.0,470000.0,91104.32,283985.5526666667,282500.0
4432249,750000.0,Terraced House ,4.0,2.0,164.0,D08,D1,248.28,0.4677677387248978,47.0,0.14994656548160015,124.0,1.0351688306657496,15.0,168.83,2026.0,350.75,4209.0,329.83,3958.0,464.83,5578.0,105.17,1262.0,66.83,802.0,1.25,15.0,57.75,693.0,624.33,7492.0,89.25,1071.0,1016.5,12198.0,63.25,759.0,MERCHANTS QUAY E,2489.0,1.505072,58.07505373,35.91803937,5.54837317,20.61591744,Dublin,,11.0,1260000.0,227000.0,617018.1818181818,565200.0
4461932,168000.0,Semi-Detached House ,3.0,2.0,,C15,,,1.9159438794462924,3.0,0.2930120711642303,13.0,1.7552642381048449,1.0,88.92,1067.0,189.33,2272.0,82.0,984.0,225.83,2710.0,118.5,1422.0,28.83,346.0,0.58,7.0,78.58,943.0,283.25,3399.0,15.67,188.0,555.08,6661.0,20.33,244.0,,,,,,,,Meath,,9.0,295000.0,199000.0,227611.11111111112,220000.0
4467540,199000.0,Terraced House ,3.0,1.0,78.0,T23,D1,,0.35315030673343617,19.0,0.2027558023424864,51.0,0.35654729131840585,8.0,116.58,1399.0,60.42,725.0,81.92,983.0,116.42,1397.0,40.92,491.0,24.67,296.0,0.25,3.0,58.75,705.0,526.67,6320.0,12.08,145.0,437.92,5255.0,18.67,224.0,SHANDON A,1743.0,-0.89655317,46.83802266,28.112449800000004,13.09974565,18.13597105,Cork,,33.0,450000.0,48000.0,172697.1412121212,175000.0
4463656,275000.0,Detached House ,4.0,3.0,127.0,A83,B3,,13.93781537750533,0.0,0.9025642805477486,1.0,0.3622875997788017,1.0,5.75,69.0,16.0,192.0,1.83,22.0,12.75,153.0,3.25,39.0,0.5,6.0,0.0,0.0,1.0,12.0,6.0,72.0,0.5,6.0,27.25,327.0,0.58,7.0,CASTLERICKARD,2122.0,-0.31203598,34.61680996,40.00942507,1.10625487,9.47506012,Meath,55.0,18.0,375000.0,95000.0,242888.88888888888,235000.0
4445500,930000.0,Terraced House ,4.0,2.0,158.0,D04,C3,222.39,0.5884867362951646,46.0,0.37241716883215903,95.0,0.261221060878966,14.0,57.5,690.0,288.08,3457.0,53.08,637.0,206.33,2476.0,77.67,932.0,49.17,590.0,0.83,10.0,14.42,173.0,272.75,3273.0,20.83,250.0,729.5,8754.0,15.25,183.0,RATHMINES EAST B,6058.0,14.40533017,80.44559319,64.85638825,1.54681749,4.33745228,Dublin,8.0,66.0,3500000.0,23500.0,785723.8353030303,560000.0
4457009,195000.0,Terraced House ,2.0,1.0,56.0,T12,G,,0.8149351658620577,20.0,0.8189929158685686,52.0,0.330359583204525,10.0,222.83,2674.0,143.58,1723.0,132.58,1591.0,314.08,3769.0,114.83,1378.0,73.67,884.0,0.42,5.0,304.75,3657.0,1252.67,15032.0,35.83,430.0,1292.67,15512.0,35.58,427.0,BALLINLOUGH B,1757.0,4.79861623,49.62362907,55.66306204,0.89066346,6.92616903,Cork,271.0,28.0,400000.0,30000.0,242624.25,239500.0
4409048,230000.0,Apartment ,1.0,1.0,,D03,C3,216.75,0.6236178364483049,39.0,0.3555996030238637,130.0,1.0540557636817236,16.0,133.17,1598.0,244.08,2929.0,175.0,2100.0,389.67,4676.0,67.83,814.0,47.5,570.0,1.08,13.0,30.83,370.0,349.25,4191.0,82.67,992.0,861.58,10339.0,55.25,663.0,CLONTARF WEST D,2297.0,5.54540429,53.69053257,45.23291249,3.47776311,10.56531812,Dublin,,28.0,540000.0,100000.0,320599.8214285714,314233.5
4459606,1250000.0,Semi-Detached House ,5.0,4.0,1890.0,P17,C2,191.46,14.473929576963876,0.0,0.4379943223969178,6.0,0.8948234095268794,1.0,57.58,691.0,25.08,301.0,45.0,540.0,79.08,949.0,30.08,361.0,7.33,88.0,0.33,4.0,6.75,81.0,152.5,1830.0,0.42,5.0,95.83,1150.0,3.33,40.0,KINSALE RURAL,4913.0,3.38595979,46.99333013,49.78628129,2.94964257,8.10953174,Cork,,1.0,352500.0,352500.0,352500.0,352500.0
4445227,985000.0,Detached House ,3.0,3.0,118.0,A94,F,402.49,0.2636404546475221,36.0,0.7157593955421154,69.0,2.19289283746781,5.0,60.92,731.0,279.67,3356.0,75.33,904.0,195.75,2349.0,49.67,596.0,49.42,593.0,0.25,3.0,14.58,175.0,242.42,2909.0,17.33,208.0,560.33,6724.0,11.5,138.0,BLACKROCK-BOOTERSTOWN,3436.0,12.87474956,77.08876647,65.54132712,0.82864685,4.84214718,Dublin,2.0,29.0,1150000.0,100000.0,539325.2793103448,440000.0
4447269,215000.0,Terraced House ,3.0,1.0,,F28,D1,,0.23873397411608815,2.0,0.10890715297913146,10.0,0.5611533300878833,1.0,53.92,647.0,53.42,641.0,17.92,215.0,79.08,949.0,38.42,461.0,9.0,108.0,0.25,3.0,5.08,61.0,199.5,2394.0,1.5,18.0,98.25,1179.0,3.83,46.0,WESTPORT URBAN,5847.0,-1.46474519,39.21095166,33.94903369,10.34132422,12.827310699999998,Mayo,408.0,31.0,820000.0,32500.0,200894.90322580645,173000.0
4462718,370000.0,Apartment ,2.0,2.0,72.0,D02,D1,,0.6589449985845269,43.0,0.8263069511900049,105.0,1.164759108120578,13.0,36.0,432.0,248.83,2986.0,50.75,609.0,206.83,2482.0,32.0,384.0,29.17,350.0,1.42,17.0,14.67,176.0,175.0,2100.0,15.42,185.0,576.17,6914.0,11.25,135.0,NORTH DOCK C,4214.0,-1.63031127,50.67152775,30.09017561,30.38744081,20.56213969,Dublin,,59.0,775000.0,30000.0,387613.35084745765,371727.85
4454241,170000.0,Semi-Detached House ,4.0,1.0,123.0,F93,B3,,2.571552492028776,1.0,0.32980530908256606,4.0,2.451890835315368,1.0,68.08,817.0,19.67,236.0,24.0,288.0,83.58,1003.0,57.0,684.0,9.33,112.0,0.42,5.0,13.0,156.0,185.67,2228.0,1.08,13.0,65.58,787.0,7.33,88.0,BUNCRANA RURAL,3836.0,-9.65176821,30.57709698,28.75391032,11.85884064,19.32419088,Donegal,498.0,14.0,200000.0,55000.0,111440.0,110000.0
4416153,299000.0,Apartment ,2.0,2.0,,X91,B3,146.72,1.0754074892562608,8.0,1.2071886623221515,21.0,2.214872468684229,2.0,23.5,282.0,38.58,463.0,19.08,229.0,40.25,483.0,22.33,268.0,3.75,45.0,0.33,4.0,6.67,80.0,33.75,405.0,1.75,21.0,60.5,726.0,3.08,37.0,NEWTOWN,1535.0,-5.339933395,31.859982160000005,38.946191115,3.024230485,10.662619025,Waterford,,16.0,700000.0,85000.0,292114.25,258414.0
4458076,299950.0,End of Terrace House ,4.0,3.0,,D11,C1,,1.8435855903228104,13.0,1.3306392220690502,59.0,2.0761801658867696,5.0,133.33,1600.0,251.08,3013.0,357.42,4289.0,615.42,7385.0,110.0,1320.0,50.58,607.0,1.67,20.0,46.75,561.0,424.42,5093.0,84.42,1013.0,973.58,11683.0,77.25,927.0,BALLYMUN B,4379.0,-21.42904448,10.93266823,9.47704955,54.47598509,34.47686197,Dublin,,41.0,311000.0,123039.0,214762.86292682926,211000.0
4466688,195000.0,Semi-Detached House ,4.0,2.0,120.0,H53,C3,222.84,2.4556808009254567,2.0,0.7435730087281807,10.0,2.2334810455636425,1.0,57.75,693.0,47.92,575.0,35.08,421.0,92.33,1108.0,40.42,485.0,19.5,234.0,0.17,2.0,39.58,475.0,209.5,2514.0,2.58,31.0,156.5,1878.0,10.58,127.0,BALLINASLOE URBAN,6660.0,-11.11860203,29.34356758,29.00900901,15.65553856,25.24074793,Galway,,18.0,275000.0,12000.0,159838.88888888888,171250.0
4465889,350000.0,End of Terrace House ,4.0,2.0,152.0,D15,C1,,0.6952042429616423,5.0,0.37420585086185054,42.0,3.6274315051613817,3.0,216.92,2603.0,549.17,6590.0,295.08,3541.0,949.75,11397.0,289.75,3477.0,134.17,1610.0,3.33,40.0,357.83,4294.0,576.5,6918.0,117.67,1412.0,2243.42,26921.0,82.75,993.0,BLANCHARDSTOWN-BLAKESTOWN,38894.0,-0.99655369,39.97262783,35.83329048,1.9047171000000003,10.97178506,Dublin,,21.0,500000.0,100000.0,231471.42857142858,232000.0
4444511,215000.0,End of Terrace House ,3.0,2.0,,,C2,,1.0528739033486854,18.0,0.8441797811558325,42.0,1.18199822329974,6.0,116.17,1394.0,88.08,1057.0,178.25,2139.0,392.75,4713.0,65.67,788.0,14.25,171.0,0.5,6.0,39.58,475.0,354.08,4249.0,9.67,116.0,272.08,3265.0,38.75,465.0,,,,,,,,Cork,27.0,5.0,608750.0,136425.0,265635.0,192000.0
4466018,125000.0,Terraced House ,2.0,1.0,60.0,Y35,E2,351.82,0.693341634529805,3.0,0.33843266706178105,9.0,0.820568691731125,2.0,95.58,1147.0,171.17,2054.0,145.25,1743.0,247.58,2971.0,108.83,1306.0,39.83,478.0,0.67,8.0,56.17,674.0,385.17,4622.0,6.92,83.0,456.25,5475.0,18.0,216.0,,,,,,,,Wexford,322.0,49.0,790000.0,19062.0,160796.10204081633,120000.0
4434533,945000.0,Detached House ,4.0,4.0,169.0,D18,D1,229.96,1.4020631791945828,14.0,0.6434195004608962,45.0,0.59150925865523,4.0,54.08,649.0,233.17,2798.0,49.5,594.0,182.33,2188.0,38.0,456.0,18.42,221.0,0.75,9.0,13.42,161.0,131.17,1574.0,14.42,173.0,392.83,4714.0,9.33,112.0,FOXROCK-CARRICKMINES,5951.0,9.72325975,61.97952504,67.03075113,0.4061505,4.81367088,Dublin,,42.0,1625000.0,261000.0,687081.290952381,582750.0
4466285,95000.0,End of Terrace House ,3.0,2.0,100.0,A82,,,0.5808334459116371,1.0,0.4738395561778718,2.0,0.28833648352499097,1.0,22.67,272.0,18.92,227.0,4.25,51.0,18.67,224.0,20.58,247.0,4.5,54.0,0.5,6.0,2.58,31.0,32.67,392.0,0.5,6.0,29.75,357.0,1.17,14.0,BALLYJAMESDUFF,3238.0,-12.87072327,18.63674494,19.36380482,11.20193576,18.41518184,Cavan,,17.0,232000.0,35000.0,135717.64705882352,155000.0
4452618,395000.0,Duplex ,2.0,1.0,73.0,D6W,C2,175.38,0.8246721131354454,43.0,0.32815708664468823,108.0,0.96055472110203,15.0,49.75,597.0,238.42,2861.0,114.92,1379.0,236.67,2840.0,73.83,886.0,27.83,334.0,0.42,5.0,13.83,166.0,137.42,1649.0,21.25,255.0,455.83,5470.0,14.5,174.0,TERENURE A,3741.0,7.72332632,64.48424364,57.87222668,1.86862956,9.75676611,Dublin,159.0,48.0,665000.0,201000.0,417281.52520833333,420000.0
4468768,280000.0,Terraced House ,3.0,1.0,74.0,D05,D2,274.88,1.1092967752332341,20.0,0.14884186608294298,94.0,1.1954761365995712,8.0,129.92,1559.0,274.5,3294.0,463.67,5564.0,529.75,6357.0,133.25,1599.0,41.25,495.0,1.42,17.0,101.25,1215.0,417.33,5008.0,61.83,742.0,894.5,10734.0,75.17,902.0,KILMORE B,2681.0,-20.41140673,10.45356395,14.91980604,26.403994800000003,29.67811191,Dublin,,7.0,450000.0,200000.0,287928.5714285714,270000.0
4453433,110000.0,End of Terrace House ,2.0,2.0,,F45,,,16.646080120200416,0.0,0.348142650732743,3.0,0.4951861367446245,1.0,46.75,561.0,19.5,234.0,25.5,306.0,24.25,291.0,14.33,172.0,5.08,61.0,0.08,1.0,15.17,182.0,45.33,544.0,0.33,4.0,49.17,590.0,4.0,48.0,CASTLEREAGH,2971.0,-13.40188355,21.25485611,23.46011444,10.77630616,28.00295911,Roscommon,419.0,13.0,230000.0,21000.0,78961.53846153847,70000.0
4462407,185000.0,Apartment ,2.0,2.0,,A84,D2,270.2,9.6101792391181,0.0,0.5269784016719302,10.0,0.2442293892544336,1.0,52.5,630.0,108.33,1300.0,48.17,578.0,95.17,1142.0,67.17,806.0,22.67,272.0,0.33,4.0,9.83,118.0,127.08,1525.0,7.25,87.0,329.75,3957.0,8.08,97.0,DONAGHMORE,11758.0,0.66650114,37.701651899999995,37.40432046,3.10661276,8.54963168,Meath,,23.0,358000.0,140000.0,240739.13043478262,225000.0
4452756,32000.0,Semi-Detached House ,4.0,3.0,,C15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
