p_id,sale_price,property_type,beds,baths,area_sqm,routing_key,ber_rating,ber_energy,sec_school_distance,no_of_sec_schools_5k,pri_scholl_distance,no_of_pri_schools_5k,garda_distance,no_of_garda_5k,ann_mean_crime_0,total_crime_0,ann_mean_crime_1,total_crime_1,ann_mean_crime_2,total_crime_2,ann_mean_crime_3,total_crime_3,ann_mean_crime_4,total_crime_4,ann_mean_crime_5,total_crime_5,ann_mean_crime_6,total_crime_6,ann_mean_crime_7,total_crime_7,ann_mean_crime_8,total_crime_8,ann_mean_crime_9,total_crime_9,ann_mean_crime_10,total_crime_10,ann_mean_crime_11,total_crime_11,ed_english,pop_2016,hpindex_2016,ed_high,hl_prof,larent,unemployment,county,schoolrank,houses_sold,max_sale_price,min_sale_price,mean_sale_price,median_sale_price
4445050,160000.0,Detached House ,3.0,1.0,,H53,E2,,6.134779589205247,0.0,0.668790970045433,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DERRYGLASSAUN,862.0,-1.41433457,30.05185663,35.38283063,0.94012716,7.47115349,Galway,310.0,5.0,280000.0,30000.0,125200.0,96000.0
4448947,1650000.0,Semi-Detached House ,3.0,4.0,248.0,D04,C1,174.01,0.09543447202667237,35.0,1.0234455797424504,76.0,1.3736730047536574,11.0,57.5,690.0,288.08,3457.0,53.08,637.0,206.33,2476.0,77.67,932.0,49.17,590.0,0.83,10.0,14.42,173.0,272.75,3273.0,20.83,250.0,729.5,8754.0,15.25,183.0,PEMBROKE EAST C,3920.0,12.00176112,76.06340857,67.95918367,0.18494693,4.88521081,Dublin,,49.0,2575000.0,10000.0,806234.6734693878,705000.0
4451387,32500.0,Site ,,,154.0,D03,Ex,,1.435314961098249,18.0,0.8225772731309002,69.0,1.6636668608237275,4.0,49.67,596.0,165.08,1981.0,74.25,891.0,204.67,2456.0,42.33,508.0,21.67,260.0,0.25,3.0,16.0,192.0,148.5,1782.0,30.25,363.0,336.33,4036.0,15.5,186.0,CLONTARF EAST B,7107.0,8.7943413,60.57584958,62.67060644,2.32376688,6.04781891,Dublin,25.0,41.0,1140000.0,302500.0,639747.7724390244,605000.0
4462069,300000.0,Semi-Detached House ,,,,D06,,,0.6929013291553375,46.0,0.2332165515358449,108.0,0.8242014070785729,15.0,80.92,971.0,288.92,3467.0,140.67,1688.0,294.75,3537.0,46.92,563.0,45.75,549.0,0.75,9.0,19.08,229.0,284.67,3416.0,25.83,310.0,725.58,8707.0,13.75,165.0,RATHMINES WEST E,3390.0,10.81651163,75.07886937,59.7640118,2.03848483,7.27115045,Dublin,159.0,23.0,12300000.0,108296.61,1624636.1482608696,760500.0
4429607,0.0,Mews ,,,,D06,,,0.6929013291553375,46.0,0.2332165515358449,108.0,0.8242014070785729,15.0,80.92,971.0,288.92,3467.0,140.67,1688.0,294.75,3537.0,46.92,563.0,45.75,549.0,0.75,9.0,19.08,229.0,284.67,3416.0,25.83,310.0,725.58,8707.0,13.75,165.0,RATHMINES WEST E,3390.0,10.81651163,75.07886937,59.7640118,2.03848483,7.27115045,Dublin,159.0,23.0,12300000.0,108296.61,1624636.1482608696,760500.0
4429316,0.0,Site ,,,,D06,,,0.6929013291553375,46.0,0.2332165515358449,108.0,0.8242014070785729,15.0,80.92,971.0,288.92,3467.0,140.67,1688.0,294.75,3537.0,46.92,563.0,45.75,549.0,0.75,9.0,19.08,229.0,284.67,3416.0,25.83,310.0,725.58,8707.0,13.75,165.0,RATHMINES WEST E,3390.0,10.81651163,75.07886937,59.7640118,2.03848483,7.27115045,Dublin,159.0,23.0,12300000.0,108296.61,1624636.1482608696,760500.0
4461789,450000.0,Terraced House ,3.0,3.0,110.0,A67,A3,,0.2596400507807264,2.0,0.3282222486719669,9.0,0.38985229407053423,1.0,47.5,570.0,162.5,1950.0,33.08,397.0,159.75,1917.0,29.83,358.0,16.08,193.0,0.33,4.0,8.42,101.0,126.58,1519.0,7.08,85.0,301.33,3616.0,8.25,99.0,GREYSTONES,7258.0,5.82915146,53.84822793,59.16230366,2.85035272,7.599903599999999,Wicklow,194.0,7.0,720000.0,228000.0,461142.85714285716,390000.0
4438593,0.0,Bungalow ,,,,E34,,,10.597960484036584,0.0,0.17870196015927434,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWCASTLE,727.0,-7.05143435,25.72949485,31.22420908,10.60895136,13.39774354,Tipperary,439.0,7.0,230000.0,24000.0,127357.14285714286,93500.0
4375003,385000.0,Bungalow ,3.0,1.0,130.0,H91,D1,253.63,3.4216189349677992,1.0,3.119311292585274,4.0,3.914550587753343,1.0,32.92,395.0,61.58,739.0,20.08,241.0,59.58,715.0,38.33,460.0,10.92,131.0,0.17,2.0,6.25,75.0,53.92,647.0,2.17,26.0,145.92,1751.0,2.5,30.0,ORANMORE,4297.0,4.65749118,52.68225224,46.68373284,2.6926044,7.04534999,Galway,97.0,51.0,595000.0,40000.0,291313.43137254904,280000.0
4442552,320000.0,Detached House ,3.0,2.0,,H91,E2,363.29,31.47353529856937,0.0,10.17643371465448,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEGGAN,279.0,-8.46893997,24.34557609,33.33333333,0.0,18.35309255,Galway,475.0,2.0,455000.0,130000.0,292500.0,292500.0
4451531,550000.0,Detached House ,6.0,6.0,279.0,A75,B3,,1.0032427820454828,1.0,1.0226237132663492,9.0,1.5494535040517232,1.0,53.83,646.0,33.75,405.0,25.17,302.0,81.58,979.0,72.33,868.0,11.67,140.0,0.58,7.0,10.92,131.0,180.08,2161.0,1.67,20.0,88.67,1064.0,5.67,68.0,,,,,,,,Monaghan,187.0,6.0,287000.0,100000.0,171833.33333333334,150000.0
4331600,380000.0,Detached House ,5.0,3.0,315.0,R95,F,382.02,2.0564431894145665,2.0,2.005125688063312,1.0,1.7902843004085238,1.0,15.67,188.0,24.25,291.0,5.0,60.0,25.75,309.0,7.17,86.0,3.25,39.0,0.0,0.0,1.42,17.0,25.33,304.0,0.67,8.0,38.67,464.0,1.0,12.0,CALLAN URBAN,1784.0,-10.25299569,26.29559442,25.11210762,15.01540949,21.04133989,Kilkenny,,19.0,390000.0,45000.0,176745.7894736842,189000.0
4463190,8000.0,Site ,,,,,,,11.528828565145876,0.0,0.4174868972353392,6.0,4.574077174614251,1.0,7.0,84.0,7.83,94.0,7.75,93.0,6.08,73.0,8.0,96.0,0.67,8.0,0.0,0.0,0.75,9.0,8.0,96.0,0.0,0.0,13.42,161.0,0.5,6.0,DRIPSEY,1495.0,2.52799012,36.72567087,45.217391299999996,5.64830978,6.26876861,Cork,400.0,8.0,850000.0,85000.0,334380.64125,315250.0
4444991,420000.0,Detached House ,4.0,2.0,250.0,R32,C1,,22.266566193156613,0.0,0.5239413273134303,1.0,0.5536547293611317,1.0,5.17,62.0,14.67,176.0,4.08,49.0,8.5,102.0,6.83,82.0,1.08,13.0,0.17,2.0,0.5,6.0,14.08,169.0,0.33,4.0,21.5,258.0,0.58,7.0,DURROW,1258.0,-5.29599719,27.25694989,33.54531002,8.97865092,10.99065591,Laois,66.0,10.0,367000.0,25000.0,132400.0,100000.0
4449835,280000.0,Detached House ,6.0,3.0,,H71,C3,204.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436524,0.0,Detached House ,,,,P25,,,2.1672064717029937,3.0,0.5280946544640065,8.0,1.91308258616492,1.0,37.25,447.0,40.5,486.0,74.17,890.0,84.42,1013.0,69.67,836.0,15.67,188.0,0.17,2.0,24.0,288.0,157.58,1891.0,1.0,12.0,150.92,1811.0,4.92,59.0,MIDLETON RURAL,8922.0,-0.37639551,41.74275409,38.4667115,8.75867313,11.06311456,Cork,,31.0,300000.0,90600.0,170953.2258064516,160000.0
4449033,0.0,Semi-Detached House ,3.0,2.0,189.0,W91,Ex,,17.271754140845218,0.0,0.14389344541906235,2.0,0.3910592414280366,1.0,20.75,249.0,55.42,665.0,11.83,142.0,42.42,509.0,17.08,205.0,6.58,79.0,0.0,0.0,7.25,87.0,38.33,460.0,1.42,17.0,73.92,887.0,2.83,34.0,BALTINGLASS,2720.0,-11.23374466,23.78573562,25.625,13.55410006,19.98105168,Wicklow,176.0,8.0,215000.0,124950.0,161118.75,157500.0
4458061,345000.0,Terraced House ,4.0,1.0,267.0,P72,Ex,,8.095504565347483,0.0,0.1935265797230791,2.0,0.1334498975197354,1.0,4.58,55.0,3.17,38.0,2.42,29.0,4.5,54.0,4.75,57.0,0.75,9.0,0.0,0.0,0.5,6.0,14.42,173.0,0.0,0.0,5.75,69.0,0.5,6.0,TIMOLEAGUE,740.0,-5.79742267,28.97627446,32.2972973,7.62818533,10.710579199999998,Cork,108.0,5.0,238000.0,80000.0,148100.0,130000.0
4465508,0.0,Detached House ,5.0,3.0,,R51,A3,,0.9887261911543648,1.0,0.6926104552624791,7.0,1.1549858300653206,2.0,24.17,290.0,65.0,780.0,8.83,106.0,51.92,623.0,13.92,167.0,6.83,82.0,0.0,0.0,14.33,172.0,35.33,424.0,3.0,36.0,123.0,1476.0,2.75,33.0,,,,,,,,Meath,164.0,16.0,400000.0,100000.0,246213.964375,237500.0
4463383,345000.0,Semi-Detached House ,3.0,3.0,122.0,,A2,,0.9887261911543648,1.0,0.6926104552624791,7.0,1.1549858300653206,2.0,24.17,290.0,65.0,780.0,8.83,106.0,51.92,623.0,13.92,167.0,6.83,82.0,0.0,0.0,14.33,172.0,35.33,424.0,3.0,36.0,123.0,1476.0,2.75,33.0,,,,,,,,Meath,164.0,16.0,400000.0,100000.0,246213.964375,237500.0
4463412,420000.0,Detached House ,4.0,3.0,136.0,,A2,,0.9887261911543648,1.0,0.6926104552624791,7.0,1.1549858300653206,2.0,24.17,290.0,65.0,780.0,8.83,106.0,51.92,623.0,13.92,167.0,6.83,82.0,0.0,0.0,14.33,172.0,35.33,424.0,3.0,36.0,123.0,1476.0,2.75,33.0,,,,,,,,Meath,164.0,16.0,400000.0,100000.0,246213.964375,237500.0
4463391,375000.0,Semi-Detached House ,4.0,3.0,129.0,,A2,,0.9887261911543648,1.0,0.6926104552624791,7.0,1.1549858300653206,2.0,24.17,290.0,65.0,780.0,8.83,106.0,51.92,623.0,13.92,167.0,6.83,82.0,0.0,0.0,14.33,172.0,35.33,424.0,3.0,36.0,123.0,1476.0,2.75,33.0,,,,,,,,Meath,164.0,16.0,400000.0,100000.0,246213.964375,237500.0
4416169,345000.0,,,,,R51,,,0.08342845128418545,1.0,0.3448003676454721,5.0,0.16368354829529286,1.0,20.0,240.0,71.83,862.0,12.67,152.0,41.08,493.0,17.83,214.0,5.92,71.0,0.08,1.0,2.92,35.0,31.92,383.0,2.42,29.0,91.0,1092.0,1.58,19.0,KILCULLEN,3499.0,-1.26008263,38.43065511,39.18262361,5.68051815,10.09368705,Kildare,292.0,40.0,600000.0,81000.0,258112.5,249000.0
4448828,7900.0,Site ,,,,R95,,,10.912471625215499,0.0,3.3619669843894524,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,TEMPLEORUM,448.0,-3.20152675,34.44216021,37.94642857,0.0,10.45716191,Kilkenny,,2.0,187000.0,60000.0,123500.0,123500.0
4439315,275000.0,End of Terrace House ,4.0,2.0,119.0,P75,D2,269.41,31.49909665640316,0.0,0.1454469684321727,8.0,0.05692789703839096,1.0,28.58,343.0,12.75,153.0,25.58,307.0,34.75,417.0,20.0,240.0,6.75,81.0,0.0,0.0,9.33,112.0,99.25,1191.0,1.0,12.0,51.58,619.0,4.33,52.0,BANTRY URBAN,3225.0,-8.7989632,27.89532791,29.58139535,16.50940188,15.90688504,Cork,129.0,20.0,330000.0,30000.0,142850.0,107500.0
4457494,145000.0,Terraced House ,3.0,1.0,101.0,E41,D2,275.29,0.0893373790428479,3.0,0.13750668522284473,15.0,0.6861808295764146,1.0,62.17,746.0,62.83,754.0,56.08,673.0,98.5,1182.0,67.75,813.0,14.58,175.0,0.17,2.0,29.58,355.0,372.25,4467.0,1.08,13.0,173.17,2078.0,9.67,116.0,THURLES URBAN,6814.0,-12.33219874,24.34355892,23.92133842,18.01349194,22.22471366,Tipperary,,2.0,100000.0,60000.0,80000.0,80000.0
4439561,150000.0,Detached House ,5.0,3.0,,E41,,,0.1317456591727424,3.0,0.14427338602239587,15.0,0.7612525254718872,1.0,62.17,746.0,62.83,754.0,56.08,673.0,98.5,1182.0,67.75,813.0,14.58,175.0,0.17,2.0,29.58,355.0,372.25,4467.0,1.08,13.0,173.17,2078.0,9.67,116.0,THURLES URBAN,6814.0,-12.33219874,24.34355892,23.92133842,18.01349194,22.22471366,Tipperary,,21.0,225000.0,16666.66,119007.93619047619,118500.0
4443435,159000.0,Detached House ,3.0,1.0,73.0,V35,F,438.45,7.642092819255656,0.0,2.070729129352457,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,KNOCKLONG,874.0,-10.92854344,22.91722505,26.08695652,7.41976307,20.68573364,Limerick,212.0,8.0,234000.0,48000.0,130855.0,120000.0
4462258,295000.0,Detached House ,3.0,2.0,,E34,,,5.7736423287572975,0.0,3.9586399556410665,2.0,0.10552620067991653,1.0,6.83,82.0,14.0,168.0,7.33,88.0,12.92,155.0,10.08,121.0,0.75,9.0,0.08,1.0,0.5,6.0,15.58,187.0,0.25,3.0,24.25,291.0,1.67,20.0,DONOHILL,636.0,-6.63101229,23.62306034,33.80503145,3.23184677,10.52452211,Tipperary,390.0,1.0,60000.0,60000.0,60000.0,60000.0
4431679,55000.0,Bungalow ,1.0,,49.0,F42,,,12.223769279719464,0.0,4.882688443177281,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLYNAKILL,1429.0,-7.302303093333333,26.877415566666667,33.299409393333335,2.0018632233333333,13.644545476666666,Galway,313.0,,,,,
4457537,8000.0,Site ,3.0,1.0,86.0,R95,,,14.637341721259348,0.0,0.2890396462769205,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLYRAGGET,1513.0,-9.18835354,22.88622166,28.94910773,13.11274193,15.27986454,Kilkenny,66.0,3.0,251000.0,120000.0,203666.66666666666,240000.0
4461147,4000.0,Site ,,,,N39,Ex,,12.272981633216565,0.0,0.4902984800741503,2.0,0.16579777113111813,1.0,24.0,288.0,38.33,460.0,11.08,133.0,36.08,433.0,14.25,171.0,4.17,50.0,0.42,5.0,3.42,41.0,30.67,368.0,1.75,21.0,53.58,643.0,4.08,49.0,MEATHAS TRUIM,2335.0,-14.52416793,20.10941244,18.50107066,16.60334129,27.38509483,Longford,392.0,1.0,60000.0,60000.0,60000.0,60000.0
4435184,45000.0,Cottage ,3.0,1.0,,E25,,,8.049045995976229,0.0,3.210452070701233,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MAGORBAN,624.0,-0.22773799,36.21163319,43.75,2.52096588,8.25234299,Tipperary,65.0,3.0,160000.0,50000.0,116000.0,138000.0
4435183,490000.0,Detached House ,5.0,2.0,,E25,,,8.049045995976229,0.0,3.210452070701233,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MAGORBAN,624.0,-0.22773799,36.21163319,43.75,2.52096588,8.25234299,Tipperary,65.0,3.0,160000.0,50000.0,116000.0,138000.0
4418874,190000.0,Semi-Detached House ,3.0,1.0,68.0,T23,,,3.6357533401948574,1.0,0.8524256035983159,9.0,3.0992272605302484,2.0,27.75,333.0,49.08,589.0,21.0,252.0,65.67,788.0,27.67,332.0,3.75,45.0,0.0,0.0,5.58,67.0,60.67,728.0,1.5,18.0,130.75,1569.0,3.42,41.0,MATEHY,3017.0,5.21853038,41.73855658,48.45873384,1.08850438,5.24793368,Cork,400.0,11.0,360000.0,47652.0,247513.81818181818,282500.0
4452658,185000.0,House ,5.0,2.0,120.0,H53,E1,,1.0067250277625228,2.0,1.1807158333404368,9.0,1.9087020855403896,1.0,57.75,693.0,47.92,575.0,35.08,421.0,92.33,1108.0,40.42,485.0,19.5,234.0,0.17,2.0,39.58,475.0,209.5,2514.0,2.58,31.0,156.5,1878.0,10.58,127.0,BALLINASLOE URBAN,6660.0,-11.11860203,29.34356758,29.00900901,15.65553856,25.24074793,Galway,,2.0,241000.0,25890.0,133445.0,133445.0
3718373,220000.0,Detached House ,3.0,2.0,,E41,,,6.400881878894429,0.0,5.186144588143843,0.0,4.908928202952061,1.0,4.08,49.0,7.5,90.0,1.83,22.0,7.17,86.0,3.0,36.0,0.42,5.0,0.0,0.0,0.33,4.0,9.83,118.0,0.0,0.0,11.0,132.0,0.08,1.0,BALLINGARRY,1211.0,-11.231228470000001,21.3655538,34.64832474,7.72549187,17.036641015,Tipperary,355.0,6.0,190000.0,21000.0,128500.0,138750.0
4372992,440000.0,Detached House ,3.0,1.0,86.0,D15,G,783.27,0.34178912574900777,12.0,0.7777425099698086,72.0,2.782109441081813,5.0,96.33,1156.0,194.83,2338.0,280.75,3369.0,419.42,5033.0,103.42,1241.0,34.75,417.0,1.0,12.0,58.83,706.0,458.42,5501.0,30.08,361.0,561.67,6740.0,41.58,499.0,CASTLEKNOCK-KNOCKMAROON,19027.0,8.288881,60.17887774,57.39738267,1.12179619,6.82305667,Dublin,68.0,20.0,1300000.0,215000.0,539482.489,483000.0
4394522,220000.0,Detached House ,4.0,2.0,167.0,V92,C1,,7.567903054725868,0.0,3.133220244268835,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ARABELA,1401.0,-0.88984145,33.86181133,36.61670236,1.51961244,8.6310039,Kerry,185.0,1.0,205000.0,205000.0,205000.0,205000.0
4459226,260000.0,Detached House ,5.0,2.0,190.0,X91,En,,9.257549388888966,0.0,2.16846301722621,2.0,2.4751912873999706,2.0,3.0,36.0,8.17,98.0,2.75,33.0,4.5,54.0,4.83,58.0,0.58,7.0,0.0,0.0,0.33,4.0,4.92,59.0,0.08,1.0,9.92,119.0,0.42,5.0,ULLID,1018.0,-3.39535979,28.69839744,34.47937132,4.36815525,8.87387605,Kilkenny,,3.0,180000.0,30000.0,127833.33333333333,173500.0
4459729,10500.0,Site ,,,,R95,,,6.687219248410481,0.0,0.7111711705288053,3.0,0.28231802284684226,1.0,3.0,36.0,8.17,98.0,2.75,33.0,4.5,54.0,4.83,58.0,0.58,7.0,0.0,0.0,0.33,4.0,4.92,59.0,0.08,1.0,9.92,119.0,0.42,5.0,ULLID,1018.0,-3.39535979,28.69839744,34.47937132,4.36815525,8.87387605,Kilkenny,,3.0,180000.0,30000.0,127833.33333333333,173500.0
4412720,369000.0,Bungalow ,4.0,2.0,171.0,F28,C1,153.3,1.3233655996953864,2.0,1.3034999529725804,11.0,1.7775842026317832,1.0,53.92,647.0,53.42,641.0,17.92,215.0,79.08,949.0,38.42,461.0,9.0,108.0,0.25,3.0,5.08,61.0,199.5,2394.0,1.5,18.0,98.25,1179.0,3.83,46.0,WESTPORT URBAN,5847.0,-1.46474519,39.21095166,33.94903369,10.34132422,12.827310699999998,Mayo,408.0,31.0,820000.0,32500.0,200894.90322580645,173000.0
4435047,585000.0,Detached House ,4.0,3.0,200.0,A67,C2,,4.331516498485193,2.0,4.227443023724209,6.0,4.687947382428463,1.0,70.08,841.0,94.75,1137.0,73.42,881.0,117.0,1404.0,55.33,664.0,23.67,284.0,0.33,4.0,23.92,287.0,203.5,2442.0,3.17,38.0,222.25,2667.0,14.67,176.0,WICKLOW RURAL,8163.0,-1.89837476,39.10406679,43.47666299,10.08926194,15.03470152,Wicklow,,26.0,665000.0,195000.0,346058.76923076925,299201.5
4434616,395000.0,Detached House ,7.0,3.0,252.0,Y21,B3,145.7,4.142715288571325,2.0,2.8384979240343338,15.0,3.8420657344548834,1.0,73.42,881.0,106.75,1281.0,60.5,726.0,151.67,1820.0,66.92,803.0,23.25,279.0,0.08,1.0,19.67,236.0,209.0,2508.0,3.25,39.0,228.83,2746.0,7.5,90.0,ENNISCORTHY RURAL,9985.0,-13.06298429,21.80694214,24.00600901,19.62142198,26.2836308,Wexford,312.0,38.0,312500.0,15000.0,140068.64763157893,137250.0
4466074,330000.0,Detached House ,4.0,2.0,189.0,Y25,C3,206.14,17.325040231003516,0.0,1.0534616439167146,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MONASEED,682.0,-3.77666096,26.50961386,41.7888563,0.92305459,10.58792259,Wexford,438.0,5.0,270000.0,137000.0,233500.0,265000.0
4467015,239000.0,Detached House ,2.0,1.0,,Y21,G,495.58,9.301107486765693,0.0,1.5365805095045468,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLINDAGGAN,799.0,-8.493538699999998,22.54652059,33.04130163,7.92958443,14.32153829,Wexford,312.0,2.0,301000.0,100000.0,200500.0,200500.0
4440491,6500.0,Site ,,,170.0,H62,Ex,,0.3579404820428578,1.0,0.2243455097858344,4.0,0.30832684436155844,1.0,43.33,520.0,33.67,404.0,16.17,194.0,57.42,689.0,37.5,450.0,14.75,177.0,0.08,1.0,14.0,168.0,134.42,1613.0,0.67,8.0,91.0,1092.0,3.5,42.0,LOUGHREA URBAN,5537.0,-5.71868233,33.95621704,30.99151165,13.98729151,17.09266956,Galway,215.0,1.0,169000.0,169000.0,169000.0,169000.0
4464770,355000.0,Detached House ,5.0,3.0,180.0,H91,B1,,12.789842715493432,0.0,0.9881300049550432,3.0,3.992013728447623,1.0,1.42,17.0,5.75,69.0,1.33,16.0,2.75,33.0,3.92,47.0,0.5,6.0,0.0,0.0,0.33,4.0,3.58,43.0,0.0,0.0,9.08,109.0,0.25,3.0,KILLOGILLEEN,906.0,2.469911,47.51195732,48.01324503,0.80153474,7.048708199999999,Galway,111.0,5.0,405000.0,80000.0,185400.0,147000.0
4455721,270000.0,Bungalow ,3.0,1.0,125.0,Y25,E1,305.23,20.286491968715453,0.0,3.3568765512547176,8.0,4.103514010648362,1.0,50.75,609.0,105.75,1269.0,40.0,480.0,90.08,1081.0,71.25,855.0,14.58,175.0,0.33,4.0,31.08,373.0,185.0,2220.0,3.08,37.0,201.92,2423.0,9.08,109.0,GOREY RURAL,6876.0,-8.4871315,27.76111907,27.58871437,12.56976666,18.2037224,Wexford,438.0,4.0,260000.0,220000.0,236250.0,232500.0
4438057,1250000.0,Detached House ,4.0,4.0,305.0,,C2,176.07,3.6207367706891502,3.0,1.496585306705681,20.0,2.361389891547681,3.0,49.33,592.0,74.58,895.0,62.67,752.0,125.5,1506.0,56.25,675.0,11.42,137.0,0.33,4.0,11.75,141.0,153.83,1846.0,4.67,56.0,226.83,2722.0,5.5,66.0,DOUGLAS,21041.0,8.0031323,55.54164918,54.33677107,3.49822129,6.05556144,Cork,48.0,51.0,625000.0,101385.0,331270.8431372549,320000.0
4462437,395000.0,Detached House ,6.0,3.0,224.0,A91,D1,,14.125631821026525,0.0,1.1342727110798538,5.0,1.624214877189096,1.0,13.17,158.0,22.17,266.0,1.83,22.0,43.83,526.0,6.33,76.0,2.33,28.0,0.0,0.0,1.92,23.0,22.33,268.0,0.92,11.0,55.0,660.0,1.25,15.0,CARLINGFORD,2185.0,-3.67238224,40.00751164,35.33180778,14.54060436,15.42077713,Louth,139.0,13.0,550000.0,150000.0,293932.92307692306,244500.0
4441292,890000.0,Detached House ,5.0,6.0,302.0,Y21,F,411.87,1.4394482239281747,3.0,1.4270566004395069,14.0,1.7666766362808104,1.0,73.42,881.0,106.75,1281.0,60.5,726.0,151.67,1820.0,66.92,803.0,23.25,279.0,0.08,1.0,19.67,236.0,209.0,2508.0,3.25,39.0,228.83,2746.0,7.5,90.0,ENNISCORTHY URBAN,2666.0,-20.1057895,13.12360659,15.60390098,14.12467348,35.94886368,Wexford,312.0,18.0,575000.0,30000.0,182805.55555555556,142500.0
4441103,890000.0,Country House ,5.0,5.0,302.0,Y21,F,,1.4394482239281747,3.0,1.4270566004395069,14.0,1.7666766362808104,1.0,73.42,881.0,106.75,1281.0,60.5,726.0,151.67,1820.0,66.92,803.0,23.25,279.0,0.08,1.0,19.67,236.0,209.0,2508.0,3.25,39.0,228.83,2746.0,7.5,90.0,ENNISCORTHY URBAN,2666.0,-20.1057895,13.12360659,15.60390098,14.12467348,35.94886368,Wexford,312.0,18.0,575000.0,30000.0,182805.55555555556,142500.0
4454706,250000.0,Semi-Detached House ,3.0,3.0,118.0,X35,A2,,0.1138240582159885,3.0,0.22039045484322214,11.0,0.32705186436435624,2.0,82.5,990.0,75.0,900.0,76.5,918.0,142.58,1711.0,61.33,736.0,14.08,169.0,0.75,9.0,17.83,214.0,255.33,3064.0,3.25,39.0,217.42,2609.0,14.17,170.0,,,,,,,,Waterford,342.0,14.0,370000.0,73333.0,157952.35714285713,132250.0
4466595,435000.0,Detached House ,4.0,4.0,232.0,E45,C3,220.27,3.875336490749465,2.0,1.3619987435406564,11.0,4.0427207251427255,1.0,49.67,596.0,56.92,683.0,64.58,775.0,64.17,770.0,69.83,838.0,13.0,156.0,0.33,4.0,19.67,236.0,162.58,1951.0,1.58,19.0,156.5,1878.0,9.67,116.0,MONSEA,642.0,1.90761693,42.98633798,42.52336449,1.43939651,7.31882612,Tipperary,73.0,3.0,230000.0,93000.0,151833.33333333334,132500.0
4460291,5500000.0,House ,9.0,5.0,730.0,,Ex,,0.5187685018571072,11.0,0.4251166629384103,31.0,2.0196270655113318,3.0,78.83,946.0,165.0,1980.0,80.75,969.0,266.92,3203.0,39.0,468.0,14.5,174.0,0.75,9.0,16.5,198.0,189.0,2268.0,17.33,208.0,341.83,4102.0,14.75,177.0,,,,,,,,Dublin,11.0,26.0,1700000.0,150000.0,547576.9230769231,375000.0
4376230,0.0,Detached House ,4.0,,186.0,D04,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414011,0.0,,,,,D04,,,0.7064709037078969,39.0,0.2962540776681609,83.0,1.4958317299760877,11.0,36.0,432.0,248.83,2986.0,50.75,609.0,206.83,2482.0,32.0,384.0,29.17,350.0,1.42,17.0,14.67,176.0,175.0,2100.0,15.42,185.0,576.17,6914.0,11.25,135.0,PEMBROKE EAST C,3920.0,12.00176112,76.06340857,67.95918367,0.18494693,4.88521081,Dublin,,49.0,2575000.0,10000.0,806234.6734693878,705000.0
4236363,695000.0,Detached House ,4.0,4.0,240.0,P36,C1,161.87,21.61878048069634,0.0,0.27189206152775985,5.0,0.7325703391113813,1.0,37.67,452.0,37.25,447.0,39.75,477.0,89.33,1072.0,27.42,329.0,10.0,120.0,0.0,0.0,9.75,117.0,98.58,1183.0,1.17,14.0,99.0,1188.0,3.92,47.0,YOUGHAL URBAN,7075.0,-12.23572486,24.3912568,25.46996466,14.65613077,24.15147375,Cork,435.0,36.0,440000.0,21000.0,173483.16666666666,150000.0
4447361,695000.0,Detached House ,5.0,4.0,269.0,P36,C1,,21.61878048069634,0.0,0.27189206152775985,5.0,0.7325703391113813,1.0,37.67,452.0,37.25,447.0,39.75,477.0,89.33,1072.0,27.42,329.0,10.0,120.0,0.0,0.0,9.75,117.0,98.58,1183.0,1.17,14.0,99.0,1188.0,3.92,47.0,YOUGHAL URBAN,7075.0,-12.23572486,24.3912568,25.46996466,14.65613077,24.15147375,Cork,435.0,36.0,440000.0,21000.0,173483.16666666666,150000.0
4445225,200000.0,Bungalow ,4.0,1.0,148.0,V94,D2,269.21,10.804623973323107,0.0,0.4817323291425639,4.0,3.8966306910263615,1.0,10.83,130.0,40.67,488.0,10.17,122.0,44.92,539.0,13.17,158.0,5.25,63.0,0.17,2.0,3.58,43.0,20.67,248.0,1.33,16.0,94.08,1129.0,3.08,37.0,O'BRIENSBRIDGE,627.0,-3.25893127,34.48419603,47.68740032,2.73095326,11.56564339,Clare,358.0,4.0,318535.0,30000.0,168508.75,162750.0
