P-ID,BER_ID,BER_Rating,BER_Energy_PI_(kWh/sqm/yr)
4461645,113506026.0,E2,362.65
4450453,104160346.0,C1,167.12
4443470,104723705.0,G,823 
4439097,113111204.0,C1,157.48
4434231,,D1,
4445762,113225395.0,B3,139.52
4420836,111433876.0,G,1621.72
4463205,,G,
4434208,,F,
4465167,,D2,280.13
4454737,113239081.0,C3,
4466809,,B3,
4419538,112994967.0,C2,180.53
4256296,111212601.0,E1,315.16
4467829,113531271.0,F,423.96
4467131,,C1,
4452078,,D1,255.33
4460754,,Ex,
4465436,113481261.0,C1,174.84
4438203,111268421.0,C2,179.49
4466065,110393451.0,F,438.3
4450098,108585589.0,A3,61.34
4463513,,C1,
4454681,113439517.0,E1,
4442690,113150452.0,B3,127.15
4467999,,C3,
4454641,113078109.0,C1,158.69
4445854,,G,
4461779,113433049.0,D1,250.19
4442370,113026611.0,D2,278.49
4447900,110738655.0,B3,133.14
4457530,,D1,
4404623,113015010.0,B2,112.90
4425248,,B3,
4412826,112508650.0,G,466 
4462659,113472633.0,F,412.47
4423149,113018089.0,A3,54.73
4460300,101813178.0,B3,149.18
4451713,103341913.0,B3,128.93
4462178,113439418.0,,
4463230,111970281.0,G,760.65
4456470,110884780.0,G,584.37
4455619,,G,
4457553,,C1,
4460244,104922174.0,D2,267.45
4434207,113145320.0,C2,
4377351,103286399.0,C2,
4450834,113293039.0,D1,242.88
4454435,,B3,
4456508,112858402.0,G,608.97
4449723,,B3,
4468292,113540116.0,E2,346.52
4438223,112714811.0,G,1103.4
4449978,,F,
4438829,113125611.0,D1,257.34
4456055,,E1,
4446186,,B2,
4466782,,Ex,
4447265,,Ex,
4461633,,E2,
4445689,,C3,
4091028,106918212.0,B3,140.09
4430553,100082700.0,C3,
4457421,112340625.0,F,442.34
4438633,,F,
4445742,111068656.0,F,449.64
4444465,113142780.0,B3,135.08
4456096,107010308.0,C2,180.13
4455021,113289235.0,D2,296.63
4438930,113124747.0,D1,233.82
4454734,,F,
4466388,113514574.0,C3,211.52
4439072,,A2,
4422030,,A3,
4457904,,E1,
4435471,,Ex,
4468025,,A1,
4351072,,Ex,
4451737,,E1,
4464951,,Ex,
4465811,,Ex,
4315715,,F,
4437012,,D2,
4451294,,Ex,
4460159,102184173.0,C3,212.53
4421079,,C2,
4466546,,D2,
4467611,,Ex,
4420550,112942172.0,C2,187.95
4449903,113220925.0,B3,141.81
4456081,,C3,
4436477,108426230.0,C2,190.12
4148366,110742814.0,C2,193.74
4446162,113117790.0,E2,376.05
4451273,113248975.0,F,444.81
4458777,101396620.0,C1,174.66
4453811,,Ex,
4461976,113450902.0,E1,311.76
4441431,112197181.0,G,
4458182,112472972.0,C2,190.54
4461158,109511246.0,C2,
3618631,,C1,
4410192,,C3,217.24
4464154,,Ex,
4436752,113078984.0,C1,172.14
4416139,,C2,
4372694,112580022.0,D2,
4453122,,C2,
4454620,,Ex,
4454058,105768196.0,B3,136.57
4451912,,D1,
4467507,113524375.0,D1,230.92
4463966,,C1,
4458629,,C1,
4463469,,C1,
4467454,113301543.0,D1,
4460176,,TB,
4452012,,F,
4434686,112927462.0,C3,216.86
4461680,103026423.0,D1,
4432611,113067573.0,B3,147.37
4468713,,C2,
4454331,113271498.0,B3,138.12
4449177,,C1,
4391980,104737747.0,C2,188.19
4417338,,Ex,
4457803,113409817.0,C3,214.53
4446305,,B2,
4438248,112482625.0,F,436.44
4453551,112229760.0,C3,196.20
4464808,113150767.0,C3,220.16
4443592,111382669.0,B3,148.7
4414913,,D1,
4419512,103709242.0,C2,180.25
4463010,103814752.0,D1,
4462358,,Ex,
4320411,,A3,
4444562,111833877.0,F,413.56
4453313,113255038.0,C1,172.38
4304803,,A3,
4456933,,Ex,
4361181,,F,
4468314,,Ex,
4465671,109695833.0,G,611.34
4418760,101894798.0,C3,214.81
4418355,112920764.0,C3,218.47
4463251,109738807.0,C2,
4452884,113268908.0,E1,329.02
4447877,,C1,
4414729,,A3,
4442870,,C1,
4446042,110191418.0,,
4456922,113294128.0,G,1514.06
4461910,,Ex,
4443208,,C2,
4428792,113046734.0,C3,224.94
4451957,,D2,
4461095,,D2,
4458189,105078927.0,D2,276.4
4431054,,Ex,
4464802,,A3,
4376888,,D2,
4446659,,C1,
4416758,112943287.0,E1,330.76
4460957,109548032.0,B3,144.78
4444379,110855772.0,D2,287.48
4428413,113034300.0,G,840.9
4457834,113201008.0,D2,291.08
4447242,,Ex,
4457312,113279392.0,B2,116.84
4458772,113471916.0,F,443.17
4441790,107499303.0,B3,133.69
4459109,,Ex,
4370363,,D2,
4454990,,C3,
4427782,,Ex,
4452257,113252522.0,E2,358.79
4450381,,D2,
4432566,107856775.0,C3,223.52
4446696,,Ex,
4467412,112992136.0,E2,378.13
4466422,113513485.0,E2,349.67
4455293,,G,
4404971,,A2,
4211412,,A3,
4467184,,Ex,
4458674,109113597.0,D1,255.3
4436107,109113597.0,D1,255.3
4467673,,Ex,
4458209,,A3,
4423898,,A3,
4380185,,A3,
4416756,103911582.0,E2,361.11
4455446,,C3,
4468659,105664619.0,D2,
4418122,107227431.0,F,445.50
4468892,,Ex,
4363963,113238745.0,G,790.95
4263646,104442488.0,D1,231.55
4422647,111507687.0,C2,186.3
4444201,,Ex,
4440497,107005001.0,D1,245.71
4468918,113551428.0,D1,251.2
4442398,,C1,
4424990,101152163.0,C3,205.84
4454882,113201206.0,B2,105.74
4414158,,C1,
4443988,109555136.0,D1,265.94
4455781,,D1,
4459546,108153073.0,F,416.78
4462460,111661229.0,B3,143.48
4442931,,C3,
4453246,113427496.0,G,847.16
4425477,102313368.0,C3,221.99
4465567,113503239.0,C3,67.83
4462770,,G,
4438377,108165408.0,B3,138.95
4441144,,F,
4444341,113292171.0,E2,
4468746,,C2,
4455763,,E1,
4462666,105522345.0,D2,186.76
4440958,,D2,
4422823,,C3,
4436614,113101497.0,G,487.35
4448937,112365051.0,D1,
4458127,,D2,
4425543,113035026.0,A3,59.28
4466895,,G,
4449636,,TB,
4307269,,A2,
4465071,113208086.0,D2,277.07
4457592,,D2,
4463387,,C1,
4436339,,A2,
4449446,,Ex,
4448703,,F,
2885892,,BE,
4455450,113263735.0,D2,286.02
4443374,105694467.0,B3,134.25
4328413,,A2,
4442800,108910605.0,C3,213.66
4465052,113195119.0,C2,198.58
4413798,,Ex,
4463143,107488868.0,D1,230.86
4378348,112637236.0,E2,342.24
4437546,113127930.0,C2,190.7
4221748,108017971.0,C1,
4460624,,Du,
4466291,113498711.0,G,465.17
4448887,112269998.0,E2,354.26
4467811,,F,
4467283,,C2,
4466251,,G,788.79
4256122,,C3,205.92
4454593,,C1,
3598521,110216553.0,G,485.44
4422325,108910605.0,C3,
4468863,106471998.0,E1,327.82
4451191,,E1,
4439224,,C3,
4467842,104044805.0,D2,261.59
4458369,10090158.0,E2,364|
4448343,,G,
4457574,106866569.0,C1,162.48
4310223,,A3,
4333952,,A3,
4417974,112356431.0,F,428.18
4440066,112833454.0,D2,291.78
4451137,105641591.0,D1,
4468571,107220790.0,C2,181.33
4468619,,A2,
4454850,103569943.0,E1,315.03
4449966,,B2,
4329677,110888914.0,D2,290.31
4361597,,Ex,
4367266,,Ex,
4464259,,A3,
4414423,112652946.0,C3,209.64
231598,,Ex,
4418782,112714688.0,G,526.31
4455370,,F,
4461494,104460316.0,D2,271.27
4462432,113429518.0,C3,207.2
4437307,113191068.0,D1,
4448570,113212856.0,D1,241.12
4451919,103686895.0,C2,189.98
4248419,110896206.0,C1,152.75
4450697,,Ex,
4437390,,D1,
4291456,111424024.0,F,424.24
4352883,,B2,
4448680,111069704.0,C3,205.24
4301685,,A1,
4243362,113144919.0,D1,
4466526,,B2,
4434165,,A2,
4434174,,A2,
4450814,,Ex,
4441676,108671702.0,C3,217.38
4421534,112685987.0,C2,193.39
4381309,103932216.0,B3,141.37
4347669,104327028.0,D2,272.56
4465389,104338132.0,C2,
4454074,106883515.0,C2,178.96
4450413,,Ex,
4465083,113500714.0,C2,183.44
4452338,113418149.0,E2,359.63
4462773,108163817.0,D1,226.07
4463526,113467914.0,B3,130.12
4448734,111893616.0,G,488.38
4448870,113213805.0,D1,244.11
4461845,102861085.0,G,747.03
4420588,,Ex,
4362533,112540224.0,C2,180.26
4456686,,A2,
4422475,,E2,
4459554,111985073.0,D1,233.5
4414154,,B3,
4419231,,A2,
4328007,,A3,
4419106,,A2,
4467237,112402078.0,C1,
4462377,113076871.0,C3,206.92
4453399,,C1,
4453193,,G,
4461081,102631173.0,,
4463954,113174882.0,D2,284.02
4260229,,A2,
4450882,800753212.0,D1,556 
4458339,,A3,
4417368,800730244.0,C3,652.34
4452999,,B1,97.09
3816560,,A2,
4455459,,A3,
3851813,,A3,
4339185,,A3,
4454381,,A2,
4274848,,A3,
4467009,102014529.0,B3,137.97
4452082,100832625.0,C1,168 
4462755,113467617.0,G,536.68
4460929,,E1,
4467095,,A2,
4467704,113457196.0,B3,140.46
4447199,110740495.0,G,
4419462,,A2,
4450161,,Ex,
4466838,,D2,
4456814,,B3,
4348095,,A2,
4461099,105795322.0,C3,213.22
4446466,,A3,
4435934,,F,
4455782,102607074.0,C2,177.56
4416119,,A3,51 
4457659,,G,
4436583,113110969.0,C3,219.02
4451274,113099964.0,C3,191.46
4437779,102077685.0,C1,172.76
4420278,101028801.0,B3,147.67
4432591,,Ex,
4466760,102706843.0,C3,204.06
4422740,106457393.0,B3,131.43
4434130,,B3,
4468725,113521454.0,G,523.89
4443513,113239479.0,B1,99.98
4458818,,Ex,
4452554,113253579.0,D2,295.24
4468404,109039594.0,D1,255.15
4435752,113113112.0,G,1347.35
4436018,113113112.0,G,1347.35
4461835,,C3,
4466416,110603172.0,B3,128.05
4468841,,D1,
4449149,105055750.0,C1,162.92
4468440,,E1,
4463373,,Pe,
4371355,112585211.0,B2,124.93
4462634,112627757.0,D1,230.65
4460852,,Ex,
4466944,,Ex,
4453282,113461206.0,E1,319.5
4450475,,F,
4468987,,A3,
4443863,,C1,
4431592,,Ex,
4466246,,B3,
4460286,101882686.0,E2,367.8
4461888,107707457.0,B2,
4466841,,Ex,
4456598,102698024.0,C2,187.32
4439050,,C1,
4453261,113269542.0,F,393.08
4280434,111404737.0,D1,250.74
4430284,113218416.0,G,522.57
4376926,112651955.0,C3,224.19
4429197,112682976.0,E1,332.18
4229465,110756053.0,G,494.88
4436735,,D2,
4452620,113251573.0,D2,286.35
4433537,112369541.0,C1,
4465539,113259600.0,G,485.29
4467171,,D1,
4456110,105268924.0,C1,156.16
4458637,,D2,
4197425,,E2,
4463793,113252936.0,F,434.95
4463425,,C1,
4412560,104759055.0,B2,118.05
4462537,102738036.0,C1,157.93
4438306,,A3,
4444080,,B3,
4459535,,A3,
4438081,113104525.0,C1,156.32
4382542,,A3,
4457068,105148365.0,C1,171.65
4440986,113107437.0,C1,160.69
4372137,112729603.0,BE,433.32
4335972,108645169.0,D1,228.16
4450851,,G,
4339823,112316088.0,D1,253.61
4463124,113497192.0,D2,283.06
4440827,,D1,
4415401,102930211.0,D2,260.11
4347233,109109900.0,B2,25.71
4414794,108670696.0,C2,184.68
4430246,108226010.0,E1,307.58
4427408,,E2,
4464294,,Ex,
4464804,,Ex,
4465314,,E2,
4447405,,Ex,
4446143,111071486.0,E2,371.95
4461007,12345678.0,D2,123.4
4466244,,Ex,
4459804,111649026.0,C2,
4457889,,Ex,
4457534,,D2,
4446962,109808055.0,C2,182.70
4468154,111091443.0,,
4464229,113483564.0,B3,134.81
4444544,111324596.0,E2,353.12
4392308,112735949.0,D1,229.5
4449506,,G,
4443323,113163141.0,C3,211.85
4465941,113510994.0,G,530.51
4425434,106808090.0,G,242.36
4416150,,Ex,
4447451,108399742.0,B3,
4464148,,E2,
4459609,,D2,
4452609,101827640.0,B3,144.77
4459476,112638093.0,,
4460192,,G,
4443401,113144000.0,B3,127.43
4455358,113296602.0,,
4417784,103356994.0,D1,246.67
4419281,,A2,
4425068,112978002.0,F,408.25
4336754,,A3,
4466751,113265730.0,E1,332.14
4410224,102080678.0,C2,
4305644,11168110.0,E2,351.66
4233248,111090577.0,C3,53.59
4466699,,C1,
4423186,112987748.0,C3,204.6
4449517,113172019.0,C1,
4466791,,G,
4343974,110870821.0,E1,311.62
4446074,113190458.0,E1,322.98
4454310,105191183.0,C2,195.96
4452183,113052427.0,B2,25.91
4321576,111849967.0,D2,292.04
4465765,113521421.0,A3,
4457684,102081510.0,C2,190.02
4460604,113308076.0,B1,89.74
4414284,,A3,
4421523,,G,
4461432,113518534.0,G,491.13
4358197,112489091.0,F,428.98
4465264,111552485.0,,
4432381,113303002.0,D2,296.1
4467464,,Ex,
4454995,,B1,
4443360,,C3,
4456734,113290910.0,F,396.32
4439684,,Ex,
4467154,106566987.0,D1,244.22
4345871,,A3,
4460655,101691343.0,,
4436537,,A2,
4467285,105505630.0,B3,138.03
4442340,,D2,
4325622,,A3,
4400791,,A3,
4282060,,Ex,
4446189,,E1,
4453947,108777434.0,C3,209.14
4461875,,Ex,
4468533,111303129.0,F,087.96
4463370,103845707.0,C2,187/08
4408605,,A3,
4441165,113201701.0,C2,175.48
4462527,102956489.0,C2,183.98
4452598,105956668.0,C1,156.52
4464042,,B3,
4445813,,C3,
4441502,,D2,
4437082,,Ex,
4468483,106170269.0,D1,2449 
4467258,800761652.0,E1,
4450909,,B1,
4457551,113270292.0,C2,184.19
4359495,101017598.0,G,487.11
3819582,,Ex,
4459509,113430532.0,F,388.77
4464904,113497853.0,B2,100.74
4445971,112523360.0,C3,223.81
4394488,,A3,
4455217,109681171.0,C3,206.41
4459382,,C1,
4448105,,B3,
4436980,112588652.0,E2,378.85
4452118,105795322.0,C3,213.22
4460952,,C2,
4370941,112591318.0,E1,300.18
4453793,113180970.0,C1,
4444426,113203061.0,C3,223.08
4416742,109519736.0,G,536.84
4454874,113288450.0,F,386.1
4427863,107965022.0,D1,254.8
4417942,112931498.0,C3,223.63
4455862,,Ex,
4453344,112615240.0,C1,170.05
4406420,108501784.0,D2,261.87
4412831,,D1,
4446919,113159800.0,E1,
4450801,112666417.0,G,619.1
4464918,113252936.0,F,434.55
4455562,,E1,
4468301,,D1,
4461593,102569043.0,C2,
4413243,105923353.0,G,
4467749,,E2,
4466295,,B3,
4357357,102165925.0,C1,166.12
4468296,,D1,
4460214,112715776.0,E2,363.07
4461400,100767334.0,D2,296.81
4456068,113277271.0,B3,147.62
4434005,,A3,
4431677,,A2,
4452943,,A2,
4451782,,A2,000.00
4311571,,A3,
4432485,,A2,
4150331,,A3,
4456424,,A3,
4458688,,A2,
4458621,,A2,
4421057,,A3,
4431676,,A3,
4452947,,A2,
4311578,,A3,
4446018,,A2,
4456427,,A3,
4458623,,A2,
4445978,,A2,
4458679,,A2,
4431668,,A2,
4452946,,A2,
4421070,,A3,
4431674,,A3,
4421080,,A3,
4311590,,A3,
4432427,,A2,
4431530,,A3,
4421065,,A3,
4437489,,A3,
4437486,,A3,
4437487,,A3,
4361472,100415181.0,C2,178.59
4063113,109902437.0,G,631.53
3819694,108878141.0,F,396.5
4315061,,C3,
4447149,108808759.0,C1,154.18
4452870,113263289.0,G,486.27
4444610,113177810.0,D1,246.69
4440691,,Ex,
4432530,107332322.0,E2,375.68
4433879,105679930.0,D1,246.61
4451530,,E2,
4466033,113500599.0,E1,317.77
4425168,,B3,
4467569,,Ga,
4439108,,C1,
4436503,,Ex,
4432075,,F,
4450064,,Fa,
4443153,100229616.0,D2,292.73
4434872,112805528.0,A2,34.64
4431481,113068290.0,G,475.43
4457583,113308530.0,E2,357.49
4466931,,C1,
4451882,112635024.0,E2,373.8
4442375,110051083.0,G,511.73
4443625,113165393.0,B3,135.58
4462196,105047476.0,C3,218.09
4418227,102007630.0,F,439.76
4422371,112681325.0,F,434.49
4453012,111434312.0,E1,333.9
4419478,,A3,
4436579,102038114.0,B3,133.98
4452267,,G,
4453800,,E2,
4452654,113226716.0,C3,224.67
4433861,107716631.0,G,
4462544,113020820.0,E2,373.75
4453284,,E2,
4460792,,D1,
4460955,,G,
4461181,,B2,
4427737,113044093.0,C2,194.16
3468034,,C1,
4460077,106488539.0,F,423.16
4467924,,Ex,
4447320,,F,
4439539,,C2,
4439925,,D2,
4464876,105737647.0,B2,119.14
4466147,113463087.0,C3,211.16
4467263,113463087.0,C3,211.16
4440160,,Ex,
4449436,,Ex,
4385731,108544818.0,B3,137.11
4450165,113224307.0,C1,155.83
4458078,110268158.0,E1,332.31
4462508,113463574.0,B3,142.95
4454188,113263669.0,E1,322.3
4457542,,C3,
4467995,113482061.0,C1,168.1
3866891,109549691.0,C1,172.79
4423405,113133813.0,D2,288.58
4447664,113142343.0,D1,242.16
4457951,,pe,
4463579,,G,
4375156,102797461.0,C2,
4456185,110267515.0,C1,157.86
4459844,,A3,
4445721,113192181.0,C2,51.38
4461695,113459184.0,C2,175.29
4421208,112987896.0,F,1202.05
4449458,110747607.0,G,1714.11
4444417,106331614.0,A2,33.39
4434073,,Ex,
4451457,,C3,
4463501,106777105.0,C3,219.7
4452581,,C3,
4229207,,B3,
4465056,,G,
4441524,105276695.0,D2,284.01
4449625,102469814.0,C3,208.64
4432388,109551234.0,D2,284|
4455228,,C1,
4447245,113253264.0,B3,128.88
4466148,,Ex,
107228,110391117.0,F,
4463778,113519938.0,E2,356.73
4456930,113410336.0,C3,205.15
4449106,105605224.0,C2,
4467716,112868922.0,F,388.87
4467597,113051114.0,G,
3253698,100530906.0,E2,378.19
4445153,101745792.0,C2,192 
4464650,,E2,
4442777,11083294.0,C1,162.91
4454195,113162655.0,C1,151.2
4319606,111918397.0,C3,207.17
4466677,,C1,
4467223,113529234.0,E2,373.28
4454115,,Ex,
4462914,107625550.0,E2,355.96
4456486,,C2,
4460109,111521167.0,B3,144.28
4412471,,C3,
4457748,112508429.0,B3,148.1
4459368,112491899.0,Th,
4433616,113090625.0,E1,
4441275,112900550.0,D2,
4456627,,D1,
3674626,,B3,
4461143,113413447.0,C3,200.1
4461694,,Ex,
4457652,,Ex,
4465160,,Ex,
4441498,,F,
4428881,113032742.0,F,421.15
4452594,,C2,
4419498,,C2,
4450239,,C2,
4449453,113222889.0,B3,140.62
4455937,113222889.0,B3,140.62
4461458,111380408.0,C2,209.46
4462517,107595993.0,B3,129.04
4465178,,D2,
4434519,108236332.0,B2,
4461753,113501696.0,D2,266.56
4454307,108769910.0,C3,207.47
4468637,110593365.0,G,920.99
4459689,800493934.0,C2,
4441085,,Ex,
4462482,,B3,
4443501,,A2,
4467930,113230502.0,C1,172.22
4461009,,Ex,
4448661,,B3,
4447992,113178081.0,B3,143.21
4464626,105359491.0,B2,
4429767,112282355.0,D1,245.12
4462260,113055487.0,G,
4413151,112892195.0,E1,311.09
4307152,,Ex,
4430095,,Ex,
4464289,,C1,
4449155,113058309.0,G,460.68
4451795,,C2,
4459413,,D1,
4459425,,Ex,
4451696,113220479.0,E1,317.71
4466361,109761908.0,G,520.77
4467961,,D1,
4415578,,Ex,
4466114,,E1,
4458356,,C2,
4456431,113194203.0,D1,248.34
4434582,111617080.0,C3,206.8
4444666,,G,
4443460,,C2,
4418583,112873435.0,B3,144.55
4459679,107605339.0,B3,138.26
4449439,113218218.0,D2,274.35
4417183,,C3,
4404755,,Ex,
4451014,113244149.0,C1,158.22
4449667,113248710.0,C2,194.07
4468646,,G,
4466387,103019436.0,B3,148 
4449854,113147102.0,D2,288.55
4443649,,B3,
4463958,113138135.0,C3,207.28
4447745,113211635.0,B3,137.53
4467008,,F,404.29
4460837,,G,
4462111,113141956.0,B1,88.06
4435217,112400254.0,C1,153.53
4456203,108852260.0,B3,136.72
4362275,,A3,
4462941,,A3,
4467068,,C3,
4447326,113172423.0,B3,136.35
4437140,,G,
4451214,113412597.0,C2,"175,59"
4463822,113473706.0,C2,
4417001,,D1,
4462433,105549034.0,C2,189.44
4392747,111271219.0,E1,
4460409,,Ex,
4360756,,Ex,
4440648,,Ex,
4410493,,Ex,
4467638,,Ex,
4432547,,Ex,
4466468,,Ex,
4447962,,A3,0000|
4462326,,A3,
4462330,,A3,
4437349,0.0,A3,000.00
4460774,105576029.0,C3,220.92
4458295,,G,
4451761,103145041.0,B3,148.95
4438919,113130710.0,D2,277.96
4437914,107364200.0,C2,198.91
4462450,,F,
4463522,,Ex,
4438067,,G,
4467610,,G,
4444780,110798089.0,D1,230.81
4459430,,E1,
4453582,,C3,
4420661,106350317.0,B1,98.88
4420963,113026363.0,C3,219.92
4418371,111843157.0,F,408.57
4436273,,C3,
4467427,,C3,
4419847,,C2,
4458187,100092741.0,D2,296.67
4435052,101841575.0,C1,174.8
4452905,,A2,
4431532,,A2,
4382882,105504641.0,D2,292.55
4455876,,B3,
4466385,113521611.0,D1,238.21
4433528,101295574.0,F,403.42
4431021,111888749.0,D1,
4465908,113501472.0,G,623.12
4467879,113254692.0,A3,58.54
4458214,,B3,
4452956,113226757.0,C3,212.58
4414417,,G,
4454709,,A2,
4463350,109511972.0,C2,178.77
4436905,,C3,
4419388,,C2,
4462417,,D2,
4465813,103373957.0,D1,256.73
4443377,105735484.0,D2,272.32
4362511,112533013.0,F,434.55
4430291,,G,
4461189,108714494.0,E1,331.52
4445058,112566609.0,B3,143.39
4434137,100153261.0,B3,
4432462,113082598.0,F,410.04
4461487,,Ex,
4454202,,BE,
4461426,113476196.0,E1,
4440908,113148340.0,G,
2862255,,N,0 
4427732,,C3,
4441461,103470175.0,C1,162.29
4467981,111529061.0,C1,172.71
4462014,103892386.0,C2,184.46
3845068,,C1,
4425585,110505724.0,E2,93.51
4468227,,D2,
4437880,,D1,
4454796,113287858.0,D2,278.96
4445511,,C2,
4468307,,C2,
4454467,110326949.0,D1,
4454216,111165049.0,B3,149.96
4231570,113210058.0,C2,178.19
4415699,112340062.0,C3,
4463839,,Ex,
4460469,113444913.0,E1,319.69
4455997,,D1,
4439728,,C2,
4437208,112540679.0,D1,256.86
4458177,113168587.0,D1,226.25
4440704,110936887.0,A2,58.24
4456777,111662862.0,G,800.33
4452596,113257877.0,D1,
4459690,106486715.0,E2,361.06
4459691,,Ex,
4459692,,Ex,
4459693,,Ex,
3780435,,Ex,
4461185,110043858.0,C2,198.8
4453420,100473297.0,D2,278.07
4438131,104134952.0,B2,113.81
4441831,103146171.0,B1,98.51
4451366,,Ex,
4440550,113070569.0,C2,178.23
4463664,,D1,
4060376,109930214.0,D1,257.41
4436527,,C3,
4434785,,D2,
4422312,,D2,
4448991,,E2,
4439683,,Ex,
4466128,,G,
4456080,100741875.0,B3,148.11
4436624,105720346.0,C1,154.56
4461097,,C2,
4456946,113238034.0,,
4460103,108872508.0,C3,210.59
4463352,113255194.0,F,
4461622,107122255.0,G,1314.38
4465736,,E1,
4441503,113154199.0,B3,
4432694,108431339.0,E1,303.57
4466863,,C1,
4458024,100895564.0,D1,
4352543,,G,
4449958,,D1,
4436010,105945638.0,C3,207.88
4453335,109949156.0,C3,208.73
4462134,113138093.0,D2,290 
4427998,101089282.0,D1,245.51
4412898,112438627.0,G,613.37
4457999,113459150.0,F,402.75
4450767,,Ex,
4412884,,G,
4417142,,D1,
4455836,112503735.0,D2,265.24
4462162,104296512.0,C3,224.91
4458315,109927715.0,F,396.18
4442440,113173785.0,B2,121.17
4455748,112503735.0,D2,265.24
4455142,113426563.0,E2,356.43
4465979,111445664.0,F,401.23
4416737,112967864.0,C1,171.44
4456700,113304059.0,C2,178.26
4456020,,C3,
4455108,,D2,
4467296,,B2,
4459065,113433148.0,G,
4439081,,Aw,
4466900,,E1,
4456718,,G,
4462274,113235386.0,G,960.55
4454299,,E2,
4452776,113120869.0,D2,
4465133,,G,451.82
4457714,,pe,
4431102,,Ex,
4433632,112760459.0,G,601.74
4437232,,G,
4447842,113205249.0,D1,245.8
4462704,108506874.0,B2,113.55
4459603,,D1,
4459934,,D1,
4454539,111301974.0,G,463.57
4449178,,Ex,
4449257,,G,
4429228,,G,
4458626,111557302.0,C2,190.4
4445154,113186282.0,E2,377.45
4458754,113014526.0,G,485.83
4452876,,D2,
4465897,,E2,
4468895,,E2,
4467480,113531669.0,G,554.87
4456477,112951728.0,G,518.35
4455338,,D2,
4451681,,E1,
4447365,113207831.0,F,403.41
4468599,109839928.0,C2,176.67
4451357,113173454.0,D2,289.41
4411117,,F,
4446142,112513981.0,C1,158.03
4464032,,D2,
4429739,,A2,30 
4372603,,C1,
4460120,106360043.0,C3,
4371175,,C3,
4461924,113457204.0,G,462.1
4432314,,A3,
4233197,102070570.0,C3,203.9
4464324,,B1,
4400861,,B2,
4426670,,A2,
4443201,113129837.0,E1,312.48
4446073,,D2,
4423477,,B3,
4441650,,C1,
4456628,,Ex,
4461735,,B3,
4445051,112216387.0,E2,355.78
4425003,100854363.0,C3,204.35
4458738,113307466.0,E1,300.27
4453840,,D2,
4435916,,Ex,
4465791,108079021.0,B1,92.99
4467413,113553937.0,G,480.45
4416244,,A3,
4416219,,A3,
4416196,,A3,
4416207,,A3,
4459920,105135602.0,D1,254.73
4443294,,Pe,
4450693,111531182.0,A3,56.98
4436467,113107544.0,B2,123.86
4454712,,D1,
4462223,,D1,
4455565,,C1,
4338676,104690946.0,C2,189.23
4449860,113260483.0,C1,174.78
4438955,,G,
4467029,,B3,145.87
4463601,,F,
4455299,112416151.0,D1,247.67
4445050,,E2,
4448947,100102847.0,C1,174.01
4451387,,Ex,
4461789,,A3,
4375003,113068415.0,D1,253.63
4442552,109550442.0,E2,363.29
4451531,113309132.0,B3,
4331600,111159760.0,F,382.02
4444991,103621520.0,C1,
4449835,112329644.0,C3,204.53
4449033,,Ex,
4458061,,Ex,
4468708,113521637.0,E2,
4465508,,A3,
4463383,,A2,
4463412,,A2,
4463391,,A2,
4439315,113103998.0,D2,269.41
4457494,107437915.0,D2,275.29
4443435,113165674.0,F,438.45
4461147,,Ex,
4452658,,E1,
4372992,109540765.0,G,783.27
4394522,,C1,
4459226,,En,
4412720,112686480.0,C1,153.3
4435047,,C2,
4434616,112622022.0,B3,145.7
4466074,111487799.0,C3,206.14
4467015,106043656.0,G,495.58
4440491,,Ex,
4464770,,B1,
4455721,113145130.0,E1,305.23
4438057,106876964.0,C2,176.07
4462437,,D1,
4441292,113108054.0,F,411.87
4441103,,F,
4454706,,A2,
4466595,113522304.0,C3,220.27
4460291,,Ex,
4376230,,A1,
4236363,103742920.0,C1,161.87
4447361,,C1,
4445225,108021627.0,D2,269.21
4468327,113498208.0,G,851.76
4420579,112378583.0,E1,332.10
4443881,113176044.0,C2,185.4
4459572,,C3,
4457752,113417091.0,D2,281.9
4467902,113417091.0,D2,281.90
4466328,113511778.0,C1,174.07
4430024,111176970.0,F,425.55
4458327,,D1,
4437837,103659678.0,C2,197.08
3971193,109685768.0,B2,113.56
4416528,112576137.0,C1,166.68
4443203,101782225.0,C3,207.38
4454741,,G,
4468912,108098062.0,B3,134.98
4451740,,Ex,
4439136,,Ex,
4464911,107405276.0,D2,293.3
4417129,108573460.0,C2,188.83
4432972,,C1,
4449143,110270352.0,F,396.92
4452813,,B3,
4452140,100842921.0,C1,156.97
4375914,112455803.0,D1,240.54
1908587,,A3,
4363294,,A3,
4285504,111450532.0,D1,251.86
4436520,,D1,
4456173,,E1,
4467589,,E2,
4275958,,E1,
4467614,113512701.0,F,418.01
4466483,108143025.0,C2,193.70
4437105,107612038.0,D1,237.67
4415249,,B3,
4440545,,B3,
4460280,108844952.0,C3,201.83
4421213,,Ex,
4298526,,Ex,
4446724,113169973.0,C3,206.38
4436732,100167691.0,E1,355.79
4467737,,A2,
4468353,,D2,
4447543,,F,
4414345,112903422.0,F,441.09
4441593,,G,
4461401,113458970.0,F,432.97
4468185,107434383.0,C1,169.55
4454608,100742121.0,D1,
4454193,107504581.0,E1,304.97
4463722,113533459.0,F,416.65
