G-ID,"Ann.Mean_Crime_0","Total_Crime_0","Ann.Mean_Crime_1","Total_Crime_1","Ann.Mean_Crime_2","Total_Crime_2","Ann.Mean_Crime_3","Total_Crime_3","Ann.Mean_Crime_4","Total_Crime_4","Ann.Mean_Crime_5","Total_Crime_5","Ann.Mean_Crime_6","Total_Crime_6","Ann.Mean_Crime_7","Total_Crime_7","Ann.Mean_Crime_8","Total_Crime_8","Ann.Mean_Crime_9","Total_Crime_9","Ann.Mean_Crime_10","Total_Crime_10","Ann.Mean_Crime_11","Total_Crime_11"
20401,0.42,5,1.67,20,0.58,7,1.25,15,3.08,37,0.08,1,0.0,0,0.0,0,2.0,24,0.0,0,2.83,34,0.0,0
20404,46.42,557,33.08,397,43.75,525,53.0,636,41.5,498,6.17,74,0.0,0,25.5,306,256.5,3078,1.58,19,74.67,896,8.5,102
20405,7.75,93,5.92,71,3.08,37,10.0,120,3.25,39,1.0,12,0.0,0,1.0,12,23.92,287,0.17,2,6.83,82,0.75,9
20407,18.92,227,13.33,160,12.25,147,28.42,341,12.83,154,1.25,15,0.0,0,1.17,14,121.5,1458,0.75,9,27.83,334,2.25,27
20408,6.0,72,6.0,72,1.67,20,7.83,94,5.17,62,0.58,7,0.08,1,2.33,28,14.08,169,0.17,2,7.75,93,0.58,7
20410,7.17,86,6.5,78,1.42,17,8.42,101,5.0,60,0.33,4,0.25,3,2.5,30,31.0,372,0.0,0,7.42,89,0.5,6
20411,5.33,64,5.92,71,4.0,48,7.08,85,6.08,73,0.67,8,0.0,0,1.08,13,8.08,97,0.0,0,8.5,102,1.0,12
20413,2.5,30,6.75,81,2.5,30,4.58,55,3.67,44,0.33,4,0.0,0,0.17,2,12.25,147,0.33,4,8.25,99,0.5,6
20414,22.33,268,30.58,367,14.58,175,65.25,783,12.17,146,3.83,46,0.08,1,4.0,48,33.83,406,1.75,21,96.17,1154,4.33,52
20416,10.83,130,40.67,488,10.17,122,44.92,539,13.17,158,5.25,63,0.17,2,3.58,43,20.67,248,1.33,16,94.08,1129,3.08,37
20417,235.08,2821,326.5,3918,297.83,3574,591.75,7101,185.0,2220,71.58,859,2.25,27,225.0,2700,1061.67,12740,48.67,584,1609.42,19313,71.17,854
20418,132.75,1593,180.08,2161,180.67,2168,529.67,6356,88.75,1065,22.58,271,0.92,11,121.17,1454,399.83,4798,23.67,284,581.67,6980,68.67,824
20419,191.58,2299,305.17,3662,205.17,2462,693.58,8323,125.25,1503,52.83,634,1.58,19,115.58,1387,424.67,5096,28.83,346,1011.08,12133,51.83,622
20420,11.33,136,22.58,271,3.58,43,25.25,303,9.17,110,2.17,26,0.08,1,2.0,24,11.5,138,0.92,11,54.67,656,1.08,13
20421,8.0,96,18.67,224,3.17,38,17.58,211,4.75,57,1.5,18,0.08,1,1.75,21,6.25,75,0.67,8,38.83,466,1.42,17
20422,8.92,107,18.92,227,4.0,48,20.17,242,5.0,60,1.25,15,0.08,1,2.92,35,6.5,78,0.58,7,38.17,458,0.75,9
20423,10.08,121,15.67,188,4.08,49,13.25,159,5.33,64,1.42,17,0.0,0,3.67,44,24.25,291,0.25,3,27.0,324,1.25,15
20424,3.25,39,16.25,195,1.58,19,6.17,74,9.42,113,1.5,18,0.0,0,0.92,11,4.42,53,0.42,5,25.75,309,0.25,3
20425,6.33,76,10.25,123,2.17,26,11.42,137,4.67,56,0.67,8,0.0,0,1.25,15,7.83,94,0.5,6,29.25,351,0.5,6
20426,8.17,98,13.92,167,3.92,47,18.17,218,5.0,60,1.75,21,0.17,2,1.25,15,13.5,162,0.33,4,34.33,412,1.25,15
20427,10.33,124,13.33,160,2.5,30,14.17,170,6.67,80,1.0,12,0.17,2,2.25,27,10.5,126,0.25,3,24.08,289,0.42,5
20428,3.0,36,7.17,86,1.75,21,7.42,89,1.75,21,0.92,11,0.08,1,2.08,25,4.75,57,0.42,5,11.08,133,0.25,3
20430,20.58,247,31.5,378,5.67,68,38.58,463,18.25,219,3.75,45,0.17,2,8.42,101,36.67,440,0.75,9,47.5,570,3.33,40
20431,9.58,115,10.67,128,5.83,70,17.42,209,8.17,98,3.5,42,0.0,0,2.92,35,33.92,407,0.25,3,26.92,323,0.5,6
20433,9.67,116,12.08,145,2.5,30,10.58,127,3.42,41,1.67,20,0.17,2,0.83,10,17.67,212,0.08,1,14.08,169,0.33,4
20434,8.25,99,11.33,136,4.42,53,12.5,150,4.67,56,1.5,18,0.0,0,1.08,13,13.75,165,0.25,3,21.42,257,0.83,10
20435,6.42,77,7.58,91,1.42,17,8.5,102,3.5,42,0.67,8,0.0,0,0.75,9,6.67,80,0.0,0,11.67,140,0.67,8
20436,28.08,337,26.5,318,9.08,109,33.08,397,10.58,127,5.83,70,0.08,1,8.42,101,63.42,761,0.17,2,49.25,591,3.33,40
20437,4.25,51,10.0,120,4.33,52,11.33,136,4.42,53,2.17,26,0.08,1,0.75,9,6.67,80,0.25,3,21.5,258,0.5,6
20438,6.75,81,13.58,163,3.92,47,15.0,180,3.5,42,0.67,8,0.0,0,1.08,13,13.25,159,0.5,6,21.0,252,1.25,15
20439,4.33,52,9.83,118,3.42,41,12.58,151,2.58,31,1.17,14,0.0,0,2.58,31,6.75,81,0.17,2,27.08,325,1.0,12
20440,48.25,579,48.25,579,21.17,254,84.83,1018,37.42,449,11.33,136,0.33,4,23.92,287,116.83,1402,2.42,29,137.42,1649,7.42,89
20441,31.0,372,26.33,316,6.33,76,41.5,498,13.33,160,4.75,57,0.17,2,5.08,61,42.58,511,0.58,7,50.58,607,3.17,38
20442,3.33,40,12.08,145,1.83,22,10.42,125,2.75,33,0.42,5,0.0,0,1.33,16,6.92,83,0.17,2,19.0,228,0.58,7
20444,3.83,46,5.17,62,1.42,17,7.08,85,2.17,26,0.5,6,0.0,0,0.33,4,4.67,56,0.08,1,6.75,81,0.67,8
20447,130.08,1561,147.42,1769,162.25,1947,243.58,2923,131.5,1578,41.0,492,0.67,8,110.42,1325,541.58,6499,11.42,137,489.0,5868,28.5,342
20448,1.75,21,4.58,55,1.33,16,3.83,46,3.25,39,0.75,9,0.0,0,0.17,2,2.33,28,0.0,0,8.08,97,0.5,6
20449,4.92,59,5.75,69,2.67,32,7.92,95,6.17,74,1.33,16,0.0,0,0.5,6,5.33,64,0.08,1,10.5,126,0.58,7
20450,8.5,102,7.0,84,6.08,73,11.42,137,6.75,81,1.33,16,0.0,0,1.5,18,17.0,204,0.25,3,21.92,263,0.58,7
20452,59.58,715,34.33,412,52.33,628,108.0,1296,43.0,516,12.08,145,0.0,0,11.08,133,163.33,1960,4.08,49,154.83,1858,8.67,104
20454,8.33,100,23.33,280,10.0,120,20.25,243,11.17,134,1.58,19,0.25,3,1.83,22,21.58,259,0.17,2,43.67,524,1.33,16
20455,33.17,398,26.92,323,23.25,279,73.83,886,17.0,204,5.33,64,0.25,3,14.67,176,77.83,934,1.33,16,58.83,706,8.92,107
20460,2.5,30,3.42,41,0.67,8,2.92,35,2.0,24,0.42,5,0.0,0,0.5,6,2.25,27,0.0,0,5.42,65,0.0,0
20461,23.42,281,21.33,256,19.58,235,40.75,489,16.58,199,3.33,40,0.0,0,3.92,47,81.17,974,0.58,7,37.58,451,2.75,33
20462,22.92,275,33.17,398,24.25,291,39.5,474,27.33,328,4.5,54,0.25,3,11.83,142,53.58,643,0.5,6,83.67,1004,4.08,49
20464,10.08,121,16.08,193,6.0,72,14.42,173,8.58,103,0.5,6,0.0,0,1.5,18,13.08,157,0.33,4,31.08,373,1.17,14
20466,6.67,80,9.92,119,3.75,45,7.83,94,4.42,53,1.33,16,0.0,0,0.5,6,6.67,80,0.25,3,17.08,205,1.17,14
20468,23.33,280,23.25,279,9.33,112,45.33,544,22.92,275,2.67,32,0.0,0,5.42,65,91.5,1098,0.17,2,60.42,725,2.0,24
20469,1.67,20,5.08,61,0.33,4,3.25,39,0.83,10,0.58,7,0.0,0,0.17,2,1.17,14,0.0,0,15.17,182,0.08,1
20470,3.83,46,7.75,93,3.42,41,4.92,59,3.67,44,0.25,3,0.0,0,1.25,15,4.75,57,0.08,1,9.67,116,0.17,2
20473,6.92,83,6.25,75,0.83,10,9.58,115,5.75,69,0.58,7,0.0,0,0.67,8,18.42,221,0.0,0,17.92,215,0.08,1
20474,10.5,126,10.5,126,6.33,76,19.92,239,7.33,88,1.08,13,0.08,1,2.5,30,19.58,235,0.08,1,25.33,304,0.75,9
20475,316.0,3792,393.67,4724,260.83,3130,607.33,7288,224.08,2689,111.08,1333,2.0,24,176.5,2118,1497.08,17965,30.83,370,1455.58,17467,33.75,405
20476,32.92,395,61.58,739,20.08,241,59.58,715,38.33,460,10.92,131,0.17,2,6.25,75,53.92,647,2.17,26,145.92,1751,2.5,30
20478,15.75,189,40.83,490,6.0,72,21.67,260,21.67,260,5.58,67,0.08,1,2.17,26,16.25,195,0.58,7,55.83,670,0.83,10
20479,7.92,95,11.58,139,2.17,26,7.83,94,6.58,79,1.75,21,0.0,0,0.92,11,6.33,76,0.08,1,21.08,253,0.08,1
20480,18.42,221,26.42,317,4.58,55,25.5,306,14.42,173,4.33,52,0.0,0,3.75,45,36.08,433,0.42,5,42.92,515,1.42,17
20481,3.33,40,4.42,53,0.5,6,1.67,20,2.08,25,0.08,1,0.17,2,0.42,5,6.75,81,0.0,0,4.75,57,0.0,0
20483,18.25,219,7.75,93,8.08,97,28.75,345,17.17,206,2.92,35,0.08,1,5.75,69,66.83,802,0.33,4,32.42,389,2.83,34
20484,0.33,4,1.25,15,0.42,5,1.5,18,1.83,22,0.17,2,0.0,0,0.33,4,1.0,12,0.0,0,3.58,43,0.17,2
20485,3.67,44,3.75,45,1.83,22,7.0,84,6.5,78,0.83,10,0.0,0,0.42,5,6.17,74,0.0,0,9.17,110,0.33,4
20487,5.5,66,3.0,36,0.33,4,8.0,96,3.5,42,0.25,3,0.0,0,0.33,4,5.42,65,0.0,0,7.42,89,0.42,5
20488,2.83,34,5.33,64,2.33,28,4.08,49,3.42,41,2.33,28,0.0,0,0.0,0,5.33,64,0.17,2,13.17,158,1.5,18
20489,1.75,21,0.83,10,0.67,8,3.33,40,1.42,17,0.0,0,0.0,0,0.17,2,3.92,47,0.08,1,2.33,28,0.0,0
20490,43.33,520,33.67,404,16.17,194,57.42,689,37.5,450,14.75,177,0.08,1,14.0,168,134.42,1613,0.67,8,91.0,1092,3.5,42
20492,3.25,39,9.08,109,1.58,19,3.92,47,5.17,62,0.33,4,0.08,1,0.42,5,4.92,59,0.17,2,9.92,119,0.25,3
20493,1.42,17,3.67,44,0.5,6,2.75,33,2.5,30,0.58,7,0.0,0,0.0,0,3.5,42,0.0,0,5.58,67,0.17,2
20495,2.5,30,6.08,73,0.5,6,6.17,74,1.83,22,0.42,5,0.08,1,0.75,9,2.0,24,0.0,0,10.58,127,0.67,8
20496,8.67,104,17.25,207,3.42,41,15.33,184,6.33,76,2.42,29,0.0,0,1.67,20,13.67,164,0.25,3,34.67,416,0.67,8
20497,2.08,25,5.25,63,0.67,8,4.75,57,4.75,57,1.42,17,0.0,0,0.33,4,5.0,60,0.0,0,12.08,145,0.17,2
20498,6.75,81,8.67,104,1.5,18,11.75,141,4.17,50,1.17,14,0.0,0,1.25,15,8.58,103,0.0,0,20.33,244,0.08,1
20499,3.83,46,9.83,118,2.33,28,8.92,107,5.33,64,1.08,13,0.0,0,0.75,9,5.67,68,0.17,2,15.08,181,0.33,4
20500,13.17,158,3.0,36,0.83,10,11.42,137,8.92,107,0.83,10,0.08,1,1.58,19,16.08,193,0.08,1,7.83,94,0.08,1
20501,2.17,26,1.25,15,0.17,2,2.08,25,0.75,9,0.17,2,0.0,0,0.08,1,1.58,19,0.0,0,2.92,35,0.25,3
20502,6.5,78,3.5,42,0.5,6,6.5,78,7.67,92,1.08,13,0.0,0,0.67,8,6.67,80,0.0,0,7.0,84,0.5,6
20503,5.42,65,6.67,80,1.33,16,11.75,141,5.17,62,1.5,18,0.0,0,0.75,9,9.92,119,0.17,2,15.67,188,0.17,2
20504,5.92,71,2.0,24,0.0,0,3.67,44,2.58,31,0.08,1,0.0,0,0.67,8,3.42,41,0.0,0,3.5,42,0.42,5
20505,66.33,796,132.58,1591,54.0,648,156.25,1875,56.92,683,10.58,127,0.17,2,12.08,145,165.83,1990,4.42,53,206.5,2478,6.25,75
20506,3.67,44,0.83,10,0.5,6,2.92,35,1.0,12,0.17,2,0.08,1,0.25,3,4.83,58,0.0,0,3.17,38,0.08,1
20507,17.5,210,18.0,216,22.5,270,26.0,312,34.0,408,6.42,77,0.08,1,8.17,98,65.17,782,0.42,5,56.33,676,2.0,24
20508,1.42,17,5.75,69,1.33,16,2.75,33,3.92,47,0.5,6,0.0,0,0.33,4,3.58,43,0.0,0,9.08,109,0.25,3
20509,4.58,55,17.5,210,2.5,30,8.33,100,11.5,138,2.17,26,0.0,0,0.67,8,6.17,74,0.25,3,28.25,339,0.25,3
20510,2.67,32,3.67,44,3.42,41,5.33,64,5.0,60,1.08,13,0.0,0,0.42,5,9.5,114,0.0,0,8.33,100,0.33,4
20514,49.25,591,47.08,565,19.25,231,53.83,646,45.75,549,15.0,180,0.0,0,13.08,157,116.42,1397,1.33,16,137.17,1646,3.67,44
20515,1.92,23,6.17,74,0.83,10,4.5,54,4.17,50,1.58,19,0.0,0,0.67,8,4.33,52,0.17,2,9.17,110,0.17,2
20517,6.67,80,9.17,110,2.92,35,7.58,91,5.67,68,1.25,15,0.08,1,1.83,22,5.83,70,0.08,1,12.67,152,0.42,5
20519,0.83,10,2.08,25,0.08,1,0.83,10,1.33,16,0.08,1,0.08,1,0.0,0,0.83,10,0.08,1,1.67,20,0.0,0
20520,4.92,59,6.17,74,0.5,6,3.58,43,2.58,31,1.5,18,0.0,0,0.08,1,8.42,101,0.0,0,9.75,117,0.5,6
20521,57.75,693,47.92,575,35.08,421,92.33,1108,40.42,485,19.5,234,0.17,2,39.58,475,209.5,2514,2.58,31,156.5,1878,10.58,127
20522,2.42,29,4.42,53,0.92,11,4.92,59,4.0,48,0.5,6,0.0,0,0.92,11,4.33,52,0.0,0,6.08,73,0.5,6
20523,3.17,38,2.5,30,0.58,7,2.17,26,1.92,23,0.33,4,0.0,0,0.25,3,31.33,376,0.0,0,4.92,59,0.08,1
20524,0.92,11,2.58,31,0.08,1,2.08,25,2.0,24,0.0,0,0.0,0,0.0,0,1.67,20,0.0,0,4.92,59,0.17,2
20526,7.17,86,12.0,144,1.08,13,7.75,93,7.92,95,3.42,41,0.0,0,1.25,15,22.08,265,0.08,1,20.33,244,0.67,8
20527,0.58,7,2.33,28,0.25,3,1.17,14,1.0,12,0.08,1,0.0,0,0.0,0,1.0,12,0.0,0,2.67,32,0.08,1
20528,2.33,28,10.5,126,0.42,5,7.33,88,5.67,68,0.67,8,0.0,0,1.33,16,4.83,58,0.42,5,18.0,216,0.17,2
20529,2.25,27,4.42,53,0.17,2,1.83,22,3.08,37,1.5,18,0.0,0,0.58,7,2.17,26,0.0,0,7.58,91,0.08,1
20530,18.5,222,22.58,271,9.0,108,22.5,270,12.33,148,6.33,76,0.08,1,3.25,39,35.5,426,0.5,6,52.33,628,1.25,15
20533,3.58,43,5.83,70,2.08,25,4.67,56,2.67,32,1.17,14,0.0,0,0.5,6,4.83,58,0.25,3,7.92,95,0.17,2
20534,6.33,76,9.42,113,3.33,40,7.92,95,4.33,52,0.92,11,0.0,0,0.33,4,9.92,119,0.25,3,20.5,246,0.58,7
20535,3.0,36,3.25,39,5.42,65,2.33,28,1.42,17,0.33,4,0.0,0,0.67,8,2.08,25,0.08,1,7.92,95,0.0,0
20536,1.58,19,4.08,49,1.25,15,2.5,30,3.0,36,1.17,14,0.0,0,0.5,6,2.5,30,0.08,1,10.25,123,0.25,3
20537,46.75,561,19.5,234,25.5,306,24.25,291,14.33,172,5.08,61,0.08,1,15.17,182,45.33,544,0.33,4,49.17,590,4.0,48
20538,23.42,281,25.67,308,9.58,115,27.5,330,14.5,174,5.58,67,0.08,1,4.08,49,58.25,699,0.0,0,44.17,530,2.67,32
20539,7.17,86,5.67,68,1.17,14,10.58,127,5.17,62,1.08,13,0.0,0,0.75,9,6.42,77,0.25,3,13.25,159,0.75,9
20543,68.08,817,46.75,561,21.92,263,77.58,931,43.0,516,13.33,160,0.08,1,24.58,295,139.75,1677,1.67,20,113.58,1363,5.08,61
20544,4.58,55,3.83,46,1.17,14,4.58,55,3.25,39,0.5,6,0.0,0,0.5,6,3.58,43,0.17,2,9.25,111,0.17,2
20545,1.17,14,3.42,41,0.33,4,2.25,27,4.17,50,1.17,14,0.08,1,0.42,5,1.42,17,0.0,0,8.83,106,0.08,1
20547,5.42,65,3.25,39,0.25,3,3.33,40,3.0,36,1.0,12,0.0,0,0.83,10,5.0,60,0.0,0,7.17,86,0.33,4
20548,6.58,79,5.75,69,1.33,16,6.5,78,3.33,40,0.83,10,0.0,0,0.83,10,13.58,163,0.08,1,16.08,193,0.25,3
20549,3.33,40,6.08,73,1.17,14,6.0,72,6.0,72,0.67,8,0.0,0,0.33,4,2.25,27,0.0,0,10.83,130,0.42,5
20550,3.5,42,6.33,76,0.5,6,5.17,62,4.08,49,1.33,16,0.0,0,0.75,9,2.92,35,0.0,0,10.92,131,0.5,6
20551,94.75,1137,70.5,846,46.0,552,153.17,1838,59.92,719,24.17,290,0.42,5,19.5,234,276.25,3315,3.42,41,274.92,3299,7.17,86
20554,4.33,52,6.67,80,0.92,11,9.67,116,4.75,57,0.67,8,0.0,0,0.25,3,9.42,113,0.17,2,14.5,174,0.25,3
20555,2.92,35,6.5,78,0.25,3,4.58,55,4.67,56,0.75,9,0.0,0,0.25,3,4.08,49,0.0,0,13.83,166,0.5,6
20558,8.42,101,8.08,97,1.75,21,10.83,130,8.92,107,1.67,20,0.0,0,1.5,18,15.17,182,0.08,1,16.25,195,0.75,9
20559,5.83,70,5.83,70,1.83,22,12.0,144,5.42,65,1.17,14,0.08,1,0.25,3,7.92,95,0.0,0,16.58,199,0.58,7
20561,3.0,36,2.0,24,0.83,10,2.33,28,1.83,22,0.75,9,0.0,0,0.0,0,2.5,30,0.0,0,10.08,121,0.33,4
20562,95.75,1149,58.5,702,37.58,451,151.58,1819,51.33,616,23.33,280,0.08,1,15.92,191,231.83,2782,2.5,30,174.92,2099,8.83,106
20564,11.25,135,14.42,173,4.0,48,14.92,179,11.0,132,2.5,30,0.0,0,1.42,17,18.83,226,0.25,3,22.42,269,0.42,5
20566,17.33,208,5.25,63,2.42,29,23.25,279,15.42,185,3.08,37,0.0,0,2.25,27,38.58,463,0.25,3,21.92,263,1.33,16
20569,5.33,64,2.42,29,1.33,16,4.58,55,4.33,52,0.92,11,0.0,0,0.0,0,5.58,67,0.08,1,7.58,91,0.0,0
20570,3.17,38,1.08,13,0.0,0,1.92,23,1.0,12,0.25,3,0.5,6,0.08,1,1.0,12,0.0,0,2.0,24,0.0,0
20571,5.08,61,1.58,19,0.25,3,7.5,90,1.42,17,0.25,3,0.0,0,0.25,3,16.25,195,0.0,0,3.17,38,0.17,2
20572,32.5,390,18.08,217,12.92,155,42.17,506,26.33,316,8.75,105,0.25,3,3.42,41,70.5,846,1.25,15,71.83,862,4.42,53
20573,1.67,20,2.5,30,0.08,1,2.75,33,2.58,31,0.25,3,0.0,0,0.08,1,3.25,39,0.0,0,4.67,56,0.0,0
20574,2.42,29,4.42,53,0.17,2,2.08,25,3.58,43,1.42,17,0.0,0,0.08,1,3.92,47,0.42,5,9.5,114,0.58,7
20575,3.08,37,6.33,76,1.08,13,6.75,81,4.83,58,0.83,10,0.0,0,0.25,3,3.83,46,0.08,1,15.17,182,0.25,3
20576,20.75,249,14.58,175,5.25,63,26.33,316,13.75,165,3.25,39,0.58,7,1.08,13,30.5,366,0.67,8,37.25,447,1.67,20
20577,3.33,40,3.83,46,1.33,16,6.17,74,3.42,41,0.25,3,0.0,0,0.08,1,4.42,53,0.0,0,11.42,137,0.17,2
20578,2.17,26,3.17,38,0.83,10,3.83,46,3.42,41,0.67,8,0.08,1,0.08,1,2.83,34,0.0,0,5.17,62,0.08,1
20580,17.83,214,12.33,148,4.25,51,27.92,335,11.0,132,2.25,27,0.42,5,2.92,35,44.75,537,0.42,5,31.67,380,1.08,13
20581,9.5,114,9.08,109,2.58,31,18.17,218,4.08,49,1.67,20,0.0,0,1.42,17,13.25,159,0.08,1,23.08,277,1.42,17
20582,14.83,178,13.0,156,3.33,40,18.17,218,8.75,105,2.25,27,0.08,1,2.33,28,28.83,346,0.08,1,37.08,445,1.67,20
20583,5.0,60,6.17,74,1.17,14,5.75,69,3.42,41,0.5,6,0.0,0,0.42,5,7.67,92,0.0,0,12.08,145,0.67,8
20584,18.08,217,16.42,197,4.33,52,19.83,238,12.0,144,4.25,51,0.0,0,2.08,25,38.08,457,0.58,7,39.5,474,1.42,17
20585,8.42,101,11.17,134,5.08,61,12.83,154,8.25,99,1.5,18,0.0,0,0.75,9,13.92,167,0.0,0,23.25,279,0.67,8
20586,53.92,647,53.42,641,17.92,215,79.08,949,38.42,461,9.0,108,0.25,3,5.08,61,199.5,2394,1.5,18,98.25,1179,3.83,46
20587,4.33,52,8.17,98,2.42,29,9.33,112,5.17,62,1.42,17,0.0,0,0.5,6,9.25,111,0.17,2,16.5,198,0.83,10
20588,4.92,59,1.75,21,0.67,8,5.58,67,3.58,43,0.58,7,0.0,0,0.08,1,4.08,49,0.0,0,5.0,60,0.17,2
20590,4.0,48,4.75,57,1.58,19,10.58,127,3.42,41,0.58,7,0.08,1,0.25,3,2.75,33,0.0,0,10.75,129,0.42,5
20591,3.25,39,1.25,15,0.08,1,3.58,43,1.58,19,0.25,3,0.0,0,0.0,0,3.92,47,0.0,0,4.75,57,0.17,2
20592,150.58,1807,140.75,1689,137.83,1654,407.75,4893,100.08,1201,52.75,633,0.75,9,60.33,724,476.17,5714,10.08,121,510.67,6128,31.42,377
20593,10.0,120,14.0,168,6.75,81,21.17,254,15.92,191,3.67,44,0.08,1,2.5,30,17.67,212,0.58,7,27.33,328,1.17,14
20594,1.25,15,3.17,38,0.25,3,2.42,29,1.5,18,0.25,3,0.0,0,0.42,5,0.83,10,0.08,1,5.58,67,0.08,1
20595,3.25,39,2.92,35,2.42,29,6.0,72,2.17,26,0.33,4,0.0,0,0.58,7,3.75,45,0.08,1,7.08,85,0.25,3
20597,2.0,24,3.83,46,1.67,20,3.67,44,4.08,49,0.5,6,0.0,0,0.08,1,1.92,23,0.25,3,11.67,140,0.5,6
20598,4.75,57,13.75,165,2.58,31,14.17,170,7.33,88,1.83,22,0.0,0,1.58,19,6.25,75,0.17,2,26.58,319,0.42,5
20599,12.0,144,10.25,123,6.17,74,19.92,239,12.83,154,2.75,33,0.08,1,4.5,54,30.08,361,0.42,5,25.17,302,2.83,34
20600,14.92,179,20.17,242,5.33,64,22.67,272,10.67,128,3.25,39,0.0,0,4.42,53,24.0,288,0.33,4,29.42,353,1.75,21
20601,5.67,68,5.08,61,2.58,31,7.75,93,3.33,40,0.92,11,0.0,0,0.83,10,6.17,74,0.17,2,14.25,171,0.08,1
20602,3.33,40,9.25,111,1.58,19,5.75,69,6.08,73,1.83,22,0.0,0,1.25,15,7.5,90,0.17,2,14.83,178,0.33,4
20605,49.67,596,37.0,444,17.75,213,73.5,882,46.08,553,13.83,166,0.17,2,10.58,127,157.42,1889,0.5,6,107.75,1293,3.92,47
20608,10.25,123,12.0,144,0.75,9,17.17,206,6.42,77,2.08,25,0.08,1,1.0,12,40.0,480,0.33,4,21.75,261,2.08,25
20610,14.5,174,22.17,266,2.83,34,26.33,316,14.17,170,2.5,30,0.17,2,2.5,30,51.42,617,0.25,3,35.58,427,1.83,22
20611,3.92,47,11.58,139,1.33,16,6.33,76,4.67,56,0.67,8,0.0,0,0.58,7,4.92,59,0.08,1,17.58,211,0.42,5
20612,14.0,168,15.0,180,4.58,55,20.58,247,11.92,143,4.17,50,0.0,0,3.17,38,36.75,441,0.17,2,42.17,506,3.0,36
20615,7.33,88,7.08,85,3.0,36,11.67,140,3.83,46,0.83,10,0.17,2,1.25,15,10.75,129,0.08,1,18.42,221,0.5,6
20617,1.75,21,1.83,22,0.0,0,1.42,17,0.67,8,0.17,2,0.0,0,0.25,3,6.0,72,0.0,0,2.67,32,0.17,2
20618,2.08,25,2.92,35,4.92,59,2.08,25,1.0,12,0.25,3,0.0,0,25.92,311,7.58,91,0.0,0,6.17,74,0.42,5
20619,231.92,2783,107.58,1291,86.67,1040,305.83,3670,135.58,1627,45.75,549,0.5,6,54.25,651,683.08,8197,6.33,76,459.58,5515,16.75,201
20620,10.33,124,17.08,205,1.08,13,21.83,262,4.58,55,1.0,12,0.17,2,1.17,14,7.5,90,1.58,19,21.75,261,0.75,9
20621,12.08,145,11.42,137,1.92,23,17.42,209,5.67,68,1.17,14,0.08,1,0.92,11,12.75,153,1.17,14,18.92,227,1.08,13
20623,14.67,176,13.58,163,4.42,53,26.17,314,9.17,110,1.0,12,0.0,0,3.58,43,18.0,216,1.25,15,27.75,333,1.42,17
20624,27.92,335,15.42,185,2.42,29,30.33,364,8.58,103,2.5,30,0.33,4,1.58,19,20.92,251,0.92,11,29.83,358,1.42,17
20625,16.83,202,11.67,140,2.83,34,33.58,403,7.83,94,5.83,70,0.25,3,2.0,24,17.92,215,1.0,12,21.75,261,1.0,12
20626,60.25,723,28.42,341,11.08,133,59.17,710,32.42,389,11.25,135,0.5,6,3.25,39,118.33,1420,1.0,12,76.67,920,3.25,39
20627,21.58,259,13.67,164,4.67,56,28.0,336,10.58,127,2.33,28,0.17,2,1.5,18,19.67,236,0.42,5,26.08,313,1.5,18
20628,68.08,817,19.67,236,24.0,288,83.58,1003,57.0,684,9.33,112,0.42,5,13.0,156,185.67,2228,1.08,13,65.58,787,7.33,88
20629,12.42,149,12.5,150,8.92,107,22.75,273,18.0,216,5.75,69,0.25,3,2.92,35,17.92,215,1.0,12,47.92,575,2.42,29
20630,46.42,557,12.75,153,9.92,119,48.0,576,21.58,259,2.17,26,0.17,2,5.67,68,52.25,627,0.33,4,31.0,372,2.75,33
20631,13.67,164,2.58,31,0.92,11,15.75,189,6.42,77,0.92,11,0.0,0,1.0,12,18.25,219,0.0,0,7.75,93,0.92,11
20634,19.0,228,13.33,160,6.0,72,23.17,278,9.42,113,3.92,47,0.17,2,1.42,17,21.67,260,0.17,2,22.17,266,2.33,28
20635,9.33,112,12.5,150,2.33,28,14.67,176,8.75,105,4.0,48,0.17,2,0.25,3,13.33,160,1.25,15,25.92,311,1.17,14
20636,16.08,193,3.58,43,1.67,20,13.17,158,7.67,92,1.83,22,0.08,1,1.58,19,42.83,514,0.25,3,15.0,180,0.75,9
20637,9.33,112,5.75,69,0.83,10,13.17,158,6.33,76,1.75,21,0.0,0,0.75,9,27.58,331,0.0,0,11.33,136,0.5,6
20638,6.75,81,6.25,75,0.5,6,15.42,185,6.5,78,0.92,11,0.0,0,0.83,10,12.17,146,0.0,0,9.83,118,0.83,10
20640,12.33,148,5.33,64,2.0,24,10.58,127,12.67,152,0.83,10,0.08,1,1.0,12,13.17,158,0.25,3,15.25,183,1.17,14
20641,4.67,56,6.75,81,0.42,5,11.67,140,4.75,57,0.42,5,0.25,3,0.25,3,17.92,215,0.08,1,9.0,108,0.83,10
20642,2.67,32,1.67,20,0.17,2,6.25,75,2.67,32,0.5,6,0.08,1,0.42,5,4.0,48,0.0,0,5.92,71,0.33,4
20643,12.92,155,6.5,78,4.25,51,20.75,249,12.92,155,1.5,18,0.0,0,1.75,21,49.25,591,0.0,0,14.5,174,1.25,15
20644,8.83,106,3.33,40,2.42,29,9.92,119,7.25,87,0.58,7,0.08,1,0.5,6,12.42,149,0.08,1,9.75,117,1.08,13
