G-ID,Lat (WGS84 GPS),Long (WGS84 GPS),X (TM65 IE Grid),Y (TM65 IE Grid)
20659,54.548230998078786,-7.834878012099452,210734.0,366667.0
20257,52.34982201036382,-7.325476951200932,246014.0,122189.0
20114,53.1591630733976,-7.187796239442557,254379.0,212351.0
20111,53.03165190702914,-7.303075277516881,246806.0,198079.0
20224,52.286258677090174,-7.317606834178772,246617.0,115121.0
20391,51.88516357268539,-10.361780917385786,37438.0,72907.0
20269,52.881907030806744,-8.353676285339953,176239.0,181245.0
20496,53.09001061042728,-8.22042230547958,185281.0,204369.0
2026,53.37898641369849,-6.177980530267399,321299.0,238056.01
20644,55.036651013560935,-7.650725323618176,222380.0,421083.0
20624,54.87440212294029,-7.594370183894731,226088.0,403040.0
20151,53.22212196676093,-6.997540865173592,267007.0,219519.0
2014,53.28179332833403,-6.464710550302071,302452.0,226791.0
20313,52.076081354688704,-8.284331440585854,180555.0,91552.0
20120,52.85671591719932,-7.597832656798697,227140.0,178459.0
20201,52.93099503578953,-6.226499988052657,319306.0,188123.0
2015,53.29738793993335,-6.288149184300443,314186.0,228794.0
20225,52.30745318558883,-7.503769152710909,233897.0,117376.0
20430,52.52336954868407,-8.939032218435862,136312.0,141701.0
2017,53.32131831184267,-6.267005522175023,315531.0,231491.0
20376,52.084274267614575,-9.214233083895154,116814.0,93121.0
20645,55.09579934540517,-7.53256182214256,229891.0,427712.0
20170,52.880429572357976,-6.695362012447717,287882.0,181820.0
20139,53.351093640611246,-7.194827696189566,253668.0,233706.0
20602,54.1295711300253,-8.399999912282016,173899.0,320125.0
20147,53.27022261160859,-6.816384322999007,279018.0,225057.0
2086,53.413280075668794,-7.301826490151606,246475.0,240552.0
20674,54.120162799458754,-7.009370558602631,264824.0,319458.0
2013,53.33789563131259,-6.40601991383977,306227.0,233120.0
20611,53.83286485078121,-7.9228258869008,205130.0,287028.0
20501,53.386369117173224,-9.60990693194026,92932.0,238537.0
20514,53.629839128101594,-8.193579792610247,187242.0,264445.0
20274,52.95615936030007,-7.798777688471793,213573.0,189469.0
20354,51.577565319463254,-9.031503978043274,128542.0,36549.0
20597,54.3053655362673,-8.546547272083378,164470.0,339757.0
20179,52.24874896037622,-6.334103759309023,313825.0,112036.0
20178,52.26964937312631,-6.384843635870392,310308.0,114283.0
20204,53.063045396869285,-6.224673684746286,319065.0,202820.0
20419,52.65078254067142,-8.614977723066566,158428.0,155643.0
2019,53.38973030936633,-6.2516299625101635,316369.0,239129.0
20464,52.90683081970757,-8.534770342978982,164068.0,184094.0
20344,51.52871643809008,-9.541356536105727,93084.0,31736.0
20666,54.280271359366324,-7.063627582457286,261040.0,337231.0
2042,53.23352900522929,-6.12100561184825,325516.0,221968.0
20452,52.70789357825589,-8.877222611748566,140757.0,162182.0
20685,53.99219788880657,-6.900789055026197,272145.0,305320.0
20278,52.686936189412826,-8.047135497054441,196862.0,159490.0
20167,52.75456602872421,-6.537502558398911,298794.0,168019.0
20131,52.98467929088535,-7.934135573968782,204473.0,192626.0
20578,53.51985055079648,-9.0876198816436,127908.0,252736.0
20454,52.7401006561165,-8.777943198542818,147506.0,165689.0
2073,53.57959427934089,-6.106954458677863,325432.0,260503.0
20355,51.54858689697628,-9.264133171841797,112360.0,33578.0
20594,54.24460295446579,-8.72039823991413,153084.0,333095.0
2082,53.709683172021705,-6.547507903106839,295959.0,274295.0
20592,54.2692541258543,-8.471261639295914,169344.0,335702.0
20106,53.86056395332334,-7.601680285300307,226257.0,290182.0
20394,51.8389125123664,-9.903960422731194,68822.0,66838.0
20484,53.46531909083613,-9.721434606356443,85724.0,247496.0
20237,52.536383265092404,-7.2285813065915345,252395.0,143015.0
2032,53.350451870152476,-6.252247134162363,316435.0,234757.0
20115,53.017674051100606,-7.151595618412548,256987.0,196633.0
20517,53.780763347120036,-8.103817107728732,193205.0,281231.0
20362,51.99050943355849,-8.760365552558875,147817.0,82265.0
2070,53.481959804356826,-6.733431057076537,284134.0,248716.0
208,53.33019505949488,-6.298724179839038,313394.0,232428.0
20692,54.19610671095101,-7.703836761552367,219379.0,327498.0
20580,53.940639443139496,-8.95220555612609,137517.0,299441.0
2025,53.45601931354164,-6.221114487383202,318215.0,246556.0
20173,52.32202496806725,-6.651721827285249,291982.0,119738.0
2016,53.28680560467453,-6.367839690324143,308900.0,227492.0
20215,52.09370495606811,-8.00730784346021,199549.0,93475.0
20413,52.572737402522634,-9.375430733052722,106797.0,147669.0
20368,51.83852684592237,-8.99285530296328,131616.0,65547.0
20527,53.40321840221997,-8.141042442859224,190668.0,239214.0
20276,52.77414832662607,-8.07501100323597,194987.0,169197.0
20272,52.796629103701676,-7.835080794476258,211174.0,171709.0
20273,52.790293867277434,-7.720095859799581,218933.0,171028.0
2018,53.30981410046755,-6.2880269947194725,314161.0,230177.0
20234,52.528952073217795,-7.140037147090545,258413.0,142256.0
20243,52.67571580679915,-7.81189822361592,212773.0,158257.0
20342,51.64266349507233,-8.766251604082589,147006.0,43566.0
20168,52.796724353677114,-6.4692815115149225,303300.0,172806.0
20280,52.47605458024209,-8.162894902863714,188981.0,136034.0
20292,51.876428170449316,-8.486298515058833,166559.0,69410.0
20270,52.84968298286886,-8.036504544958731,197590.0,177601.0
20379,52.26949179842672,-9.708843556685329,83396.0,114411.0
20220,52.16147191937261,-7.153410570854187,257984.0,101354.0
2064,53.553118666433065,-6.789292822901516,280291.0,256571.0
20543,53.515659472862616,-8.855882292800551,143273.0,252060.0
20600,54.051569725397385,-8.73426385371369,151957.0,311618.0
20466,52.865389745483725,-8.754775429756192,149217.0,179615.01
20134,53.2760536608729,-7.494908156037368,233744.0,225171.0
20156,52.803828394738645,-6.733392883005773,285472.0,173250.0
20536,53.77744473196951,-8.251820505236907,183447.0,280886.0
20249,52.72205371599879,-7.579834237489653,228440.0,163480.0
20687,53.83444167504821,-7.081929224371133,260492.0,287592.0
20300,51.907131876354796,-8.474511534920213,167393.0,72821.0
20206,52.26018579707088,-7.113675302414548,260568.78,112370.58
20311,52.013441532750655,-8.342032955518842,176566.0,84599.0
20586,53.79906591152995,-9.519427224337226,99932.0,284334.0
20172,52.335541940950115,-6.461992167659045,304886.0,121500.0
20331,51.82707155006393,-8.227820435058785,184343.0,63831.0
20199,52.981435992618856,-6.042625643127803,331516.0,194057.0
20544,53.67714359507181,-8.578412782687131,161825.0,269848.0
20493,53.0476075186584,-8.400134998385537,173214.0,199702.0
20332,51.9480639626009,-7.842756327526685,210862.0,77281.0
