S-ID,Name,Type,Ranking,Num Pupils
16991I,CARNAROSS N S,primary,,178
16992K,CLONGEEN MXD N S,primary,,95
16995Q,S N NAOMH COLMCHILLE,primary,,84
17003A,S N SEOSAMH,primary,,84
17005E,S N AN GHLEANNA,primary,,202
17007I,S N ARD RAITHIN,primary,,113
17011W,MOCOMHOG N S,primary,,23
17012B,S N AN FHOSSA,primary,,257
17017L,S N PHADRAIG,primary,,183
17018N,SCOIL PHADRAIG,primary,,81
17020A,QUILTY NS,primary,,27
17021C,S N PADRAIG NAOFA,primary,,91
17024I,SCOIL NA CROISE NAOFA,primary,,171
17025K,S N NA NDUN,primary,,148
17026M,CLARECASTLE NATIONAL SCHOOL,primary,,361
17029S,S N NAOMH CIANAIN,primary,,84
17031F,SHINCHILL N S,primary,,279
17035N,S N MHIN TEINEADH DE,primary,,23
17036P,S N NAOMH COLMCHILLE,primary,,194
17039V,S N COILL MOR,primary,,8
17040G,SN NAOMH SAMHTHANN,primary,,59
17045Q,ST PATRICKS B N S,primary,,212
17050J,S N NAOMH SHEAMUIS,primary,,20
17051L,S N NA FUAR COILLEADH,primary,,96
17053P,BISHOP FOLEY MEMORIAL SCHOOL BOYS SNR SCH,primary,,251
17054R,S N ARD CIANAIN,primary,,102
17055T,S N NAOMH MHUIRE,primary,,703
17057A,Scoil Phádraig,primary,,126
17059E,SCOIL NA MBRAITHRE SN,primary,,287
17060M,CONVENT OF MERCY N S,primary,,119
17064U,SCOIL PADRAIG,primary,,261
17068F,SCOIL SEAN TSRAIDE,primary,,143
17069H,S N MUIRE NAOFA,primary,,88
17071R,S N BAILE A MHOININ,primary,,25
17072T,S N CILL CRUINN,primary,,111
17073V,S N CHOLMCILLE,primary,,143
17079K,S N CARRAIG AN IME,primary,,19
17082W,SCOIL CHOMAIN NAOFA,primary,,93
17083B,S N MUIRE GAN SMAL B,primary,,340
17084D,CILL AN IUBHAIR N S,primary,,33
17087J,S N AN CHLOCHAIR,primary,,192
17088L,Scoil Uí Ghramhnaigh,primary,,207
17089N,CLUAIN MAOLAIN N S,primary,,224
17091A,S N MUIRE,primary,,273
17093E,S N BHREANDAIN NAOFA,primary,,216
17095I,S N NA CEALLTRAIGHE,primary,,73
17096K,S N NMH FHINGIN,primary,,36
17098O,S N TIGHEARNAIN NAOFA,primary,,91
17099Q,St Joseph's National School,primary,,281
17100V,S N RATH ARADH,primary,,13
17101A,SCOIL CRE CUMHRA,primary,,231
17102C,CLUAIN BUINNE N S,primary,,122
17103E,Scoil Chlochair Mhuire National School,primary,,470
17104G,ST FRANCIS JUNIOR NATIONAL SCHOOL,primary,,200
17105I,MUIRE GAN SMAL C,primary,,288
17108O,ST JOHNS INFANTS N S,primary,,230
17110B,NAOMH LORCAN O TUATHAIL SENIOR BOYS,primary,,65
17112F,BALLYHEA N S,primary,,179
17114J,S N AN GHABHAILIN,primary,,100
17117P,S N CUL GREINE,primary,,114
17118R,S N NAOMH FHURSA,primary,,136
17119T,Scoil Naisiunta Balla Aluinn,primary,,188
17122I,SN EADAN FHIONNFHAOICH,primary,,17
17123K,KILMAINHAM WOOD N S,primary,,119
17124M,ARDEE MONASTERY,primary,,256
17125O,DIFFEREEN N S,primary,,40
17126Q,SCOIL ENDA,primary,,51
17127S,ST JOSEPHS NS,primary,,145
17129W,S N NAOMH PADRAIG,primary,,16
17130H,SCOIL NAOMH DUBHTHACH,primary,,38
17133N,S N AN BAILE NUA,primary,,113
17138A,SCOIL CILL COLMAIN,primary,,133
17140K,S N BAILE SLUAGH,primary,,22
17148D,S N EOIN BAISDE GIRLS SENIOR,primary,,407
17150N,ST MARYS BNS,primary,,277
17152R,S N CNOC SCEACH,primary,,217
17154V,S N BREANDAIN NAOFA,primary,,39
17155A,ATHLACCA N S,primary,,127
17156C,SCOIL NAOMH AINE GIRLS SENIOR SCHOOL,primary,,168
17159I,S N AN GARRAIN BHAIN,primary,,184
17161S,KILTALLAGH N S,primary,,32
17162U,S N BHRIGHDE,primary,,102
17167H,BL OLIVER PLUNKETT N S,primary,,100
17168J,S N INIS EOGHANAIN,primary,,310
17170T,BAILE MOR SIOL ANMCADHA,primary,,68
17171V,S N CUILINN UI CAOIMH,primary,,66
17174E,S N BHRIGHDE,primary,,52
17175G,BOHERMEEN N S,primary,,250
17176I,S N REALT NA MARA,primary,,51
17179O,S N AN CILLIN,primary,,118
17180W,S N NA GCLUAINTE,primary,,104
17181B,ST JOSEPHS N S,primary,,626
17182D,MHICHIL NAOFA N S,primary,,84
17184H,OOLA NATIONAL SCHOOL,primary,,91
17188P,S N CHIARAIN NAOFA,primary,,71
17189R,RATH EOGHAN N S,primary,,52
17194K,S N BAILE UI COILEAIN,primary,,55
17195M,C.B.S. PRIMARY,primary,,463
17197Q,S N AN LEATH BHAILE,primary,,66
17198S,S N MUIRE GAN SMAL,primary,,414
17200C,S N COLMAIN,primary,,16
17203I,S N ULTAIN NAOFA,primary,,90
17206O,GLEBE N S,primary,,28
17207Q,S N DOMHNACH PADRAIG,primary,,129
17209U,COONEAL N.S.,primary,,98
17210F,CLOCHAR LUGHAIDH CAILIN,primary,,451
17211H,CLOCHAR LUGHAIDH NAOIDH,primary,,295
17212J,SCOIL NAIS CNOC AINE,primary,,153
17213L,S N MHUIRE,primary,,137
17214N,St. Vincent's Primary School,primary,,283
17217T,SCOIL NA MBRAITHRE,primary,,238
17218V,KILKENNY MIXED N S,primary,,206
17220I,S N BHRIGHDE,primary,,88
17221K,SN COLMCILLE,primary,,86
17222M,S N MHICHIL NAOFA,primary,,60
17223O,S N MUIRE IS GEARARD,primary,,199
17224Q,S N MUIRE GAN SMAL,primary,,160
17228B,CLOCHAR MUIRE N S,primary,,143
17230L,SCOIL NAOMH BRID,primary,,102
17231N,S N CILL CUIMIN,primary,,160
17233R,St Clare's National School,primary,,209
17235V,S N CHAOMHAIN TORRCHOILL,primary,,218
17236A,BOHER N S,primary,,19
17237C,S N CILL BARFHIONN,primary,,68
17240O,S N TAMHNACH DHUIBH,primary,,82
17241Q,S N DOMHNACH MOR,primary,,45
17242S,S N PAIRC NA SLINNE,primary,,11
17244W,S N NAOMH RUADHAIN,primary,,28
17245B,DRIPSEY N S,primary,,97
17246D,S N CLUAIN AN ATHA,primary,,30
17251T,OVENS N S,primary,,433
17253A,S N CAISLEAN AN CUMAIR,primary,,57
17254C,SCOIL CHORBAIN,primary,,518
17260U,SCOIL AN LINBH ÍOSA,primary,,211
17263D,S N MUIRE AN SEAN BAILE,primary,,62
17265H,RATHDRUM BOYS N S,primary,,143
17266J,BALLANAGARE N S,primary,,60
17268N,SN AN BR M O CLEIRIGH,primary,,215
17270A,S N COLM CILLE,primary,,50
17271C,SCOIL MHUIRE MUIGHEO,primary,,38
17273G,S N BAILE NA CILLE,primary,,31
17276M,SCOIL NA MBRAITHRE,primary,,195
17277O,ST EDWARDS N S,primary,,138
17280D,S N BAILE ATHA N RIOGH,primary,,147
17281F,TOGHER N S,primary,,46
17283J,S N PADRAIG NAOFA,primary,,91
17289V,S N CAOMHAIN,primary,,32
17290G,DYSART NS,primary,,37
17295Q,S N NA RINNE,primary,,152
17296S,S N BAILE NA HINSE,primary,,124
17297U,S N FEARGHAIL NAOFA,primary,,229
17298W,KILBEHENNY N S,primary,,77
17299B,SCOIL MHUIRE,primary,,96
17300G,LIOS MAIGHIR,primary,,50
17301I,S N TEACH CAOIN,primary,,57
17304O,ANNACURRA N S,primary,,136
17312N,S N CUL AN MHUILINN,primary,,103
17313P,OUR LADY OF LOURDES,primary,,235
17314R,SCOIL NAOMH EOIN DEA,primary,,336
17315T,SCOIL DAIRBHRE MIXED,primary,,96
17318C,SCOIL AN LEINBH IOSA BOYS SENIORS,primary,,281
17321O,S N AN COILL MHOR,primary,,25
17323S,MONKSTOWN N S,primary,,212
17324U,SCOIL NAOMH BREANDAN,primary,,22
17326B,SN NAOMH FEIDHLIM BOYS SNR SCH,primary,,252
17327D,Holy Family Primary School,primary,,332
17328F,SCOIL ROISIN,primary,,59
17329H,S N PAROISTEACH,primary,,23
17330P,SCOIL N MOLING-GLYNN,primary,,52
17331R,S N AN DROMA,primary,,38
17332T,ST MARYS PAROCHIAL SCHOOL,primary,,25
17336E,S N MHUIRE BAINRIOGHAN,primary,,62
17338I,S N CILL BONAIN,primary,,94
17339K,S N NAOMH CHIARAIN,primary,,85
17341U,MAYNOOTH B N S,primary,,570
17349N,S N AN LEANA MHOIR,primary,,11
17351A,S N NAOMH MHUIRE,primary,,673
17353E,S N CILL TROSTAIN,primary,,15
17354G,S N PADRAIG,primary,,149
17355I,MUIRE NA DEA COIRLE GIRLS SENIOR,primary,,126
17356K,MUIRE NA DEA COIRLE INF,primary,,176
17357M,S N BAILE AN PHIULL,primary,,332
17358O,S N NAOMH EIRC,primary,,113
17360B,S N MHUIRE,primary,,364
17362F,S N BREANDAN NAOFA,primary,,88
17363H,SN CROS TSEAIN,primary,,227
17364J,SCOIL BAILE AN AIRD,primary,,124
17365L,Two Mile Community National School,primary,,26
17367P,"MARY, HELP OF CHRISTIANS G.N.S.",primary,,435
17368R,CROI RONAOFA MEASCAITHE,primary,,81
17373K,S N CLOCHAR MHUIRE,primary,,389
17374M,S N CHRION CHOILL,primary,,37
17432A,MAGH MORA N S,primary,,36
17438M,SHANAGOLDEN N S,primary,,117
17440W,S N NAOMH MAODHOG,primary,,68
17441B,SCOIL MHUIRE,primary,,16
17443F,S N FIONNTAIN,primary,,185
17444H,S N SEOSAMH NAOFA,primary,,204
17447N,S N CRANNAIGHE BUIDHE,primary,,35
17450C,S N MHAODHOIG,primary,,177
17456O,S N RONAIN,primary,,39
17459U,CHRIST THE KING I G,primary,,55
17462J,SCOIL NAIS MHICHIL,primary,,50
17463L,S N BRIOCAIN,primary,,37
17464N,"FIONNBARRA NAOFA B.N.S.,",primary,,139
17465P,DOMINICAN CONVENT GIRLS SENIOR SCHOOL,primary,,197
17466R,ST CATHERINES INFANT SCHOOL,primary,,136
17469A,SCOIL CUILM CILLE,primary,,36
17470I,ST RAPHAELAS N S,primary,,444
17471K,S N SHEAN BHOTH,primary,,31
17472M,BAILE FALBACH,primary,,79
17475S,S N AINE NAOFA,primary,,99
17479D,SCOIL MHUIRE,primary,,99
17480L,S N BAILE CHEANT,primary,,252
17481N,ST BRENDANS N S,primary,,23
17482P,CLOGHER NS,primary,,27
17483R,CARRAHOLLY N S,primary,,82
17485V,S N PADRAIG NAOFA,primary,,34
17486A,S N CLEIREACHAIN,primary,,203
17487C,SCOIL NAIS CATHAIR CHINN LIS,primary,,123
17488E,SN AN AILL BHREACH,primary,,40
17489G,S N FIONNTAN NAOFA,primary,,77
17490O,S N LORCAIN NAOFA,primary,,53
17493U,ROSENALLIS N S,primary,,92
17494W,S N AN RATH MHOR,primary,,84
17498H,S N NAOMH SHEOSAMH,primary,,102
17500O,S N MUIRE MXD,primary,,40
17501Q,Bennekerry National School,primary,,424
17502S,S N NAOMH THOMAIS,primary,,70
17503U,S N ADHAMHNAIN,primary,,143
17505B,S N CILL RUADHAIN,primary,,387
17506D,S N BREANDAN NAOFA,primary,,68
17507F,S N PADRAIG NAOFA,primary,,181
17508H,S N NAOMH CHOLUMCHILLE,primary,,213
17510R,S N TREASA NFA,primary,,113
17511T,S N BAILE AN IUBHAIR,primary,,28
17512V,S N FLANNAIN NAOFA,primary,,61
17513A,S N CILL BHRIGHDE,primary,,138
17514C,S N CLUAIN NA GALL,primary,,129
17515E,S N ACHADH BOLG,primary,,113
17517I,DOOLIN MIXED N S,primary,,98
17519M,S N CAISLEAN DOCHRAILL,primary,,18
17520U,S N MHUIRE,primary,,185
17521W,S N COLMCILLE,primary,,206
17522B,KNOCKANORE N S,primary,,91
17523D,S N CRONAIN NAOFA,primary,,217
17525H,Light of Christ National School,primary,,84
17526J,S N ABBAIN,primary,,111
17527L,SCOIL BHRUGH THUINNE,primary,,113
17528N,S N NAOMH CAITRIONA,primary,,173
17529P,S N IOMAIR NAOFA,primary,,22
17531C,BAILE NA MONA,primary,,120
17532E,S N DRUIM SLAOD,primary,,20
17533G,S N RATHAIN,primary,,91
17535K,FIONNABHAIR N S,primary,,167
17536M,S N DUN AILL,primary,,118
17537O,SCOIL PADRAIG NAOFA,primary,,778
17539S,S N CILL CRUAIN,primary,,64
17540D,S N MHANACHAIN,primary,,167
17542H,S N RATH CHAOMHGHIN,primary,,122
17543J,CLOUGHJORDAN N S,primary,,127
17547R,S N BREANDAN NAOFA,primary,,22
17549V,S N CEATHRU CAOL,primary,,100
17550G,SCOIL FHURSA,primary,,248
17553M,S N TAODHBHOG,primary,,37
17554O,S N NMH SEOSAIMH,primary,,139
17555Q,SCOIL NAOMH ABBAN,primary,,53
17557U,SCOIL ABBAIN CILLIN,primary,,94
17559B,S N MHUIRE,primary,,201
17560J,S N SEOSAMH NAOMTHA,primary,,117
17561L,SAMHTHANN N S,primary,,149
17562N,St Paul's National School,primary,,77
17563P,OGONNELLOE NATIONAL SCHOOL,primary,,113
17564R,S N AN CHOIMIN,primary,,77
17566V,S N BHRIDHE,primary,,17
17567A,ALMHAINE N S,primary,,225
17569E,BLESSED OLIVER N S,primary,,328
17570M,S N NA BHFIODH,primary,,74
17571O,Dangan NS,primary,,82
17574U,S N NAOMH CIARAIN,primary,,26
17575W,S N GLEANN COIMHEAD,primary,,87
17576B,SCOIL AN CHOROIN MHUIRE,primary,,461
17579H,S N ATH FHADA,primary,,339
17580P,S N GORT NA HUAIGHE,primary,,132
17583V,S N CNOC AN EIN,primary,,286
17585C,S N BEAL CARADH,primary,,129
17589K,S N CHIARAN NAOFA,primary,,110
17590S,S N MOIN RUADH MIXED,primary,,56
17593B,SCOIL NAOMH MHUIRE,primary,,17
17595F,CILL COSCAIN,primary,,120
17598L,SN AN LEINBH IOSA,primary,,75
17599N,S N BAILE AN LUIG,primary,,21
17600S,S N NA SCAIRTE LEITHE,primary,,458
17601U,S N DOIRE NA CEISE,primary,,144
17602W,S N NAOMH LACHTIN,primary,,175
17603B,SCOIL IOSAGAIN BOYS SENIOR,primary,,68
17604D,RAITHIN AN UISCE N S,primary,,219
17606H,NAOMH MICHEAL N S,primary,,21
17607J,S N SEISEADH UI NEILL,primary,,177
17608L,S N LUA NAOFA,primary,,29
17609N,RATHCORMAC N S,primary,,441
17610V,S N BAILE FADA,primary,,9
17612C,ST GARVANS NS,primary,,108
17613E,S N CAITRIONA NAOFA,primary,,93
17615I,SN NAOMH PROINNSIAS,primary,,35
17616K,NAOMH MHUIRE N S,primary,,88
17617M,SCOIL CHOMHGAIN NAOFA,primary,,398
17622F,S N LASAIR NAOFA,primary,,18
17623H,O'GROWNEY NATIONAL SCHOOL,primary,,358
17625L,CNOC AN TEAMPAILL,primary,,133
17628R,S N NAOMH PADRAIG MXD,primary,,178
17629T,S N PADRAIG NAOFA,primary,,129
17630E,S N MAODHOG,primary,,65
17631G,CEATHRU NA NGARRDHANTA,primary,,206
17633K,S N EOIN BAISTE,primary,,30
17634M,SCOIL AILBHE,primary,,205
17637S,S N SHEOSAIMH NAOFA,primary,,181
17638U,ST JOSEPH'S N.S.,primary,,81
17639W,SCOIL NA MBRAITHRE,primary,,224
17640H,S N COLMAIN NAOFA,primary,,44
17641J,S N REALT NA MARA,primary,,103
17643N,S N CILL BHRIAIN,primary,,34
17644P,SCOIL MHUIRE,primary,,67
17645R,S N CRONAIN,primary,,63
17646T,S N UAIMH BHREANAINN,primary,,182
17647V,MUIRE NA DEA COMHAIRLE,primary,,77
17648A,S N BREANDAIN NAOFA,primary,,35
17650K,S N IDE,primary,,188
17652O,SCOIL OILIBHEIR NAOFA,primary,,223
17653Q,CASTLE INY N S,primary,,24
17655U,S N CALADH NA MUC,primary,,53
17656W,S N OLIBHEIR BEANNUITHE,primary,,70
17660N,S N NAOMH TREASA,primary,,37
17662R,S N BRIGHDE,primary,,664
17663T,ST PATRICKS N S,primary,,211
17665A,S N GLEANN GUAIL,primary,,22
17667E,S N PADRAIG NAOFA,primary,,339
17668G,S N NA BHFORBACHA,primary,,180
17669I,S N TREASA NAOMHA,primary,,70
17674B,ST ANNES NATIONAL SCHOOL,primary,,332
17675D,S N TEAMPALL LOISCITHE,primary,,61
17678J,S N FIONDALBHA,primary,,29
17681V,S N NA MAIGHNE,primary,,97
17682A,S N COLM NAOFA,primary,,33
17683C,MUIRE OG 2 LORETO CON,primary,,218
17686I,SCOIL MHUIRE BNS,primary,,170
17689O,S N TIR AN FHIAIDH,primary,,79
17694H,S N CHLUAININ,primary,,96
17695J,S N MOLAISE,primary,,64
17703F,S N ARD CROINE,primary,,169
17704H,Scoil Fhionáin,primary,,170
17705J,S N CROS BAN,primary,,412
17706L,S N AN MHAOILINN,primary,,55
17707N,S N RATH AN IUBHAIR,primary,,195
17708P,SC CIARAIN,primary,,187
17709R,S N NAOMH MHUIRE,primary,,19
17710C,S N AN CHUILLEANAIG,primary,,162
17712G,S N CHIARDA NAOFA,primary,,62
17714K,S N CILL CAE,primary,,53
17715M,S N RATH A BHARRAIGH,primary,,43
17716O,ST RIAGHANS NS,primary,,22
17720F,SCOIL NAOMH CAOIMHGHIN,primary,,507
17721H,SCOIL TREASA NAOFA,primary,,98
17725P,S N BHRIDE,primary,,33
17726R,S N TULACH ALUINN,primary,,497
17727T,SN CROI MUIRE,primary,,120
17728V,S N TALAMH NA COILLE,primary,,477
17729A,SCOIL NAOMH PROINNSEAS,primary,,127
17730I,S N NA LANAI GLASA,primary,,280
17731K,S N IOSEF NAOFA,primary,,202
17732M,SCOIL CHIARAIN,primary,,133
17734Q,SCOIL EOIN BAISTE,primary,,39
17735S,ST PATRICKS NS,primary,,130
17737W,OUR LADY QUEEN OF PEACE SCHOOL,primary,,347
17738B,SCOIL TOBAR PADRAIG,primary,,150
17741N,SCOIL NAIS AITINN BHUI,primary,,228
17742P,SCOIL NAIS MHUIRE NAOFA,primary,,111
17743R,NAOMH MUIRE N S,primary,,18
17744T,S N GNIOMH GO LEITH B,primary,,121
17746A,SCOIL COLMAIN NAOFA,primary,,307
17747C,S N NA SRONA,primary,,28
17748E,S N PADRAIG NAOFA,primary,,105
17753U,S N CHIARAIN NAOFA,primary,,17
17754W,S N NAOMH EOIN B,primary,,460
17755B,SCOIL NAOMH MHUIRE C,primary,,450
17756D,BALLINABRANNA MXD N S,primary,,195
17758H,SCOIL MHICHIL NAOFA,primary,,32
17759J,S N BRIGHDE,primary,,170
17760R,S N BAILE AN LEASA,primary,,26
17761T,S N MHUIRE,primary,,80
17763A,ROCKCHAPEL N S,primary,,36
17765E,S N RE NA SCRINE,primary,,31
17768K,Scoil Ghormáin Naofa,primary,,126
17769M,S N MHUIRE,primary,,81
17770U,S N NAOMH COLMAIN,primary,,22
17771W,S N MHUIRE,primary,,231
17772B,S N BRIGHDHE NAOFA,primary,,68
17774F,S N LISSARA NAOFA,primary,,97
17776J,S N COMHGHALL,primary,,31
17779P,POWERSTOWN N S,primary,,369
17780A,BALLYHAISE N S,primary,,177
17782E,S N BRIDE NAOFA,primary,,191
17783G,S N CHUIRT DOIGHTE,primary,,82
17784I,S N PADRAIC NAOFA,primary,,205
17785K,SAN NIOCLAS MYRA,primary,,211
17787O,S N COLMCILL NAOFA,primary,,129
17789S,S N CILL TARTAIN,primary,,112
17790D,CURRAGHAGALLA N S,primary,,24
17793J,S N PADRAIG NAOFA,primary,,16
17794L,S N AN PHAIRC,primary,,24
17796P,Our Lady's National School,primary,,34
17799V,S N NA HAILLE,primary,,105
17800D,S N SEOSAMH NFA,primary,,225
17804L,S N CNOC NA MANACH,primary,,111
17806P,CILL CLEITHE N S,primary,,102
17807R,S N CATHAIR GEAL,primary,,87
17808T,ST MARY'S PRIMARY,primary,,125
17810G,SN NICOLAIS NAOFA,primary,,234
17812K,ST MARYS N S,primary,,58
17814O,GEAROID UI GHRIOBHTHA,primary,,38
17816S,COORACLARE B N S,primary,,97
17820J,BRIGHDE NAOFA,primary,,361
17821L,ST. MARY'S PRIMARY SCHOOL,primary,,601
17822N,SCOIL BHRIGHDE,primary,,30
17823P,GLANTANE B N S,primary,,109
17826V,Scoil na Coróine Mhuire,primary,,367
17827A,SCOIL PHADRAIG,primary,,522
17828C,SCOIL ADHAMHNAIN,primary,,153
17829E,S N ATH AN MHUILLINN,primary,,101
17831O,GLEBE NS,primary,,101
17832Q,KILNABOY N S,primary,,84
17837D,SCOIL MHUIRE,primary,,45
17838F,S N EOIN NAOFA,primary,,220
17839H,S N BHEINN NAOFA B,primary,,376
17840P,S N BHEININ NAOFA C,primary,,344
17841R,SN MHUIRE,primary,,23
17845C,SCOIL MHUIRE,primary,,251
17847G,S N AIBHISTIN NAOFA,primary,,30
17848I,S N MHUIRE,primary,,190
17849K,S N O DUBHLAIN,primary,,33
17850S,S N PHADRAIG NAOFA,primary,,30
17854D,S N PADRAIG NAOFA,primary,,388
17856H,S N DUN UABHAIR,primary,,212
17857J,S N AINDREIS NAOFA,primary,,113
17858L,S N COILL AN IARAINN,primary,,174
17863E,SCOIL IARLATHA NAOFA,primary,,67
17867M,SCOIL IOGNAID DE RIS,primary,,203
17868O,SCOIL FREASTOGAIL MUIRE,primary,,288
17869Q,S N CIARAIN NAOFA,primary,,99
17870B,SCOIL BHREANDAIN NAOFA,primary,,50
17871D,SCOIL CILL CHURNAIN,primary,,146
17872F,ST CONLETHS AND MARYS N S,primary,,375
17873H,S N CONNLAODH NAOFA N,primary,,380
17874J,GLENCORRIB N S,primary,,28
17877P,SCOIL MUIRE NAOFA,primary,,102
17881G,SCOIL UI CHONAILL BOYS SENIORS,primary,,182
17882I,S N AODHA NAOFA,primary,,46
17883K,MUIRE NAOFA CASTLECUFFE,primary,,85
17887S,S N NAOMH PADRAIG BOYS SENIOR SCHOOL,primary,,264
17891J,SCOIL MHUIRE,primary,,220
17893N,SANCTA MARIA C B S,primary,,100
17899C,SCOIL CARMEL,primary,,403
17903N,CORR NA MADADH N S,primary,,263
17904P,S N BRUSNA,primary,,58
17905R,S N TOBAIR EOIN BAISDE,primary,,68
17907V,CROSSBRIDGE N S,primary,,57
17911M,COLMCILLE MIXED N S,primary,,28
17912O,S N EOIN BOSCO BUACH,primary,,449
17913Q,S N MHUIRE,primary,,282
17914S,ST OLIVER PLUNKETT,primary,,916
17915U,FREASTOGAIL MHUIRE MXD,primary,,28
17919F,AIBHISTIN NAOFA,primary,,43
17920N,DONARD N S,primary,,148
17921P,S N MOING NA MIOL,primary,,154
17922R,CLOGHANS HILL N S,primary,,5
17923T,S N BEAL AN MHUIRTHEAD,primary,,74
17928G,SN N SAILBHEASTAR NFA,primary,,410
17930Q,S N SEACHNAILL NAOFA,primary,,552
17931S,S N BRIGHDE,primary,,63
17932U,ODHRAN NAOFA N S,primary,,86
17934B,SCOIL BHRIDE,primary,,102
17936F,SN EOIN BAISDE BOYS SENIOR SCHOOL,primary,,331
17937H,SCOIL MOIN A LIN,primary,,889
17940T,S N NA MBUACHAILLI,primary,,158
17945G,SCOIL NAOMH CHAITRIONA,primary,,61
17946I,SCOIL NAIS NAOMH AINE,primary,,25
17947K,SCOIL NAOMH BRIDE,primary,,198
17950W,SHANAGARRY N S,primary,,98
17951B,SCOIL O CURAIN B,primary,,244
17952D,S N NAOMH FHIONAIN,primary,,99
17953F,S N BHAILE EAMONN,primary,,103
17954H,SCOIL CAOIMHIN NAOFA,primary,,456
17955J,MUIRE GAN SMAL,primary,,88
17956L,SCOIL CHOLMCILLE NAOFA,primary,,45
17957N,HOLY FAMILY JUNIOR SCHOOL,primary,,145
17961E,S N LUSCA,primary,,457
17964K,S N MHUIRE NAOFA,primary,,100
17965M,S N BHRIDE,primary,,89
17967Q,S N MULLACH RUA,primary,,27
17968S,URSAILLE NAOFA,primary,,254
17969U,S N MHUIRE,primary,,176
17970F,OUR LADY OF MERCY CONVENT SCHOOL,primary,,270
17972J,S N CILL MHUIRE B,primary,,165
17976R,SCOIL ASSAIM BOYS SENIORS,primary,,297
17977T,SCOIL AINE CONVENT SENIOR,primary,,363
17978V,NAISCOIL IDE,primary,,379
17979A,S N CNOC AINBHIL,primary,,474
17980I,SCOIL MHUIRE,primary,,33
17981K,S N GLEANN NA GCREABHAR,primary,,62
17986U,S N NMH SHEOSAMH,primary,,146
17990L,S N DROM CNAMH,primary,,65
17991N,EOIN NAOFA N S,primary,,110
17993R,SCOIL MHUIRE GAN SMAL B,primary,,442
17994T,S N FHOIRTCHEIRN/FHININ,primary,,120
17995V,S N OILIBHEAR PLUNGLEAD,primary,,98
17996A,GLEN NA SMOL N S,primary,,87
17997C,ST MARYS N S GRANGE,primary,,70
18000W,Scoil Mhuire Naofa,primary,,522
18001B,S N NAOMH LORCAN,primary,,79
18002D,DRUMGALLAGH N S,primary,,30
18003F,S N ATHRACHT NFA,primary,,190
18005J,SCOIL MHUIRE GAN SMAL,primary,,18
18007N,S N OLIBHEAR PLUINCEID,primary,,86
18010C,Davidstown Primary School,primary,,58
18012G,S N CRUACHAIN,primary,,177
18014K,Scoil an Chroi Ro Naofa,primary,,31
18016O,S N COLUMBAIN,primary,,367
18018S,SCOIL BHRIDE N S,primary,,296
18019U,S N CHAOIMHIN NAOFA,primary,,128
18020F,S N AN GHARRAIN,primary,,47
18021H,SN AN CROI RO NAOFA,primary,,237
18023L,Aughnafarcon National School,primary,,49
18024N,SCOIL MUIRE GAN SMAL,primary,,65
18027T,CLOONIQUIN N S,primary,,35
18028V,CORR A CHRAINN NATIONAL SCHOOL,primary,,210
18029A,S N MUIRE GAN SMAL,primary,,65
18030I,SCOIL AILBHE,primary,,131
18031K,S N BRIDE,primary,,65
18032M,S N CLUAIN MUINGE,primary,,177
18033O,KILCOMMON N S,primary,,92
18034Q,S N MHUIRE,primary,,123
18036U,DIARMADA N S,primary,,81
18037W,S N MHUIRE,primary,,79
18038B,ST MARGARETS N S,primary,,95
18039D,NA MINTEOGA N S,primary,,26
18040L,S N NAOMH PADRAIG,primary,,278
18043R,S N MUIRE GAN SMAL,primary,,35
18044T,S N NAOMH PADRAIG,primary,,643
18045V,S N MUIRE GAN SMAL,primary,,245
18046A,SCOIL BRIDE B,primary,,352
18047C,SCOIL BRIDE C,primary,,367
18048E,S N NAOMH DEAGLAN,primary,,118
18049G,MUIRE NA MAINISTREACH,primary,,187
18051Q,"COOLE N.S,",primary,,152
18052S,S N MUIRE GAN SMAL,primary,,432
18053U,SOOEY N S,primary,,131
18054W,HOLLYWOOD N S,primary,,149
18055B,S N MHUIRE,primary,,191
18057F,SCOIL MHUIRE,primary,,313
18058H,SCOIL NAOMH SEOSAMH,primary,,31
18059J,BAILIEBORO N S,primary,,305
18061T,SCOIL MHUIRE,primary,,81
18062V,S N AN GRAINSEACH,primary,,204
18063A,S N NAOMH LORCAIN,primary,,53
18064C,S N MUIRE,primary,,260
18068K,S N PEADAR AGUS POL,primary,,31
18069M,NAOMH SEOSAMH,primary,,292
18070U,Scoil Mhuire gan Smál,primary,,259
18075H,RATHDOMHNAIGH N S,primary,,14
18076J,SCOIL NÁISIÚNTA MUIRE GAN SMÁL,primary,,104
18077L,S N CNOC MACHAN,primary,,21
18078N,SCOIL BHRIDE B7C,primary,,255
18080A,SCOIL MHUIRE MXD,primary,,436
18082E,S N DUMHACH,primary,,39
18084I,SCOIL MHUIRE GAN SMAL,primary,,67
18085K,BALLYNEALE N S,primary,,97
18086M,DUNFANAGHY N S,primary,,28
18087O,S N ODHRAN NAOFA,primary,,57
18089S,SCOIL NAOMH MHUIRE,primary,,243
18090D,S N CILL DAMHAIN,primary,,104
18092H,S N BAILE MHIC ADAIM,primary,,72
18093J,S N CLOCH RINNCE,primary,,154
18094L,S N DUN NA MAINISTREACH,primary,,476
18096P,S N COILL DUBH,primary,,168
18097R,TOGALA MHUIRE,primary,,150
