S-ID,Name,Type,Ranking,Num Pupils
70120F,St Finians Community College,Vocational,,647
70121H,Fingal Community College,Vocational,,854
70130I,Greenhills College,Vocational,,137
70140L,Firhouse Community College,Vocational,393.0,809
70141N,Mount Seskin Community College,Vocational,,325
70150O,Cabra Community College,Vocational,,131
70160R,Clogher Road Community College,Vocational,,204
70180A,Coláiste Eoin,Vocational,,180
70200D,Ringsend College,Vocational,,189
70240P,Kylemore College,Vocational,,394
70250S,Marino College,Vocational,,245
70260V,St Mac Dara's Community College,Vocational,387.0,853
70280E,Rathmines College,Vocational,199.0,103
70300H,Pearse College - Colaiste an Phiarsaigh,Vocational,,106
70310K,Plunket College,Vocational,,83
70321P,Margaret Aylward Community College,Vocational,,146
70330Q,Coláiste Dhúlaigh,Vocational,,155
70350W,St Bricin's College,Vocational,,184
70360C,St. Mogue's College,Vocational,432.0,230
70380I,Breifne College,Vocational,,734
70390L,Virginia College,Vocational,346.0,717
70400L,Borris Vocational School,Vocational,447.0,532
70410O,Coláiste Eoin,Vocational,,227
70420R,Tyndall College,Vocational,,535
70430U,Coláiste Aindriú,Vocational,,88
70440A,Gaelcholáiste Cheatharlach,Vocational,78.0,366
70450D,Killarney Community College,Vocational,,371
70460G,Community College Killorglin,Vocational,,307
70500P,Coláiste na Ríochta,Vocational,,85
70520V,Castleisland Community College,Vocational,,251
70540E,Causeway Comprehensive School,Vocational,451.0,480
70550H,Coláiste Gleann Lí Post Primary School,Vocational,,217
70560K,Gaelcholáiste Chiarraí,Vocational,69.0,350
70570N,Scoil Aireagail,Vocational,,197
70590T,Duiske College,Vocational,,149
70600T,Coláiste Mhuire,Vocational,429.0,593
70610W,City Vocational School,Vocational,,230
70620C,Coláiste Cois Siúire,Vocational,,130
70640I,Grennan College,Vocational,493.0,314
70641K,Coláiste Pobail Osraí,Vocational,,200
70650L,Athy Community College,Vocational,,428
70660O,Curragh Post-Primary School,Vocational,,136
70670R,Colaiste Lorcain,Vocational,449.0,405
70680U,St Conleth's Community College,Vocational,,548
70691C,Confey Community College,Vocational,170.0,763
70700A,Maynooth Post Primary School,Vocational,,967
70710D,Piper's Hill College,Vocational,427.0,935
70720G,St Farnan's Post Primary School,Vocational,,450
70730J,Ardscoil Rath Iomgháin,Vocational,425.0,693
70740M,Glenart College,Vocational,,416
70750P,Scoil Chonglais,Vocational,,499
70760S,Blessington Community College,Vocational,379.0,511
70770V,St Thomas' Community College,Vocational,,16
70790E,Coláiste Bhríde Carnew,Vocational,,871
70800E,St Kevin's Community College,Vocational,241.0,629
70810H,Avondale Community College,Vocational,441.0,535
70821M,Coláiste Raithín,Vocational,142.0,294
70830N,Ennis Community College,Vocational,301.0,463
70840Q,Ennistymon Vocational School,Vocational,,246
70860W,St Michael's Community College,Vocational,293.0,244
70880F,St Joseph's Community College,Vocational,,145
70900I,Scariff Community College,Vocational,295.0,429
70901K,St Anne's Community College,Vocational,147.0,557
70910L,"St. Brogan's College, Bandon",Vocational,,602
70920O,Colaiste Ghobnatan,Vocational,155.0,230
70931T,Scoil Mhuire,Vocational,107.0,98
70950A,Clonakilty Community College,Vocational,244.0,597
70960D,Coachford College,Vocational,333.0,770
70970G,Carrignafoy Community College,Vocational,,321
70990M,Coláiste an Chraoibhin,Vocational,457.0,862
71000A,Colaiste Treasa,Vocational,357.0,549
71020G,Davis College,Vocational,71.0,822
71030J,McEgan College,Vocational,,181
71040M,Coláiste Fionnchua,Vocational,,275
71050P,St Colman's Community College,Vocational,192.0,775
71101G,St Aidan's Community College,Vocational,,400
71102I,Schull Community College,Vocational,375.0,386
71103K,Coláiste Choilm,Vocational,114.0,1361
71110H,Nagle Community College,Vocational,,196
71120K,Cork College Of Commerce,Vocational,,71
71123Q,Terence Mac Swiney Community College,Vocational,,167
71124S,Coláiste Daibhéid,Vocational,,209
71140Q,Crana College,Vocational,,550
71150T,Coláiste na Carraige,Vocational,,214
71180F,Abbey Vocational School,Vocational,339.0,911
71200I,Errigal College,Vocational,,262
71220O,Mulroy College,Vocational,,527
71230R,Deele College,Vocational,,603
71240U,Finn Valley College,Vocational,,263
71241W,St. Catherine's Vocational School,Vocational,,367
71242B,Gairm Scoil Chú Uladh,Vocational,,170
71244F,Gairmscoil Mhic Diarmada,Vocational,,82
71250A,Colaiste Cholmcille,Vocational,364.0,114
71270G,Clárin College,Vocational,,523
71280J,St Brigids College,Vocational,356.0,622
71290M,Coláiste an Chreagáin,Vocational,,79
71300M,COLÁISTE NAOMH ÉINNE,Vocational,,55
71310P,St Killian's College (Coláiste Chilleáin Naofa),Vocational,444.0,165
71320S,Coláiste Naomh Feichín,Vocational,309.0,78
71330V,Coláiste na Coiribe,Vocational,10.0,598
71370K,Coláiste Ghobnait,Vocational,79.0,24
71380N,Gairmscoil na bPiarsach,Vocational,,65
71390Q,Archbishop McHale College,Vocational,,247
71400Q,Galway Community College,Vocational,,265
71410T,Athlone Community College,Vocational,,1180
71420W,Castlepollard Community College,Vocational,,276
71430C,Columba College,Vocational,,244
71450I,Mullingar Community College,Vocational,,301
71470O,Clonaslee College,Vocational,345.0,243
71510A,Portlaoise College,Vocational,,574
71520D,St Fergal's College,Vocational,378.0,301
71540J,Carrigallen Vocational School,Vocational,366.0,350
71560P,Lough Allen College,Vocational,,166
71570S,Drumshanbo Vocational School,Vocational,494.0,288
71600B,Coláiste Abbáin,Vocational,,293
71610E,Bridgetown College,Vocational,,557
71620H,Bunclody Vocational College,Vocational,,219
71630K,Enniscorthy Vocational College,Vocational,,406
71650Q,Coláiste an Átha,Vocational,,326
71660T,Kennedy College,Vocational,,165
71680C,Selskar College (Coláiste Sheilscire),Vocational,,410
71690F,Ballymahon Vocational School,Vocational,,411
71700F,Colaiste Mhuire,Vocational,305.0,395
71710I,Ardscoil Phadraig,Vocational,,306
71720L,Lanesboro Community College,Vocational,,193
71730O,Templemichael College,Vocational,,295
71750U,Bush Post Primary School,Vocational,,647
71761C,St Oliver's Community College,Vocational,,1391
71770D,Ó Fiaich College,Vocational,,268
71780G,Scoil Ui Mhuiri,Vocational,,538
71790J,Desmond College,Vocational,,392
71840V,Colaiste Chiarain,Vocational,323.0,681
71850B,Hazelwood College,Vocational,328.0,569
71950F,St Peter's College,Vocational,89.0,1214
71960I,Community College Dunshaughlin,Vocational,174.0,1071
71970L,Coláiste Clavin,Vocational,481.0,371
71980O,O'Carolan College,Vocational,,529
71990R,St Oliver Post Primary,Vocational,380.0,593
71991T,Coláiste Pobail Rath Cairn,Vocational,270.0,129
72010I,Beaufort College,Vocational,,574
72020L,Moyne College,Vocational,,182
72050U,St. Brendan's College,Vocational,365.0,382
72100J,St. Tiernan's College,Vocational,,208
72130S,St. Patrick's College,Vocational,482.0,179
72140V,Colaiste Chomain,Vocational,,48
72170H,Ballybay Community College,Vocational,428.0,353
72171J,Largy College,Vocational,452.0,411
72180K,Inver College,Vocational,,371
72190N,Castleblayney College,Vocational,,269
72210Q,Beech Hill College,Vocational,,577
72220T,Dungarvan College-Coláiste Dhun Garbhán,Vocational,,232
72230W,St Declan's Community College,Vocational,,749
72241E,St Paul's Community College,Vocational,,541
72280O,Elphin Community College,Vocational,,162
72290R,Roscommon Community School,Vocational,,496
72300R,Corran College,Vocational,,74
72310U,Coola Post Primary School,Vocational,426.0,494
72320A,Coláiste Iascaigh,Vocational,,139
72330D,Grange Post Primary School,Vocational,,205
72360M,Ballinode College,Vocational,,171
72370P,Borrisokane Community College,Vocational,420.0,593
72400V,Comeragh College,Vocational,,443
72420E,Raheen College,Vocational,484.0,256
72430H,Scoil Ruain,Vocational,,358
72440K,Nenagh College,Vocational,,465
72450N,Newport College,Vocational,,237
72480W,St. Ailbe's School,Vocational,,350
72490C,Coláiste Mhuire Co-Ed,Vocational,,349
72520I,Coláiste Naomh Cormac,Vocational,,232
72530L,Ard Scoil Chiaráin Naofa,Vocational,,302
72540O,Oaklands Community College,Vocational,458.0,808
72560U,Tullamore College,Vocational,474.0,684
76060U,Davitt College,Vocational,259.0,710
76061W,Colaiste na Trocaire (Mercy Community College),Vocational,369.0,493
76062B,Castleknock Community College,Vocational,60.0,1163
76063D,Colaiste Dun Iascaigh,Vocational,,721
76064F,Glanmire Community College,Vocational,,1113
76065H,Coláiste Cois Life,Vocational,46.0,807
76066J,Meánscoil San Nioclás,Vocational,154.0,143
76067L,Colaiste Pobail Naomh Mhuire,Vocational,311.0,440
76068N,Coláiste na Sceilge,Vocational,247.0,513
76069P,Colaiste Phobáil Ros Cré,Vocational,450.0,528
76070A,Coláiste Iósaef,Vocational,300.0,385
76072E,Abbey Community College,Vocational,460.0,411
76073G,Castletroy College,Vocational,96.0,1200
76075K,St John Bosco Community College,Vocational,424.0,258
76076M,Colaiste Chraobh Abhann,Vocational,395.0,750
76077O,Larkin Community College,Vocational,,392
76078Q,Skerries Community College,Vocational,217.0,975
76079S,Coláiste Phobail Cholmcille,Vocational,,6
76081F,Coláiste Ailigh,Vocational,221.0,263
76082H,Abbey Community College,Vocational,413.0,950
76083J,Magh Ene College,Vocational,,316
76084L,Moville Community College,Vocational,,519
76085N,Gaelcholáiste Reachrann,Vocational,101.0,443
76086P,MARIA IMMACULATA COMMUNITY COLLEGE,Vocational,411.0,503
76088T,Ratoath College,Vocational,153.0,1069
76089V,MOHILL COMMUNITY COLLEGE,Vocational,195.0,384
76090G,Coláiste Pobail Bheanntraí,Vocational,417.0,675
76091I,Coláiste Oiriall,Vocational,93.0,348
76092K,PRESENTATION COMMUNITY COLLEGE,Vocational,351.0,351
76093M,COLÁISTE ÍDE AGUS IOSAEF,Vocational,303.0,674
76096S,Coláiste Mhuirlinne/Merlin College,Vocational,,619
76097U,ADAMSTOWN COMMUNITY COLLEGE,Vocational,,911
76098W,Coláiste Pobail Setanta,Vocational,218.0,1053
76099B,Coláiste Chill Mhantáin,Vocational,,895
76101I,GAELCHOLÁISTE LUIMNIGH,Vocational,41.0,650
76102K,Coláiste an Eachréidh,Vocational,143.0,241
76103M,Colaiste na hInse,Vocational,,991
76104O,Donabate Community College,Vocational,285.0,762
76105Q,Banagher College,Vocational,434.0,590
76106S,Gaelcholáiste na Mara,Vocational,45.0,273
76107U,Gaelcholáiste Chineál Eoghain,Vocational,,32
76127D,Creagh College,Vocational,,821
76129H,Ardgillan Community College,Vocational,496.0,953
76130P,Luttrellstown Community College,Vocational,256.0,893
76150V,Coláiste Pobail Acla,Vocational,416.0,235
76152C,Kishoge Community College,Vocational,,839
76173K,"Colaiste na Mí, Navan, Co. Meath",Vocational,,727
76193Q,Maynooth Community College,Vocational,58.0,609
76194S,Naas Community College,Vocational,,476
76195U,Coláiste Chú Chulainn,Vocational,,614
76196W,DE LACY COLLEGE,Vocational,,553
76213T,Lusk Community College,Vocational,,685
76233C,Coláiste Bhaile Chláir,Vocational,,1156
76273O,Gaelcholáiste Charraig Ui Leighin,Vocational,,118
76293U,Kingswood Community College,Vocational,,522
76313A,Coláiste Dún an Rí,Vocational,,404
76333G,Carrigtwohill Post Primary,Vocational,,271
76334I,St Joseph's Community College,Vocational,373.0,155
76394D,Clonturk College,Vocational,,343
76414G,Thomond Community College,Vocational,,527
76454S,Griffeen Community College,Vocational,,138
76474B,Dunamase College (Colaiste Dhun Masc),Vocational,,184
76475D,Swords Community College,Vocational,,166
76476F,Mungret Community College,Vocational,,360
76534Q,Coláiste Naomh Eoin,Vocational,,40
81001I,Newpark Comprehensive School,Comprehensive,222.0,861
81002K,Mount Temple Comprehensive School,Comprehensive,,889
81005Q,St Aidans Comprehensive School,Comprehensive,381.0,512
81006S,Tarbert Comprehensive School,Comprehensive,131.0,503
81007U,Shannon Comprehensive School,Comprehensive,,556
81008W,Ashton School,Comprehensive,105.0,526
81009B,Boherbue Comprehensive School,Comprehensive,,324
81010J,St Columba's Comprehensive School,Comprehensive,465.0,384
81011L,The Royal and Prior School,Comprehensive,,538
81012N,Scoil Chuimsitheach Chiaráin,Comprehensive,144.0,368
81013P,St. Clare's Comprehensive School,Comprehensive,485.0,507
81014R,Crescent College Comprehensive,Comprehensive,40.0,882
81016V,East Glendalough School,Comprehensive,,367
81017A,TRINITY COMPREHENSIVE SCHOOL,Comprehensive,,492
91301D,Holy Family Community School,Community,,963
91302F,Phobailscoil Iosolde,Community,469.0,766
91305L,Ballinteer Community School,Community,,407
91310E,Cabinteely Community School,Community,,456
91315O,Scoil Phobail Chuil Mhin,Community,330.0,1024
91316Q,Blakestown Community School,Community,,430
91318U,The Donahies Community School,Community,,467
91324P,Portmarnock Community School,Community,203.0,928
91325R,Malahide Community School,Community,104.0,1219
91330K,Holy Child Community School,Community,,246
91332O,St Marks Community School,Community,,834
91335U,Tallaght Community School,Community,,765
91336W,Old Bawn Community School,Community,476.0,918
91337B,Killinarden Community School,Community,,486
91338D,St Aidan's Community School,Community,,438
91339F,Hartstown Community School,Community,,1130
91342R,Pobalscoil Neasáin,Community,,774
91343T,St. Tiernan's Community School,Community,,345
91344V,Rosmini Community School,Community,479.0,120
91351S,Bailieborough Community School,Community,459.0,636
91356F,Tullow Community School,Community,,707
91360T,Community School,Community,,556
91371B,Leixlip Community School,Community,,613
91372D,Scoil Mhuire Community School,Community,229.0,1159
91376L,St. Kilian's Community School,Community,,445
91386O,Ballincollig Community School,Community,224.0,820
91387Q,Beara Community School,Community,264.0,326
91388S,Carrigaline Community School,Community,307.0,1094
91390F,Millstreet Community School,Community,348.0,329
91391H,St Peter's Community School,Community,,366
91396R,Douglas Community School,Community,396.0,508
91397T,Bishopstown Community School,Community,,305
91400F,Mayfield Community School,Community,,282
91406R,Carndonagh Community School,Community,,1060
91407T,Rosses Community School,Community,,404
91408V,Pobalscoil Chloich Cheannfhaola,Community,421.0,445
91409A,Pobalscoil Ghaoth Dobhair,Community,,451
91411K,Scoil Phobail Mhic Dara,Community,124.0,96
91412M,Scoil Phobail,Community,,433
91413O,Portumna Community School,Community,314.0,442
91414Q,Dunmore Community School,Community,436.0,284
91426A,Mountmellick Community School,Community,492.0,534
91427C,Heywood Community School,Community,,743
91431Q,Ramsgrange Community School,Community,,472
91436D,Moyne Community School,Community,471.0,601
91441T,Ardee Community School,Community,,967
91447I,St Caimin's Community School,Community,304.0,759
91448K,Kilrush Community School,Community,372.0,431
91456J,St Ciaran's Community School,Community,394.0,646
91461C,Ballyhaunis Community School,Community,350.0,639
91462E,Ballinrobe Community School,Community,410.0,674
91491L,St.Brendan's Community School,Community,385.0,837
91492N,Gorey Community School,Community,297.0,1538
91493P,Castlerea Community School,Community,497.0,350
91494R,St Louis Community School,Community,398.0,584
91495T,Ashbourne Community School,Community,235.0,983
91496V,Community School,Community,263.0,665
91497A,Cashel Community School,Community,306.0,852
91498C,Gort Community School,Community,,858
91499E,Kinsale Community School,Community,299.0,1111
91500J,Loreto Community School,Community,483.0,787
91501L,Moate Community School,Community,279.0,853
91502N,John The Baptist Community School,Community,258.0,1095
91503P,Pobalscoil Inbhear Scéine,Community,207.0,494
91504R,Scoil Phobail Sliabh Luachra,Community,308.0,390
91505T,St Wolstan's Community School,Community,47.0,721
91506V,Coláiste Cholmcille,Community,,636
91508C,Boyne Community School,Community,274.0,825
91509E,BLACKWATER COMMUNITY SCHOOL,Community,367.0,775
91510M,St. Colmcille's Community School,Community,84.0,730
91511O,Pobalscoil Chorca Dhuibhne,Community,116.0,391
91512Q,St Attracta's Community School,Community,228.0,682
91513S,Pobalscoil na Tríonóide,Community,406.0,977
91514U,GLENAMADDY COMMUNITY SCHOOL,Community,,375
91515W,GALLEN COMMUNITY SCHOOL,Community,488.0,377
91516B,SKIBBEREEN COMMUNITY SCHOOL,Community,,868
91517D,ATHBOY COMMUNITY SCHOOL,Community,453.0,588
91519H,BALLINAMORE COMMUNITY SCHOOL,Community,206.0,323
91530S,KILDARE TOWN COMMUNITY SCHOOL,Community,442.0,925
91550B,MOUNTRATH COMMUNITY SCHOOL,Community,273.0,744
91573N,Ballymakenny College,Community,,843
91614B,Celbridge Community School,Community,,540
