P-ID,P-Lat,P-Long,S-ID,S-Lat,S-Long,Closest School (km)
4468442,52.650159,-7.2529080000000015,70641K,52.648616,-7.251819999999999,0.18641833741787428
4466520,52.67451429999999,-8.5025285,16508C,52.68045849999999,-8.511954,0.9162879345480984
4409316,51.865083,-8.075021000000001,17950W,51.85467020000001,-8.035983900000002,2.9195467936782746
4468649,53.464116,-6.2050595,70121H,53.460698,-6.216774,0.8634257036279351
4330367,52.6226681,-8.642603999999999,81014R,52.6366286,-8.640789,1.5552416708504433
4453915,52.30305560000001,-8.538611099999999,08419H,52.3434276,-8.5188954,4.679456803802679
4444017,53.42723,-6.58392,20527F,53.3940711,-6.5980813,3.8004195565944414
4380594,52.2717468,-6.4712273,18558E,52.286681,-6.4880431,2.0147902815488363
4447943,53.7082542,-6.342331,20205G,53.7078739,-6.339306,0.2035254239160592
4435632,53.4886674,-7.362329300000002,16838A,53.4825608,-7.326326,2.4767814013463965
4276863,53.7297731,-6.6546164,01309L,53.7107563,-6.620925,3.0618740304525685
4444497,52.0979281,-9.9122408,12820H,52.1073899,-9.8743427,2.793637638103187
4452936,52.3387021,-6.5333583,17913Q,52.3377929,-6.5413891,0.5548772111364161
4464993,52.2215024,-6.3674124,19741A,52.2193316,-6.387583900000001,1.3950888263006314
4438125,52.055668,-9.4779536,19512I,52.0554059,-9.4929023,1.0225102626552145
4458104,52.2364067,-6.3216668,16605A,52.2412738,-6.352799,2.18769810923849
4359058,52.66466379999999,-8.6535041,64310B,52.6615983,-8.6584185,0.4751279117629083
4445010,53.0644309,-6.738808300000001,14269A,53.0578764,-6.7016395000000015,2.5882442355912296
4445285,53.1302865,-6.745279099999999,61690W,53.130205200000006,-6.7467934000000005,0.10143196634184512
4444626,52.28344,-6.565659999999999,18684J,52.28724,-6.5222437000000015,2.983232933242329
4460851,53.6945741,-6.2435025,76103M,53.6928674,-6.2455013,0.2307556724255583
4449001,53.2814601,-6.442824799999999,17055T,53.27952760000001,-6.4403406,0.2708156755010194
4448999,53.28582120000001,-6.3868073,19472W,53.2871777,-6.3872679,0.1537340376560115
4438021,53.1938103,-6.090514199999999,19584K,53.19504370000001,-6.0996349,0.6228447959526491
4357456,53.3893686,-6.3800719999999975,18623M,53.3860923,-6.376011599999999,0.4526689098304013
4454576,51.70472170000001,-8.5238926,16940O,51.70588529999999,-8.522232699999998,0.17257037233724346
4453923,52.30305560000001,-8.538611099999999,08419H,52.3434276,-8.5188954,4.679456803802679
4464296,53.52040059999999,-6.540132499999999,17930Q,53.51491039999999,-6.5394947,0.61121136648499
4417833,51.8816536,-8.5302131,20077A,51.87857879999999,-8.528899800000001,0.3531623877906759
4418463,52.51819680000001,-7.812629500000001,02237R,52.5396762,-7.815860099999999,2.3954120003950106
4454920,52.6472703,-8.6440719,18677M,52.6524923,-8.638423,0.6939375042623177
3765723,51.896719,-8.470539,71120K,51.8956432,-8.4694212,0.14197190732612278
4444768,53.338607,-9.180955,08446K,53.3387481,-9.1814776,0.03807162996273552
4450023,51.8948729,-8.4243221,18388F,51.8958828,-8.4200703,0.3125653309384487
4453904,52.30305560000001,-8.538611099999999,08419H,52.3434276,-8.5188954,4.679456803802679
4375213,52.3789287,-6.448695799999999,18707S,52.38680520000001,-6.4510402,0.8890819803020118
3665703,53.00938490000001,-6.7855742,09414C,53.0208269,-6.804755900000001,1.8059076452869656
4323325,53.00938490000001,-6.7855742,09414C,53.0208269,-6.804755900000001,1.8059076452869656
4468776,53.00938490000001,-6.7855742,09414C,53.0208269,-6.804755900000001,1.8059076452869656
4442098,52.6486069,-8.638259300000001,18677M,52.6524923,-8.638423,0.4316423098752203
4285093,52.2052173,-6.6000546,19317K,52.23297879999999,-6.6162945,3.2755188807281037
4451864,53.1334338,-6.842022600000001,18031K,53.1420265,-6.8285954,1.3087832562224424
4418155,51.88906550000001,-8.5786512,71103K,51.8897506,-8.580173,0.12921148946702712
4455179,52.80079820000001,-6.1472748999999975,01782O,52.79827879999999,-6.1561499,0.6590063630687695
4450388,53.5613922,-6.1010313,16844S,53.5464624,-6.0901416,1.8074551631696203
4454297,52.33956729999999,-6.4605125,63661C,52.3358143,-6.4644837,0.4964970862925965
4334891,52.6769006,-8.5021592,16508C,52.68045849999999,-8.511954,0.7695171107065479
4349025,53.35928249999999,-6.2408233000000015,14463T,53.3587102,-6.242332599999999,0.11862433250226667
4413617,52.3338987,-6.4586644,17217T,52.3331446,-6.4644915,0.4046957406741916
4458965,52.64733029999999,-8.638636500000002,19667O,52.6473624,-8.6309315,0.5198237978974265
4372923,52.5994444,-6.3463889,10780L,52.6150252,-6.3733236,2.510404650165897
4452361,52.803769,-8.4778962,15370R,52.8044032,-8.4446307,2.2372867678294437
4452582,52.79746480000001,-6.152686999999999,01782O,52.79827879999999,-6.1561499,0.2497519429947164
4456066,53.3203726,-6.6327773999999975,18644U,53.3148529,-6.6122600999999985,1.4943969835224753
4468985,53.27552550000001,-7.4933852,18690E,53.27607430000001,-7.4939117,0.07028823481184865
4453936,52.644521,-7.261189999999999,17854D,52.6451436,-7.253457000000001,0.5262923872758103
4459584,52.63285010000001,-6.4458665,18687P,52.6369541,-6.4683286,1.5828578053930704
4438855,52.54337899999999,-7.390922900000001,61520U,52.5480079,-7.3889226,0.5315662066061996
4444782,53.08280799999999,-6.798117899999999,15456E,53.0874694,-6.8147291,1.2242533409205223
4462179,51.9058033,-8.376887700000001,20239A,51.9068589,-8.384287700000002,0.5210116623520609
4439995,52.663098100000006,-8.655972199999999,64310B,52.6615983,-8.6584185,0.23443998020628304
4450762,53.36742460000001,-6.2172544,81002K,53.3689601,-6.2225975,0.3933837317806069
4453968,53.3701103,-6.321968399999999,17912O,53.368269700000006,-6.3143542,0.5449589484257543
4455733,52.6753885,-6.3098183,18280I,52.6776154,-6.3091831,0.2509936334543745
4275224,52.6994444,-6.217222200000001,17235V,52.6994444,-6.2172222,9.493543207645416e-05
4266181,53.4515233,-6.1922416,19898K,53.4465785,-6.200342,0.7676842955690524
4399671,53.4803649,-6.765668199999999,19018A,53.49013860000001,-6.743321000000001,1.8342599512492612
4438802,53.63401649999999,-8.181945899999999,20498B,53.6277461,-8.1965326,1.1874564789872843
4455437,51.9187992,-8.444628999999999,91400F,51.9125599,-8.4436422,0.6961871390545332
4444362,53.9840451,-6.3973403,71770D,53.9861037,-6.392203,0.4063209945548481
4419971,53.1011372,-7.904108,20461B,53.097609,-7.901370599999999,0.4323673285853618
4416525,53.36748009999999,-6.2501741,15895H,53.3692974,-6.2494655,0.20723520509750892
4462694,53.8,-9.548055500000002,13145A,53.7980675,-9.5503204,0.2611354991456626
4461455,51.8916595,-8.427117599999999,19232C,51.8894349,-8.4288344,0.27370227188381696
4418269,53.58008620000001,-6.1096043,14180H,53.5796951,-6.1075289,0.14373155138781318
4462449,53.51608419999999,-6.1144773,19660A,53.5206211,-6.104278599999999,0.8417398361103613
4419850,52.5191179,-6.8010291,16833N,52.5668223,-6.7425742,6.610131369582711
4453555,52.3428304,-6.7912642000000005,16072O,52.3417151,-6.7945622000000006,0.2560034974464135
4467272,52.2803179,-6.8397818,17194K,52.2796935,-6.8389785000000005,0.08828817311934091
4455973,51.5328949,-9.1679116,13728B,51.530754,-9.196616,1.99973016060619
4453108,52.6721188,-7.818303200000001,19968F,52.6802363,-7.822282,0.9405701795078186
4454218,51.89639099999999,-8.4287939,18388F,51.8958828,-8.4200703,0.6012441179635688
4462406,52.67820450000001,-6.285723300000001,16145P,52.67375620000001,-6.2899176,0.5692238993324944
4453799,52.326305,-6.496645,20333P,52.3284456,-6.487996099999998,0.6340065098424144
4438220,51.8291759,-8.582481300000001,12263B,51.8234798,-8.5783588,0.6931103530375311
4432900,52.24506419999999,-7.097293899999999,18462O,52.24310360000001,-7.1060274,0.6332276702094235
4432902,52.59059660000001,-6.9513886,17462J,52.59980529999999,-6.923082400000001,2.1682641828501747
4464906,52.7514416,-7.8165569,16933R,52.7564091,-7.829634299999999,1.0387171452817894
4394786,53.28331850000001,-6.3255455000000005,20043G,53.284718700000006,-6.3266565,0.17215531181491828
4422756,53.3647845,-6.2721692,17214N,53.3675723,-6.2732106,0.3172337234770512
4422758,53.3647845,-6.2721692,17214N,53.3675723,-6.2732106,0.3172337234770512
4466066,53.38656339999999,-6.4296012000000005,19644C,53.3937662,-6.4206077000000015,0.9977972989854591
4422762,53.3647845,-6.2721692,17214N,53.3675723,-6.2732106,0.3172337234770512
4422764,53.3647845,-6.2721692,17214N,53.3675723,-6.2732106,0.3172337234770512
4462789,53.86986959999999,-8.405369799999999,17748E,53.869510700000006,-8.4074281,0.1407128033961824
4467580,52.85180459999999,-7.5852702,18075H,52.8557157,-7.5867228,0.445176229052954
4468276,52.270573,-9.7041455,18233W,52.27027620000001,-9.703632199999998,0.04802427323697745
4433782,53.3591355,-6.2609811,12448N,53.357882,-6.25894,0.1942369662974152
4467702,52.66757140000001,-8.6199681,76101I,52.6665912,-8.620134199999999,0.10943291719883858
4441729,53.31673019999999,-6.297312799999999,60841M,53.31873760000001,-6.3074433,0.7088924670187371
4468656,52.7940671,-6.167882700000002,61770U,52.7975306,-6.1660971,0.4029492866453187
4459981,52.3591442,-7.702856599999999,65320J,52.3569233,-7.698554400000001,0.3823486107165552
4464693,53.3914907,-6.429371199999999,19644C,53.3937662,-6.4206077000000015,0.6336728300626165
4215044,53.3414723,-6.278144699999999,18477E,53.3414075,-6.2734884000000015,0.30920844991850555
4440154,52.5151808,-6.5807357,71630K,52.5098591,-6.5851425,0.6619843588049268
4451900,53.298305000000006,-6.2458956,19922E,53.3016793,-6.2497949,0.4556131467567488
4451701,53.0192246,-8.362943300000001,17547R,53.00646410000001,-8.3647769,1.4224711711073077
4466389,53.7301801,-7.783785099999998,71730O,53.731941000000006,-7.7863535000000015,0.2584427570950585
4455122,53.6139647,-8.200587700000002,20126K,53.6210911,-8.201971400000001,0.7967244628892209
4451325,52.2735959,-7.110657799999999,18235D,52.26711810000001,-7.1035588,0.8665191669540855
4454929,51.907026,-8.4198939,20497W,51.9129299,-8.424435,0.7258787272982992
4468862,53.65182040000001,-6.6948794000000005,64350N,53.6521339,-6.698026400000002,0.2103023693543038
4324883,52.8031395,-6.4678252,18118W,52.79941940000001,-6.46454,0.4684719865734146
4434428,53.7210708,-8.995177499999997,19915H,53.7237331,-8.999875900000003,0.4277715329927507
4461818,53.295703,-6.4943269999999975,13217W,53.2801699,-6.4767635000000015,2.0830376718042958
4416755,51.9083598,-8.4573201,62730N,51.9083252,-8.454953300000001,0.16240463669521185
4444132,53.5220554,-6.0880804,60343T,53.5201959,-6.091068099999998,0.28576526012504266
4450706,52.1426986,-8.6434832,16159D,52.143018100000006,-8.6429913,0.048843738267170964
4459381,51.58083170000001,-9.7032933,15410D,51.5809613,-9.7029974,0.02500337074571485
4462670,52.9700284,-6.019114099999999,68345R,52.9778922,-6.0367947,1.471157053464948
4464810,53.40174589999999,-6.153723299999999,16759E,53.403476100000006,-6.1570322,0.2916209986497429
4462276,53.294796700000006,-6.282151799999999,19446V,53.29480600000001,-6.283881,0.11492912242336895
4448964,53.26224740000001,-8.9251921,04506F,53.2640706,-8.9309954,0.43586755141495737
4454039,53.154142500000006,-6.0690203,12554M,53.14934270000001,-6.0691875,0.5331832111791462
4327230,53.3331103,-6.2328706,20103V,53.3344637,-6.2373238,0.3317050863725206
4452390,53.2864331,-6.2389382000000015,15284B,53.288738,-6.2381874,0.2608042082297245
4336721,53.4469894,-6.414263,16825O,53.45059129999999,-6.3948517,1.346248046432333
4447234,51.8741166,-8.3429547,91391H,51.8662938,-8.3402873,0.8878317973086048
4468933,51.5967175,-9.7030317,15410D,51.5809613,-9.7029974,1.7497332466211672
4466797,53.3346809,-6.231907499999998,20103V,53.3344637,-6.2373238,0.3604459232721701
4433733,53.29446549999999,-6.2697407,19939V,53.2968058,-6.2681069,0.2816850931635993
4436214,53.52660110000001,-7.3433543000000014,18212O,53.5281035,-7.343152799999999,0.16739102684745022
4463014,53.75921409999999,-6.274929699999999,16208N,53.7581725,-6.2712170999999985,0.27008512815417035
4439905,53.75921409999999,-6.274929699999999,16208N,53.7581725,-6.2712170999999985,0.27008512815417035
4430142,51.7037404,-8.5251492,20435A,51.7050609,-8.528906,0.2975280128087875
4462784,53.9090965,-6.816248499999999,76313A,53.9097387,-6.8058147,0.6871359095426762
4464839,54.16811209999999,-8.1424171,19360L,54.1653595,-8.1403187,0.33485067458914103
4448428,53.6143851,-6.1922266,16970A,53.6157471,-6.191225299999998,0.16505828688557447
4428242,51.8858229,-8.4271987,19231A,51.889011,-8.428425,0.3639113954762552
4461244,53.36436260000001,-6.245736900000002,19981U,53.3636765,-6.237731,0.5366553311855913
4444301,53.29342270000001,-6.3034082,14939T,53.29342270000001,-6.3034082,9.493543207645416e-05
4441686,54.2609407,-8.4753555,65170Q,54.26600179999999,-8.479505900000001,0.6234062609886926
4458288,53.2953322,-6.2600583,60310E,53.29669420000001,-6.2642197999999985,0.3152332815784801
4466256,51.8274409,-8.223266299999999,11992I,51.8234779,-8.2355132,0.9497866204583952
4438594,53.372337,-6.3848740999999976,76062B,53.371686,-6.3904830000000015,0.3790584995015928
4437847,51.9048039,-8.958847800000003,62320R,51.9036256,-8.9579788,0.14379420511756064
4458414,51.7439785,-8.734992,20025E,51.74141510000001,-8.7308466,0.4031114301982624
4453222,53.15502270000001,-7.183437,15556I,53.1532666,-7.1816175000000015,0.2296894206779255
4466084,53.61194449999999,-6.1922387,70010V,53.6104428,-6.1901239000000015,0.217438115099008
4463036,52.3468299,-7.4114236999999985,11872V,52.347987,-7.411509,0.12863248490158286
4444256,52.7220149,-7.5785667,19930D,52.71925600000001,-7.5796058,0.3142874892913113
4460368,52.8280486,-6.9118210000000015,19811S,52.8296933,-6.9119335999999985,0.1828139503566477
4419855,53.3508538,-6.235615,20507W,53.3501184,-6.2422707000000015,0.4492546496472597
4419868,53.3511892,-6.2359239,20507W,53.3501184,-6.2422707000000015,0.4377280397499673
4460688,53.28711260000001,-7.5065307999999975,20189L,53.2918007,-7.5032085,0.5655604777265957
4380027,53.7652071,-9.8020115,20037L,53.76334720000001,-9.8000558,0.2432983904487999
4458103,53.391534,-6.089261599999999,09642P,53.39131429999999,-6.100234,0.7279958453409687
4455885,53.53446990000001,-6.0914575,20334R,53.53199300000001,-6.105555000000002,0.9714597523661688
4460462,53.6484939,-7.216765400000001,14450K,53.64722,-7.208201,0.5819445320121199
4464195,52.4385939,-6.811496000000001,17638U,52.4498569,-6.790688,1.8850770264304093
4463673,53.393731,-6.180470099999999,19471U,53.3949641,-6.1836254,0.2500529706403375
4447747,52.7108368,-8.858896000000003,19698C,52.7111088,-8.8641262,0.35363014789137603
4456596,53.302228,-6.8261004000000005,18096P,53.2939248,-6.8208099,0.9869121613949168
4418798,53.302228,-6.8261004000000005,18096P,53.2939248,-6.8208099,0.9869121613949168
4449939,53.338232700000006,-6.2914777000000015,20430N,53.33990890000001,-6.289453599999999,0.2295976011358748
4464096,54.99881749999999,-7.5127836,16820E,54.99732589999999,-7.5199609,0.4868392669175488
4465773,52.6412103,-7.269010400000001,17854D,52.6451436,-7.253457000000001,1.1366824945675391
4463768,53.451288,-6.2122882000000015,18976W,53.4567546,-6.2139359,0.6168563146326579
4312832,53.33601039999999,-6.2722561999999975,13611D,53.33576239999999,-6.275410099999998,0.21121347932074394
4468716,53.8576217,-7.2043743000000005,61051L,53.8653275,-7.197611,0.9639328376229462
4457398,52.28857929999999,-7.314271700000001,19970P,52.29031,-7.315158099999999,0.20143611353539426
4430251,53.267425900000006,-7.3478075999999986,09191I,53.234317,-7.322592299999998,4.041691349505632
4376275,53.3306664,-6.253214100000001,18817C,53.3274806,-6.2539703,0.3573649321675621
4452086,53.2947156,-6.1451609000000005,05600C,53.29233979999999,-6.1379416,0.547581483250454
4436215,52.0588635,-9.515289,61340S,52.0585011,-9.515911,0.05855020968447092
4433478,53.2867673,-6.3263998,20043G,53.284718700000006,-6.3266565,0.22815858882643034
4437127,53.6912981,-9.563094,15866A,53.7047187,-9.5655382,1.4991997294577089
4466521,51.95635,-7.8647452000000015,91513S,51.95128,-7.873863099999999,0.8410931457569689
4421991,53.26995179999999,-8.928156800000002,13365O,53.2673363,-8.931825199999997,0.3793316789208859
4418686,53.32693769999999,-6.245213199999999,60590N,53.3279611,-6.2403492,0.34243274883692754
4463775,53.3913193,-6.4224777,19644C,53.3937662,-6.4206077000000015,0.2987091493171952
4433827,53.28390770000001,-6.1127296,14647G,53.2834255,-6.1045968,0.5433013087831664
4468381,52.6566238,-8.6323549,19934L,52.6569613,-8.6337308,0.10008716924471886
4458299,53.994504000000006,-6.8947860000000025,14336M,53.990857,-6.889920599999999,0.5150023694601439
4458673,53.3393522,-6.251456999999999,60490J,53.342825,-6.248949,0.42009903688543737
4467648,53.3188498,-6.2642333,12755W,53.3185555,-6.2634534,0.06125343773360116
4462455,52.320756,-6.477596,63660A,52.3226218,-6.4854942000000015,0.5754077495780059
4420562,52.3463345,-6.479603099999999,71680C,52.3414349,-6.4678387000000015,0.9668238850353199
4445913,53.8034956,-9.5055603,64700O,53.8012134,-9.5125995,0.5271883274170619
4354539,53.31197170000001,-6.3001553,13612F,53.3103186,-6.2876602,0.8501801052890019
4432840,52.2634218,-9.6842713,70550H,52.2724915,-9.686522300000002,1.0188128844283597
4450248,53.300791,-6.1770667,14586M,53.297112,-6.183017,0.5686031742428584
4449332,52.51963420000001,-7.185541099999999,17589K,52.5342744,-7.2225583,2.9857235003068947
4468511,52.2126505,-8.8302512,19342J,52.2107876,-8.8333322,0.2947332206735813
4444791,52.14402930000001,-8.6436894,18883P,52.1436805,-8.642485800000001,0.09080771790408436
4461278,51.9412201,-7.8429755,20024C,51.9477077,-7.8436871,0.7221140368540584
4443804,52.95943579999999,-7.795668800000001,01594N,52.9551789,-7.7984696,0.508632106575026
4452364,53.26585079999999,-9.0872318,18929N,53.26468730000001,-9.0830859,0.3045084982672002
4464667,52.7098895,-6.488782,14972R,52.7097836,-6.4998843,0.7480293675177391
4448059,51.8193329,-8.392511599999999,13512B,51.819619,-8.397267999999999,0.32846789206140004
4467567,53.3399081,-6.437016499999999,20166W,53.3409892,-6.4333519,0.27130763736562474
4441530,53.280199,-6.1025765,19066L,53.28033320000001,-6.1013311,0.08412952835870044
4465235,53.34114920000001,-6.232151999999999,15253N,53.3433566,-6.225549299999999,0.5022342660350156
4456915,51.85889539999999,-8.552536,18428O,51.8602863,-8.575988,1.6179105637136235
4464768,53.38757579999999,-6.374209,18623M,53.3860923,-6.376011599999999,0.20356008077117324
4463806,53.363040700000006,-6.2187486,13815T,53.3639404,-6.2244934,0.3940700357775254
4458833,51.5478225,-9.2619173,91516B,51.550466,-9.2570479,0.4467037065196563
4443033,53.27057070000001,-6.3292965,20411J,53.277002,-6.335996400000001,0.8418121074877142
4461166,53.40030400000001,-6.413846299999999,19755L,53.4022259,-6.4098086,0.3423646214443604
4463226,53.36657220000001,-6.2665428,16177F,53.3649127,-6.2647431,0.2196085953417378
4452848,53.3673805,-6.265537399999999,16177F,53.3649127,-6.2647431,0.2790985677545419
4466549,52.26071229999999,-7.1091336,12535I,52.259319700000006,-7.110070200000001,0.16727670341823414
4451503,53.2005458,-6.1117247,17537O,53.19990229999999,-6.1091184,0.18773598101846767
4461578,51.87397559999999,-8.471945199999999,20522S,51.8765833,-8.4809062,0.6799192420907216
4447251,52.7534159,-7.965837599999999,65241N,52.748946,-7.9599164999999985,0.6365862403239643
4441575,51.90001179999999,-8.4772765,19906G,51.8986926,-8.4796,0.21651159544121407
4429061,52.79355820000001,-6.163570099999999,14045B,52.79024490000001,-6.1642523,0.3708164503199354
4440677,53.2908807,-6.6881469,19797E,53.29069989999999,-6.694368400000001,0.4140135813497716
4463415,52.9515235,-7.8049928999999985,18435L,52.9492581,-7.798882499999999,0.4805031927928125
4439448,53.3363144,-6.2709832,13611D,53.33576239999999,-6.275410099999998,0.30025764979447833
4468363,53.2758689,-9.0289672,19401W,53.27662460000001,-9.0176153,0.7594389659580274
4465000,54.03463879999999,-9.322847,15996N,53.9841035,-9.3239353,5.613178984685347
4467624,52.16049599999999,-7.1500496,20446F,52.1639339,-7.149938499999998,0.3818676724777867
4414320,52.2612932,-9.683636300000002,70560K,52.2667396,-9.6989362,1.2041509961914652
4455810,53.3049456,-6.1866866,60030V,53.3032244,-6.191163,0.35357183730675434
4430728,53.96451800000001,-6.391038,17550G,53.964758,-6.4006650999999986,0.630314265624558
4455749,51.9259881,-8.3829482,76064F,51.9310997,-8.384267900000001,0.5748230353685256
4421768,53.102799,-7.910168400000001,17003A,53.0987816,-7.9092799,0.4500977847087836
4455429,51.89608819999999,-8.409790699999999,05940D,51.8956964,-8.414518800000002,0.32733565112870405
4467877,53.286111,-6.2613151,19437U,53.282284,-6.2612611,0.4250456078981456
4466939,51.8041312,-8.4021103,20310D,51.80959,-8.382997999999999,1.4471296275769383
4452934,53.3888717,-6.1931125000000025,18361I,53.3882315,-6.199216000000002,0.410951905431654
4467018,53.3517696,-6.250014599999999,19946S,53.3533716,-6.2545964000000005,0.3523237854159998
4444730,53.2136114,-6.6483623,19597T,53.21252850000001,-6.653998700000002,0.39411611491490256
4441781,53.32797289999999,-6.2587715999999975,19928Q,53.3267999,-6.2576462,0.15019100163375199
4461700,53.2917397,-6.1361078,05600C,53.29233979999999,-6.1379416,0.13891604146473793
4247599,52.0475696,-7.581835799999999,76066J,52.0477152,-7.5755797,0.4281328834178167
4435810,52.3520967,-7.7002492,20007C,52.3505511,-7.6995532,0.17803737733779465
4294453,53.1231524,-6.1103695,13679O,53.1324869,-6.0854894,1.9571342679157409
4459438,53.33923710000001,-6.4339833,20303G,53.3383042,-6.4326055,0.13821232416024878
4444003,53.34351299999999,-6.2710602,20104A,53.344314,-6.2744539,0.2422173936720997
4454496,53.61128660000001,-6.1827624000000005,60010P,53.61257850000001,-6.185803400000001,0.2466360245294189
4435829,53.41935529999999,-6.3870011,20201V,53.422936,-6.3816752,0.5316945995895382
4444871,51.882623,-8.4801802,20389T,51.8834555,-8.480082800000002,0.09269239753584184
4428058,53.2777,-6.4692425,19503H,53.2817031,-6.4674522,0.4602457270678394
4461333,53.3826944,-6.3955357,19505L,53.3821828,-6.3942989,0.09978667593525682
4452888,53.6646429,-7.0234288000000005,17089N,53.66407170000001,-7.0183933000000005,0.3377733244412998
4420331,54.9482341,-7.6296097,14941G,54.9378818,-7.617782099999999,1.375790533027874
4462431,52.63738379999999,-6.2385644000000005,15367F,52.6384674,-6.2348684,0.2769170484318764
4466619,52.6811961,-7.815553200000001,65450W,52.68119870000001,-7.8142163,0.09012348008513807
4451413,52.7935193,-6.155986899999999,61780A,52.7952681,-6.1579569,0.23508626094415996
4454844,52.2558594,-7.1377817,72241E,52.2517223,-7.1377099,0.4594697709420133
4467959,53.6215221,-6.921668899999999,17623H,53.6206416,-6.9243204,0.20035842187065547
4454005,53.5141489,-8.8537731,19275U,53.5140517,-8.8544781,0.047847935854511164
4452190,54.33950600000001,-6.960290700000002,20337A,54.330499,-6.994078900000001,2.408166990229601
4445359,52.6448624,-6.2286169000000005,15367F,52.6384674,-6.2348684,0.8260257280037588
4362272,53.5860378,-6.2889741999999975,01170G,53.5841591,-6.2883621,0.21252971517498387
4462655,51.5622182,-9.4631596,14225D,51.5604538,-9.4595665,0.3163615711324487
4465697,51.8974629,-8.4999874,01197D,51.9008431,-8.5002409,0.3757817749061682
4465927,53.2267395,-6.124927400000002,19888H,53.23429670000001,-6.128819,0.8783696663358349
4451395,52.3438414,-6.475999,71680C,52.3414349,-6.4678387000000015,0.6154148512719521
4438796,53.97612090000001,-6.7159207,17099Q,53.9752686,-6.7141502000000015,0.14955576540995438
4467133,52.6027464,-6.9250709000000015,17462J,52.59980529999999,-6.923082400000001,0.3531590139326155
4450067,53.3449681,-6.2619346,14556D,53.3403906,-6.266596400000001,0.5951738842201932
4414362,53.2931252,-6.2066813,17954H,53.291268,-6.2050374,0.2334147205396848
4467070,51.9030626,-8.448862499999999,13648D,51.903919,-8.456277900000002,0.5175543578697983
4419739,52.59959720000001,-9.7094769,18630J,52.60272420000001,-9.7088282,0.3500269169737234
4301569,53.39299920000001,-6.2874837,60511O,53.38940110000001,-6.286723,0.40278208476548
4458197,53.295839,-6.1432059,05600C,53.29233979999999,-6.1379416,0.5229177557814294
4468601,53.32947799999999,-6.546186799999999,19995I,53.33331120000001,-6.557661200000001,0.8728122946803069
4462232,54.46704339999999,-8.451019500000001,16136O,54.43058900000001,-8.45309,4.051137309783346
4466101,52.3255001,-6.4944957,20333P,52.3284456,-6.487996099999998,0.5496340913870005
4459125,51.7000968,-8.532473399999999,91499E,51.7044281,-8.5304429,0.5009355544907328
4464161,52.7192196,-7.584305900000001,19930D,52.71925600000001,-7.5796058,0.31659270671139644
