Unnamed: 0,amenity_id,lattitude,longitutude,amenity,Distance,Score,Amenity_Group,lattitude_rad,longitutude_rad,Amenity_Group_0,Amenity_Group_1
4257,Act4257,51.704564000000005,-8.5222599,Max's Wine Bar,,,"Food and Drink,Restaurant",0.9024148801081295,-0.1487414949656827,Food and Drink,Restaurant
4258,Act4258,52.287740899999996,-7.315860000000001,Mayfield Birds of Prey Falconry,,,"Covid Safety Charter,Falconry,Nature and Wildlife,Activity Operator",0.9125932371347031,-0.12768584461495236,Covid Safety Charter,Falconry
4259,Act4259,53.3764955093095,-6.592757857102701,Maynooth Campus Conference & Accommodation,,,"Restaurant,Learning,Historic Houses and Castle,Food and Drink",0.9315955898134184,-0.11506533139316795,Restaurant,Learning
4260,Act4260,53.3808581,-6.5943469,Maynooth Castle,,,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Museums and Attraction,Ruins,Literary Ireland,Venue,Music,Tour",0.9316717313848845,-0.11509306542368125,Photography,Learning
4261,Act4261,53.3786106,-6.598101700000001,Maynooth Ecclesiastical Museum,,,Museums and Attraction,0.9316325051099459,-0.11515859904643516,Museums and Attraction,
4262,Act4262,54.068496773205005,-9.329448892567882,Mayo Angling,,,"Activity Operator,Fishing,Angling",0.9436732902963572,-0.16282960057184828,Activity Operator,Fishing
4263,Act4263,53.8439072679371,-9.292137164783,Mayo Horsedrawn Caravan Holidays,,,"Transport,Horse Riding,Equestrian,Activity Operator,Coach,Road",0.9397534639640069,-0.16217838807239424,Transport,Horse Riding
4264,Act4264,53.856736,-9.286144,Mayo Leisure Point,,,"Restaurant,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Activity Operator,Sports Venues,Food and Drink,Pubs and Bar",0.9399773675773607,-0.16207378761431632,Restaurant,Pampering
4265,Act4265,53.850351891872606,-9.29607379045368,Mayo Memorial Peace Park,,,"Tracing Your Ancestors,Public Park,Nature and Wildlife,Public Sculpture,Fast Food,Food and Drink,Restaurant",0.9398659438707344,-0.1622470951517661,Tracing Your Ancestors,Public Park
4266,Act4266,53.345670999999996,-9.172596,MBW Bike Shop,,,"Cycling,Shopping,Bike Rental",0.9310576006356559,-0.1600920011552618,Cycling,Shopping
4267,Act4267,53.896467,-6.3731627,MC Research,,,Tracing Your Ancestors,0.9406708043424706,-0.11123267288029162,Tracing Your Ancestors,
4268,Act4268,55.1832525,-7.9708724,Mc Auliffe's Craft shop,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.9631294480843922,-0.13911796763634246,Shopping,Shopping Centres and Department Store
4269,Act4269,53.2729719,-9.05236,McCambridge's,,,"Covid Safety Charter,Shopping,Shopping Centres and Department Store,Food Shops",0.9297887619774194,-0.15799348707583388,Covid Safety Charter,Shopping
4270,Act4270,53.341221,-6.261003,McDaids Pub,,,"Food and Drink,Restaurant,Pubs and Bar",0.9309799334839421,-0.10927511682724253,Food and Drink,Restaurant
4271,Act4271,53.0162854188955,-9.385132623756471,McDermotts Bar and Restaurant,,,"Food and Drink,Restaurant,Pubs and Bar",0.9253087377367877,-0.1638014650208846,Food and Drink,Restaurant
4272,Act4272,53.145841000000004,-6.831293,McDonagh Pitch And Putt Club,,,"Golf,Pitch And Putt,General,Pitch and Putt,Activity Operator",0.9275699091913958,-0.11922855501844098,Golf,Pitch And Putt
4273,Act4273,53.2709622,-9.0545095,McDonagh's Seafood House,,,"Covid Safety Charter,Food and Drink,Restaurant",0.9297536860954421,-0.1580310029281055,Covid Safety Charter,Food and Drink
4274,Act4274,53.3500755,-6.2599472,McDowells Jewellers The Happy Ring House,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.9311344736625601,-0.10925668964099998,Shopping,Shopping Centres and Department Store
4275,Act4275,54.7995245,-7.780046400000001,McElhinney's Ballybofey,,,"Shopping,Shopping Centres and Department Store,Food Shops",0.9564321310522993,-0.13578742563793178,Shopping,Shopping Centres and Department Store
4276,Act4276,53.018359100000005,-9.3721392,McGann's Pub,,,"Food and Drink,Restaurant,Pubs and Bar",0.9253449302996977,-0.16357468699522734,Food and Drink,Restaurant
4277,Act4277,54.479980000000005,-8.27555,McGarrigles Restaurant,,,"Food and Drink,Restaurant,Cafe,Vegetarian",0.9508550274206604,-0.14443559491341676,Food and Drink,Restaurant
4278,Act4278,53.35179599999999,-6.250083999999999,McGettigans Cookhouse & Bar,,,"Food and Drink,Restaurant,Seafood",0.9311645020523405,-0.10908454432621725,Food and Drink,Restaurant
4279,Act4279,53.2754692,-9.0492537,McGettigan's Galway,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar",0.9298323480848295,-0.1579392719132792,Covid Safety Charter,Food and Drink
4280,Act4280,54.9511565041299,-7.73671587256198,McGettigan's Letterkenny,,,"Food and Drink,Restaurant,Pubs and Bar",0.9590786087757637,-0.13503116526751258,Food and Drink,Restaurant
4281,Act4281,52.6608157,-8.6327595,McGettigan's Limerick,,,"Food and Drink,Restaurant,Pubs and Bar",0.9191046207509225,-0.15067007680781944,Food and Drink,Restaurant
4282,Act4282,53.18534720000001,-6.1803545,McGill's,,,"Food and Drink,Restaurant,Pubs and Bar",0.9282594224563473,-0.10786753496544789,Food and Drink,Restaurant
4283,Act4283,54.799512,-7.783744,McGinleys Pub & Off Sales,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar",0.9564319128861428,-0.13585196093235352,Covid Safety Charter,Food and Drink
4284,Act4284,53.766178477503004,-8.48725829687942,McGourty's Bar,,,"Food and Drink,Restaurant,Pubs and Bar",0.9383968406473394,-0.14813060174775225,Food and Drink,Restaurant
4285,Act4285,53.356587,-6.273956,McGowans of Phibsboro,,,"Food and Drink,Restaurant,Pubs and Bar",0.9312481207768036,-0.10950118932525336,Food and Drink,Restaurant
4286,Act4286,53.338537,-6.25125,McGrattans Cafe Bar,,,"Food and Drink,Restaurant",0.9309330888468187,-0.10910489486529552,Food and Drink,Restaurant
4287,Act4287,55.2867208,-7.1655699,McGrory’s Hotel Bar,,,"Food and Drink,Pubs and Bar",0.9649353105908334,-0.12506278753680083,Food and Drink,Pubs and Bar
4288,Act4288,53.300247600000006,-8.7615154,McHale's Bar and Grill,,,"Food and Drink,Restaurant,Pubs and Bar",0.9302648127482057,-0.152917291194188,Food and Drink,Restaurant
4289,Act4289,53.7160485,-6.3467985,McHughs Bar & Venue,,,"Food and Drink,Restaurant,Pubs and Bar",0.9375219074859613,-0.11077253078563733,Food and Drink,Restaurant
4290,Act4290,52.899091000000006,-8.540915,McKernan Handweavers,,,"Covid Safety Charter,Shopping,Shopping Centres and Department Store,Craft,Activity Operator,Tour,Food Shops",0.9232633092620998,-0.1490670878829715,Covid Safety Charter,Shopping
4291,Act4291,52.6667813,-8.5768931,McLaughlins,,,"Food and Drink,Restaurant",0.9192087401127794,-0.14969502418658326,Food and Drink,Restaurant
4292,Act4292,53.486942596672,-6.27227438895704,McLoughlins Restaurant,,,"Food and Drink,Restaurant",0.9335232551371319,-0.10947183967581582,Food and Drink,Restaurant
4293,Act4293,52.511075100000006,-9.6756264,McMunn's of Ballybunion,,,"Food and Drink,Restaurant,Pubs and Bar",0.9164911542570108,-0.1688715378728859,Food and Drink,Restaurant
4294,Act4294,55.1915118,-7.8445902,McNutts Donegal Woollen Mill,,,"Shopping,Shopping Centres and Department Store,Craft,Activity Operator,Cafe,Food and Drink,Tour,Food Shops",0.9632736000633021,-0.13691392745968048,Shopping,Shopping Centres and Department Store
4295,Act4295,53.2750616,-9.0526368,"McSwiggan's Restaurant, Pub and Cafe Bar",,,"Food and Drink,Restaurant",0.9298252341227983,-0.15799831814720341,Food and Drink,Restaurant
4296,Act4296,53.5543644,-6.7911584000000005,Meath Heritage Centre,,,"Learning,Tracing Your Ancestors,Activity Operator",0.9346999875928375,-0.11852807410447008,Learning,Tracing Your Ancestors
4297,Act4297,54.258604299999995,-8.5740405,Meave's Cairn,,,,0.9469912925717531,-0.1496452369243409,,
4298,Act4298,53.2748164,-9.0496711,Medieval Galway Tour,,,"Walking,Activity Operator,Tour",0.9298209545754724,-0.157946556917577,Walking,Activity Operator
4299,Act4299,52.40068,-8.576376,Medieval Kilmallock,,,"Photography,Learning,Walking,Tracing Your Ancestors,Museums and Attraction,Historic Houses and Castle,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Tour",0.9145643962839423,-0.1496859990890212,Photography,Learning
4300,Act4300,52.65161260000001,-7.2523485,Medieval Mile Museum,,,"Covid Safety Charter,Museums and Attraction,Historic Houses and Castle,Tour",0.9189439963545323,-0.12657735982707197,Covid Safety Charter,Museums and Attraction
4301,Act4301,53.3448414379854,-6.2653463195739505,Meeting House Square,,,"Venue,Music",0.9310431220471518,-0.10935092205427428,Venue,Music
4302,Act4302,53.3467343998795,-6.263288880348231,Meeting Place,,,Public Sculpture,0.9310761604648186,-0.10931501296562579,Public Sculpture,
4303,Act4303,53.651912,-6.9725410000000005,Mellowes Adventure & Childcare,,,"Learning,Adventure Park,Activity Operator,Venue,Sports Venues",0.936402514390256,-0.12169379768029795,Learning,Adventure Park
4304,Act4304,54.039547,-6.1867019999999995,Memories Gifts,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.9431680214362241,-0.10797831973971822,Shopping,Shopping Centres and Department Store
4305,Act4305,51.899881,-8.4700869,Merchants Quay Shopping Centre,,,"Restaurant,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops",0.9058238048432472,-0.1478309043350397,Restaurant,Shopping
4306,Act4306,52.246604,-6.953243,Mermaid Angling,,,"Fishing,Angling,Activity Operator",0.9118752627856395,-0.12135698404124808,Fishing,Angling
4307,Act4307,53.20154399999999,-6.109113,Mermaid Arts Centre,,,"Movies,Cinema,Venue,Comedy,Music",0.9285421099446339,-0.10662413622638835,Movies,Cinema
4308,Act4308,53.3388,-6.25002,Merrion Square,,,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife",0.9309376790627514,-0.109083427315496,Forest Park,Park and Forest Walk
4309,Act4309,53.3396402,-6.2491694,Merrion Square Open Air Art Gallery,,,"Shopping,Shopping Centres and Department Store,Craft,Art Gallery,Food Shops",0.9309523433191267,-0.10906858154487854,Shopping,Shopping Centres and Department Store
4310,Act4310,53.2698931,-9.0529834,Merrow,,,"Food and Drink,Restaurant,Seafood,Vegetarian",0.9297350267804089,-0.15800436745839083,Food and Drink,Restaurant
4311,Act4311,53.2642455724764,-6.29700524079203,Merry Ploughboy Irish Music Pub,,,"Food and Drink,Restaurant",0.9296364588305251,-0.10990347446715927,Food and Drink,Restaurant
4312,Act4312,53.26414989999999,-6.2968957,Merry Ploughboy Pub Traditional Nights,,,"Covid Safety Charter,Food and Drink,Restaurant,Activity Operator,Historic Houses and Castle,Traditionally Irish,Venue,Music,Pubs and Bar,Local Produce,Food Shops,Shopping",0.9296347890308083,-0.10990156261967311,Covid Safety Charter,Food and Drink
4313,Act4313,53.271599515534,-9.05507663666992,Mervue Slí,,,Walking,0.9297648093498845,-0.1580409013303044,Walking,
4314,Act4314,53.7471934,-9.7282813,Mescan Brewery Ltd,,,"Food and Drink,Restaurant,Museums and Attraction,Artisan,Tour,Activity Operator",0.9380654885361657,-0.16979053924519424,Food and Drink,Restaurant
4315,Act4315,53.333199,-6.248074,Mespil Road Farmers Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops",0.9308399231713472,-0.10904946320825218,Food and Drink,Restaurant
4316,Act4316,53.1713802,-7.734043700000001,Metal Mayhem - Metal Work,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.928015652319721,-0.13498452705812458,Shopping,Shopping Centres and Department Store
4317,Act4317,52.2562844,-7.128058599999999,Metalman Brewing Company,,,,0.9120442176385495,-0.12440809184509746,,
4318,Act4318,55.176173,-7.785361,Mevagh Dive Centre Ltd,,,Activity Operator,0.9630058874999972,-0.13588018290635825,Activity Operator,
4319,Act4319,53.345583,-6.2643059999999995,Mexico to Rome,,,"Food and Drink,Restaurant",0.9310560647459142,-0.1093327650524359,Food and Drink,Restaurant
4320,Act4320,52.9808253,-6.0442348,Mezzanine Café,,,"Food and Drink,Restaurant,Cafe",0.9246898419089125,-0.10549179802362096,Food and Drink,Restaurant
4321,Act4321,54.079910999999996,-8.376667,Michael Budd Blacksmith,,,"Craft,Shopping,Art Gallery",0.9438725061354991,-0.14620041949315585,Craft,Shopping
4322,Act4322,51.6165156,-8.980502699999999,Michael Collins Birthplace,,,"Historic Houses and Castle,Castle,Ruins",0.9008781456270164,-0.15673934059924055,Historic Houses and Castle,Castle
4323,Act4323,51.6431607,-8.821391,Michael Collins Centre,,,"Covid Safety Charter,Learning,Museums and Attraction,Tour",0.9013431903515396,-0.15396231755579512,Covid Safety Charter,Learning
4324,Act4324,51.6217,-8.8914,Michael Collins House,,,"Covid Safety Charter,Museums and Attraction,Food Shops,Shopping,Tour",0.9009686304767568,-0.15518420511182382,Covid Safety Charter,Museums and Attraction
4325,Act4325,53.021145999999995,-9.087774000000001,Michael Cusack Centre,,,"Learning,Gaa,Museums and Attraction,Cafe,Food and Drink,Tour,Food Shops,Shopping",0.9253935708806212,-0.15861157797713518,Learning,Gaa
4326,Act4326,53.921068000000005,-9.1307741,Michael Davitt Museum,,,"Covid Safety Charter,Tracing Your Ancestors,Museums and Attraction,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle,Activity Operator",0.9411001727917538,-0.15936207130082197,Covid Safety Charter,Tracing Your Ancestors
4327,Act4327,52.663168000000006,-8.62343,Michael Flannerys Bar,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar",0.9191456761309172,-0.15050724631525464,Covid Safety Charter,Food and Drink
4328,Act4328,52.265233,-9.693192999999999,Michael Fox O'Connor Tours,,,"Activity Operator,Tour",0.9122004001719936,-0.1691781328812667,Activity Operator,Tour
4329,Act4329,53.4878,-10.021,Michael Gibbons Walking Ireland,,,"Activity Operator,Tour",0.933538219648223,-0.17489944434235177,Activity Operator,Tour
4330,Act4330,52.9306332,-9.3390895,Michael Hanrahan's Art Gallery,,,"Craft,Shopping,Art Gallery",0.9238138245054223,-0.16299786091343096,Craft,Shopping
4331,Act4331,51.902656,-9.46143,Michael J Quill Centre,,,Museums and Attraction,0.90587223772999,-0.1651331054469671,Museums and Attraction,
4333,Act4333,53.0670567,-8.8211049,Michael Kennedy Ceramics,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.9261948637575168,-0.15395732416880514,Shopping,Shopping Centres and Department Store
4334,Act4334,51.898593665925205,-8.447749566305902,Michael O’Sullivan Photography,,,"Learning,Photography,Activity Operator",0.9058013366250689,-0.147441044315961,Learning,Photography
4335,Act4335,53.266265000000004,-9.057491,Michael Vignoles,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.9296717044898174,-0.15808303991975373,Shopping,Shopping Centres and Department Store
4336,Act4336,53.339615,-6.538717299999999,Michelangelo Restaurant,,,"Food and Drink,Restaurant",0.9309519034961552,-0.11412214574211381,Food and Drink,Restaurant
4337,Act4337,53.6681526840208,-8.09525261485555,Michelle's Craft Courses,,,"Shopping,Shopping Centres and Department Store,Craft,Activity Operator,Food Shops",0.9366859677991949,-0.14128881190990977,Shopping,Shopping Centres and Department Store
4338,Act4338,53.259875699999995,-9.0764149,Micil Distillery,,,"Covid Safety Charter,Museums and Attraction,Food and Drink,Pubs and Bar",0.9295601901679196,-0.15841332428207186,Covid Safety Charter,Museums and Attraction
4339,Act4339,53.2139092022857,-7.44988362939932,Mick The Miller Monument,,,Public Sculpture,0.9287579234371947,-0.13002499822344316,Public Sculpture,
4340,Act4340,52.8893381,-6.1448504999999995,Mickey Finn's Pub,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar",0.923093089045482,-0.10724787326781982,Covid Safety Charter,Food and Drink
4341,Act4341,53.192837,-7.989774000000001,Mid Ireland Adventure,,,"Covid Safety Charter,Cycling,Kayaking,Activity Operator,Walking,Adventure Park,Bike Rental,Tour",0.9283901441266629,-0.13944786279023744,Covid Safety Charter,Cycling
4342,Act4342,53.5164862330601,-7.36165261449196,Midland Cycling Tours,,,"Covid Safety Charter,Cycling,Activity Operator,Tour,Bike Rental",0.9340388888651162,-0.12848507651093352,Covid Safety Charter,Cycling
4343,Act4343,53.719134200000006,-7.593347099999999,Midland Karting,,,Activity Operator,0.9375757631106901,-0.1325289081417631,Activity Operator,
4344,Act4344,51.914348,-8.174195,Midleton Country Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops",0.9060763016261332,-0.14266661645005788,Food and Drink,Restaurant
4345,Act4345,51.917997,-8.1745,Midleton Farmers Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops",0.9061399886905385,-0.14267193970427647,Food and Drink,Restaurant
4346,Act4346,52.632863,-8.287981,Mike Hynan Coach Tours,,,"Transport,Coach,Road",0.9186167541011002,-0.14465255679273215,Transport,Coach
4347,Act4347,52.516817,-7.8881274,Mikey Ryan’s Bar and Kitchen,,,"Covid Safety Charter,Food and Drink,Restaurant",0.916591369317331,-0.13767379494677975,Covid Safety Charter,Food and Drink
4348,Act4348,52.663657900000004,-8.630071800000001,Milano Restaurant,,,"Food and Drink,Restaurant",0.9191542264989228,-0.1506231675935136,Food and Drink,Restaurant
4349,Act4349,51.6578302,-9.8665087,Mill Cove Gallery,,,"Craft,Shopping,Art Gallery",0.9015992214261609,-0.17220306249166545,Craft,Shopping
4350,Act4350,51.657231700000004,-9.866048800000002,Mill Cove Sculpture Gardens,,,"Gardening,Nature and Wildlife,Gardens,Garden",0.9015887756305877,-0.17219503572243555,Gardening,Nature and Wildlife
4351,Act4351,53.288351,-6.243288,Mill Theatre,,,"Venue,Comedy,Music,Food and Drink,Pubs and Bar",0.9300571779084128,-0.10896593175025174,Venue,Comedy
4352,Act4352,52.889175699999996,-6.138450499999999,Millbrook Golf Course,,,"Golf,Golf Course",0.9230902546307767,-0.10713617219569217,Golf,Golf Course
4353,Act4353,51.9512426589972,-7.8544402335238805,Millennium Garden of Time,,,"Gardening,Nature and Wildlife,Gardens,Garden",0.9067202349020349,-0.13708584297610402,Gardening,Nature and Wildlife
4354,Act4354,53.2810369,-6.6886353000000005,Millicent Golf & County Club,,,"Golf,Golf Course",0.9299295227815927,-0.11673870845011869,Golf,Golf Course
4355,Act4355,52.059733,-9.067209,Millstreet Museum,,,"Learning,Museums and Attraction",0.9086137485591451,-0.15825265101646252,Learning,Museums and Attraction
4356,Act4356,52.146347600000006,-9.7167659,Milltown Food Market and Organic Centre,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops",0.9101254585094432,-0.1695895576005101,Food and Drink,Restaurant
4357,Act4357,53.3066662,-6.2545305,Milltown Golf Club,,,"Golf,Golf Course",0.9303768384515742,-0.10916215039140721,Golf,Golf Course
4358,Act4358,53.6139673755756,-8.89895061433106,Milltown Slí,,,Walking,0.9357402557606175,-0.15531598819244907,Walking,
4359,Act4359,52.126024900000004,-10.110451800000002,Minard Castle,,,"Historic Houses and Castle,Castle",0.909770760481548,-0.17646067277418725,Historic Houses and Castle,Castle
4360,Act4360,53.4881206,-10.022232199999998,Mitchells Restaurant,,,"Food and Drink,Restaurant,Vegetarian",0.9335438151738049,-0.1749209502893948,Food and Drink,Restaurant
4361,Act4361,52.3039816471096,-8.1045695865655,Mitchelstown Cave,,,"Walking,Activity Operator,Historic Houses and Castle,Natural Landscape,Tour",0.9128766916447494,-0.14145142374256356,Walking,Activity Operator
4362,Act4362,52.286941999999996,-8.2852926,Mitchelstown Golf Club,,,"Golf,Golf Course",0.9125792936993089,-0.14460563536112153,Golf,Golf Course
4363,Act4363,52.2655636085186,-8.27019209540859,Mitchelstown Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops",0.9122061703791782,-0.1443420818372889,Food and Drink,Restaurant
4364,Act4364,52.266379619024804,-8.269773508442428,Mitchelstown Self Guided Historic Town Walk,,,Walking,0.9122204124492423,-0.14433477611652346,Walking,
4365,Act4365,51.451562,-9.8109117,Mizen Head Signature Point,,,"Walking,Discovery Point",0.8979991621939988,-0.17123271178743416,Walking,Discovery Point
4366,Act4366,53.334480500000005,-6.2754694,Mizen Head cycle route - IrelandWays.com,,,"Transport,Cycling,Walking,Activity Operator,Tour,Coach,Road",0.9308622895657116,-0.10952760313815305,Transport,Cycling
4367,Act4367,51.449427,-9.820378,Mizen Head Signal Station Visitor Centre,,,"Covid Safety Charter,Walking,Museums and Attraction,Historic Houses and Castle,Cafe,Food and Drink",0.8979618994144686,-0.1713979298904157,Covid Safety Charter,Walking
4368,Act4368,53.2185744240411,-6.66422655952454,Moat Theatre,,,"Craft,Shopping,Venue,Comedy,Music,Activity Operator",0.9288393469171621,-0.11631269556255709,Craft,Shopping
4369,Act4369,53.4006286,-7.728281,Moate Golf Club,,,"Golf,Golf Course",0.93201679170465,-0.13488394896931988,Golf,Golf Course
4370,Act4370,51.95329829999999,-7.846207400000001,Moby Dick's,,,"Food and Drink,Restaurant,Pubs and Bar",0.9067561126057726,-0.13694215292434375,Food and Drink,Restaurant
4371,Act4371,52.65587779999999,-7.2461677,Mocha's Vintage Tea Rooms,,,"Covid Safety Charter,Food and Drink,Restaurant,Cafe",0.919018438137788,-0.1264694845166647,Covid Safety Charter,Food and Drink
4372,Act4372,51.907725882643994,-8.4355317091065,Mod Tours,,,"Activity Operator,Tour",0.9059607238748174,-0.14722780248029296,Activity Operator,Tour
4373,Act4373,51.6800105,-9.4501107,Moghul Indian Restaurant,,,"Food and Drink,Restaurant",0.901986340690241,-0.1649355463929461,Food and Drink,Restaurant
4374,Act4374,52.9530613951071,-9.421025302729731,Moher Cottage,,,"Covid Safety Charter,Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops",0.9242052703553209,-0.16442791044632935,Covid Safety Charter,Craft
4375,Act4375,52.957467,-9.418400300000002,Moher Hill Open Farm and Leisure Park,,,"Learning,Agriculture,Nature and Wildlife,Walking,Museums and Attraction,Visitor Farm,Cafe,Food and Drink,Activity Operator",0.924282162666244,-0.16438209550582172,Learning,Agriculture
4376,Act4376,52.358794891548,-8.471590715234361,Molanna Looped Walk,,,Walking,0.9138333632339,-0.14785715086222095,Walking,
4377,Act4377,53.4699713,-7.37065,Mollie Moo’s Pet Farm,,,Visitor Farm,0.9332270501318727,-0.12864211051212004,Visitor Farm,
4378,Act4378,51.8012009,-9.5623674,Molly Gallivan's Cottage and Traditional Farm,,,"Restaurant,Craft,Shopping,Walking,Historic Houses and Castle,Visitor Farm,Traditionally Irish,Cafe,Food and Drink,Food Shops,Tour",0.9041015121920498,-0.1668947954153696,Restaurant,Craft
4379,Act4379,54.0432735750474,-6.18798426826174,Molly Loop,,,"Walking,Natural Landscape",0.943233062440624,-0.10800069954277941,Walking,Natural Landscape
4380,Act4380,53.3437399157111,-6.260949959390019,Molly Malone,,,Public Sculpture,0.9310238968566811,-0.1092741910939611,Public Sculpture,
4381,Act4381,54.2478562,-6.972484599999999,Monaghan County Museum,,,"Museums and Attraction,Historic Houses and Castle",0.9468037028384195,-0.1216928133145998,Museums and Attraction,Historic Houses and Castle
4382,Act4382,54.246248,-6.978923,Monaghan Leisure Complex,,,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Fitness and Leisure",0.946775634453389,-0.12180518459316023,Swimming,Swimming Pools and Water Park
4383,Act4383,54.249081336353505,-6.968346988523081,Monaghan Town Heritage Trail,,,Walking,0.9468250855015741,-0.12162059837115927,Walking,
4384,Act4384,52.507136100000004,-6.6123399,Monart Destination Spa,,,"Restaurant,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Fitness and Leisure,Venue,Cafe,Food and Drink",0.9164224057377747,-0.11540710251599261,Restaurant,Pampering
4385,Act4385,53.7777634,-6.4177232,Monasterboice High Cross and Round Tower,,,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Tour",0.9385990356885003,-0.11201040032162655,Photography,Learning
4386,Act4386,53.769402,-6.3996830000000005,Monasterboice Inn,,,"Food and Drink,Restaurant",0.9384531017284241,-0.11169553943390828,Food and Drink,Restaurant
4387,Act4387,53.2575,-6.746111099999999,Mondello Park Racing Circuit,,,"Covid Safety Charter,Activity Operator,Adventure Park,Museums and Attraction",0.9295187263808801,-0.11774185040033643,Covid Safety Charter,Activity Operator
4388,Act4388,52.87985103712,-7.956269999432241,Moneygall Kearney Loops,,,Cycling,0.9229275085618822,-0.13886310766774,Cycling,
4389,Act4389,53.07598412497539,-7.54632895409873,Monicknew Trails,,,"Walking,Natural Landscape",0.9263506767170621,-0.13170828668760287,Walking,Natural Landscape
4390,Act4390,53.0708113344065,-7.5422801650298705,Monicknew Woods,,,"Photography,Learning,Bird Watching,Nature and Wildlife,Walking,Forest Park,Park and Forest Walk,Historic Houses and Castle,Natural Landscape,Public Park",0.9262603944901189,-0.1316376219876325,Photography,Learning
4391,Act4391,53.374262,-8.702721,Monivea - Mass Track trail,,,Walking,0.9315566077220937,-0.15189113533245344,Walking,
4392,Act4392,53.3747589250999,-8.69636308118379,Monivea Historical Trail Loop Walk,,,Walking,0.9315652807012227,-0.15178016871553607,Walking,
4393,Act4393,53.271283999999994,-9.100402,Monkey Business Ltd.,,,"Activity Operator,Cafe,Food and Drink",0.9297593025649749,-0.15883197815507702,Activity Operator,Cafe
4394,Act4394,51.917893,-8.396489,Monkey Maze,,,"Activity Operator,Cafe,Food and Drink",0.9061381735481163,-0.14654637865748618,Activity Operator,Cafe
4395,Act4395,53.119761446144,-9.15469914207415,"Monks Ballyvaughan, Seafood Restaurant & Bar",,,"Food and Drink,Restaurant,Pubs and Bar,Seafood",0.9271147351091573,-0.15977964205869408,Food and Drink,Restaurant
4396,Act4396,52.5178443,-6.7837777,Monksgrange Garden & Norman Gallery,,,"Walking,Gardens,Garden",0.9166092990847367,-0.11839925658836813,Walking,Gardens
4397,Act4397,51.8510673,-8.3464733,Monkstown Golf Club,,,"Golf,Golf Course",0.9049718450581663,-0.14567344001479643,Golf,Golf Course
4398,Act4398,53.269974,-9.057768,Monroes Tavern,,,"Food and Drink,Restaurant,Pubs and Bar",0.9297364387517738,-0.15808787448178174,Food and Drink,Restaurant
4399,Act4399,54.26791070000001,-8.4743965,Montmartre,,,"Food and Drink,Restaurant",0.9471537198932609,-0.14790612104448364,Food and Drink,Restaurant
4400,Act4400,53.344471,-6.264691,Monty's of Kathmandu,,,"Covid Safety Charter,Food and Drink,Restaurant",0.931036656684632,-0.10933948457005609,Covid Safety Charter,Food and Drink
4401,Act4401,52.78218670000001,-8.8792287,Mooghaun Bronze Age Hillfort,,,Museums and Attraction,0.9212229443173607,-0.15497177585257585,Museums and Attraction,
4402,Act4402,53.943021792417895,-8.094534958945019,Moon River Cruise,,,"Covid Safety Charter,Cruising,Activity Operator,Food and Drink,Pubs and Bar,Tour,Boat",0.9414833387527454,-0.1412762864513746,Covid Safety Charter,Cruising
4403,Act4403,52.979414,-6.8250371,Moone High Cross,,,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery",0.9246652100771791,-0.11911936896576548,Photography,Learning
4404,Act4404,53.13431697097361,-7.04986428544089,Moore Abbey Wood,,,"Walking,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife",0.9273687769417898,-0.12304334359970087,Walking,Forest Park
4405,Act4405,53.35019200000001,-6.262308999999999,Moore Street Market,,,"Food Shops,Shopping,Shopping Centres and Department Store",0.9311365069711388,-0.10929791082727357,Food Shops,Shopping
